Auec priuilege du Roy.	Avec privilège du Roi.
Alfonſe au nom des Dieux, dont l’hõneur t’en conuie, Au nom de deux amants qui te deuront la vie, Ne nous refuſe pas ton ayde en ce beſoing	Alfonse au nom des Dieux, dont l'honneur t'en convie, Au nom de deux amants qui te devront la vie, Ne nous refuse pas ton aide en ce besoing
ALFONSE.	ÀLFONSE.
Et ſi ie n’obtiens rien?	Et si ici n'obtiens rien?
HORTENSE.	HORTENSE.
Hazarde au moins tonſoing	Hasarde au moins tonsoing
COMEDIE.	COMÉDIE.
Et ſi (pour mon malheur) tes pourſuittes ſont vaines, Mande le moy, n'importe, & ie retourne à Gennes.	Et si (pour mon malheur) tes poursuittes sont vaines, Mande le moi, n'importe, et ie retourne à Gennes.
ALFONSE.	ÀLFONSE.
Me le dis-tu ſans feinte?	Me le dis-tu sans feinte?
HORTENSE.	HORTENSE.
Ouy, pourueu que diſcret, Enuers monpere, au moins tu me tiennes ſecret.	Oui, pourvu que discret, Envers monpère, au moins tu me tiennes secret.
ALFONSE.	ÀLFONSE.
Tu me dois mieux connoiſtre, & ce diſcours m’offente, Au reſte ſi d'abord i’ay dit ce que ie penſe, Comme vn ſincere amy qut ne te cele rien, I'ay creu le deuoir faire, & l’ay fait pour ton bien.	Tu me dois mieux connaître, et ce discours m'offente, Au reste si d'abord j'ai dit ce que pr pense, Comme un sincère ami qut ne te cele rien, J'ai cru le devoir faire, et l'ai fait pour ton bien.
Mais puiſqu'à mon aduis, ton ſens eſt ſi contraire, Ceite meſme amuiie moutige a te complaire, Et ſelon ſon deſſein te laiſſer en ce lieu.	Mais puisqu'à mon avis, ton sens est si contraire, Cite même amuiie moutige a te complaire, Et selon son dessein te laisser en ce lieu.
Cependant te jour troiſt, ſeparons-nous, adieu;	Cependant te jour troist, séparons-nous, adieu;
Et ſur tout ſouuiens toy, de viure icy d’adreſſe, Et contre tonamour croire vn peu ta ſageſſe.	Et sur tout souviens toi, de vivre ici d'adresse, Et contre tonamour croire un peu ta sagesse.
HORTENSE.	HORTENSE.
Et toy fay de ta part, ce que tume promets.	Et toi fais de ta part, ce que tume promets.
ALEONSE.	ALÉONSE.
Le ſuccez, ſi ie puis, paſſera tes ſouhaits.	Le succès, si On puis, passera tes souhaits.
B iij	 Bijà
SCEASIE.	SCESIE.
HORTENSE ſeul.	HORTENSE seul.
Le iour croiſt:	Le jour crois:
haſtons-nons, auons chez.	hâtons-nons, avons chez.
Hippocraſſe,	Hypocrasse,
SCENE IV.	SCÈNE IV.
ALEXIS.	ALEXIS.
LEONSE.	LEONSE.
Muulslos E voilà, cours Leonſe, appelle-le de grace, Ie m'y puis confier, & ie le cognois bien.	Muulslos É voilà, cours Léonse, appelle-le de grâce, Je m'y puis confier, et Seigneur le connais bien.
LEONSE.	LEONSE.
Voux vons pouut Stromper, ne precipitez, rien.	Voux vont pouut Stromper, ne précipités, rien.
Ce n’eſt plus vn ſecret, qu’vn ſecret qu'on declare:	Ce n'est plus un secret, qu'un secret qu'on déclare:
Mais vn regret qu’au cœur noſtre bouche prepare, Et ſi l’on s’eſt fait tort de l’auoir declaré.	Mais un regret qu'au cœur notre bouche prépare, Et si l'on s'est fait tort de l'avoir déclaré.
Le tort ne peut iamais en eſtre reparé.	Le tort ne peut jamais en être reparé.
Il eſt vray, mais:	Il est vrai, mais:
ALEXIS.	ALEXIS.
LEONSE.	LEONSE.
Quoy mais?	Quoi mais?
COMEDIE.	COMÉDIE.
ALEXIS.	ALEXIS.
Ne ſçais-tu pas encore u queur qu’il me doit, à quel poinct il m’honore, Que l'heur de me ſeruir, eſt ſon plus cher ſoucy.	Ne sçais-tu pas encore u queur qu'il me doit, à quel point il m'honore, Que l'heur de me servir, est son plus cher souci.
Peut-estre.	Peut-être.
LEONSE.	LEONSE.
ALEXIS.	ALEXIS.
Il est trop vray:	Il est trop vrai:
tu dois ſçauoir außi, Que ie n’ay ſouhaitté qu’il entraſt chez Horace, Que pour y voir Clarice, & m'obtenir ſa grace;	tu dois Savoir aussi, Que je n'ai souhaité qu'il entrât chez Horace, Que pour y voir Clarice, et m'obtenir sa grâce;
Et quand, s’il t’en ſouuient, ie t’en ouuris mon ſein, Tu ne pûs t'empeſcher d approuuer mon deſſein.	Et quand, s'il t'en souvient, ils t'en ouvris mon sein, Tu ne pus t'empêcher d approuver mon dessein.
mequuuceueduycudauuy dovaspoujuipelle;	mequuuceueduycudauuy dovaspoujuipelle;
Et pouuant (comme il peut) me ſeruir aupres d’elle, A quoy bon differer l’eſpoir que i'en attends, Et ne luy parler pas?	Et pouvant (comme il peut) me servir auprès d'elle, A quoi bon différer l'espoir que j'en attends, Et ne lui parler pas?
LEONSE.	LEONSE.
Parce qu’il n'est pas temps.	Parce qu'il n'est pas temps.
Si vous n’auanceZ rien, & qu’vn an de ſeruice Ne vous ait pas acquis vn regard de Clarice, Si depuis ſi long-temps vos vœux ont esté vains, Deſſus quel fondement bastiſſent vos deſſeins?	Si vous n'avancez rien, et qu'un an de service Ne vous ait pas acquis un regard de Clarice, Si depuis si longtemps vos vœux ont été vains, Dessus quel fondement bâtissent vos desseins?
Vous ſp̧auez que chacun tend à ſe ſatisfaire,	Vous spavez que chacun tend à se satisfaire,
Qu’ainſi qu'elle vous plaiſt, vn autre luy peut plaire;	Qu'ainsi qu'elle vous plaît, un autre Rome peut plaire;
Et ce n’eſt pas touſiours vn bon raiſonnement, De deuoir eſtre aymé par ce qu’on eſt amant:	Et ce n'est pas toujours un bon raisonnement, De devoir être aimé par ce qu'on est amant:
Vous pourriés l’emporter du coſté du merite, Mais ce n’eſt pas touſiours par où l’amour s’excite, Tout dépend du caprice, & ſouuent en effet, La meilleure fortune arriue au plus mal fait, L’auarice a gaigné juſques au cœur des filles, Elles ne peſent rang, nobleſſe ny familles, Les mains & non les yeux aujourd huy font les chois.	Vous pourriez l'emporter du côté du mérite, Mais ce n'est pas toujours par où l'amour s'excite, Tout dépend du caprice, et souvent en effet, La meilleure fortune arrive au plus mal fait, L'avarice a gagné jusqu' au cœur des filles, Elles ne pèsent rang, noblesse ici familles, Les mains et non les yeux aujourd' hui font les chois.
Si l’or peſe il ſuffit, tout le reſte eſt de poids.	Si l'or pèse il suffit, tout le reste est de poids.
Mais outre ces raiſons, vous trahiſſeZ Lucrece, Que l’on ſçait qui vous ayme auec tant de tendreſſe;	Mais outre ces raisons, vous trahissez Lucrece, Que l'on sait qui vous aime auec tant de tendresse;
& viainen anlex Jiaueresle aumleeio, Comment pretendez-vous en eſtre bien traicté?	et viainen anlex Jiaueresle aumleeio, Comment prétendez-vous en être bien traité?
Et ſans eſtre au hazard d’vne pareille injure Comment ſe fiera t'elle en la foy d’vn parjure?	Et sans être au hasard d'une pareille injure Comment se fiera t'elle en la foi d'H parjure?
ALEXIS.	ALEXIS.
Par là gloire qu’elle a d’en eſtre la raiſon;	Par là gloire qu'elle a d'en être la raison;
Ses yeux plus que mon cœur font cette trahiſon.	Ses yeux plus que mon cœur font cette trahison.
Mais ne t’ay-je pas dit que ce diſcours m’offence?	Mais ne t'ai-je pas dit que ce discours m'offense?
LEONSE.	LEONSE.
Et bien n’en parlons plus, paſſons, parlons d’Hortenſe, Vous luy veulez ouurir le ſonds de voſtre ſein, Et ſi pour cet objet luy meſme auoit deſſein;	Et bien n'en parlons plus, passons, parlons d'Hortense, Vous-même veulez ouvrir le sonds de votre sein, Et si pour cet objet lui même avait dessein;
Alexis	Alexis
ALEXIS.	ALEXIS.
Pour Clarice?	Pour Clarice?
ô bons Dieux:	ô bons Dieux:
quelle eſt ta reſuerie?	quelle est ta rêverie?
Vn valet, vn eſclaue;	Un valet, un esclave;
LEONSE.	LEONSE.
Attendez, ie vous prie;	Attendez, Seigneur vous prie;
Vn eſclaue, il eſt vray, mais ne voyez vous pas Combien il eſt adroit, combien il a d’appas, Et quelle place il tient dans l’eſprit de ſon maiſtre:	Un esclave, il est vrai, mais ne voyez vous pas Combien il est adroit, combien il a d'appas, Et quelle place il tient dans l'esprit de son maître:
Si donc il arriuoit, comme enfin il peutestre, Qu’eſtant porté pour luy de tant d’affection, at vouiuſt t'nonurer de ja qutceſsion, Et pour ſe deliurer des ſoins de ſa famille, Le choiſir pour ſon gonuit Oduy donner ſa fille.	Si donc il arrivait, comme enfin il peutestre, Qu'étant porté pour lui de tant d'affection, at vouiust t'nonurer de ja qutcession, Et pour se délivrer des soins de sa famille, Le choisir pour son gonuit Odui donner sa fille.
ALEXIS.	ALEXIS.
O folt ie conceurois ce friuole ſoucy!	Ô folt Dieux conceurais ce frivole souci!
LEONSE.	LEONSE.
Mais il peut eſtre, en fin.	Mais il peut être, en fin.
ALEXIS.	ALEXIS.
Le Ciel peut choir außi.	Le Ciel peut choir aussi.
LEONSE.	LEONSE.
L’affaire, croyez,-moy, n’eſt pas ſi difficile, Qu'à mon gré cét aduis vous doiue eſtre invtile, Ce diſcours vous déplaiſt, mais i’y ſuis obligé, CraigneZ ie itpentir d un aauu neglige.	L'affaire, croyez,-moi, n'est pas si difficile, Qu'à mon gré cet avis vous doive être invîtyle, Ce discours vous déplaît, mais j'y suis obligé, Craignez ie itpentir pas un aauu néglige.
ALEXIS.	ALEXIS.
Rien ne peut ſuccedenſans tenter la fortune;	Rien ne peut succedensans tenter la fortune;
Mais que voy-je reuituns tette femme importune.	Mais que vois-je revituns tette femme importune.
SCENE LVCRECE.	SCÈNE LUCRECE.
CYNTHIE.	CYNTHIE.
LVCRECE.	LUCRECE.
F vois que tuv ig rat ſe dervve à mes jeux, * Comme ſi ie portois vn air contagieux, Voy queleſt le malheur d’aymer qui nous meſpriſe, Et ſous d’ingrates loix ranger noſtre franchiſe.	F vois que tuv ig rat se deruve à mes jeux, * Comme si je portais un air contagieux, Vois quelest le malheur d'aimer qui nous méprise, Et sous d'ingrates lois ranger notre franchise.
CYNTHIE.	CYNTHIE.
Laiſſez-là ce perfide, eſt-il ſi mal ayſé De changer en meſpris, vn amour meſpriſé?	Laissez-là ce perfide, est-il si mal aisé De changer en mépris, un amour méprisé?
ChaſſeZ de voſtre cœur ces inutiles flames, Serués vous pour vn bien d’vn des defauts des fẽmes, A qui ſi par le mien, ie cognois leurs eſprits, Il eſt ſi mal-aysé de ſouffrir le mépris.	Chassez de votre cœur ces inutiles flammes, Servez -vous pour un bien d'Un des défauts des femmes, À qui si par le mien, je connais leurs esprits, Il est si mal-aysé msouffrirle pris.
L’honneur vous y conuie, & tout noble courage, Ne peut ingrattement ſarporter le ſert Il n’eſt point de mal-heur, il n’eſt point de trépas, Tilt qnede ſuim se des grear pas	L'honneur vous y convie, et tout noble courage, Ne peut ingrattement sarporter le sert Il n'est point de malheur, il n'est point de trépas, Tilt qède suivm se des gréar pas
LVCRECE.	LUCRECE.
Il ſeroit bien-ayſé de ſortir de miſere, Si l’on executoit, comme l’on delibere, I'ay pris aſſez de fois, l’aduis de ma raiſon, Et baſt, des deſſeins contre ſa trahiſon, Mais vn inſtant apres renuerſe l’edifice, Et comme l’on a dit de la femme dVliſſe, Non pour tromper autruy, mais pour me deceuoir, Ie deffaits le matin ce que i’ay fait le ſoir.	Il serait bien-aysé de sortir de misère, Si l'on exécutait, comme l'on délibère, J'ai pris assez de fois, l'avis de ma raison, Et bât, des desseins contre sa trahison, Mais un instant après renverse l'édifice, Et comme l'on a dit de la femme dUlisse, Non pour tromper autrui, mais pour me décevoir, Je défaits le matin ce que j'ai fait le soir.
Apres que i’ay le iour de ma triſte penſée, Par d’extrémes efforts ſon image effacée, Le ſommeil me ſurprend, & ce Peintre ſçauant Me le repeint la nuict plus parfait que deuant, Ma bleſſure ſe r’ouure & deuient plus profonde, Et le meſme ſoleil, qui ſe cachant dans l’onde, Le ſoir d’auparauant m’auoit veu ſans amour, Me retrouue amoureuſe, en ramenantle jour.	Après que j'ai le jour de ma triste pensée, Par d'extrémes efforts son image effacée, Le sommeil me surprend, et ce Peintre savant Me le repeint la nuit plus parfait que devant, Ma blessure se rouvre et dévient plus profonde, Et le même soleil, qui se cachant dans l'onde, Le soir d'auparavant m'avait vu sans amour, Me retrouve amoureuse, en ramenantle jour.
CYNTHIE.	CYNTHIE.
L’amour vous fait joüer vn mauuais perſonnage, Auec ſi peu d’eſpoir, i’aurois plus de courage, I'éteindrois ce braſier, fuſt-il plus violent, Et me garderois bien d’en faire vn inſolent.	L'amour vous fait jouer un mauvais personnage, Avec si peu d'espoir, j'aurais plus de courage, J'éteindrais ce brasier, fut-il plus violent, Et me garderais bien d'en faire un insolent.
Ces reſolutions ne ſont pas ſans exemple, Mais inſenſiblement nous arriuons au Temple, VeneZ y renoncer à la foy d’Alexis, Et ſacrifiez-y vos ſoings, & vos ſoucys.	Ces résolutions ne sont pas sans exemple, Mais insensiblement nous arrivons au Temple, Venez y renoncer à la foi d'Alexis, Et sacrifiez-y vos soins, et vos soucis.
Dieux!	Dieux!
voicy le ſujet d’vne ſeconde peine, Tout concourt à vous nuire, & l’amour, & la haine, Vous tombez, d’vn ingrat, en vn perſecuteur, L'incomparavie amant?	voici le sujet d'une seconde peine, Tout concourt à vous nuire, et l'amour, et la haine, Vous tombez, d'un ingrat, en un persécuteur, L'incomparavie amant?
te foty feruiteur:	te foti serviteur:
SCENE V 2 HIPPOCRASSE vieil Medecin:	SCÈNE V 2 HIPOCRASE vieil Médecin:
LVCRECE.	LUCRECE.
CYNTHIE.	CYNTHIE.
HIPPOCRASSE.	HIPOCRASSE.
TOICT l'aymable objet de mes douces pensées, Mes prieres, ô Ciel, ſont trop recompenſées, Beaux yeux viuans ſoleils, claires ſources du jour, Beaux remedes des cœurs, bleſſez, des traits d’amour, Beauté ( ſi voſtre grace à mes deſirs incline,) D'vn fameux Medecin, fameuſe medecine, Maiſtreſſe des Docteurs quand ordonnerez vous, Vn vtile remede au mal qui me deuore?	TOICT l'aimable objet de mes douces pensées, Mes prières, ô Ciel, sont trop récompensées, Beaux yeux vivants soleils, claires sources du jour, Beaux remèdes des cœurs, blessés, des traits d'amour, Beauté ( si vôtre grâce à mes désirs incline,) D'un fameux Médecin, fameuse médecine, Maîtresse des Docteurs quand ordonnerez -vous, Vén île remède au mal qui me dévore?
LVCRECE.	LUCRECE.
Si vous vouleZ guerir, prenez de l'Elebore:	Si vous voulez guérir, prenez de l'Hellébore:
C’est à ce que l’ondit le remede des fous.	C'est à ce que l'ondit le remède des fous.
.	.
* --.	* --*
c--	ç-
HIPPOCRASSE.	HIPOCRASSE.
C’eſt auoir l’eſprit bon, & meriter ſa gloire D'vn iugementbien ſain, que de vous estimer.	C'est avoir l'esprit bon, et mériter sa gloire D'un jugementbien sain, que de vous estimer.
LVCRECE.	LUCRECE.
L vus ieſmoignez entonpeaucoup plus de memoire, Il vous ſouuient de loin, s’il vous ſouuient d’aymer.	 Lus iesmoignez entonpeaucoup plus de mémoire, Il vous souvient de loin, s'il vous souvient d'aimer.
HIPPOCRASSE.	HIPOCRASSE.
Ie porte vn ieune cœur, deſſous vn vieil viſage, Tout enfant qu’eſt l’Amour, il eſt plus vieil que nous.	Je porte un jeune cœur, dessous un vieil visage, Tout enfant qu'est l'Amour, il est plus vieil que nous.
LVCRECE.	LUCRECE.
Allez donc careſſer des enfans de voſtre age, Pour moy ie ne veux point d’vn enfant comme vous,	Allez donc caresser des enfants de votre âge, Pour moi je ne veux point d'un enfant comme vous,
HIPPOCRASSE.	HIPOCRASSE.
dugvuuieis pounuouomno mu uomeur vous conuié De me donner la mort, ou de me ſécourir.	dugvuuieis pounuouomno mu omeur vous convié De me donner la mort, ou de me sécourir.
LVGRECEVous paſſez de ſi loing le terme de la vie, Que vous ne ſçaurieZ plus, ny viure, ny mourir.	LUGRECEUous passez de si loing le terme de la vie, Que vous ne sauriez plus, ni vivre, notre mourir.
HIPPOCRASSE.	HIPOCRASSE.
Quelque ſoin vous trauerſe, & ie vous importune,	Quelque soin vous traverse, et votre vous importune,
C iij Que m'ôtutuutrtibocuoun jorimde ce lieu?	Ç Cijà Que m'ôtutuutrtibocuoun jorimde ce lieu?
LVCRECE.	LUCRECE.
D’aller chercher ailleurs voſtruu umne fortune.	D'aller chercher ailleurs vostru umne fortune.
