A VIIIDIIRTE LA ROCVREVSE GENERALE.	À VIIIDIIRTE LA ROCUREUSE GÉNÉRALE.
Aprés mes grands explois dont ie ſors glorieur, Enfin, ie vous reuoy jardins delicieux, Où ſouuent degagé de la foule importune, I’ay mieux que ſur le troſne admiré ma fortune, Où l’heur des plus contens m’a ſouuent fait pitié, Charmé de l’entretien de ma chaſte moitié, Au moment que ie parle, aimable Theodore, Peut-eſtre que ces bois te poſſedent encore, T’y pourrois-je ſurprendre auant la fin du iour, Ah' dans ce doux penſer ie meurs deſia d’amour, Tu ſçais que tu m’es chere à l’égal de ma vie, Ie priſe beaucoup moins la gloire qu’on m’enure, Et tant de beaux Lauriers cueillis par cette main, Que les fleurs qu’elle eſt preſte à cueillir ſur ton ſein, Ie crains d’eſtre ſurpris, où ie croy te ſurprendre Tu m’as touſiours aimé d’vne amitié ſi tendre, En ton accueil charmant ie verray tant d’appa Que mon œil éblouy ne les ſoûtiendra pas, Et ie crains de mourir dans l’exeez de ma ioye, Si dans ce moment meſme il faut que ie te voy En ce voyage heureux ie n’ay voulu que toy, Rammeze, qui t’es fait confident de ton Roy, Fay le tour du iardin, découure ſi ma Reine, Sera point dans le von aupres ut ia Iontaine, Seule elle y va reſuer, ne te découure pas, Car ie la veux ſurprendre, & reuien ſur tes pas, I’attens icy mon frere, il ſçait noſtre voyage, Eſt-ce luy qui paroiſt tout ſeulſous cet ombrage?	Après mes grands exploits dont une sûrs glorieur, Enfin, je vous revoi jardins délicieux, Où souvent dégagé de la foule importune, J'ai mieux que sur le trône admiré ma fortune, Où l'heur des plus contents m'a souvent fait pitié, Charmé de l'entretien de ma chaste moitié, Au moment que je parle, aimable Theodore, Peut-être que ces bois te possèdent encore, T'y pourrais-je surprendre avant la fin du jour, Ah dans ce doux penser ie meurs desya amour, Tu ai que tu es chère légal de ma vie, Ie prise beaucoup moins la gloire on enure, Et tant de beaux Lauriers cueillis a cette main, Que les fleurs elle est preste cueillir sur ton dé, Ie crains d'a surpris, ie croy te surprendre Tu as tousiours aimé amitié si tendre, En ton ue charmant ie verrai tant l'a Que mo éblouy ne les soûtiendra pas, Et ie crains de mourir à l'exeez de ma ioye, Si dans ce moment même il faut le ne te v En ce a heureux ie a voulu que toi, Rammeze, qui es fait confident de ton Roy, Fay le tour du iardin, découure si m Reine, Sera point dans le a ut g Loi, Seule elle y va re, je te découure pas, Car ie la veux surprendre, et reuien sur tes pas, attens mon frère, il sçait nôtre voyage, Est-ce lui qui pas tout seulsous cet ombrage?
RAMMEZE.	RAMEZE.
Ouy, Seigneur.	Oui, Seigneur.
LE ROY.	LE ROY.
Laiſſe nous parler feuls vn moment.	Laisse nous parler seuls un moment.
Cependant fay le tour du bois tout doucement.	Cependant fais le tour du bois tout doucement.
SCENE III.	SCÈNE III.
LE ROY, LE PRINCE.	LE ROY, LE PRINCE.
LE ROY.	LE ROY.
Ie gouſte, enfin la joye où dés long-temps j’aſpire, Ie vous reuoy, cher frere, appuy de mon Empire, Vous m’auez bien ſeruy, ie ſuis aſſez puiſſant, Pour monſtrer que ie ſuis Prince reconnoiſſant, Car pour voſtre fortune.	Je goûte, enfin la joie où dès longtemps j'aspire, Je vous revoi, cher frère, appui de mon Empire, Vous m'avez bien servi, plein suis assez puissant, Pour montrer que sans suis Prince reconnaissant, Car pour votre fortune.
il n’eſt rien qu’on ne faſſe, Attendant mes bien-faits ſouffrez qu’on vous embraſſe.	il n'est rien qu'on ne fasse, Attendant mes bienfaits souffrez qu'on vous embrasse.
LE PRINCE, en ſe retirant.	LE PRINCE, en se retirant.
3 Seigneur, fuyez pluſtoſt vn monſtre malheureux, Qui loin de meriter cet accueil genereux.	3 Seigneur, fuyez plutôt un monstre malheureux, Qui loin de mériter cet accueil généreux.
Merite vos dedains, merite voſtre haine.	Mérite vos dédains, mérite votre haine.
LE ROY.	LE ROY.
Ah!	Ah!
Prince expliquez-vous, & me tirez de peine, Qu’eſt-ce?	Prince expliquez-vous, et me tirez de peine, Qu'est-ce?
auriez-vous formé quelque noir attentat, Ou contre ma perſonne, ou contre mon Eſtat, Demandez-moy pardon, ie ſigne voſtre grace, Vn ſimple repentir tous vos crimes efface.	auriez-vous formé quelque noir attentat, Ou contre ma personne, ou contre mon État, Demandez-moi pardon, Seigneur signe votre grâce, Un simple repentir tous vos crimes efface.
LE PRINCE.	LE PRINCE.
Ah!	Ah!
ie ſuis trop bien né pour manquer en ce point, Seigneur, ie ſuis coupable, & ie ne le ſuis point, I’ay plû, voila mon crime.	Je suis trop bien né pour manquer en ce point, Seigneur, je suis coupable, et je ne le suis point, J'ai plu, voilà mon crime.
LE ROY.	LE ROY.
A qui?	À qui?
LE PRINCE.	LE PRINCE.
Seigneur, ie n’oſe, En des termes plus clairs vous expliquer la choſe.	Seigneur, notre n'ose, En des termes plus clairs vous expliquer la chose.
La Reine.	La Reine.
LE ROY.	LE ROY.
2 41 Hé bien la Reine?	2 41 Hé bien la Reine?
ah!	ah!
mon frere acheuez, Dites-moy ſur ce point tout ce que vous ſçauez, A-t’elle en ſon honneur ſouffert la moindre tache?	mon frère achevez, Dites-moi sur ce point tout ce que vous savez, A-t-elle en son honneur souffert la moindre tache?
Hly va de ma vie, il faut que ie le ſçache, 94	Hly va de ma vie, il faut que je le sache, 94
LE PRINCE.	LE PRINCE.
174 Peut-eſtre verrez-vous que ce ne ſera rien, Ce point eſt delicat, Seigneur, ie le ſçay bien, O Dieux le puis-je dire, & vous le doy-je taire?	174 Peut-être verrez-vous que ce ne sera rien, Ce point est délicat, Seigneur, toujours le sais bien, Ô Dieux le puis-je dire, et vous le dois-je taire?
le ſuis ſi malheureux, Seigneur, que de luy plaïre.	le suis si malheureux, Seigneur, que de Seigneur plaïre.
ldſ at 7 1111	léds at 7 1111
LE ROY.	LE ROY.
Parlez plus clairement.	Parlez plus clairement.
LE PRINCE.	LE PRINCE.
Ie crains de l’accuſer, Mais pourquoy plus long-temps vous voudroisje abuſer, 04 Vous le voyez, Seigneur, ie me fais violence, Mais ie ſerois vn traiſtre en gardant le ſilence, Ouy la Reine aueuglée a trouué des appas Dans ces yeux trop aimez qui n’y conſentoient pas, 6 Ils ont veu ſa foibleſſe ou pluſtoſt ſa folie, Indigne de ſa gloire & du nœud qui vous lie.	Je crains de l'accuser, Mais pourquoi plus longtemps vous voudroisje abuser, 04 Vous le voyez, Seigneur, votre me fais violence, Mais tu serais un traître en gardant le silence, Oui la Reine aveuglée a trouvé des appas Dans ces yeux trop aimés qui n'y consentaient pas, 6 Ils ont vu sa faiblesse ou plutôt sa folie, Indigne de sa gloire et du nœud qui vous lie.
LE ROY.	LE ROY.
Dieux!	Dieux!
que m’auez-vous dit, ah!	que m'avez-vous dit, ah!
mon frere.	mon frère.
LE PRNCE.	LE PRNCE.
Ah!	Ah!
Seigneur, Ie voy que mon diſcours vous à percé le cœur, Et comme ie vous aime, auec trop de tendreſſe, Ie ſens que ie ſuccombe à la meſme foibleſſe,	Seigneur, Je vois que mon discours vous à percé le cœur, Et comme ie vous aime, avec trop de tendresse, Je sens que venir succombe à la même faiblesse,
MIEITHESPERE Ah!	MIEITHÉPERE Ah!
ſi j’euſſe veu jour à pouuoir eſperer, Qu'vn feu ſi violent ne pourroit pas durer, Cet adueu ſurprenant que ie voy qui vous touche, Ne me ſeroit jamais échappe de la bouche, Deuant vous comme ailleurs i’aurois diſſimulé Mais ce mal ineurable a fait que i’ay parlé, I’auois feint d’ignorer cette flâme naiſſante, Dans ſes yeux trop viſible, & deſia trop puiſſante Lors que ie ne pouuois ſes ſoûpirs éuiter, A voſtre éloignement i’oſois les imputer, I’aidois à déguiſer ſa douleur & ſa plainte, Mais voyant trop dûrer cette ignorance feinte Elle perdit enfin, & reſpect, & pudeur, Et m’oſa follement reprocher ma froideur, Dans nos premiers billets qui s’écriuoient ſans crime, Nous marquions l’vn pour l’autre vne innocente eſtime, Quand vn mal ſurprenant ne nous permettoir pas, L’entretien neceſſaire au bien de vos Eſtats, Cette ciuilité la rendant plus hardie, Elle me fit connoiſtre enfin ſa maladie, Et paſſa bruſquement dés le troiſiéme iour, A l’inſolent adueu d’vn criminel amour, I’en rougis en moy-meſme, & i’y voulus répondre, D’abord auec aigreur afin de la confondre, Luy reprochant ſa honte, & voſtre honneur bleſſé;	si j'eusse vu jour à pouvoir espérer, Qu'un feu si violent ne pourrait pas durer, Cet aveu surprenant que sans vois qui vous touche, Ne me serait jamais échappe de la bouche, Deuant vous comme ailleurs j'aurais dissimulé Mais ce mal heurable a fait que j'ai parlé, J'avais feint d'ignorer cette flamme naissante, Dans ses yeux trop visible, et déjà trop puissante Lors que je ne pouvais ses soupirs éviter, A vôtre éloignement j'osais à déguiser, J'aidais à déguiser sa douleur et sa plainte, Mais quand trop dûrer cette ignorance feinte Elle perdit enfin, et respect, et pudeur, Et osa follement re ma froideur, Dans nos premiers billets qui écriuoient an ce, Nous marquions pour autre innocente et, Quand mal surprenant ne nous permettoir pas, entretien nécessaire au bien de vos Estats, Cette ciuilité la rendant plus hardie, Elle me fit connoistre enfin sa maladie, Et passa brusquement dés le troisiéme iour, A insolent adueu criminel amour, en rougis en moi-même, et y voulus répondre, abord auec aigreur afin de la confondre, reprochant sa honte, et vôtre honneur blessé;
Par vn autre billet plus vifuement preſſé, Ie fus enfin contraint de la voir, pour luy dire, Qu’elle ſe diſpenſaſt deſormais de m’écrire, Et ietté dans le feu ce qu’elle auoit écrit,	Par un autre billet plus vifuement pressé, Je fus enfin contraint de la voir, pour lui -dire, Qu'elle se dispensât désormais de m'écrire, Et jeté dans le feu ce qu'elle avait écrit,
LE ROY.	LE ROY.
llni en dul 163  ?	Ini en dul 163 ?
la volage femme, & le méchant eſprit, encours ſurprenant, ô nouuelle funeſte, 40 4 e me medrs, atheuez, dites-moy ce qui reſte, 141	la volage femme, et le méchant esprit, encours surprenant, ô nouuelle funeste, 40 4 e me drs, atheuez, dites-moi ce qui reste, 141
LE PRINCE.	LE PRINCE.
e bruſque procedé qui l’euſt deu rebuter, uy permit toutefois encor de ſe flater, lle m’exagera ſa paſſion extreſme, par vn billet plus ample, & puis par elle meſme, cherchant dedans l’hiſtoire & parmy les Romãs, Des exemples fameux de ſes emportemens, Quand i’ay veu que ce mal ſi grand, ſi redoutable, 62 P13101 Paſſoit dans mon eſprit pour vn mal incurable, Quand i’ay veu que i’auois à craindre tous les iours, C111 1H12 C11 Ses ſoûpirs, ſes regards, ſes billets, ſes diſcours, qu'elle ne pouuoir plus cachet ſon imprudence, Qu'elle alloit éclater iuſqu’en voſtre preſence, Que ie ne ſçauois plus comment viure chez vo us Pour ſauuer mon honneur de vos ſoupçons jaloux, Que par ma modeſtie & par ma retenuë, ls pourroient augmenter encore à voſtre veuë, Qu’en ce point delicat, iuſques à mes reſpects, Deuoient non ſans raiſon vous pareſtre ſuſpects, u’enfin de mon filence on feroit vn myſtere, 'ay creu que ce ſeroit vn crime de me taire, Comme elle n’a failly que de la volonté, (ous n’auez pas ſuiẽt d’eſtre fort irrité, M4 Son crime n’eſt qu’au cœur, d’ailleurs ie la croy pure, Seigneur, pardonnez luy cette innocente iniure, Vous pouuez d’vn coup d’œil calmer ces mouuemens, Ils ſe diſſiperont dans vos embraſſemens, Ouy le premier accueil eſtouffera peut-eſtre, Ce crime qu’en ſon cœur malgré moy i’ay fait naiſtre, Mais s’il dure, & s’il oſe à vos yeux éclater, l’auray bien fait, Seigneur, de ne vous point flater.	Ect brusque par mon l’ on saurait rebuter, uy permit toutefois encor de se flatter, l 'exagéra sa passion extrême, par un billet plus ample, et puis par elle -même, cherchant dedans l'histoire et parmi les Romans, Des exemples fameux de ses emportements, Quand j'ai vu que ce mal si grand, si redoutable, 62 P131 Passait dans mon esprit pour un mal incurable, Quand j'ai vu que j'avais à craindre tous les jours, C1111 1H Ses soûpirs, ses a, ses billets, ses discours, qu'elle ne pouuoir plus cachet son imprudence, Qu'elle alloit éclater iusqu’en te présence, Que ie ne sçauois plus comment viure chez us Pour sauuer mon honneur de vos soupçons jaloux, Que par ma modestie et par ma re, pourroient g encore a vôtre veuë, en ce point délicat, iusques mes respects, Deuoient non sans raison vous es suspects, enfin de mon silence on feroit mystère, 'ay ç que ce seroit crime de me taire, Comme elle na failly que de la volonté, (ous auez pas suiẽt être fort irrité, Son crime est au ç, hailleurs ie la croy pure, Seigneur, pardonnez lui cette innocente iniure, Vous pouuez coup calmer ces mouuemens, Ils se dissiperont dans vos embrassemens, le premier accueil étouffera peut-être, Ce crime qu'en son cœur malgré moi ay fait ne, Mais il dure, et il ose vos yeux éclater, auray bien fait, Seigneur, de ne vous point flater.
LE ROY, à pait.	LE ROY, à paît.
Dieux!	Dieux!
qui l’auroit penſé?	qui l'aurait pensé?
Theodore infidelle, Theodore impudique?	Théodore infidèle, Théodore impudique?
ah!	ah!
funeſte nouuelle, Coup mortel impreueu qui me percez le cœur, Fatal à ſa vertu, fatal à mon honneur, O mary miſerable, ô femme infortunée, C en eit fait, ta vertu t’ayaiit abandonnée, Tu n’as plus rien en toy qui me puiſſe charmer, Ingrate, & ſans honneur ie ne puis plus t’aimer.	funeste nouvelle, Coup mortel impreueu qui me percez le cœur, Fatal à sa vertu, fatal à mon honneur, Ô mari misérable, ô femme infortunée, Ç en eit fait, ta vertu t'aiit abandonnée, Tu n'as plus rien en toi qui me puisse charmer, Ingrate, et sans honneur grande ne puis plus t'aimer.
LE PRINCE, bas.	LE PRINCE, bas.
Ie voy ſon deſeſpoir eſcrit ſur ſon viſage.	Je vois son désespoir écrit sur son visage.
LE ROY.	LE ROY.
Prince ie xous ſçay gré d’auoir paru ſi ſage, ndmire voſtre force, & tout autre que vous, Se fuſt laiſſé tenter à des charmes ſi doux, Puis que vous ſçauez ſeul ſon crime & ſa foi bleſſe, N’allez pas deſcrier cette pauure Princeſſe, Conſes Conſeruez juſqu’au bout voſtre diſcretion, N’allez pas diuul guer ſa folle paſſion, 45.	Prince ie xous sais gré d'avoir paru si sage, nédmire votre force, et tout autre que vous, Se fût laissé tenter à des charmes si doux, Puis que vous savez seul son crime et sa foi lesse, N'allez pas décrier cette pauvre Princesse, Conses Conseruez jusqu'au bout votre discrétion, N'allez pas divul guer sa folle passion, 45.
4 Car vous voyez ma honte à la ſienne attachée, Qui par nos ennemis me ſeroit reprochée, elle à bleſſé la foy, l’honneur, & le deuoir, le me reſous pourtant encore de la voir, Ie connoy ſon eſprit, il reuiendra peut-eſtre, Du grand emportement qu’il vous a fait pareſtre, Et comme vous l’auez tres-ſagement penſé.	4 Car vous voyez ma honte à la sienne attachée, Qui par nos ennemis me serait reprochée, elle à blessé la foi, l'honneur, et le devoir, le me résous pourtant encore de la voir, Je connais son esprit, il reviendra peut-être, Du grand emportement qu'il vous a fait paraître, Et comme vous l'avez très contentement pensé.
Mes ſoins r’appellerõt l’honneur qu’elle a chaſſé, Ouy ie la veux reuoir encore cette ingrate, Deuſſay-je eſtre abuſé par l’amour qui me flate, Mais ſi dedans mon camp i’euſſe appris ce malheur, I'y ſerois demeuré pour pleurer ma douleur, Mon frere laiſſez-moy digerer cette iniure, Laiſſez-moy mediter ſur ma triſte aduanture,	Mes soins rappellerõt m'honneur qu'elle a chassé, Oui assez la veux revoir encore cette ingrate, Deussai-je être abusé par l'amour qui me flatte, Mais si dedans mon camp j'eusse appris ce malheur, J'y serais demeuré pour pleurer ma douleur, Mon frère laissez-moi digérer cette injure, Laissez-moi méditer sur ma triste aventure,
LE PRINCE.	LE PRINCE.
Ce coup vous eſt ſenſible & dur à ſupporter, Permettez-moy, Seigneur, de ne vous point quiter, 43 ulit Ir0 10	Ce coup vous est sensible et dur à supporter, Permettez-moi, Seigneur, de ne vous point quitter, 43 ulit Ir0 10
LE ROY.	LE ROY.
Non ie veux eſtre ſeul,	Non ici veux être seul,
LE;	LE;
NCE.	NÉE.
LIDMMV GEO.	LIDMU GEO.
5.	5.
14 Mais Seigneur,	14 Mais Seigneur,
LE ROY.	LE ROY.
Non mon frere, Laiſſez-moy ſeul icy ſi vous me voulez plaire.	Non mon frère, Laissez-moi seul ici si vous me voulez plaire.
LE PRINCE, bas.	LE PRINCE, bas.
i Mivonton innn aoi Ie crains qu’il ne la cherche, 9 Dieux!	y Mivonton inn aïrAient crains qu'il ne la cherche, 9 Dieux!
ellett Ie tuis mort s’il la void, & s’il eſt eſclaircy.	elletait Je tuis mort s'il la voit, et s'il est éclairci.
CEN.	CEN.
LE ROY, ſeul.	LE ROY, seul.
106 Quoy ie la reuerrois dans cs deſordes extreſme Ie t’abuſe ,mon frere, & m’abuſe moy-mefme, Non ſes attraits ſont morts, ie ne les veux plus voir, Ses beaux yeux quoy qu’en pleurs n’auroient plus de pouuoir Ie verrois qu’ils auroient noyé dedans ces larme Sa vertu qui faiſoit le plus beau de ſes charmes.	106 Quoy ie la reuerrois dans desordes extrême Ie abuse ,mon frère, et abuse moi-même, Non ses attraits sont morts, ie ne les veux plus voir, Ses beaux yeux quoi en pleurs Qauroient plusâme la Ré verrois ils ai noyé dans c' en Sa leu qui faisoit le plus me Je t' abuse,
Cette vertu faiſoit l’ornement de ma Cour, Elle fondoit ma gloire autant que mon Amour.	Cette vertu faisait l'ornement de ma Cour, Elle fondait ma gloire autant que mon Amour.
Cette vertu rendoit ma flâme legitime, Et ie n’ay plus d’Amour où ie n’ay plus d’eſtime I’abhorre en cet inſtant que ie voy mon erreur, Des charmes adorez qui me feroient horreur, Et ie vay par vn coup & tragique & funeſte, Montrer à l’vniuers combien ie les déteſte, Theodore cieiaile, cle ne li eit prus rien, Mais comme noſtre honneur ſe confond dans ſien, Il faut que par ſa mort i’expie vn Adultere, Qui n’eſt-que dans l'eſprit, qui n’eſt qu’imag naire, Mais ie ne puis ſouffrir vn ſoupçon ſeulement, Dans ce cœur delicat bleſſé mortellement;	Cette vertu rendait ma flamme légitime, Et je n'ai plus d'Amour où notre n'ai plus d'estime J'abhorre en cet instant que ie ans mon erreur, Des charmes adorez qui me feraient horreur, Et ie vay par un coup et tragique et funeste, Montrer à l'univers combien ces les déteste, Théodore cieiaile, cèle ne li eit prus rien, Mais comme notre honneur se confond dans sien, Il faut que par sa mort j'expie un Adultère, Qui n'est- à l'esprit, qui n'est quy naire' Est ie ne est souffrir un soupçon seulement, Dans ce cœur délicat de m;
Beauté rare & diuine autrefois adorée, Pourquoy pour mõ malleur s’es-tu des honorée?	Beauté rare et divine autrefois adorée, Pourquoi pour mon malleur s'es-tu des honorée?
Et pourquoy te perdant, & t’oubliant ainſi, Faiſant ton des-honneur, fais tu le mien auſſi, Crois-tu que ſans honneur Ladiſlas puiſſe viure?	Et pourquoi te perdant, et t'oubliant ainsi, Faisant ton déshonneur, fais tu le mien aussi, Crois-tu que sans honneur Ladislas puisse vivre?
Ce mouuement eſt iuſte, enfin il le faut ſuiure, De ton déreglement tu reçeuras le prix, Tu mourras, tu mourras, le conſeil en eſt pris, Perfide.	Ce mouvement est juste, enfin il le faut suivre, De ton dérèglement tu recevras le prix, Tu mourras, tu mourras, le conseil en est pris, Perfide.
a y uil à Moni ond	a y uil à Moni ond
1.	1.
21b10 t3rhilribaar di Mms iM 3 zioiusl uI S1 MilbR HeI LE ROY, RAMME SE.	21b10 t3rhilribaar di Mms iM 3 zioïusl Y S1 MilbR HeI LE ROY, RAME SE.
CNVLE RROT.	CNULE RROT.
IICI      I Hé bien, Rammeze, as-tu trouué la Reyne?	IICI I Hé bien, Rammeze, as-tu trouvé la Reine?
RAMESE.	RAMÉE.
Elle eſt là dans ce bois, & ſeule auec Irene, Qu'elle ſera ſurpriſe, & qu’agreablement,	Elle est là dans ce bois, et seule avec Irene, Qu'elle sera surprise, et qu'agréablement,
LE ROY.	LE ROY.
Que tu vas dans mon cœur voir vn grand chan- LeRpemeni, y nv anmm icautibnen n.	Que tu vas dans mon cœur voir un grand chan- LeRpénemeni, y n anmm icautibnen n.
va n eſcrit	va n écrit
RAMESE.	RAMÉE.
Dieux, qu’eſt-ce qu’il eſcrit?	Dieux, qu'est-ce qu'il écrit?
LE ROIX, obs anddanis adb uonodLy cet ordre, & t’appreſte, A ne le ſuiure pas, il y va de ta teſte, Buitein eit ſans honneur, Rameſe, arme ta main va porter de ce pas vn poignard dans ſon ſein.	LE ROIX, obs anddanis adb uonodLi cet ordre, et t'apprête, À ne le suivre pas, il y va de ta tête, Buitein eit sans honneur, Ramèse, arme ta main va porter de ce pas un poignard dans son sein.
RAMESE.	RAMÉE.
u 4b in pluos uicenmon ur ri op Ah!	Ju 4 in pluos uicenmon ur ri op Ah!
Seigneur, vne Reine & ſi ſage, & ſi bonne.	Seigneur, une Reine et si sage, et si bonne.
LE ROY Cet ordre eſt ſurprenant, il eſt grand, il t’eſtonne, Mais, Rameſe, en vn mot il faut l’executer, De ta fidelité ie ne ſçaurois douter, Va, lcrime eſt connu, i’ay tout ſçeu de mon frere, La Reylie a dals fon tœur commis vn Adultere, Elle eſt digne de mort, va doncques de ce pas, Executer mon ordre & ne replique pas.	LE ROY Cet ordre est surprenant, il est grand, il t'étonne, Mais, Ramèse, en un mot il faut l'exécuter, De ta fidélité Seigneur ne saurais douter, Va, lcrime est connu, 'ai tout su de mon frère, La Reylie a dals son tœur commis un Adultère, Elle est digne de mort, va donc de ce pas, Exécuter mon ordre et ne réplique pas.
RAMESE.	RAMÉE.
I’obeyray Seigneur,	J'obéirai Seigneur,
LE ROY.	LE ROY.
Fais luy voir ces tablettes, Qui de ma volonté ſeront les interprettes, De ce commandement i’attens vn prompt effet, Tu viendras m’aduertir quand le coup ſera fait, Ie ſeray chez mon frere;	Fais lui voir ces tablettes, Qui de ma volonté seront les interprètes, De ce commandements j'attends un prompt effet, Tu viendras m'avertir quand le coup sera fait, Je serai chez mon frère;
au reſte ſi l’ingrate, Cherchant à s’excuſer, ou t’amuſe, ou te flate Garde toy d’écouter ſon diſcours ſuborneur, Dy luy que ie ſçay bien qu’elle a perdu l’honneur, Que ce diſcours ne tend qu’à prolonger ſa vie, Fay voir ma volonté qui doit eſtre ſujuie, qulolourd d romcncule quucaj mu lee appas, Et va ſans differer luy donner le treſpas.	au reste si l'ingrate, Cherchant à s'excuser, ou t'amuse, ou te flatte Garde toi d'écouter son discours suborneur, D lui que sans sais bien qu'elle a perdu l'honneur, Que ce discours ne tend qu'à prolonger sa vie, Fais voir ma volonté qui doit être sujuie, quolourd' à romcule quucaj a lee appas, Et va sans différer lui donner le trépas.
SCENE VII.	SCÈNE VII.
desaiys dluouil ò soil doci d yova RAMESE LIT LE BILLET DV ROY.	desaiys dluouil 5 soil doci iva RAMÉE LIT LE BILLET DU ROY.
1 211 Rameſe va planter vn poignard dans le ſein, D'vne femme infidelle, Elle connoiſt ma main, 2 Et verra bien que le coup luy vient d’elle,	1 211 Ramène va planter un poignard dans le sein, D'une femme infidèle, Elle connaît ma main, 2 Et verra bien que le coup lui vient d'elle,
MYATT A LADISLAS.	MYATT A LADISLAS.
129 RAMESE, ſeul.	129 RAMÉE, seul.
Cette commiſſon eſt dure, elle eſt cruelle, Mais elle eſt iuſte, allons où mon deuoir m’appelle xdog2 2 oin M Il y va de ma teſte à ne pas obeyr, Le Roy fe fie à moy, ie ne le puis trahir, Fermons les yeux à tout, faiſons ce qu’il ordonne.	Cette commisson est dure, elle est cruelle, Mais elle est juste, allons où mon devoir m'appelle xdog2 2 2 M Il y va de ma tête à ne pas obéir, Le Roi se fie à moi, tu ne le puis trahir, Fermons les yeux à tout, faisons ce qu'il ordonne.
Ie ne le cele point ce dur ordre m’eſtonne, Ie fremis quand i'y penſe;	Je ne le cèle point ce dur ordre m'étonne, Je frémis quand j'y pense;
endurcy toy mon cœur, Pour ce grand ſacrifice arme toy de rigueur, I'approche de l’autel où i’ay veu la victime, Ie fais iuſfice enfin, & ie punis yn crimé, La voicy, j’ay mon ordré, allons l’exécuter, Irene eſt auec elle, il la faut écartér.	endurci toi mon cœur, Pour ce grand sacrifice arme toi de rigueur, I' approche de l'autel où j'ai vu la victime, Je fais jusfice enfin, et Seigneur punis in crimé, La voici, j'ai mon ordré, allons l'exécuter, Irene est avec elle, il la faut écartér.
F iij	 Fij
0 SCENE VIII.	0 SCÈNE VIII.
LA REYNE, IRENE, RAMEJE	LA REINE, IRENE, RAMEJE
LA REYNE.	LA REINE.
MITT Ie voy Rameſe, Irene, ô ſurpriſe agreable,	MITT Je vois Ramène, Irene, ô surprise agréable,
IRENE.	IRENE.
Du Roy qu’il ſuit par tout il eſt inſeparable, Sans doute il n’eſt pas loin.	Du Roi qu'il suit par tout il est inséparable, Sans doute il n'est pas loin.
ICALAREYNE.	ICALAREYNE.
Dieux!	Dieux!
qui l’auroit penſé, Le Roy vient-il, Rameſe, où l’auez-vous laiſſé?	qui l'aurait pensé, Le Roi vient-il, Ramèse, où l'avez-vous laissé?
Parlez, puis-jeæſperer dans mon ardante enuie, De reioindre auiourdhuy la moitié de ma vie, Reuerrons-nous ſi toſt cet eſpoux glorieux?	Parlez, puis-jeæspérer dans mon ardante envie, De rejoindre auiourdhuy la moitié de ma vie, Reverons-nous si tôt cet époux glorieux?
Ie voy ie ne ſçay quoy de funeſte en vos yeux, Qui m’émeut, qui me trouble, & qui fait que ie n’oſe, Vous preſſer de parler pour m’en dire la cauſe, Ah!	Je vois assez ne sais quoi de funeste en vos yeux, Qui m'émut, qui me trouble, et qui fait que ici n'ose, Vous presser de parler pour m'en dire la cause, Ah!
ce chagrin me marque vn malheur éuident, Seroit-il arriué quelque triſte accident, Ie me prepare à tout, parlez, que pourroit-ce eſtre?	ce chagrin me marque un malheur évident, Serait-il arrivé quelque triste accident, Je me prépare à tout, parlez, que pourrait-ce être?
1 Pourquoy venez rous feuriey faris voitre Maître, Seroit-il point bleſſé, ne me déguiſez rien.	1 Pourquoi venez rous feurie faris voitre Maître, Serait-il point blessé, ne me déguisez rien.
RAMESE.	RAMÉE.
1 04 Il vient icy, Madame, & ſe porte fort bien, Puy dux mots en ſecret de ſa part à vous dire, Oluomez, s'n vous plaiit, qu’Ilene le retire,	1 04 Il vient ici, Madame, et se porte fort bien, Puis dux mots en secret de sa part à vous dire, Oluomez, s'n vous plaiit, qu'Ilene le retire,
LA REYNE.	LA REINE.
Pour m’auoir annoncé ce bon-heur ſurprenant, Ramefe de ma main prenez ce Diamant.	Pour m'avoir annoncé ce bonheur surprenant, Ramène de ma main prenez ce Diamant.
RAMESE, à part.	RAMÉE, à part.
Que dans ſes trahiſons vne femme eſt à craindre, Quoy qu’ingrate & coupable elle eſt encore à plaindre,	Que dans ses trahisons une femme est à craindre, Quoi qu'ingrate et coupable elle est encore à plaindre,
LA REYNE.	LA REINE.
Ne fuiuez pas Irene, en ce bois écarté, Nous nous entretiendrons en toute liberté.	Ne suivez pas Irène, en ce bois écarté, Nous nous entretiendrons en toute liberté.
mRAMESE, bas.	mRAMÊE, bas.
ulq jiobons n n'nl o d Ie ſens vne pitié qui deuient criminelle, Va, marche où la Iuſtice, ou le deuoir t’appelle, Rameſe, ſuy ton ordre, & perce aueuglément, Ce cœur qui ſçeut trahir ton Roy ſi laſchement.	ulq jiobons n 'nl ô d Je sens pitié qui devient criminelle, Va, marche où la Justice, ou le devoir t'appelle, Ramèse, suivi ton ordre, et perce aveuglément, Ce cœur qui sut trahir ton Roi si lâchement.
FIN DV IY.	FIN DU IY.
ACTE	ACTE
ACTE V.	ACTE V.
SCENE I.	SCÈNE I.
Leran Miis Mſorl?	Leran Miis Msorl?
ona LEROT, LE PRINCE.	ona LÉROT, LE PRINCE.
LE PRINCE.	LE PRINCE.
