E 2 AVA DAMES	 2 AVA DAMES
Qu'au reſte, ſon amour qui n’eut iamais d’eſgale, Auroit la meſme force, & la meſme douceur, Changeant le nom d'Amate au chaſte nom de ſœur.	Qu'au reste, son amour qui n'eût jamais d'égale, Aurait la même force, et la même douceur, Changeant le nom d'Amate au chaste nom de sœur.
Que i’eſtois aſſeuré, qu’vne flame infidelle, Dnuencoconpion, ne uiſpopon point d'elle;	Que j'étais assuré, qu'une flamme infidèle, Dnuenconpion, ne uispon point d'elle;
Que le deuoir tout ſeul me la venoit rauir;	Que le devoir tout seul me la venait ravir;
Et qu'enfin ie veſcuſſe afin de la ſeruir.	Et qu'enfin Madame vécusse afin de la servir.
OLICHARSIS.	OLICHARSIS.
Quels furent vos penſers, alors pour la Princeſſe?	Quels furent vos pensers, alors pour la Princesse?
RSACE.	RSACE.
Malgré ma paßion, ie connus ſa ſageſſe;	Malgré ma passion, ie connus sa sagesse;
Et lors que la raiſoneut aſſez combattu, Ie me iette à ſes pieds, adorant ſa vertus Doux & puiſſant eſprit (luy diſ-ie auec des larmes) Puiſque vous le voulez, mon amour rend les armes;	Et lors que la raisoneut assez combattu, Je me jette à ses pieds, adorant sa vertus Doux et puissant esprit (lui dis-je seulement des larmes) Puisque vous le voulez, mon amour rend les armes;
Mais ſi vous conſeruez, pour moy quelque pitié, Ioignez en ma faueur, l’amour, & l’amitié;	Mais si vous conservez, pour moi quelque pitié, Joignez en ma faveur, l'amour, et l'amitié;
Ie ne demande point de plus parfaite ioye, Si vous pauu iejunffrusque nume, & que ie voye.	Je ne demande point de plus parfaite joie, Si vous pauu iejunffrusque nume, et que jour voie.
L’vn & l’autre (dit-elle) eſt iuſte en vos mal-heurs, Lors elle me quitta, voulant cacher ſes pleurs.	L'autre et l'autre (dit-elle) est juste en vos malheurs, Lors elle me quitta, voulant cacher ses pleurs.
OETSIIIIRCGTO.	OETSIIIIRCGTO.
O merueilleux amour!	Ô merveilleux amour!
ôvertus adorables!	ôvertus adorables!
Amants, que la ſageſſe a fais incomparables!	Amants, que la sagesse a fais incomparables!
VRSACE.	VRSACE.
Ainſice grand Hymen s’acheue en peu de iours:	Ainsice grand Hymen s'achève en peu de jours:
Mais pour n'allonger pas vn ſi triſte diſcours, Vous ſçaueZ cher amy, ſans que ie vous le die, Qu'ils eurent en neuf ans, Eudoxe & Placidie;	Mais pour n'allonger pas un si triste discours, Vous savez cher ami, sans que ie vous le die, Qu'ils eurent en neuf ans, Éudoxe et Placidie;
Et qu’Olimbre amoureux dece ſoleil naiſſant, Fit naiſtre en ſon berceau, ſonamour innocent, Ie dis pour Placidie, & ſon ame enflamée L’aima dés ſa naiſſance, & l’a touſiours aymée;	Et qu'Olimbre amoureux déce soleil naissant, Fit naître en son berceau, sonamour innocent, Je dis pour Placidie, et son âme enflamée L'aima dès sa naissance, et l'a toujours aimée;
Il engagea ſi bien cette ieune beauté, Que la ſuitte des ans en augmentant ſon âge, N'a fait que l'obligerunutiner uuuumngee Mais en ce meſme temps, vn funeſte accident Rauit Honorius, Empereur d'Ocrident.	Il engagea si bien cette jeune beauté, Que la suitte des ans en augmentant son âge, N'a fait que l'obligerunutiner uuuumngee Mais en ce même temps, un funeste accident Ravit Honorius, Empereur d'Ocrident.
4-	4-
Monmaiſtre prend la route où ſon deſir aſpire, Afind’aller à Rome eſtablir ſon Empire:	Monmaître prend la route où son désir aspire, Afind'aller à Rome établir son Empire:
Là ſa femme le ſuit, & nous le ſuiuons tous:	Là sa femme le suit, et nous le suivons tous:
Et le vent fauorable, & la mer ſans oourroux Nous met au bord du Tibre, où le plus grand des Princes Reçoit les complimens de toutes ſes Prouinces, Et va reuoir apres le ſceptre dans la main, La maiſtreſſe du monde & du Peuple Romain.	Et le vent favorable, et la mer sans oourroux Nous met au bord du Tibre, où le plus grand des Princes Reçoit les compliments de toutes ses Provinces, Et va revoir après le sceptre dans la main, La maîtresse du monde et du Peuple Romain.
Lors Valentinian s’engage dans vncrime;	Lors Valentinian s'engage dans uncrime;
Car il donne Iſidore au Senateur Mlaxime, Et ſe laiſſant conduire au conſeil des valets, Il trompe cette Dame, & la force au Palais.	Car il donne Isidore au Sénateur Mlaxime, Et se laissant conduire au conseil des valets, Il trompe cette Dame, et la force au Palais.
Elle dans la douleur, dont ſon ame eſt atteinte, Le dit à ſoneſpoux, & meurt apres ſa plainte.	Elle dans la douleur, dont son âme est atteinte, Le dit à sonespoux, et meurt après sa plainte.
Luy, conſerue en ſoncœur, auſſi triſte que fin, Vn deſir de vangeance, & l’execute enfin.	Lui, conserve en soncœur, aussi triste que fin, Un désir de vengeance, et l'exécue enfin.
Il corrompt par preſens les gardes de ſon Maiſtre, Le fait aſſaßiner, & ce barbare traiſtre S’empare de l’Empire, & ſon vœu s’accomplit, Il prend de l’Empereur, & le Throſne, & le lit;	Il corrompt par presens les gardes de son Maître, Le fait assassiner, et ce barbare traître S'empare de l'Empire, et son vœu s'accomplit, Il prend de l'Empereur, et le Thrône, et le lit;
Et l’amour qui ſe meſle à ſa rage obſtinét, Force l’Imperatrice à ce triſte Hymenée.	Et l'amour qui se mêle à sa rage obstinet, Force l'Impératrice à ce triste Hyménée.
Helas!	Hélas!
i’eſtois abſent en ceiour plein d’effroy;	j'étais absent en ciour plein d'effroi;
Noſtre fidele Olimbre eſtoit auecques moy;	Notre fidèle Olimbre était auecques moi;
L’Imperatrice en vain nous appelle à ſon aide;	L'Impératrice en vain nous appelle à son aide;
Nous arriuons trop tard, la choſe eſt ſans remede;	Nous arrivons trop tard, la chose est sans remède;
Mais ce mary brutal, ce laſche vſurpateur,	Mais ce mari brutal, ce lâche usurpateur,
Luy parlant d’vne mort dont il eſtoit l’autheur, Dans la ſtupidité qui regne en ſa penſée, Deſcouure ce ſecret à ſa femme offencée.	Lui parlant d'une mort dont il était l'auteur, Dans la stupidité qui règne en sa pensée, Découvre ce secret à sa femme offensée.
Vn deſir de vangeance alors la poſſeda;	Un désir de vengeance alors la posséda;
De venir en Affrique elle me commanda, I’oblige Genſeric par l’objet de ſes larmes, De voir noſtre Italie, & d’y porter ſes armes.	De venir en Afrique elle me commanda, J'oblige Genseric par l'objet de ses larmes, De voir notre Italie, et d'y porter ses armes.
Il s’embarque, il arriue, il prend Rome à l’inſtant;	Il s'embarque, il arrive, il prend Rome à l'instant;
Maxime luy reſiſte, & meurt en combattant;	Maxime femme résiste, et meurt en combattant;
Et ce Prince Vandale, enfin par ſa puiſſance, Voit la Reine du monde en ſonobeïſſance.	Et ce Prince Vandale, enfin par sa puissance, Voit la Reine du monde en sonobéissance.
Olimbre fut aimé de ce puiſſant vainqueur;	Olimbre fut aimé de ce puissant vainqueur;
Et Thraſimond ſon fils abandonna ſon cœur A la Princeſſe Eudoxe;	Et Thrasimond son fils abandonna son cœur À la Princesse Eudoxe;
ô ſouuenance amere!	ô souvenance âme!
Genſeric fut touché des charmes de la Mere;	Genséric fut touché des charmes de la Mère;
Au poinct où i’eſperois eſtre le plus heureux, Ce Prince pour me perdre en deuint amoureux.	Au point où j'espérais être le plus heureux, Ce Prince pour me perdre en devint amoureux.
Il ſoupire, onle fuit, mais enfinil s’explique:	Il soupire, onle fuit, mais enfinil s'explique:
Et reprenant dans peu la route de l’Affrique, Force l’Imperatrice (inſenſible qu’il eſt) A ſuiure toute en pleurs le chemin qui luy plaiſt.	Et reprenant dans peu la route de l'Afrique, Force l'Impératrice (insensible qu'il est) A suivre toute en pleurs le chemin qui avait plaît.
Moy qui me vois rauir la ſeule choſe aimée, I'aſſemble mes amis, i’attaque ſon armée;	Moi qui me vois ravir la seule chose aimée, J'assemble mes amis, j'attaque son armée;
Mais le nombre plus fort accable la vertu, Et tout percé de coups, ie me vois abattu.	Mais le nombre plus fort accable la vertu, Et tout percé de coups, je me vois abattu.
* Ce Vandale paſſe oûtre, orgueilleux de ſa proye, Et faict voile außi toſt auec toute ma ioye.	* Ce Vandale passe outre, orgueilleux de sa proie, Et fait voile aussi tôt auec toute ma joie.
Lors dans un deſeſpoir qui n'a point de pareil,  Ie veux mourir, Olimbre oppoſe ſon conſeil, Qui me force de viure au milieu de mes peines;	Lors dans un désespoir qui n'a point de pareil, Je veux mourir, Olimbre oppose son conseil, Qui me force de vivre au milieu de mes peines;
Nous ſuiuons Genſeric aux riues Affricaines, Et deſſous cét habit qui me rend inconnu, Pour vainere ou pour mourir ie ſuis icy venu, Reſolu de ſauuer ces trois grandes Princeſſes, Ou de voir en ma fin celle de mes triſteſſes.	Nous suivons Genseric aux rives Africaines, Et dessous cet habit qui me rend inconnu, Pour vainere ou pour mourir ainsi suis ici venu, Résolu de sauver ces trois grandes Princesses, Ou de voir en ma fin celle de mes tristesses.
Et pour eſtre à Carthage vn peu plus ſeurement, Vn des miens en ces lieux a fait adroitement, Que le bruit de ma mort paſſe pour veritable, Et que chacun icy la croit indubitable.	Et pour être à Carthage un peu plus sûrement, Un des miens en ces lieux a fait adroitement, Que le bruit de ma mort passe pour véritable, Et que chacun ici la croit indubitable.
L’Imperatrice meſme a l’Eſprit abusé Du bruit faux & trompeur d’vn treſpas ſuppoſé;	L'Impératrice même a l'Esprit abusé Du bruit faux et trompeur d'un trépas supposé;
I’ay par ce meſme bruit ſa conſtance eſprouuée, Et perſonne que vous ne ſçait mon arriuée:	J'ai par ce même bruit sa constance éprouvée, Et personne que vous ne sait mon arrivée:
Voyla, mon cher amy, la gloire & le tourment Du plus infortuné qui fut iamais amant;	Voilà, mon cher ami, la gloire et le tourment Du plus infortuné qui fut jamais amant;
Mais ie retourne au port:	Mais ici retourne au port:
OLICHARSIS.	OLICHARSIS.
Moy, ſi la longue abſence Aupres de Genſeric n’a deſtruit ma puiſſance, I’adouciray peut-eſtre vn ſi cuiſant ſoucy.	Moi, si la longue absence Auprès de Genséric n'a détruit ma puissance, J'avoucirai peut-être un si cuisant souci.
I'entens venir quelqu'vn, eſloignons-nous d’icy.	J'entends venir quelqu'un, éloignons-nous d'ici.
CEND EVDOXE.	CEND EVDOXE.
II	II
STANCES.	STANCES.
Tbien, raiſon imperieuſe, Ie vay ceder, & t’obeïr:	Tbien, raison impérieuse, Je vais céder, et t'obéir:
Ie veux aimer, il faut haïr, Suiuant ta force iniurieuſe, Trahir ſon cœur, ſuiure ta loy, Et ſe rendre iniuſte apres toy.	Je veux aimer, il faut haïr, Suivant ta force injurieuse, Trahir son cœur, suivre ta loi, Et se rendre injuste après toi.
Parle, parle donc à mon ame, denere & jaſchenſe raiſon;	Parle, parle donc à mon âme, denere et jaschense raison;
Dis-luy qu’on nous tient en priſon, Exagere, condamne, blaſme, Peinds affreux ce qu'on void charmant, Et fais vn monſtre d’vn Amant.	Dis-lui qu'on nous tient en prison, Exagere, condamne, blâme, Peinds affreux ce qu'on voit charmant, Et fais un monstre d'un Amant.
Pere cruel, Fils pitoyable, Prince inhumain, Amant diſcret, Helas, qu’en ce tourment ſecret, Ma douleur ſe rend effroyable:	Père cruel, Fils pitoyable, Prince inhumain, Amant discret, Hélas, qu'en ce tourment secret, Ma douleur se rend effroyable:
Brtomouniuy peu de pouuoir, Entre l’Amour & le deuoir!	Brtomouniui peu de pouvoir, Entre l'Amour et le devoir!
O Ciel, que ma peine eſt extréme, En ce deſſein mal affermy!	Ô Ciel, que ma peine est extrême, En ce dessein mal affermi!
Genſeric eſt noſtre ennemy;	Genséric est notre ennemi;
Il eſt vray, mais ſon fils nous aime;	Il est vrai, mais son fils nous aime;
Et pourquoy voulons-nous blaſmer, Celuy qui n'a rien fait qu’aimer?	Et pourquoi voulons-nous blâmer, Celui qui n'a rien fait qu'aimer?
Quoy donc, la perte d’vn Empire, Et celle de la liberté, Pius tuere que n'eſt la ciarte, Souffriront-elles qu’on ſoupire?	Quoi donc, la perte d'une Empire, Et celle de la liberté, Pius tuère que n'est la ciarte, Souffriront-elles qu'on soupire?
Si ce n'eſt pour mieux deteſter La main qui nous les vient oſter.	Si ce n'est pour mieux détester La main qui nous les vient ôter.
Mais n’auons-nous pas connoiſſance, En ce fatal & triſte iour, De l’extréme force d’amour, Quand il eſt ioinct à l’innocence;	Mais n'avons-nous pas connaissance, En ce fatal et triste jour, De l'extrême force d'amour, Quand il est joint à l'innocence;
Malgré le crime paternel, Thraſimond n’eſt point criminel.	Malgré le crime paternel, Thrasimond n'est point criminel.
Quoy, peux-tu balancer encore, A quoy ſert de dißimuler?	Quoi, peux-tu balancer encore, À quoi sert de diimuler?
N’as-tu pas permis de parler Au parfait Amant qui t'adore:	N'as-tu pas permis de parler Au parfait Amant qui t'adore:
2 Souuiens-toy.	2 Souviens-toi.
mais ſilence, icy l’Imperatrice Va prononcer l’arreſt, qu'il faut que ie ſubiſſe:	mais silence, ici l'Impératrice Va prononcer l'arrêt, qu'il faut que ie subisse.
O Ciel, ſi ta pitié daigne eſcouter mes vœux, Fais pancher ſon eſprit du coſté que ie veux!	Ô Ciel, si ta pitié daigne écouter mes vœux, Fais pencher son esprit du côté que sans veux!
Veux-tu choquer ton bien naiſſant, Si l’Imperatrice y conſent?	Veux-tu choquer ton bien naissant, Si l'Impératrice y consent?
Enfin, Eudoxe infortunée, Il faut te reſoudre à ce choix:	Enfin, Eudoxe infortunée, Il faut te résoudre à ce choix:
Et bien Amour, ie ſuy tes loix;	Et bien Amour, Madame suis tes lois;
Raiſon te voila condamnée;	Raison te voilà condamnée;
Souuiens-toy, ſi mon cœur a tort, Qu'il ſuit le party du plus fort.	Souviens-toi, si mon cœur a tort, Qu'il suit le parti du plus fort.
CENEIII.	CENEIII.
L’IMPERATRICE, EVDOXE.	L'IMPÉRATRICE, EUDOXE.
PIMTERATRICE.	PIMTERATRICE.
Vdoxe, eſcoutez bien tout ce que ie vay dire:	Védoxe, écoutez bien tout ce que ici vais dire:
Vous ſçauez que le ſort nous a rauy l’Empire;	Vous savez que le sort nous a ravi l'Empire;
Que nous auons perdu iuſqu'à la liberté, Et que meſme l’eſpoirne nous eſt pas reſté.	Que nous avons perdu jusqu'à la liberté, Et que même l'espoirne nous est pas resté.
– J- – Que l’Empereur eſt mort, qu'Vrſace l’eſt de meſme;	Ce J- de Que l'Empereur est mort, qu'Vrsace l'est de même;
Et pour dernier mal-heur, qu’vn Roy barbare m'aime;	Et pour dernier malheur, qu'un Roi barbare m'aime;
Qu'il nous tient en priſon en ce bordeſtranger, Et reduit mon honneur à l’extreme danger;	Qu'il nous tient en prison en ce bordétranger, Et réduit mon honneur à l'extrême danger;
Car à quelque douleur que ie ſois condamnée, Ie ne puis conſentir à ce triſte hymenée;	Car à quelque douleur que ainsi sois condamnée, Je ne puis consentir à ce triste hyménée;
Et ie ne cele point, qu’Vrſace auoit ma foy, Et qu’il l’aura touſiours au ſepulchre auec ſoy.	Et grande ne cèle point, qu'Unsace avait ma foi, Et qu'il l'aura toujours au sépulcre avec soi.
Ainſi ie preuoy bien, s’il faut que ie m'oppoſe, Que celuy qui peut tout, oſera toute choſe;	Ainsi ie preuoi bien, s'il faut que votre m'oppose, Que celui qui peut tout, osera toute chose;
Et que poureſuiter ſon inſolent effort, It faudra me fauuer uans les bras de la mort.	Et que pouresuiter son insolent effort, It faudra me sauver ans les bras de la mort.
