Auec Priuilege du Royi	Avec Privilège du Roii
OROSMANE.	OROSMANE.
Oüy, Princeſſe, ie ſuis cét Amant trop heureux, Si dans les longs malheurs d’vn exil rigoureux, La ſeule Deité de mon cœur adorée, M’a conſerué la foy qu’elle m’auoit iurée:	Oui, Princesse, je suis cet Amant trop heureux, Si dans les longs malheurs d'un exil rigoureux, La seule Deité de mon cœur adorée, M'a conservé la foi qu'elle m'avait jurée:
Mais ie ſuis des Amans le plus infortuné, Si ie n’ay plus vn cœur que vous m’auez donné.	Mais je suis des Amants le plus infortuné, Si ici n'ai plus un cœur que vous m'avez donné.
ELISE.	ÉLISE.
Helas!	Hélas!
ce qu’à l’inſtant pour vanger mon Alcandre, Mon bras contre luy-méme étoit preſt d’entreprẽdre;	ce qu'à l'instant pour venger mon Alcandre, Mon bras contre était-même était prêt d'entreprendre;
T'empeſche de douter, que ma fidelité Ne ſoit touſiours pour toy ce qu’elle auoit eſté.	T'empêche de douter, que ma fidélité Ne soit toujours pour toi ce qu'elle avait été.
Dieux!	Dieux!
ſi dans la fureur dont i’eſtois preuenuë, Voſtre puiſſante main ne m’auoit retenuë, Si la mienne eût donné par vn barbare effort, A tout ce qui m’eſt cher, vne ſanglante mort, En quel abyſme affreux te ſerois-tu iettée, Amante trop credule, & trop précipitée?	si dans la fureur dont j'étais prévenue, Votre puissante main ne m'avait retenue, Si la mienne eût donné par un barbare effort, À tout ce qui m'est cher, une sanglante mort, En quel abîme affreux te serais-tu jetée, Amante trop crédule, et trop précipitée?
Et quel crime vne erreur maiſtreſſe de nos ſens, Ne peut faire commettre aux feux plus innoceus	Et quel crime une erreur maîtresse de nos sens, Ne peut faire commettre aux feux plus innoceus
OROSMANE.	OROSMANE.
Si vous m’aymez encore, ô diuine Princeſſe!	Si vous m'aimez encore, ô divine Princesse!
De tous ces longs malheurs qui me ſuiuoient ſan ceſſe, Ie ne conſerue pas le moindre ſouuenir, Ie perds meſme la peur de tous maux auenir, Et puis qu’enfin le Ciel permet que ie vous voye, Ie ne m’ẽ plaindray plus quelque mal qu’il m’ẽuoyt	De tous ces longs malheurs qui me suivaient san cesse, Je ne conserve pas le moindre souvenir, Je perds même la peur de tous maux avenir, Et puis qu'enfin le Ciel permet que je vous voie, Je ne m'en plaindrai plus quelque mal qu'il m'ẽuoyt
ELISE.	ÉLISE.
Ne craignons rien du Ciel apres vn bien ſi doux, Ce ne peut-eſtre en vain qu’il s’eſt changé pour nou Nos fidelles amours ſi long-temps tourmentées, Nos peines, nos douleurs à la fin ſurmontées, Témoignent que le Ciel en nous faiſant ſouffrir, N’a voulu qu'éprouuer ce qu’il vouloit cherir,	Ne craignons rien du Ciel après un bien si doux, Ce ne peut-être en vain qu'il s'est changé pour nou Nos fidèles amours si longtemps tourmentées, Nos peines, nos douleurs à la fin surmontées, Témoignent que le Ciel en nous faisant souffrir, N'a voulu qu'éprouver ce qu'il voulait chérir,
AMINTAS.	AMINTAS.
Vn malheureux amant, trop heureuſe Princeſſe, Ne peut plus eſtre icy qu’vn obiet de priſteſſe, La ſienne troubleroir vos mutuels plaiſirs.	Un malheureux amant, trop heureuse Princesse, Ne peut plus être ici qu'un objet de pristesse, La sienne troubleroir vos mutuels plaisirs.
Et toy puiſſant obſtable à mes iuſtes deſirs, Et de qui le bonheur acheue mon deſaſtre, Par quel charme ſecret, quel aſcendant, quel Aſtre As-tu pû ſuborner mon cœur à me trahir, A t’aimer malgré moy, toy qu’il deuroit haïr?	Et toi puissant obstable à mes justes désirs, Et de qui le bonheur achève mon désastre, Par quel charme secret, quel ascendant, quel Astre As-tu pu suborner mon cœur à me trahir, A -même malgré moi, toi qu'il devrait haïr?
Ie te deuois la vie;	Je te devais la vie;
Eliſe peut t’apprendre, En qu’elle occaſion ie viens de te le rendre.	Élise peut -t-apprendre, En qu'elle occasion Un viens de te le rendre.
Ie veux briſer tes fers, puiſque ie l’ay promis:	Je veux briser tes fers, puisque je l'ai promis:
Mais ô le plus mortel de tous mes ennemis, Il faut que i’obeïſſe au ſort qui me maiſtriſe;	Mais ô le plus mortel de tous mes ennemis, Il faut que j'obéisse au sort qui me maîtrise;
Il faut qu’encore vn coup ie te diſpute Eliſe, Et quoy que ſans eſpoir de iamais l’acquerir, Que ie l’affige au moins ne pouuant l’attendrir.	Il faut qu'encore un coup ie te dispute Élise, Et quoi que sans espoir de jamais l'acquérir, Que ie l’affige au moins ne pouvant l'attendrir.
ELISE.	ÉLISE.
Ha!	Ha!
n’attens rien de moy par vne telle voye, Ny d’Alcandre ennemy que iamais iete voye.	n'attends rien de moi par une telle voie, Ni d'Alcandre ennemi que jamais jette jette.
AMINTAS.	AMINTAS.
N’eſperez pas auſſi qu’Amant deſeſperé, le laiſſe mon Riual dans vn calme aſſeuré.	N'espérez pas aussi qu'Amant désespéré, le laisse mon Rival dans un calme assuré.
ELISE.	ÉLISE.
Il P'offre vne amitié qui n’eſt pont mépriſable.	Il P'offre une amitié qui n'est pont méprisable.
	
AMINTAS.	AMINTAS.
Ceſt ſon défaut pour moy d’eſtre trop eſtimable;	Cest son défaut pour moi d'être trop estimable;
C’eſt par ce qu’elle a peu la voſtre meriter, Qué mon cœur s’en éloigne, & ne peut l’accepter.	C'est par ce qu'elle a pu la vôtre mériter, Qué mon cœur s'en éloigne, et ne peut l'accepter.
Duy, dangereux Riual, il faut que ie t’eſtime, dand vn iuſte ſuiet à ta perte m’anime, que mon cœur n’ait rien tant à craindre que moy, Danst Mas le deſſein que i’ay de me battre auec toy, le temps que ie perds à ma plainte friuolle, peut mieux employer à tenir ma parolle.	Dui, dangereux Rival, il faut que votre t'estime, dand un juste sujet à ta perte m'anime, que mon cœur n'ait rien tant à craindre que moi, Dans Mas le dessein que j'ai de me battre avec toi, le temps que Un perds à ma plainte frivolle, peut mieux employer à tenir ma parole.
SCENE VI.	SCÈNE VI.
ELISE,OROSMANE.	ÉLISE,OROSMANE.
ELISE.	ÉLISE.
Mintas, genereux meſme à ſes ennemis, HTe tirera des feis comme il te l’a promis Mais, cher Prince, il eſt temps qu’Eliſe impatient Ceſſe enfin d’ignorer ta fortune inconſtante, Et pourquoy ſi long-temps, & ſi proche de moy, Le faux nom d’Oroſmane abuſa de ma foy.	Mintas, généreux même à ses ennemis, HTe tirera des feis comme il te l'a promis Mais, cher Prince, il est temps qu'Élise impatient Cesse enfin d'ignorer ta fortune inconstante, Et pourquoi si longtemps, et si proche de moi, Le faux nom d'Orômane abusa de ma foi.
OROSMANE.	OROSMANE.
Quand la parfaite Eliſe auſſi iuſte que belle, M’eut appris les deſſeins de ſon Pere infidelle, Qui ſur de ſpecieux, mais friuoles ſuiets, Auoit fait contre moy reuolter mes Suiets, Et qui pour mieux cacher où marchoit ſon Amé En menaçoit les bords de la Grece allarmée, Elle vit que mon cœur ne pouuant la quitter, Pout la premiere fois oſa luy reſiſter, I’abandonnois mon Thrône à voſtre iniuſte Pere Voſtre cœur genereux s’en mettoit en cholere, La crainte de languir vn moment loin de vous, Me faiſoit mépriſer cét obligeant courroux:	Quand la parfaite Élise aussi juste que belle, M'eut appris les desseins de son Père infidèle, Qui sur de spécieux, mais frivoles sujets, Avait fait contre moi révolter mes Suiets, Et qui pour mieux cacher où marchait son Amé En menaçait les bords de la Grèce alarmée, Elle vit que mon cœur ne pouvant la quitter, Pout la première fois osa lui resister, J'abandonnais mon Thrône à votre injuste Père Votre cœur généreux s'en mettait en cholère, La crainte de languir un moment loin de vous, Faisait faisoit de cét faisait apprise:
Mais vos yeux ſe ſeruant de toute leur puiſſanct Il ſe fallut reſoudre à cette longue abſence, Courir au moins preſſé de deux maux dangereur Sur la mer, mon deſtin ne fut pas plus heureur, Ie fus battu des vents, & dans ſa la Cilicie, I'eus à tous mes deſſeins la fortune ennemie.	Mais vos yeux se servant de toute leur puissanct Il se fallut résoudre à cette longue absence, Courir au moins pressé de deux maux dangereur Sur la mer, mon destin ne fut pas plus heureur, Je fus battu des vents, et dans sa la Cilicie, J'eus à tous mes desseins la fortune ennemie.
ELISE.	ÉLISE.
Ie ſçay que la fortune accablaut la valeur, En vn demier combat vous euſtes du malheur, Et qu’vn ieune guerrier tué dans la bataille, Fut pris pour mon Alcandre.	Je sais que la fortune accablaut la valeur, En un demier combat vous tes du malheur, Et qu'un jeune guerrier tué dans la bataille, Fut pris pour mon Alcandre.
OROSMANE.	OROSMANE.
Il eſtoit de ma taille.	Il était de ma taille.
Et l’on ne connut point ſon viſage bleſſé, Sous vn de mes hainois qu’il auoit endoſſé, Ce faux bruit de ma mort ardemment deſirée, Outre les miens, trompa ceux qui l’auoient iutée.	Et l'on ne connut point son visage blessé, Sous un de mes hainais qu'il avait endossé, Ce faux bruit de ma mort ardemment désirée, Outre les miens, trompa ceux qui l'avaient jutée.
Et me fit oublier aux puiſſans ennemis, Aqui tout contre moy ſembloit eſtre permis.	Et me fit oublier aux puissants ennemis, Aqui tout contre moi semblait été permis.
Accablé de malheurs, & par mer, & par terre, Il me reſtoit encore vn ſeul vaiſſeau de guerre, Et i’auois conſerué des amis geuereux, Qui loin de mépriſer vn Prince malheureur, D'vne fidelité qui ne s’eſt point laſſée.	Accablé de malheurs, et par mer, et par terre, Il me restait encore un seul vaisseau de guerre, Et j'avais conservé des amis geureux, Qui loin de mépriser un Prince malheureur, D'une fidélité qui ne s'est point lassée.
Rapecteient touſiourv'im dignité paſſée.	Rapecteient tousiourv'im dignité passée.
Nous montaſmes en mer de la terre chaſſez;	Nous montâmes en mer de la terre chassés;
la vague eſtoit émeuë, & les flots courroucez:	la vague était émue, et les flots courroucés:
llais c’eſtoit le party qui nous reſtoit à prendre, ſauis que nous eſtions des trouppes de Piſandre.	lais c'était le parti qui nous restait à prendre, savis que nous étions des troupes de Pisandre.
La barbare Oroſmane vn Corſaire inhumain, Attaqua mon nauire, & mourut de ma main, igry des longs malheurs de mon ſort déplorable, Aui Corſaires vaincus ie fus inexorable, Iout tombant ſous le fer, ou dans l’onde ietté, Eſprouua la rigueur du vainqueur irrité.	La barbare Orômane un Corsaire inhumain, Attaqua mon navire, et mourut de ma main, igri des longs malheurs de mon sort déplorable, Avi Corsaires vaincus un fus inexorable, Iout tombant sous le fer, ou dans l'onde jeté, Esprouva la rigueur du vainqueur irrité.
De maſſacre & d’horreur ma cholere aſſouuie, lu pemblans Matelots fit grace de la vie.	De massacre et d'horreur ma cholère assouvie, lu pemblants Matelots fit grâce de la vie.
Cacheuois de les vaincre, & de les deſarmer, und ie vis mon vaiſſeau tout à coup abyſmer.	Cachevais de les vaincre, et de les désarmer, undroit vis mon vaisseau tout à coup abîmer.
t penl éuité me fut de bon prélage;	 tenl évité me fut de bon prêlage;
lueilla mon eſpoir;	lueilla mon espoir;
anima mon courage.	anima mon courage.
piend le nom fameux du Corſaire détruit.	piend le nom fameux du Corsaire détruit.
Quom en peu de temps eſt vn nom de grand bruit, Ime fait eſperer qu’aupres de voſtre Pere, Vn Corſaire fera ce qu’vn Roy ne pût faire.	Quom en peu de temps est un nom de grand bruit, Ime fait espérer qu'auprès de votre Père, Un Corsaire fera ce qu'un Roi ne pût faire.
Lors ie vous détrompay du faux bruit de ma mor Mais ſans vous reueler le ſecret de mon ſort.	Lors grands vous détrompai du faux bruit de ma mór Mais sans vous révéler le secret de mon sort.
ELISE.	ÉLISE.
Pourquoy me cachois tu que ta rare vaillance, Faiſoit aux plus grands Roys redouter ta puiſſance Pourquoy n’ay-je pas ſçeu que l’Empire des Mers, Dépendoit d’vn Eſclaue arreſté dans mes fers?	Pourquoi me cachais -tu que ta rare vaillance, Faisait aux plus grands Rois redouter ta puissance Pourquoi n'ai-je pas su que l'Empire des Mers, Dépendait d'un Esclaue arrêté dans mes fers?
O que de ce penſer ma vanité flattée, Euſt calmé pour vn temps mon ame inquietée, Que les Dieux qu’à ta perte imploroit mon courrou M’euſſent eſté cruels, s’ils m’euſſent eſté doux!	Ô que de ce penser ma vanité flattée, Eut calmé pour un temps mon âme inquiétée, Que les Dieux qu'à ta perte implorait mon courrou M'eussent été cruels, s'ils m'eussent été doux!
Mais à quoy te ſeruit, vne hiſtoire, vne feinte, Qui pouuoit me donner vne mortelle atteinte?	Mais à quoi te servit, une histoire, une feinte, Qui pouuoit me donner une mortelle atteinte?
Quel plaiſit as-tu pris à te faire haïr?	Quel plaisit as-tu pris à te faire haïr?
Et qui trompe en amour, ne peut-il pas trahir?	Et qui trompe en amour, ne peut-il pas trahir?
Pourquoy de nos amours rompois-tu le ſilence?	Pourquoi de nos amours rompais-tu le silence?
OROSMANE.	OROSMANE.
Ie voulus d’vn Riual éprouuer la vaillance, Et chercher dans ſa mort le funeſte plaiſir, D'accuſer voſtre cœur, d’auoir ſceu mal choiſir, La crainte d’vn Riual, qu’vn Pere fauorable.	Je voulus d'un Rival éprouver la vaillance, Et chercher dans sa mort le funeste plaisir, D'accuser votre cœur, d'avoir su mal choisir, La crainte d'un Rival, qu'un Père favorable.
ELISE.	ÉLISE.
Prince n’acheue pas vn diſcours ſi coupable.	Prince n'achève pas un discours si coupable.
Alcandre a pû douter d’Elile, & de ſa foy?	Alcandre a pu douter d'Élile, et de sa foi?
OROSMANE.	OROSMANE.
Hé!	Hé!
qui n’eſt pas ialoux quand il ayme?	qui n'est pas jaloux quand il aime?
ELISE.	ÉLISE.
Et c’eſt mo Qui n’ay iamais douté de ta perſeuerance, Quãd i’auois plus à craindre vne ingrate inconſtãce Car les beautez d’aſie ont des charmes puiſſats Et ie ſçay qu’on oublie aiſément les abſens Oüy.	Et c'est mo Qui n'ai jamais douté de ta persévérance, Quand j'avais plus à craindre ingrate ingrate inconstance Car les beautés d'asie ont des charmes puissats Et ainsi sais qu'on oublie aisément les absens Oui.
Prince ingrat, pendant que tu fus en Aſie, Ie n’eus iamais pour toy la moindre jialouſie;	Prince ingrat, pendant que tu fus en Asie, Je n'eus jamais pour toi la moindre jialousie;
M Mais tu ne rendois pas cette iuſtice au mien, Tu me croyois ingrate, infidelle, & coupable.	M Mais tu ne rendais pas cette justice au mien, Tu me croyais ingrate, infidèle, et coupable.
Quand pour toy i’irritois vn pouuoir redoutable, Croy-donc que c’eſt vn crime, & le plus grãd de tous, Que d’eſtre ſans ſuiet vn ingrat, vn ialoux, Et qu’vne telle excuſe en la bouche d’Alcandre, Multiplie vne erreur au lieu de la deffendre.	Quand pour toi j'irritais un pouvoir redoutable, Crois-donc que c'est un crime, et le plus grãd de tous, Que d'être sans sujet un ingrat, un jaloux, Et qu'une telle excuse en la bouche d'Alcandre, Multiplie une erreur au lieu de la défendre.
OROSMANE.	OROSMANE.
Percez-donc, belle Eliſe, vn cœur méconnoiſſant.	Percez-donc, belle Élise, un cœur méconnaissant.
ELISE.	ÉLISE.
Va coupable qui plaiſt, eſt bien-toſt innocent,	Va coupable qui plaît, est bientôt innocent,
OROSMANE.	OROSMANE.
Ie ne ſçaurois ſouffrir de trépas aſſez rude, Ii l’ay pû vous donner la moindre inquietude,	Je ne saurais souffrir de trépas assez rude, Ji l'ai pu vous donner la moindre inquiétude,
ELISE.	ÉLISE.
Et le moindre tourmens que tu pourrois ſouffrir,	Et le moindre tourments que tu pourrais souffrir,
OROSMANE.	OROSMANE.
Iengeroit ma Princeſſe,	Jengerait ma Princesse,
EL'ISE.	ÉL'IZE.
Il la feroit mourir.	Il la ferait mourir.
nageons pluſtoſt aux maux qui preſſent dauantage.	nageons plutôt aux maux qui pressent davantage.
tave eſt dans les mains d'vn homme plein de rage.	tave est dans les mains d'une homme plein de rage.
lui croit que pour vanger, tous crimes ſont permis;	lui croit que pour venger, tous crimes sont permis;
lus taiſons-nous, ſçachons ce qu’aura fait ſon ſils.	lus taisons-nous, sachons ce qu'aura fait son sils.
le bien!	le bien!
Prince.	Prince!
CENE VII.	CÈNE VII.
IINTAS,ELISE, OROSMANE.	IINTAS,ELISE, OROSMANE.
AMINTAS.	AMINTAS.
I'ay fait tout ce que j’ay pû faire, les Gardes doublez par l’ordre de mon Perc Que de l’humeur qu’il eſt ie ne ſçaurois change Laiſſent mon ame en peine, & ta vie en danger;	J'ai fait tout ce que j'ai pu faire, les Gardes doublés par l'ordre de mon Perc Que de l'humeur qu'il est ie ne saurais change Laissent mon âme en peine, et ta vie en danger;
Mais où la force eſt foible, employons-y l’adreſſe;	Mais où la force est faible, employons-y l'adresse;
Sous mes habits connus ſors auec la Princeſſe, Si l’entrepriſe manque, au mépris de la mort, Ie briſeray tes fers par vn dernier effort.	Sous mes habits connus sors avec la Princesse, Si l'entreprise manque, au mépris de la mort, Je briserai tes fers par un dernier effort.
Licas que i’ay gagné, mon deſſein fauoriſe:	Licas que j'ai gagné, mon dessein favorise:
A quoy-donc ſe reſout l’heureux Amant d’Eliſe?	À quoi-donc se résout l'heureux Amant d'Élise?
ELISE.	ÉLISE.
Nous ſuiurons ton conſeil, ô Prince genereux!	Nous suivrons ton conseil, ô Prince généreux!
Prince que malgré moy i’ay rendu malheureux.	Prince que malgré moi j'ai rendu malheureux.
AMINTAS.	AMINTAS.
Ce Prince malheureux, & qui vous importune, Ne ſe prend qu’à luy ſeul de ſa longue infortur Allons changer d’habits où Licas nous attend.	Ce Prince malheureux, et qui vous importune, Ne se prend qu'à lui seul de sa longue infortur Allons changer d'habits où Licas nous attend.
Viens-tu donc?	Viens-tu donc?
OROSMANE.	OROSMANE.
Ie te ſuis;	Je te suis;
n’eſpere pas pourtan Qu’en me tirant des fers de ton iniuſte Pere, I'en ſois moins ton Riual, ton cruel aduerſaire.	n'espère pas pourtan Qu'en me tirant des fers de ton injuste Père, J'en sois moins ton Rival, ton cruel adversaire.
Tant qu’Eliſe viura ſous vos indignes loix;	Tant qu'Élise vivra sous vos indignes lois;
Que vous luy rauirez la liberté du choix, Oroſmane & les ſiens periront pour Eliſe.	Que vous y ravirez la liberté du choix, Orômane et les siens périront pour Élise.
Paphos ſuiura de pres a matonte ſurpriſe.	Paphos suivra de pres a matonte surprise.
Et ne me blaſme plus de mes hoſtilitez, On manque pour Eliſe à des formalitez;	Et ne me blâme plus de mes hostilité, On manque pour Élise à des formalités;
Pour meriter Eliſe, on peut, on doit tout faire	Pour mériter Élise, on peut, on doit tout faire
AMINTAS.	AMINTAS.
C’eſt par cette raiſon, vaillant Prince, ou Corſa Puis qu’on doit tout oſer pour vn bien d’vn tel!	C'est par cette raison, vaillant Prince, ou Corsa Puis qu'on doit tout oser pour un bien d'un tel!
Que ie veux acheuer le deſſein que i’ay pris.	Que tu veux achever le dessein que j'ai pris.
Fin du quatriéme Acte.	Fin du quatrième Acte.
A TE SCENE PREMIERE.	À TE SCÈNE PREMIÈRE.
ALCIONNE, ELISE.	ÀLCIONE, ÉLISE.
ALCIONNE.	ÀLCIONE.
H quoy!	H quoi!
d’vne ſi iuſte & ſi longue triſteſſe, Lyôtre ame en vn moment paſſe dãs l’allegreſſe?	d'une si juste et si longue tristesse, Lyôtre âme en un moment passe dans l'allégresse?
ELISE.	ÉLISE.
Ilon Alcandre, ma ſœur, eſt vinant, eſt trouué, Et le grand Oroſmane, eſt fidelle, eſt ſauué, legez à quel excez me doit poiter la ioye, L'in bien long-temps perdu, que le Ciel me renluoye;	Ilon Alcandre, ma sœur, est vinant, est trouvé, Et le grand Orosmane, est fidèle, est sauvé, légez à quel excès me doit poiter la joie, L'in bien longtemps perdu, que le Ciel me renluoie;
llais ma bouche qu’emporte vn premier mouuement, leut tout dire à la fois, & parle obſcurement, Acandre donc, ma ſœur, eſt cét homme admirable, Le puerrier ſi vaillant, ſi grand, ſi redoutable.	lais ma bouche qu'emporte un premier mouvement, lut tout dire à la fois, et parle obscurément, Acandre donc, ma sœur, est cet homme admirable, Le puerrier si vaillant, si grand, si redoutable.
SCENE II.	SCÈNE II.
CLARICE, ELISE, ALCIONNE	CLARICE, ÉLISE, ALCYONE
CLARICE.	CLARICE.
A Princeſſes!	À Princesses!
pleurez l'accident malheureus TIQui rauit à la Cypre vn Prince genereux.	pleurez l'accident malheureus TIQui ravit à la Cypre un Prince généreux.
Amintas ayant ſceu que ſon barbare Pere, Redoutoit Oroſmane, & s’en vouloit défaire, Luy donnant ſes habits pendant l’obſcurité, L’auoit heureuſement remis en liberté, Ouand ſon Peie endurcy dans ſon deſſein ſiniſtre S’eſt ſeruy de la main d’vn barbare Miniſtre, Qui bleſſant Amintas par ſes habits trompé, Ne l’a point reconnu qu’apres l’auoir frappé.	Amintas ayant su que son barbare Père, Redoutait Orômane, et s'en voulait défaire, Lui donnant ses habits pendant l'obscurité, L'avait heureusement remis en liberté, Ouand son Peie endurci dans son dessein sinistre S'est servi de la main d'un barbare Ministre, Qui blessant Amintas par ses habits trompé, Ne l'a point reconnu qu'après l'avoir frappé.
On ſçait de l’aſſaſſin, que l’on mene au ſupplice.	On sais de l'assassin, que l'on mène au supplice.
Que Nicanor du crime eſt autheur & complice.	Que Nicanor du crime est auteur et complice.
Et le Prince plaint moins la rigueur de ſon ſort, Qu’Oroſmane repris qu’on deſtine à la mort.	Et le Prince plaint moins la rigueur de son sort, Qu'Orômane repris qu'on destine à la mort.
Nicauor l’a iurée, & ſa douleur extrême, Du funeſte aceident qu’il a cauſé luy-meſme, Le porte à des tranſports indignes de ſon rang, Et dé-ja d’Oroſmane il euſt verſé le ſang;	Nicavor l'a jurée, et sa douleur extrême, Du funeste aceident qu'il a causé m-même, Le porte à des transports indignes de son rang, Et déjà d'Orosmane il eût versé le sang;
Mais iuſques à ſon trépas Amintas magnanime, Retient ſon cruel Pere, & s’oppoſe à ſon crime.	Mais jusques à son trépas Amintas magnanime, Retient son cruel Père, et s'oppose à son crime.
Clarice, que dis-tu?	Clarice, que dis-tu?
ELISE.	ÉLISE.
CLARICE.	CLARICE.
Ie dis la verité.	Je dis la vérité.
ELISE.	ÉLISE.
Mon cher Alcandre, helas!	Mon cher Alcandre, hélas!
meſt-donc encore oſt Mais dis-tu qu’il eſt pris?	mest-donc encore ost Mais dis-tu qu'il est pris?
CLARICE.	CLARICE.
Sa priſe eſt aſſeurée.	Sa prise est assurée.
ELISE.	ÉLISE.
O Gel!	Ô Gel!
que tes faueurs ſont de peu de durée,	que tes faveurs sont de peu de durée,
ALCIONNÉ.	ALCIONNÉ.
Et le Prince, Clarice?	Et le Prince, Clarice?
CLARICE.	CLARICE.
Il attend le trépas.	Il attend le trépas.
LLISE.	LLISE.
ni ma lœur mon Aicandre!	ni ma lœur mon Aicandre!
ALCIONNE.	ÀLCIONE.
Ha!	Ha!
ma ſœur Amintax	ma sœur Amintax
Et l’aymiez-vous?	Et l'aimiez-vous?
ELISE.	ÉLISE.
ALCIONNE.	ÀLCIONE.
Helas!	Hélas!
n’eſtoit-il pas aymable?	n'était-il pas aimable?
Oüy ma ſœur, ie l’aymois ce Prince miſerable.	Oui ma sœur, ie l'aimais ce Prince misérable.
I'ay ſouffert des le temps qu’il entra dans vos fers, Ies meſmes maux pour luy qu’il a pour vous ſouffers.	J'ai souffert des le temps qu'il entra dans vos fers, Jes mêmes maux pour toujours qu'il a pour vous soufferts.
Mais, ô ma chere ſœur, comme vous deſolée, E plus que vous d’ennuis, & de maux accablée, Its voſtres par les miens ſe pourroient augmenter.	Mais, ô ma chère sœur, comme vous désolée, E plus que vous d'ennuis, et de maux accablée, Its vôtres par les miens se pourraient augmenter.
Que le Ciel ceſſe enfin de vous perſecurer, Lt qu’à vous fauorable, autant qu’à moy contraire, Il conſerue à vos feux voſtre aymable Corſaire.	Que le Ciel cesse enfin de vous persécurer, Lt qu'à vous favorable, autant qu'à moi contraire, Il conserve à vos feux votre aimable Corsaire.
Conduy-moy donc Clarice, où ie vais faire vois.	Condui-moi donc Clarice, où tu vais faire vois.
Le que peut ſur mon cœur vn iuſte deſeſpoir.	Le que peut sur mon cœur un juste désespoir.
ELISE.	ÉLISE.
Illons, allons, ma ſœur, par nos morts genereuſes, ſendre illuſtres les feux de deux ſœurs malheureuſes.	Illons, allons, ma sœur, par nos morts généreuses, sendre illustres les feux de deux sœurs malheureuses.
S ENE 14 Alctonne ſox NICANOR, ELISE, Gardes.	S ENE 14 Alctonne sox NICANOR, ELISE, Gardes.
NICANOR.	NICANOR.
V courez-vous, Princeſſe?	V courez-vous, Princesse?
arreſtez vn momẽ ULe pirate eſt repris, & gardé ſeurement, Et s’il faut que mon fils meurt de ſes bleſſures, Il mourra le Barbare apres mille tortures :	arrêtez un moment ULe pirate est repris, et gardé sûrement, Et s'il faut que mon fils meurt de ses blessures, Il mourra le Barbare après mille tortures :
A ce diſcours ie voy voſtre teint ſe changer, Il court pourtant encore vn plus preſſant danger.	À ce discours on vois votre teint se changer, Il court pourtant encore un plus pressant danger.
Si Paphos qu’on aſſiege, eſt enfin emportée, La vie au priſonnier ſera bientoſt oſtée.	Si Paphos qu'on assiège, est enfin emportée, La vie au prisonnier sera bientôt ôtée.
Ny vous qui le ſauuiez, ny mon fils qui m’eſt cher Ny nul autre iey bas ne pourroit l’empeſcher.	Ni vous qui le sauviez, ni mon fils qui m'est cher Ni nul autre homme bas ne pourrait l'empêcher.
Son meſtier de voleur laiſſe vn grand priuilege, Aux Princes qui l’ont pris, & pourtant qu’il aſſiege, Et l’on peur bien punir vn Corſaire, ô Cieux!	Son métier de voleur laisse un grand privilège, Aux Princes qui l'ont pris, et pourtant qu'il assiège, Et l'on punir bien punir un Corsaire, ô Cieux!
Sans attirer ſur ſoy la cholere des Dieux;	Sans attirer sur soi la colère des Dieux;
Mais par mon fiſs ſauué, par Paphos déliurée, Sa mort eſt ſeulement pour vn temps differée, Si ne s’oppoſant plus au bonheur d’vn Riual, Il ne conſent ſans feinte à cét Himen fatal, Autrement contre luy toute choſe eſt permiſe.	Mais par mon fiss sauvé, par Paphos délivrée, Sa mort est seulement pour un temps différée, Si ne s'opposant plus au bonheur d'un Rival, Il ne consent sans feinte à cet Hymen fatal, Autrement contre lui toute chose est permise.
Tandis qu’à ce party vous le diſpoſerez;	Tandis qu'à ce parti vous le disposerez;
Car Licas vous l’amene, & vous luy parlerez, Ie cours où de Paphos Ia défence m’appelle, Gardes, ſuiuez mon ordre, & qu’on me ſoit fidelle	Car Licas vous l'amène, et vous lui parlerez, Je cours où de Paphos Ja défense m'appelle, Gardes, suivez mon ordre, et qu'on me soit fidèle
SCENE IV	SCÈNE IV
ELISE.	ÉLISE.
JA Tyran!	JA Tyran!
n’attens pas d’Oroſmane & de moy, V Que la crainte nous rende auſſi laches que toy, Dieux!	n'attends pas d'Orômane et de moi, V Que la crainte nous rende aussi lâches que toi, Dieux!
qui de Nicanor ſouffrant les iniuſtices, Semblez ſes protecteurs, ou pluſtoſt ſes complices, Par de rares vertus eſtre ſemblable à vous, Eſt-ce donc s’attirer voſtre iniuſte courroux?	qui de Nicanor souffrant les injustices, Semblés ses protecteurs, ou plutôt ses complices, Par de rares vertus être semblable à vous, Est-ce donc s'attirer votre injuste courroux?
Eſt-ce auoir merité voſtre haine mortelle, queue m'auun aymee æut m’eſtre fidelle?	Est-ce avoir mérité votre haine mortelle, queue m'aume aimée æut m'être fidèle?
O Pr nce!	Ô Pr née!
qui ſans moy ſerois moins malheureux;	qui sans moi serais moins malheureux;
Aquoy donc nous reſerue vn deſtin rigoureux?	Aquoi donc nous réserve un destin rigoureux?
Et d’vn heureux moment de ioye ineſperée, D'vn eſpoir auſſi vain que de peu de durée, Rt’il voulu flatter ceux qu’il vouloit punir?	Et d'un heureux moment de joie inespérée, D'un espoir aussi vain que de peu de durée, Rt-il voulu flatter ceux qu'il voulait punir?
Iion cher Alcandre enfin, qu’allons-nous deuenir?	Jion cher Alcandre enfin, qu'allons-nous devenir?
SCENE V.	SCÈNE V.
OROSMANE, ELISE.	OROSMANE, ÉLISE.
OROSMANE.	OROSMANE.
