DERETE L FRAGICOMLDIE.	DERTE L FRAGICOMLDIE.
AMASIE.	AMASIE.
Voulez-vous retourner en voſtre Patrie pour auoir le deſplaiſir & la honte de la voir encore miſerable ſans luy pouuoir donner de ſecours.	Voulez-vous retourner en votre Patrie pour avoir le déplaisir et la honte de la voir encore misérable sans lui pouvoir donner de secours.
Voulezvous nous expoſer à la violence d’vn Tyran, apres auoir pris tant de peine à nous en retirer vous meſme?	Voulezvous nous exposer à la violence d' Tyran, après avoir pris tant de peine à nous en retirer vous -même?
Carenfin vous ne pouuez quitter la Crette, que pour retourner en Sicile, puis qu’il ne ſeroit pas honneſte de quitter vn Roy qui vous ayme & qui vous a fait tant de biens, pour aller viure chez vn autre Prin	Carenfin vous ne pouvez quitter la Crète, que pour retourner en Sicile, puis qu'il ne serait pas honnête de quitter un Roi qui vous aime et qui vous a fait tant de biens, pour aller vivrez chez un autre Prin
cé.	cé.
CRITON.	CRITON.
C’eſt vne choſe reſoluë.	C'est une chose résolue.
CCLIE LLIATESME.	CCLIE LLIATESME.
BERENICE, AMASIE.	BERENICE, AMASIE.
61 BERENICE.	61 BERENICE.
L ſe retire, ma ſœur, reſolu de nous emmener.	L se retire, ma sœur, résolu de nous emmener.
Tlelas:	Tlelas:
n'hous aymons ventabiemeht, que de maux nous ſont preparez.	n'hous aimons ventabièmeht, que de maux nous sont préparés.
Mais taſchez de trouuer Tirinte, faite en ſorte de ſçauoir ce qu’il a dità mon Pere, s’il vous ayme comme vous dites;	Mais tâchez de trouver Tirinte, faite en sorte de savoir ce qu'il a dità mon Père, s'il vous aime comme vous dites;
il ne refuſera pas de vous communiquer vn ſecret.	il ne refusera pas de vous communiquer un secret.
AMASIE.	AMASIE.
Ie ne doute point qu’il ne me l’apprenne, ie vay taſcher de le rencontrer.	Je ne doute point qu'il ne me l'apprenne, Elle vais tâcher de le rencontrer.
Auſſi bien voicy voſtre amant.	Aussi bien voici votre amant.
	
SCENE.	SCÈNE.
SCENE SEPTIESME.	SCÈNE SEPTIÈME.
TARSIS, DENENTCE.	TARSIS, DENENTCE.
TARSIS.	TARSIS.
Ve ie vous trouuë triſte, Madame!	Ve ici vous trouve triste, Madame!
d’où vient cette profonde triſteſſe?	d'où vient cette profonde tristesse?
BERENICE.	BERENICE.
Helas!	Hélas!
il faut bien qu’elle ſoit grande, puiſque meſme voſtre preſence n’apas la force de la diſſiper.	il faut bien qu'elle soit grande, puisque même votre présence n'appas la force de la dissiper.
TARSIS.	TARSIS.
Que Ten igache aumoms lenjec.	Que Ten igache aumoms lenjec.
BERENICE.	BERENICE.
On veut recommencer mes maux, on veut m’enleuer de ce pays.	On veut recommencer mes maux, on veut m'enlever de ce pays.
TARSIS.	TARSIS.
On veut vous enleuer, Madame!	On veut vous enlever, Madame!
Quel eſt le temeraire qui ſe peut vanter de cette entrepriſe?	Quel est le téméraire qui se peut vanter de cette entreprise?
Ha!	Ha!
Berenice, auez-vous tant de defiance de mon pouuoir & de mon amour, que ce deſſein temeraire vous doiue donner de la triſteſſe?	Berenice, avez-vous tant de défiance de mon pouvoir et de mon amour, que ce dessein téméraire vous doive donner de la tristesse?
Si c’eſt vn homme il s’en repentira bien-toſt, & ſi c’eſt vn Dieu, ie luy ſçauray diſputer vne ſi glorieuſe proye.	Si c'est un homme il s'en repentira bientôt, et si c'est un Dieu, ie lui sçauray disputer une si glorieuse proie.
.	.
O -.	Ô Ô.
M	M
BERENICE.	BERENICE.
Helas!	Hélas!
c’eſt vn homme qui m’enleue;	c'est un homme qui m'enlève;
& e’eſt vn homme que mon deüoir m’oblige de ſuiure.	et e'est un homme que mon devoir m'oblige de suivre.
Enfin pour vous:	Enfin pour vous:
diretout, c’eſt mon Perc.	diretout, c'est mon Perc.
TARSIS.	TARSIS.
oite Eerc, Madamet qui Toblige à vous emmener;	oite Éerc, Madamet qui Toblige à vous emmener;
& à ce retirer de ce Pays.	et à ce retirer de ce Pays.
13 BERENNICE.	13 BÈRENNICE.
Ie ne ſçaurois vous en rien dire, mais enfin il a reſolu de s’en aller.	Je ne saurais vous en rien dire, mais enfin il a résolu de s'en aller.
TARSIS.	TARSIS.
Il a donc reſolu de me rendre malheureux, il a donc auſſi reſolu den renice, mais il mpſe tes, ſi auparauantite m’oppoſer à mus ſouſpirs pour let ſez malheureuZ Puari 4 ula vie.	Il a donc résolu de me rendre malheureux, il a donc aussi résolu den reniée, mais il musse tes, si auparavantite m'opposer à mus soupirs pour let sez malheureuz Puari 4 ula vie.
Helas!	Hélas!
Bed faire des plainmues efforts pour muons donc nos doir, ſi ie ſuis aſdon conſeruer.	Bed faire des plainmues efforts pour muons donc nos doir, si on suis asdon conserver.
Ha!	Ha!
Madame, donnez mgylaiprſmſſion de m’oppoſer àvoſtre Pere, maisc aivousmeltre encore en peine que de vous faire cette demaude;	Madame, donnez mgylaiprsmssion de m'opposer àvostre Père, maisc aivousmeltre encore en peine que de vous faire cette demaude;
Non, non, ne me reſpondez point;	Non, non, ne me répondez point;
La permiſſion queie veux auoir, mon amour me la donne, & i’ay deſ-ja trop differé de m’en ſeruir.	La permission queie veux avoir, mon amour me la donne, et j'ai déjà trop différé de m'en servir.
Ie vay trouuer le Roy, Madame, & ſi mon entrepriſe ne me ſuccede ie vous ſuiuray malgrévous meſme, & ie colioigneray par tout en quelle eſtime on doit vous auoir, puiſque des filles de Roys ſont vos eſclaues.	Je vais trouver le Roi, Madame, et si mon entreprise ne me succède je vous suivrai malgré vous, et votre colioignerai par tout en quelle estime on doit vous avoir, puisque des filles de Rois sont vos esclaues.
Comme ie ſerois capable d’acquerir des Empires, ſi c’eſtoit par des Empires que l’on vous pouuoit meriter ;	Comme grande serais capable d'acquérir des Empires, si c'était par des Empires que l'on vous pouvait mériter ;
ie ſerois capable ãuſſi deles abandonner pour vous, ſi je ne vous pouuois poſſeder qu’en abandonnant la Couronne.	Ce serais capable ansussi deles abandonner pour vous, si je ne vous pouvais posséder qu'en abandonnant la Couronne.
BERENICE.	BERENICE.
Seigneur, Titinte vous dira, mais ilné m'entend pas, & ſa paſſion l’emporte;	Seigneur, Titinte vous dira, mais ilné m'entend pas, et sa passion l'emporte;
attendons le ſuccez de ſon deſſein, & de peur de nous donhęr vn nouueau ſujet de plainte, n’eſperons rien à noſtre auantage.	attendons le succès de son dessein, et de peur de nous donhumr un nouveau sujet de plainte, n'espérons rien à notre avantage.
Original illisible NF 2 43-120-10	Original illisible N 2 43-120-10
BERENICE.	BERENICE.
Helas!	Hélas!
c’eſt vn homme qui m’enleue;	c'est un homme qui m'enlève;
& c’eſt vn homme que mon deuoir m’oblige de ſuiure.	et c'est un homme que mon devoir m'oblige de suivre.
Enfin pour vous dire tout, c’eſt mon Pere.	Enfin pour vous dire tout, c'est mon Père.
TARSIS.	TARSIS.
Voſtre Pere, Madamne!	Votre Père, Madamne!
qui Toblge à vous emmener, & à ce retirer de ce Pays.	qui Toblge à vous emmener, et à ce retirer de ce Pays.
enu du d lls m Ie ne ſçaurois vous en rien dire, mais enfin il a reſolu de s’en aller.	enu du d ès m L'en sçaurois vous en rien dire, mais enfin il a résolu de s'en aller.
TARSIS.	TARSIS.
Il a donc reſolu de me rendre malheureux, il a donc auſſi reſolu de nrpuuer de la vie.	Il a donc résolu de me rendre malheureux, il a donc aussi résolu de nrpuver de la vie.
Helas!	Hélas!
Berenice, mais il mẽ ſeroit honteur de faire des plaintes, ſi auparauant lę h'auois faſctous mes efforts pour m’oppoſer à mont malleure Reſeruons donc nos 212.	Berenice, mais il mens serait honteur de faire des plaintes, si auparavant l 'avais fasctous mes efforts pour m'opposer à mont malheure Réservons donc nos 212.
2.	2.
ſouſpirs pour lesdonner;	soupirs pour lesdonner;
au deſeſpoir, ſi ie ſuis aſſez malheureux pourne pouuoir vous conſeruer.	au désespoir, si belle suis assez malheureux pourne pouvoir vous conserver.
Ha!	Ha!
Madame, donnez Inoy la permiſſion de m’oppoſer à voſtre Pere, mais c’eſt vous mettre encore en peine que de vous faire cette demandẽ;	Madame, donnez Inoi la permission de m'opposer à votre Père, mais c'est vous mettre encore en peine que de vous faire cette demandenir;
Non, non, ne me reſpondez point;	Non, non, ne me répondez point;
La permiſſion que ie veux auoir, mon amour me la donne, & i’ay deſ-ja trop differé de m’en ſeruir.	La permission que nous veux avoir, mon amour me la donne, et j'ai déjà trop différé de m'en servir.
Ie vay trouuer le Roy, Madame, & ſi mon entrepriſe ne me ſuccede ie vous ſuiuray malgré vous meſme, & ictolmnoigubruy puitout en quelle eſtime on doit vous auoir, puiſque des filles de Roys ſont vos eſclaues.	Je vais trouver le Roi, Madame, et si mon entreprise ne me succède ici vous suivrai malgré vous -même, et ictolmnoigubruy puitout en quelle estime on doit vous avoir, puisque des filles de Rois sont vos esclaves.
Comme ie ſerois capable d’acquerir des Empires, ſi c’eſtoit par des Empires que l’on vous pouuoit meriter, ie ſerois capable auſſi deles abandonner pour vous, ſi ie ne vous pouuois poſſeder qu’en abandonnant la Couronne.	Comme grande serais capable d'acquérir des Empires, si c'était par des Empires que l'on vous pouvait mériter, sans serais capable aussi deles abandonner pour vous, si tu ne vous pouvais posséder qu'en abandonnant la Couronne.
BERENICE.	BERENICE.
Seigneur, Tirinte vous dira, mais il ne m'entend pas, & ſa paſſion l’emporte;	Seigneur, Tirinte vous dira, mais il ne m'entend pas, et sa passion l'emporte;
attendons le ſuccez de ſon deſſein, & de peur de nous donner vn nouueau ſujet de plainte, n’eſperons rien à noſtre auantage.	attendons le succès de son dessein, et de peur de nous donner un nouveau sujet de plainte, n'espérons rien à notre avantage.
C ij	Ç ij
Fx 1020	Fx 1020
Qun LE ROY.	Qun LE ROY.
22ifstao.	22ifao.
Ml& VoY, Tirinte;	Mlet VoY, Tirinte;
i’aymerois en vain o Berenice!	j'aimerais en vain ô Berenice!
Quoy, ſon Pere ne peut eſcouter:	Quoi, son Père ne peut écouter:
mon amour!	mon amour!
Quelles difficultez oppoſe-il à mon deſſein?	Quelles difficultés oppose-il à mon dessein?
quelles raiſons peut-il oppoſer à ſa gloire?	quelles raisons peut-il opposer à sa gloire?
ie veux mettre dans ſa maiſon la puiſſance ſouueraine, & il refuſe céthonneur!	ie veux mettre dans sa maison la puissance souveraine, et il refuse cethonneur!
Ieveux mettre la couronne ſur la teſte de ſa fille,ie veux ma baiſſer iuſques à luy, ie veux l’eſleueniuſques à moy, & il reiette cette gloire que la fortune luy preſente, & que mon amour luy confirme.	Jeveux mettre la couronne sur la tête de sa fille,ie veux ma baisser jusques à lui, a veux l'esleueniusques à moi, et il rejet cette gloire que la fortune lui présente, et que mon amour lui confirme.
Quelle vertu;	Quelle vertu;
ou quel' aueuglearà iamais eſté capable, d’unc action ſi eximor ailerqua Iamaiyeuxarais Eunemy deſes epianrtr appauende,n que muibapuma le deſpoüille des drolls;	ou quel' aueuglearà jamais été capable, d'unc action si eximor aiquerqua Iamaiyeuxarais Eunévemi deses epianrtr appauende,n que muibapuma le dépouille des drolls;
que le Ciel lyl donne ſir eux?	que le Ciel lyl donne sir eux?
Craint-il que de Pere il rle dçuie) inp ſujet doſz fille, & qu’il ne laſſe honre à:	Craint-il que de Père il rèle dçuie) inp sujet doss fille, et qu'il ne lasse honre à:
la nature pan celte nouuelle ſoubmiſſion.	la nature pan celte nouvelle soumission.
Certes, quand ie penſe à ce que tu m'en àrapporte,ppuouomamotſonge, & ie ne ſçaurois m’empeſther dé faire vn mauuais lugement de la ſageſſe de Criton.	Certes, quand Madame pense à ce que tu m'en àrapporte,puouomacotsonge, et Seigneur ne saurais m'empesther dé faire un mauvais lugement de la sagesse de Criton.
TIRINTE.	TIRINTE.
lioMmncponce, & pour en eſtre plus aſſeuré, iel’ay pluſieurs fois obligé de, me la redire, tant elle me ſembloit eſloignée de celle qu’il me deuoit faire.	lioMmnconce, et pour en être plus assuré, j'ai plusieurs fois obligé de, me la redire, tant elle me semblait éloignée de celle qu'il me devait faire.
LE ROY.	LE ROY.
Mais qu’elles raiſons ta-il données?	Mais qu'elles raisons ta-il données?
En peut-on auoir d’aſſez fortes pour refuſer l’alliancedih Royt,	En peut-on avoir d'assez fortes pour refuser l'alliancedien Roi,
TIRINTE.	TIRINTE.
Il m’a dit la larme à l’œil, & le cœur comblé de?	Il m'a dit la larme à l'œil, et le cœur comblé de?
triteſſe qu’il viendroit luy meſme vous les dire, & vous faire approuuer vn refus qui eſt ſi contraire à voſtre amour, & ſi eſloigné dubonſens.	tritesse qu'il viendrait lui venir vous les dire, et vous faire approuver un refus qui est si contraire à votre amour, et si éloigné dubonsens.
LE ROY.	LE ROY.
l'approuueray les iniures qu'oi ile lait ioir que i’approuueray ſon refus.	l'approuverai les injures qu'oi île lait joir que j'approuverai son refus.
Mais s’il refuſe l’honneur.	Mais s'il refuse l'honneur.
ai qupie luy faits ie ſçauray bien le contraindre de lo receuoirEt ſi mon amour meforee de me conuertit ai ---.	ai qupie raison faits apprendre saurai bien le contraindre de lo recevoirEt si mon amour meforee de me convertit ai --.
.	.
.	.
.	.
.	.
C.	Ç.
ii.	ji.
en Tyran, il me ſemble que c’eſt exercer vne fanorable Tyrannie, que de contraindre vn malhouteux de receuoir des auantages qui augmenteroient la fe, licité du plus heureux de tous les hommes.	en Tyran, il me semble que c'est exercer une fanorable Tyrannie, que de contraindre un malhouteux de recevoir des avantages qui augmenteraient la se, licité du plus heureux de tous les hommes.
Il ne faut pas endurer que l’humeur capricieuſe d’vn Pere ſe rende preiudiciable au bon-heur & à la gloire de ſes enfans;	Il ne faut pas endurer que l'humeur capricieuse d'une Père se rende préjudiciable au bonheur et à la gloire de ses enfants;
Il faut corriger en luy la nature deprauée qui luy oſte les ſentimens qu’vn vray Pere doit auoir.	Il faut corriger en lui la nature dépravée qui lui ôte les sentiments qu'un vrai Père doit avoir.
Enfin s’il ne conſentà mon amour, il ne reſiſtera pas atug logee, ce le rgaulay iuy cemmoigner qu’on ne deplaiſt pas moins aux Rois en refuſant leurs faueurs, qu’en leur refuſant l’obeïſſance.	Enfin s'il ne consentà mon amour, il ne résistera pas atug loge, ce le rgaulai jui cemmoigner qu'on ne déplaît pas moins aux Rois en refusant leurs faveurs, qu'en leur refusant l'obéissance.
TIRINTE.	TIRINTE.
Peut-eſtre qu’il vous fera gouſter ſes raiſons, & pour moy le mimagme qu’eſtant eſtranger en ce païs & n’eſtant pas né voſtre ſujet, il craindroit de ſe rendre ſuſpect à ſon Prince s’il contractoit ſans ſon congé vne alliance ſi glorieuſe.	Peut-être qu'il vous fera goûter ses raisons, et pour moi le mimagme qu'étant étranger en ce pays et n'étant pas né notre sujet, il craindrait de se rendre suspect à son Prince s'il contratait sans son congé une alliance si glorieuse.
LE R.	LE R.
OY.	OY.
Il craindroit de ſe rendre ſuſpect à vn Tyran!	Il craindrait de se rendre suspect à un Tyran!
Celuy qui regne en Sicile, l’execrable Phalaris ayant vſurpé la Couronne,-eſt-il ſon Prince legitime, & doit-il apprehender de deplaire à vn Tyran dont il doit rechercher la mort.	Celui qui règne en Sicile, l'exécrable Phalaris ayant usurpé la Couronne,-est-il son Prince légitime, et doit-il appréhender dé plaire à un Tyran dont il doit rechercher la mort.
