I ARGVMENT.	I JRGUMENT.
Pleurons doncques, pleurons, puis qu’il le veut ainſi, La matiere en eſt ample, Et faiſons en ces lieux de ces gaſons icy Vn dep lorable temple, Où mes longues douleurs, & ma fidelité Daujjent à la poſterité De conſtance &t d’amour vn memorable exemple.	Pleurons donc, pleurons, puis qu'il le veut ainsi, La matière en est ample, Et faisons en ces lieux de ces gazons ici Un dép letorable temple, Où mes longues douleurs, et ma fidélité Daujent à la postérité De constance ett d'amour un mémorable exemple.
ACTE ATRIESME.	ACTE ATRIESME.
SCENE WI.	SCÈNE II.
ORCAN.	ORCAN.
CINTILLE,	CINTILE,
E me tromperois fort en mon opinion, Si vous ne reuiez pas à vostre paßion:	ELLE me tromperais fort en mon opinion, Si vous ne rêviez pas à votre passion:
Ces yeux noyez de pleurs, & ceſte couleur ble ſme dincieſmoignent aſſez voſtre douteur extreſme, Ne me le cachez point, il ſe faut retirer De ceſte folle ardeur qui vous fait ſouspirer.	Ces yeux noyez de pleurs, et cette couleur blé sme dinciémoignent assez vôtre douteur extrême, Ne me le cachez point, il se faut retirer De cette folle ardeur qui vous fait soupirer.
INTILLE.	INTILE.
Orcan, il est certain que i’auois ma penſee Portée à cét ingrat qui m'a l’ame bleſſee, Et que ie ne ſçaurois ſouffrir qu'auec douleur Sa la ſche ingratitude, & mon cruel malheur:	Orcan, il est certain que j'avais ma pensée Portée à cet ingrat qui m'a l'âme blessée, Et que sans ne saurais souffrir qu'avec douleur Sa la che ingratitude, et mon cruel malheur:
Mais que m'apporte-tu, dois-ie mourir, ou viure, Dy-le moy franchement,	Mais que m'apporte-tu, dois-je mourir, ou vivre, Dis-le moi franchement,
ORCAN.	ORCAN.
Son crime vous deliure,	Son crime vous délivre,
CINTILLE.	CINTILE.
Son crime!	Son crime!
qu'a-t’il fait,	qu'a-t-il fait,
ORCAN.	ORCAN.
Rien, ſinon vous trahir, Pour vne qui ne peut iamais que le haïr, Voyez ſi ſon forfait ne vous a pas vengée, Et s’il n'eſt pas puny de vous auoir changée, Il aime vne beauté, qui ne le peut ſouffrir, Et que tit de ſes pœux quancetetes etent oſſrir.	Rien, sinon vous trahir, Pour une qui ne peut jamais que le haïr, Voyez si son forfait ne vous a pas vengée, Et s'il n'est pas puni de vous avoir changée, Il aime une beauté, qui ne le peut souffrir, Et que tit de ses pœux quancetes et ossrir.
Son nom CINTILLE.	Son nom CINTILLE.
ORCAN.	ORCAN.
Eſt Calirie, & ſon riual Oronte, Voila comme l’amour a vangé voſtre honte.	Est Calirie, et son rival Oronte, Voilà comme l'amour a vengé votre honte.
diA lij	diA lijà
CINTILLE.	CINTILE.
Tu me parles Orcan, trop generalement, C y-moyce qui ſe paſſe, & ne men nauement,	Tu me parles Oran, trop généralement, Ç y-moice qui se passe, et ne men navement,
ORCAN.	ORCAN.
Alidor amoureux de ceſte belle Dame, A fait l’extrauagant pour teſmoigner ſa flâme, Il eſt tombé malade, & ſe laiſſoit mourir Lors que ceste beauté l’eſt venu ſecourir.	Alidor amoureux de cette belle Dame, A fait l'extravagant pour témoigner sa flamme, Il est tombé malade, et se laissait mourir Lors que cette beauté l'est venu secourir.
Comment, CANTILLE.	Comment, CANTILLE.
ORCAN.	ORCAN.
Oronte à qui ſa flame eſtoit cognuë, Encores qu’il vſaſt de quelque retenuë, Adoroit Calirie, elle l’aimoit außi, C’eſtoit le meſme cœur, & le meſme ſoucy:	Oronte à qui sa flamme était connue, Encores qu'il vsast de quelque retenue, Adorait Calirie, elle l'aimait aussi, C'était le même cœur, et le même souci:
Mais voyant qu'Alidor ne viuroit point ſans elle, Il fit vne action à luy-meſme cruelle, Il fut voir ſon nepueu, luy dit ſa paßion, Et qu’il le veut ſeruir dans ſon affection, De fait il le ſeruit auecques tant d’addreſſe, Que pour l’amour de luy ſa Dame le careſſe, - -a-----v-- E.	Mais voyant qu'Alidor ne vivrait point sans elle, Il fit été action à peine-même cruelle, Il fut voir son nepueu, avait dit sa passion, Et qu'il le veut servir dans son affection, De fait il le servit avec tant d'adresse, Que pour l'amour de trouver sa Dame le caresse, - -a- .
t .	t .
M Me:	M Me:
Le viſite ſouuent:	Le visite souvent:
ſi bien que ſa beauté Luy redonnaſt bien toſt ſa premiere ſanté:	si bien que sa beauté Lui redonnât bien tôt sa première santé:
Mais lors qu’il fut guery, la belle refroidie Luy parloit autrement que dans ſa maladie, Oronte qui craignoit que ce grand changement Ne iettaſt ſon nepueu dedans le monument, Auoit auec la mere ar reſté l’hymenée.	Mais lors qu'il fut guéri, la belle refroidie Lui parlait autrement que dans sa maladie, Oronte qui craignait que ce grand changement Ne jetât son nepueu dedans le monument, Avait sous la mère ar resté l'hyménée.
Calirie d’abord ſe void bien eſtonnée:	Calirie d'abord se voit bien étonnée:
Mais ſe voyant preſſee, elle demande vn iour, Pour ſe pouuoir reſoudre à ce nouuel amour, Cependant elle pleure, elle ſe plaint d’O ronté, Luy reproche ſon crime, & le couure de honte, Elle fuyt Alidor plus qu'elle n'auoit fait, Luy dit que ſon amour la faſche, & luy desplait, Qu'elle ne le peut voir qu'auec vnœil de haine, Qu'elle mourra pluſtoſt que d’alleger ſa peine.	Mais se voyant pressée, elle demande un jour, Pour se pouvoir résoudre à ce nouvel amour, Cependant elle pleure, elle se plaint d'Ô ronté, Lui reproche son crime, et le couvre de honte, Elle fût Alidor plus qu'elle n'avait fait, Lui dit que son amour la fâche, et et déplaît, Qu'elle ne le peut voir qu'avec ainsi de haine, Qu'elle mourra plutôt que d'alléger sa peine.
CINTILLE.	CINTILE.
Amour iuſte vengeur de mes feux innocens, En fin tu l’as puny des maux que ie reſſens.	Amour juste vengeur de mes feux innocents, En fin tu l'as puni des maux que ie ressens.
ORCAN.	ORCAN.
Oronte dont l’amour eſtoit touſiours puiſſante, --- T	Oronte dont l'amour était toujours puissante, -- 
Eſtoit ſi ſatis fait de la voir ſi conſtante, Que voyant ſon nepueu ſupporter ſans mourir, Ce qu’il ne eroyoit pas, qu’il peut iamais fouffrit Retourne à Calirie, & par des raiſons fortes Taſche de r’allumer les ardeurs qu’il croit mortes.	Était si satî fait de la voir si constante, Que voyant son neveu supporter sans mourir, Ce qu'il ne eroyait pas, qu'il peut jamais fouffrit Retourne à Calirie, et par des raisons fortes Tâche de rallumer les ardeurs qu'il croit mortes.
Alidor qui l’auoit par hazard entendu, L’interrompit pluſtoſt qu’il n’auoit attendu, Se plaint de tous les deux, leur fait pluſieurs reproches, Et les rend außi froids, que s’ils eſtoient des roches:	Alidor qui l'avait par hasard entendu, L'interrompit plutôt qu'il n'avait attendu, Se plaint de tous les deux, leur fait plusieurs reproches, Et les rend ajà froids, que s'ils étaient des roches:
Il ſe voulut tuër, mais il fut arreſté Par le commandement que fit ceſte beauté, Si vous m’aimez, dit-elle, aimez donc voſtre vie, Et perdez tout à fait ceſte brut ale enuie, Demain ſans y faillir, ie vous rendray contens, Pout tous dimter tonsuenx, te prens et tauc temps, Voila le vray ſujet de ſa melancholie, Et ce qui s'eſt paßé dans toute ſa folie.	Il se voulut tuer, mais il fut arrêté Par le commandement que fit cette beauté, Si vous m'aimez, dit-elle, aimez donc votre vie, Et perdez tout à fait cette brut ale envie, Demain sans y faillir, je vous rendra contens, Pout tous dimter tonsuenx, te prends et tauc temps, Voilà le vrai sujet de sa mélancolie, Et ce qui s'est passé dans toute sa folie.
CINTILLE.	CINTILE.
Ce n'eſt pas tout, Orcan, ie veux voir quel ſuccés Nous pourront apporter ces amoureux exces,	Ce n'est pas tout, Orcan, on veux voir quel succès Nous pourront apporter ces amoureux excès,
La reſolution de perdre cét infame, S’il perſiste à l’aimer est priſe dans mon ame, Auprés de Calirie, ou des mains, ou du fer, Entre tous ſes amis, ie le veux eſtoufer.	La résolution de perdre cet infâme, S'il persiste à l'aimer est prise dans mon âme, Auprès de Calirie, ou des mains, ou du fer, Entre tous ses amis, Seigneur le veux étouffer.
ACTE CIN VIESME.	ACTE CIN VIESME.
SCENE I.	SCÈNE I.
FLORINTOR.	FLORINTOR.
CINTILLE.	CINTILE.
D AN Eraus Our le dire en vn mot, elle m’a fait entendre Qu'il me faloit ceder aux merites d’Alcandre, Que vous auiez plus fait ſans l’aimer dans vn iour, Que moy depuis deux ans que dure mon amour, Que vous eſtes le ſeul qui pouuiez tout ſur elle, Que vous eſtes l’objet de ſa flâme nouuelle, de que tout jouuon neu eſeoceutre vos mains.	 AN Eraus Our le dire en un mot, elle m'a fait entendre Qu'il me fallait céder aux mérites d'Alcandre, Que vous aviez plus fait sans l'aimer dans un jour, Que moi depuis deux ans que dure mon amour, Que vous êtes le seul qui pouviez tout sur elle, Que vous êtes l'objet de sa flamme nouvelle, de que tout jouvon neu eseoceutre vos mains.
CINTILLE.	CINTILE.
Que l’amour eſt contraire au repos des humains, Il eſt vray, Florintor, que voſtre Meliſſee 8 M’a fait voir qu'elle eſtoit de mon amour bleſſee, Qu'elle m'a teſmoigné beaucoup de paßion;	Que l'amour est contraire au repos des humains, Il est vrai, Florintor, que votre Mélissee 8 M'a fait voir qu'elle était de mon amour blessée, Qu'elle m'a témoigné beaucoup de passion;
Mais ie ſuis impuiſſant pour ſon affection, Outre vostre intereſt, dont mon ame eſt touchée, Vne raiſon plus forte eſt dans mon ſein cachée, Qui m'oblige de voir Meliſſee autrement Que comme ma Maiſtreſſe, ou comme ſon Amãt, I'eſtime ſa beauté, ſon merite, ſagrace, Mais ie ne puis pour elle auoir qu’vn cœur de glace.	Mais ie suis impuissant pour son affection, Outre votre intérêt, dont mon âme est touchée, Âme raison plus forte est dans mon sein cachée, Qui m'oblige de voir Melissee autrement Que comme ma Maîtresse, ou comme son Amant, J'estime sa beauté, son mérite, sagrâce, Mais ils ne puis pour elle avoir qu'un cœur de glace.
FLORINTOR.	FLORINTOR.
Il est vray que i’ay creu que la belle Cloris, Qui depuis ſi long temps maiſtriſe vos eſprits, Auec tous ſes deſdains, eſt ſi bien dans vostre ame, Qu'elle n’y laiſſe point de place à d’autre flâme, Et que malaisément ce climat eſtranger Vous peut monſtrer d’ob et qui vous puiſſe chãger:	Il est vrai que j'ai cru que la belle Cloris, Qui depuis si long temps maîtrise vos esprits, Avec tous ses dédains, est si bien dans votre âme, Qu'elle n'y laisse point de place à d'autre flamme, Et que malaisément ce climat étranger Vous peut montrer d'ob et qui vous puisse changger:
N Toutesfois le plaiſir d’eſtre aimé d’vne belle Qui vous parle d’amour, lors que l’autre eſt cruelle, A beaucoup de pouuoir pour ſe rendre vainqueur De ceste forte ardeur qui vous bruſle le cœur, L’amour qu'elle a pour vous, ſes ſouspirs, & ſes larmes, A ſes autres beautez adiouſtent bien de charmes, Efaupafa,e.	 Noutefois le plaisir d'être aimé d'une belle Qui vous parle d'amour, lors que l'autre est cruelle, A beaucoup de pouvoir pour se rendre vainqueur De cette forte ardeur qui vous brûle le cœur, L'amour qu'elle a pour vous, ses soupirs, et ses larmes, A ses autres beautés ajoutent bien de charmes, Efaupafa,.
D’aimer tant de beautez à qui l’on eſt ſi cher.	D'aimer tant de beautés à qui l'on est si cher.
CINTILLE.	CINTILE.
Vous croirez, s’il vous plaist, ce que la ialouſie Peut deſſus ce ſujet vous mettre en fantaſie:	Vous croirez, s'il vous plaît, ce que la jalousie Peut dessus ce sujet vous mettre en fantaisie:
Mais ſoyez aſſeuré que iamais autre ardeur Que de mon feu premier ne bruſlera mon cœur, Deuant la fin du iour, dont la lumiere eſclaire, Vous cognoiſtrez que i'aime, & que ie me ſȩay (taire.	Mais soyez assuré que jamais autre ardeur Que de mon feu premier ne brûlera mon cœur, Deuant la fin du jour, dont la lumière éclaire, Vous connaîtrez que j'aime, et que je me sais (taire.
FLORINTOR.	FLORINTOR.
Que dant ce peu de mots vous me dites beaucoup, Amy vous m'obligez doublement à ce coup, Vous me ſauuez la vie, & ſi l’amour luy-meſme N'eſt pas mon ennemy, vous ſauuez ce que i'aime.	Que dant ce peu de mots vous me dites beaucoup, Ami vous m'obligez doublement à ce coup, Vous me sauvez la vie, et si l'amour lui-même N'est pas mon ennemi, vous sauvez ce que j'aime.
CINTILLE.	CINTILE.
Ie vous prie e nuoyons mon homme pour ſçauoir Si ſans l’importuner, ie pourray l’aller voir, Vous me ſuiurez apres, & puis tous trois ensẽble Irons chez Calirie:	Je vous prie est nuoyons mon homme pour savoir Si sans l'importuner, Seigneur pourrai l'aller voir, Vous me suivrez après, et puis tous trois ensemble Irons chez Calirie:
Parce que ie voudrois qu’elle, & nous deux enſemble Pupromeneic cuurteyomte ſçay qu'on s'aſſemble:	Parce que ici voudrais qu'elle, et nous deux ensemble Pupromèneic cuvrteyomte sais qu'on s'assemble:
Là voila ſur ſa porte, Adieu, venez apres.	Là voilà sur sa porte, Adieu, venez après.
FLORINTOR s’en allant.	FLORINTOR s'en allant.
Ie crains que ton ſecours n’augmente mes regrets, Toutes fois ſes diſcours teſmoignent ſa franchiſe.	Je crains que ton secours n'augmente mes regrets, Toutes fois ses discours témoignent sa franchise.
ACTE CIN I TIESME.	ACTE CIN I TIESME.
Adame, ie voy bien que ie vous ày ſurpriſe.	Adame, je vois bien que votre vous à surprise.
SCENE II.	SCÈNE II.
CINTILLE.	CINTILE.
MELISSEE.	MELISEE.
CINTILLE abordant Meliſſee.	CINTILLE abordant Mélisse.
MELISSEE.	MELISEE.
Ouy, vous m'auez ſurpriſe, ingrat meſcognoißsãt, Qui vous mocquez des feux que mon ame reſſent:	Oui, vous m'avez surprise, ingrat méconnaissez, Qui vous moquez des feux que mon âme ressent:
Mais le Ciel s’il eſt iuste en vangera le crime, Quoy, vous offenſez-vous de ce qu'on vous eſtime, Si vous ne pouuez pas ſupporter mon ardeur Qu'auecque du mespris, ou beaucoup de froideur,	Mais le Ciel s'il est juste en vengera le crime, Quoi, vous offensez-vous de ce qu'on vous estime, Si vous ne pouvez pas supporter mon ardeur Qu'avec du mépris, ou beaucoup de froideur,
Pourquoy m’abordez-vous, venez-vous recognoiſtre Si cét amour eſt mort, que vous auez fait naistre:	Pourquoi m'abordez-vous, venez-vous reconnaître Si cet amour est mort, que vous avez fait naître:
Non, non, tous vos meſpris ne font que l’augmẽter, Et l’horreur du trespas ne me peut rebuter, Encor que vous puißiez beaucoup deſſus mon ame, Vous ne luy pouuez pas donner vne autre flâme, Ne me venez-vous voir que pour ſolliciter, Pour l’importun Amant qui vient de vous quiter, Vous vous trõpez, Alcandre, il vous eſt impoſsible De me rendre iamais à ſon amour ſenſible:	Non, non, tous vos mépris ne font que l'augmẽter, Et l'horreur du trépas ne me peut rebuter, Encor que vous puissions beaucoup dessus mon âme, Vous ne lui devez pas donner une autre flamme, Ne me venez-vous voir que pour solliciter, Pour l'importun Amant qui vient de vous quitter, Vous vous trompez, Alcandre, il vous est impossible De me rendre jamais à son amour sensible:
Ie veux vous preuenir, de peur que vos diſcours Ne me viennent preſſer de luy donner ſecours, Ie ne le puis ſouffrir quelque choſe qu'il face, I'ay trop de feu pour vous, & pour luy trop de gla	Je veux vous prévenir, de peur que vos discours Ne me viennent presser de reste donner secours, Je ne le puis souffrir quelque chose qu'il face, J'ai trop de feu pour vous, et pour lui trop de gla
CINTILLE.	CINTILE.
Ie le viens de quitter, il eſt vray, mais ſçachez Que vous ne tenez plus ſes eſprits attachez, (ce.	Je le viens de quitter, il est vrai, mais sachez Que vous ne tenez plus ses esprits attachez, (ce.
Que ne pouuant ſouffrir voſtre rigueur extreſme, Si vous ne l’aymez point, il en faict tout de meſme.	Que ne pouvant souffrir votre rigueur extrême, Si vous ne l'aimez point, il en fait tout de même.
MELISSEE.	MELISEE.
S’il eſt vray, Florintor m’oblige grandement, Mvie deliurani dinſ a vn iiportun Amant.	S'il est vrai, Florintor m'oblige grandement, Muie délivrani dins a un jiportun Amant.
CINTILLE.	CINTILE.
L’orgueil, & la beauté ſont d’ordinaire enſemble, Vous le deuriez pourtant regretter, ſi me ſemble, Lit iot touſiours tenu dans les loix du deuoir, Et d’autres ſe croiront heureuſes de l’auoir.	L'orgueil, et la beauté sont d'ordinaire ensemble, Vous le devriez pourtant regretter, si me semble, Lit iot toujours tenu dans les lois du devoir, Et d'autres se croiront heureuses de l'avoir.
MELISSEE.	MELISEE.
Qu'vn autre le poſſede, ou qu’il en aime mille, De ſupporter ce mal, il me ſera facile:	Qu'un autre le possède, ou qu'il en aime mille, De supporter ce mal, il me sera facile:
Mais encoré ſçachons le nom de la beauté Qui dans ces nouueaux nœuds retient ſa liberté.	Mais encoré sachons le nom de la beauté Qui dans ces nouveaux nœuds retient sa liberté.
CINTILLE.	CINTILE.
La belle Calirie eſt l’objet de ſa flâme, C’eſt elle qui poſſede à ceſte heure ſon ame.	La belle Calirie est l'objet de sa flamme, C'est elle qui possède à cette heure son âme.
MELISSEE.	MELISEE.
Il n'a pas mal choiſi, mais il a des riuaux Qui le trauerſeront en ſes deſirs nouueaux, L’hiſtoire des amours d’Alidor, & d’Oronte, Pour la meſme beauté le couurira de honte:	Il n'a pas mal choisi, mais il a des rivaux Qui le traverseront en ses désirs nouveaux, L'histoire des amours d'Alidor, et d'Orontte, Pour la rendre beauté le couvrira de honte:
Il ne l’ignore pas,	Il ne l'ignore pas,
LINTILLE.	LINTILE.
C’eſt pour cette raiſon Quiicnoiſit auiourd huy cette belle priſon	C'est pour cette raison Quiicnaisit aujourd' hui cette belle prison
MELISSEE.	MELISEE.
En tout voſtre diſcours ie ne puis rien entendre, Außi ne veux-ie pas dauantage en apprendre, Laiſſonntunuormnoisue purtons que ac evous, Et nous oſtons d’icy, nous ſerons mieux chez nous.	En tout votre discours ie ne puis rien entendre, Aussi ne veux-je pas davantage en apprendre, Laissonntunuormnoisue purtons que ac evous, Et nous ôtons d'ici, nous serons mieux chez nous.
INTILLE tout bas.	INTILE tout bas.
Que ie plains ton malheur, ô pauure Meliſſee, Tu te verras tantoſt bien loin de ta penſee.	Que ainsi plains ton malheur, ô pauvre Mélissee, Tu te verras tantôt bien loin de ta pensée.
ACTE CINQVIESME.	ACTE CINQUIÈME.
SCENE III.	SCÈNE III.
CALIRIE ſeule dans ſa chambre, tenant vn miroir.	CALIRIE seule dans sa chambre, tenant un miroir.
Emon dont la vertu maintient cêt vniuers, Qui te fais recognoiſtre en tes actes diuers, Qui ſçais tout, qui vois tout, Amour Dieu des merueilles, Si ma iuſte priere a touché tes oreilles, 40 Fais reußir de grace vn genereux deſſein, Que ta puiſſante ardeur inspire dans mon ſein, Ah!	Emon dont la vertu maintient cet univers, Qui te fais reconnaître en tes actes divers, Qui sais tout, qui vois tout, Amour Dieu des merveilles, Si ma juste prière a touché tes oreilles, 40 Fais reussir de grâce un généreux dessein, Que ta puissante ardeur inspire dans mon sein, Ah!
miroir autrefois conſulté pour l’vſage Des embelliſſemens qu'on met ſur vn viſage, Dont la glace monſtroit autrefois à mes yeux	miroir autrefois consulté pour l'usage Des embellissements qu'on met sur un visage, Dont la glace montrait autrefois à mes yeux
Vn threſor que chaqu'vn eſtime precieux, Que ie ſuis bien changée, & que ce qui m’oblige A te venir reuoir cruellement m'afflige, Ie viens pour conſulter auec toy les moyens De perdre le plus cher, & plus grand de mes biẽs, Ie ſçay, ſans me flatter, qu'on me peut dire belle, Qu'auiourd’huy ie viens faire vne action nouuelle:	Un thresor que chaqu'un estime précieux, Que tu suis bien changée, et que ce qui m'oblige À te venir revoir cruellement m'afflige, Je viens pour consulter avec toi les moyens De perdre le plus cher, et plus grand de mes bea, Ie bières, sans me flatter, qu'on me peut dire belle, Qu'aujourd'hui toujours viens faire une action nouvelle:
Mais que ne peut l’amour, à qui les immortels, Et toute la nature erige des autels, Oronte ſeul objet de toutes mes penſees Ne croy pas tes ardeurs dans mon ſein effacees, Ie t’ay touſiours aimé, ie t'eſtime touſiours, Et ſans toy ie croirois malheureux tous mes iours, Ie ne ſçay toutesfois ſi me voyant changée, Alors que ton erreur ſera ſur moy vangée, Et voyant mon viſage auecque moins d’appas, Tu ne deuiendras autre que tu n'es pas.	Mais que ne peut l'amour, à qui les immortels, Et toute la nature erige des autels, Oronte seul objet de toutes mes pensées Ne crois pas tes ardeurs dans mon sein effacées, Je t'ai toujours aimé, je t'estime toujours, Et sans toi ainsi croirais malheureux tous mes jours, Je ne sais toutefois si me voyant changée, Alors que ton erreur sera sur moi vengée, Et voyant mon visage avec moins d'appas, Tu ne deviendras autre que tu n'es pas.
Helas!	Hélas!
que ce ſoupçon eſt loin de l’apparence, Tu m'as de ton amour donne trop d’aſſeurance, Siie perds mes appas, au moins ie ne les pers Que pour me retirer de ces iniustes fers, 4 e	que ce soupçon est loin de l'apparence, Tu m'as de ton amour donne trop d'assurance, Siie perds mes appas, au moins On ne les pers Que pour me retirer de ces injustes fers, 4 e
MllClseld.	MllClseld.
Où ta folle amitié pour vn nepueu peu ſage, Sans aucune raiſon à ceſte heure m'engage, Tu trouueras en moy d’autres perfections, Que l’on voit eſclater dedans mes actions, Tu diras que ces traits ſont mon moindre merite, Que ma vertu n'a rien icy qui la limite, Ie ne croy pas außi que tu te ſois peiné, Pour vn peu de beauté par le temps condamné, Qui dans fort peu de iours tombe comme les roſes, Que nous voyons mourir, dés qu’elles ſont eſcloſes, Ton eſprit eſt trop fort pour t'aller engager A l’eſclat que l’on voit ſortir d’vn feu leger, Tu ſçais bienque le temps oſte auec peu de pene La beauté de nos corps, comme vn nom de l’arene, Alidor de qui ſeul prouient mon desplaiſir, Ie la veux immoler à ton cruel deſir, Ce teint qui te plaiſoit va changer de nature, Ie veux guerir ta flâme auecque ma bleſſure, Ce viſage où tu vis tant de charmes puiſſans, Apres ceſte action eſtonnera tes ſens, He ſtons noſtre deſſein, que ma main l’execute;	Où ta folle amitié pour un nepueu peu sage, Sans aucune raison à cette heure m'engage, Tu trouveras en moi d'autres perfections, Que l'on voit éclater dedans mes actions, Tu diras que ces traits sont mon moindre mérite, Que ma vertu n'a rien ici qui la limite, Je ne crois pas aussi que tu te sois peiné, Pour un peu de beauté par le temps condamné, Qui dans fort peu de jours tombe comme les roses, Que nous voyons mourir, dés qu'elles sont écloses, Ton esprit est trop fort pour t'aller engager A éclat que l'on voit sortir feu léger, Tu sçais bienque le temps ôte auec peu de pene La beauté de nos corps, comme nom de arène, Alidor de qui seul prouient mon déplaisir, Ie la veux immoler ton cruel désir, Ce teint qui te plaisoit va changer de nature, Ie veux guérir ta flâme auecque ma blessure, Ce visage tu vis tant de charmes puissans, Apres ceste action étonnera tes sens, stons nôtre dessein, que ma main execute;
109 Mais mõ viſage en pleurs ſemble qu’il me rebute.	109 Mais mo mme en pleurs semble qu'il me rebute.
Non, non, mes tristes yeux, il ne faut point pleurer.	Non, non, mes tristes yeux, il ne faut point pleurer.
Ce qui ne ſçauroit plus auecque vous durer, Ne vous affligez pas, ie vous conſerue encore, Auec mon cœur ardent pour l’objet que i'adore, Et vous tous mes attraits, dont le pouuoir charmãt Me donnoit autrefois tant de contentement, Ne me diriez-vous pas que c'eſt vne manie De me vouloir priuer de voſtre compagnie, Li Que de vouloir vous perdre, & d’eſtre ſans raiſon, Et coupable enuers moy de quelque trahiſon, Il ſemble qu’il ſoit vray, mais quand ie conſidere Le crime iniurieux que vous venez de faire, Que l’oncle, & le nepueu depuis qu'ils ſont amis Sont à voſtre ſujet deuenus ennemis, C’eſt auecque raiſon, que de vous ie me priue, Puiſque c’eſt de vous ſeuls que ce malheur m'arriue, Douleurs fortes douleurs, dont l’apprehenſion Veut rompre le deſſein qu'a fait ma paßion Contre vos ſentimens ie ſuiuray mon enuie, Et ma beauté croiſtra quand ie l’auray rauie.	Ce qui ne saurait plus auecque vous durer, Ne vous affligez pas, tu vous conserve encore, Avec mon cœur ardent pour l'objet que j'adore, Et vous tous mes attraits, dont le pouvoir charma Me donnait autrefois tant de contentement, Ne me diriez-vous pas que c'est une manie De me vouloir priver de votre compagnie, Li Que de vouloir vous perdre, et d'être sans raison, Et coupable envers moi de quelque trahison, Il semble qu'il soit vrai, mais quand je considère Le crime injurieux que vous venez de faire, Que l'oncle, et le nevez depuis qu'ils sont amis Sont à votre sujet deuenus ennemis, est auecque raison, que de vous ie me priue, Puisque est de vous seuls que ce malheur m'arriue, Douleurs fortes douleurs, dont appréhension Veut rompre le dessein qu'a fait ma passion Contre vos sentimens ie suiuray mon envie, Et ma beauté croîtra quand ie auray rauie.
Elle ſe gaſte leviſage auec vn diamant.	Elle se gâte levisage était un diamant.
ACTE CINQVIESME.	ACTE CINQUIÈME.
SCENE IV.	SCÈNE IV.
LARINIAE.	LARINIAE.
CALIRIE.	CALIRIE.
LARINTHE.	LARINTHÉ.
Heure approche de voir finir les differens Que ma fille a fait naiſtre entre les deux parens, Pourtant ie ne voy point luire aucune apparence, Qu'elle en contente deux ſuiuant ſon esperance, Oronte la deſire, Alidor l’aime außi, Tout cela cependant me met engrand ſouçy, Ie l’ay ſur ce ſujet diuerſement preſſee, Mais elle m'a caché iu ſqu’icy ſa penſee, ---- .	Heure approche de voir finir les différents Que ma fille a fait naître entre les deux parents, Pourtant quelque ne vois point luire aucune apparence, Qu'elle en contente deux suivant son espérance, Oronte la désire, Alidor l'aime aussi, Tout cela cependant me met engrand souçi, Je l'ai sur ce sujet diversement pressée, Mais elle m'a caché ju scune sa pensée, -- .
Il la faut là deſſus encor ſolliciter, Toutesfois s’il ſe peut ſans rien precipiter, Elle eſt ſeule à ſa chambre, CALIRIE apres s’eſtre gaſtée le viſage.	Il la faut là dessus encor solliciter, Toutefois s'il se peut sans rien précipiter, Elle est seule à sa chambre, CALIRIE après s'être gâtée le visage.
Alidor, mon viſage, Sans doute eſtant changé changera ton courage, Vien, vien voir Calirie, & dans l’eſtat qu'elle eſt Ie me tromperay bien ſi ſa beaûté te plaiſt.	Alidor, mon visage, Sans doute étant changé changera ton courage, Viens, viens voir Calirie, et dans l'état qu'elle est Je me tromperai bien si sa beaûté te plaît.
LARINTHE voyant ſa fille.	LARINTHÉ voyant sa fille.
Ah!	Ah!
qu'eſt-ce que ie voy, quelle ame ſi barbare A gaſté les beaux traits d’vne beauté ſi rare, Ma fille, mon ſupport, apprens-moy quelle main A commis contre toy ce forfait inhumain, Perdre tant de beautez par de telles bleſſures, Tu l’as veu Dieu du Ciel, & pourtãt tu l’endures.	qu'est-ce que ce la, quelle âme si barbare A gâté les beaux traits d'une beauté si rare, Ma fille, mon support, apprends-moi quelle main A commis contre toi ce forfait inhumain, Perdre tant de beautés par de telles blessures, Tu l'as vu Dieu du Ciel, et pourtant tu l'endures.
CALIRIE.	CALIRIE.
avlaiere ſiniſjez ces lhilles plehrs, N’augmẽtés point ma peine auecque vos douleurs, Ceux qui m'ont fait le mal ſe feront biẽ cognoiſtre.	avlaière sinisjez ces lhilles plehrs, N'augments point ma peine avec vos douleurs, Ceux qui m'ont fait le mal se feront biẽ cognoistre.
6	6
LARINTHE.	LARINTHÉ.
Ne deſoblige point celle qui t'a fait naiſtre, Dis-moy viſte leur nom, tu retardes eneor.	Ne désoblige point celle qui t'a fait naître, Dis-moi vite leur nom, tu retardes eneor.
CALIRIE.	CALIRIE.
Ues deuxi vnesi Oronte, & taulle Mlidor.	Ues deuxi vnesi Oronte, et taulle Mlidor.
LARINTHE.	LARINTHÉ.
Eſtrange cruauté, quoy?	Étrange cruauté, quoi?
ces Amans, dont l’ame Monſtroit à ton ſujet estre toute de flâme, Ont eu le cœur ſi dur de te traiter ſi mal?	ces Amants, dont l'âme Monstrait à ton sujet être toute de flamme, Ont eu le cœur si dur de te traiter si mal?
Helas!	Hélas!
que leur amour, ma fille, t'eſt fatal.	que leur amour, ma fille, t'est fatal.
ACTE	ACTE
ACTE CINQVIESME.	ACTE CINQUIÈME.
SCENE, V.	SCÈNE, V.
FLORINTOR.	FLORINTOR.
LARINTHE.	LARINTHÉ.
CINTILLE.	CINTILE.
