AIV LROLRVRO	AIV LROLRURO
ADRASTE.	ADRASTE.
Viuons auec plus de prudence, Ce lieu n’eſt pas fort propre à noflre confidence;	Vivons-nous plus de prudence, Ce lieu n'est pas fort propre à noflère confidence;
Voyons auparauant ſi perſonne ne vient.	Voyons auparavant si personne ne vient.
HELENE.	HELENE.
La meſme crainte außr in empeſche & me retient.	La même crainte aussr in empêche et me retient.
F2-  6 --	F2- 6 --
ADRASTE.	ADRASTE.
Qui ie t'enſſe baiy ce!	Qui ie t'ensse baii ce!
HELENE.	HELENE.
O Dieux!	Ô Dieux!
i'eſtois perduë:	j'étais perdue:
Car Eliſe qui vient m'euſt aſſeurement veuë.	Car Élise qui vient m'eût assurément vue.
La vonta.	La vonta.
mau il jau pour touuin aopre jeu Quand vous luy parlerez que ie vous quitte vnpen.	mau il jau pour touvin aopre jeu Quand vous porte parlerez que je vous quitte unpen.
ADROIE.	ADROIE.
Mais comme ſe reſoudre à vous quitter pour elle?	Mais comme se résoudre à vous quitter pour elle?
HECENE.	HÉCENE.
Cleonte, ie le veux.	Cléonte, Seigneur le veux.
ADRASTE.	ADRASTE.
La contrainte cruelle!	La contrainte cruelle!
Falloit-il qu'elle vint troubler noſtre repos?	Fallait-il qu'elle vint troubler notre repos?
SSLE ’ATRIESME.	SSLE ATRIESME.
HELENE, ELISE, ADRASTE.	HELENE, ÉLISE, ADRASTE.
HELENE.	HELENE.
OVS ne pouuiez iamais venir plus à propos;	OUS ne pouviez jamais venir plus à propos;
I’allois vous untiiu quhuec impatience.	J'allais vous untiv quhuec impatience.
Cleonte vous attend.	Cléonte vous attend.
Le voila qui s’auance.	Le voilà qui s'avance.
ELISE.	ÉLISE.
Mats ie vous voy tous deux rougir à mon ahord:	Mats ici vous vois tous deux rougir à mon ahord:
Ma preſence ou mes yeux eſtonnent-ils ſi fort ?	Ma présence ou mes yeux étonnent-ils si fort ?
Pourquoy ſi promptement changez vous de viſage?	Pourquoi si promptement changez -vous de visage?
HELENE.	HELENE.
Ces demandes ne vont qu’á mon deſauantage Vous croyez vne choſe où ie ne ſonge pas:	Ces demandes ne vont qu'elle mon désavantage Vous croyez une chose où personne ne songe pas:
I’aimerou mieux ſougtir mue fois ſe treſpas.	J'aimerou mieux sougtir mue fois se trépas.
ADRASTE.	ADRASTE.
O dieux!	Ô dieux!
qu'elle ſçait mal contrefaire l’bonneſte?	qu'elle sait mal contrefaire l'bonneste?
muis ie m’en vais auoir ma part de la tempeſte;	muis iequ'en vais avoir ma part de la tempête;
En apparence au moins il faut eſtre eſtonné.	En apparence au moins il faut être étonné.
ELISE.	ÉLISE.
buy, eueure, yeu voxaonsranmre De venir voir Helene.	bui, euure, yeu voxaonsranmre De venir voir Hélène.
HELENE.	HELENE.
Excuſez moy, Madame, Ce n’eſt point moy qui ſuis la cauſe de ſa ſlame.	Excusez -moi, Madame, Ce n'est point moi qui suis la cause de sa slamme.
ADIMOdEe Ce n’eſt pas qu'elle n’ait de bien puiſſans appas:	ADIMOdEe Ce n'est pas qu'elle n'ait de bien puissants appas:
nunm autre ſujet portoit icy mes pas.	nunm autre sujet portait ici mes pas.
HELENE.	HELENE.
Ralrajaumlers.	Ralrajaumlers.
ELISE.	ÉLISE.
Qu'auiez vous à me dire?	Qu'aviez -vous à me dire?
ADRASTE.	ADRASTE.
Que Tyrcis qui m'enuoye.	Que Tircis qui m'envoie.
Helene ſe retire.	Hélène se retire.
SCEE T CINQVIESME.	SCE T INQUIESME.
ADRASTE, ELISE.	ADRASTE, ÉLISE.
ADRASTE.	ADRASTE.
N fin elle eſt partie, & ſans eſire eſcouté Ie puts t’entretenir en toute liberté.	N fin elle est partie, et sans esire écouté Je puts t'entretenir en toute liberté.
ELISE.	ÉLISE.
Ouy.	Oui.
Mais ne ſuis-ie point vn peu trop importune D’interrompre le cours de ta bonne fortune?	Mais ne suis-je point un peu trop importune D'interrompre le cours de ta bonne fortune?
Helene a des beautez qui paſſent le commun, Et puis elle eſt d’humeur d’aimer touſiours quelqu’vn;	Hélène a des beautés qui passent le commun, Et puis elle est d'humeur d'aimer toujours quelqu'un;
Ie connois que ton cœur n’eſt pas fort inſenfible, Quand on le veut gaigner il n’eſt plus inuincible, Et ſe laiſſant toucher aux traits de l’amitié, Quand quelque choſe l’aime elle luy fait pitié.	Je connais que ton cœur n'est pas fort insensible, Quand on le veut gagner il n'est plus invincible, Et se laissant toucher aux traits de l'amitié, Quand quelque chose l'aime elle a fait pitié.
Ce fut par ce moyen que ton cœur tout ue roche.	Ce fut par ce moyen que ton cœur tout ue roche.
ADRAS	ADRAS
ADRASTE.	ADRASTE.
Ie ne ſçaurois ſouffrir cét iniuſte reproche.	Je ne saurais souffrir cet injuste reproche.
Mauuaiſe, à quel propos me fais tu ſouuenir D’vn crime que tes yeux ont ſi bien ſceu punir?	Mauvaise, à quel propos me fais tu souvenir D'un crime que tes yeux ont si bien su punir?
ELISE.	ÉLISE.
Lamout que teus pour toy veut iqut ie m'en ſouuienne.	Lamout que tus pour toi veut ycy m'en souvienne.
7	7
ADRASTE.	ADRASTE.
Il eſt vray, ton amour preuint vn peu la miennez Ton cœur pour obeïr aux volontez du ſort Commença le lien qui nous eſtreint ſi fort, Et ce Oieu qui nous ioint d’vne commune flame Fit l'eſſay de ja forct en captiuant ton ame:	Il est vrai, ton amour prévint un peu la miennez Ton cœur pour obéir aux volontés du sort Commença le lien qui nous être si fort, Et ce Oieu qui nous joint d'une commune flamme Fit l'essai de ja forct en captivant ton âme:
Mais il auoit raiſon de commencer par toy Comme la moins facile a receuoir ſa loy.	Mais il avait raison de commencer par toi Comme la moins facile a recevoir sa loi.
ELISE.	ÉLISE.
Dy pluſtoſt qu’il connut que i'eſtois bien plus preſte A ſuiure les deſſeins d’vne telle conqueſte.	Dis plutôt qu'il connut que j'étais bien plus prête A suivre les desseins d'une telle conquête.
Que ie reſi ſtay peu contre vn ſi fort vainqueur, Et qu’auec plus de peine il ſourmonta ton cœur.	Que ie rés stay pu contre un si fort vainqueur, Et qu'avec plus de peine il sourmonta ton cœur.
Confeſſe franchement qu’il fut vn peu rebelle:	Confesse franchement qu'il fut un peu rebelle:
Et s’il m’aima d’abord c’eſt qu’il m’eſtima belle:	Et s'il m'aima d'abord c'est qu'il m'estima belle:
C’eſt qu’il vit que ſans peine il pouuoit m’acquerir, Mais c’eſtoit ſans deſſein.	C'est qu'il vit que sans peine il pouvait m'acquérir, Mais c'était sans dessein.
ADRASTE.	ADRASTE.
Si tu veux voir mourir, Ou pluſtoſt ſi tu veux accroiſtre mon martire, Redis encor vn coup ce que tu viens de dire;	Si tu veux voir mourir, Ou plutôt si tu veux accroître mon martyre, Redis encor un coup ce que tu viens de dire;
Renouuelle ma playe, & fais fi tu le peux, Qu’vn cœur tout conſommé ſente de nouueaux feux.	Renouuelle ma plaie, et fais fi tu le peux, Qu'un cœur tout consommé sente de nouveaux feux.
Reproche moy touſiours vne ſi foible offence, Nomme vne laſcheté ma prompte obcï Jance;	Reproche moi toujours une si faible offense, Nomme une lâcheté ma prompte obcai Jance;
Et parce que mon cœur ſuiuit ta volonte, Mauuaiſe, repens toy de l’auoir ſurmonté.	Et parce que mon cœur suivit ta volonté, Mauvaise, repens toi de l'avoir surmonté.
ELISE.	ÉLISE.
Ie me plains ſeulement de ce qui me ſurmonte, L’amour que i’ay pour toy (le diray ie ſans honte) L’amour que i’ay conçeu pour tes perfections M oruonne u'excuſer tes noirts actions.	Je me plains seulement de ce qui me surmonte, L'amour que j'ai pour toi (le dirai que sans honte) L'amour que j'ai conçu pour tes perfections MAuoruonne excuser tes noirts actions.
C’eſt luy qui veut que i’aime vne ame criminelle, Fidelle en appar ence, en effect infidelle.	C'est lui qui veut que j'aime une âme criminelle, Fidèle en appar ce, en effet infidèle.
MORASIE.	MORASIE.
Que ie meriterois vn rude chaſtiment, Si i’en aime quelqu’autre.	Que Elle mériterais un rude châtiment, Si j'en aime quelque autre.
ELISE.	ÉLISE.
Eſcoute vn peu comment:	Écoute un peu comment:
Et puis tu connoiſtras ſi i’ay tort de me plaindre, Ou d'accuſer ton aiue nionjmtunpiuit.	Et puis tu connaîtras si j'ai tort de me plaindre, Ou d'accuser ton aive nionjmunpivit.
L.	L.
Elle partage en trois vn cœur qui m’appartient:	Elle partage en trois un cœur qui m'appartient:
Jpreienus.	Jépreienus.
Iyeu tammc.	Iieu tammc.
Heient te retient.	Hient te retient.
ADRASTE.	ADRASTE.
Tu penſes te mocquer:	Tu penses te moquer:
Mais mon ame contrainte Continuë auec peine vne ſi longue feinte, Et ie m’ennuie enfin de voir que tous les iours Cette vieille importune empeſche nos diſcours:	Mais mon âme contrainte Continue avec peine une si longue feinte, Et ie m'ennuie enfin de voir que tous les jours Cette vieille importune empêche nos discours:
ELISE.	ÉLISE.
Laiſſc agir en cecy mon adreſſe ordinaire:	Laissc agir en ceci mon adresse ordinaire:
Et quand tu la verras vne fois en colere, Comme ſi tu craignois d’augmenter ſon deſdain, Quoy qu'elle t’appellaſt, eſtoigne toy ſoudain.	Et quand tu la verras une fois en colère, Comme si tu craignais d'augmenter son dédain, Quoi qu'elle t'appelât, étoigne toi soudain.
ADRASTE.	ADRASTE.
Mais comme pourras-tu la porter à la haine!	Mais comme pourras-tu la porter à la haine!
Car tu n’ignores pas.	Car tu n'ignores pas.
ELISE.	ÉLISE.
Ne te mets point en peine.	Ne te mets point en peine.
La voicy qui reuient reſpons moy ſeulement.	La voici qui revient réponds moi seulement.
le ne croy pas qu’il ſouffre vn ſi puiſſant tourmens.	le ne crois pas qu'il souffre un si puissant tourments.
4	4
O CE SIXIESME.	Ô CE SIXIÈME.
HELENE, ELISE, ADRASTEZ	HELENE, ÉLISE, ADRASTEZ
HELENE.	HELENE.
LS parlent de Tyrcis.	LS parlent de Tircis.
Mais Eliſe incredule Le meſpriſe & s’en rit.	Mais Élise incrédule Le méprise et s'en rit.
ELISE.	ÉLISE.
Peut-eſtre il dißimule.	Peut-être il dissimule.
ADRASTE.	ADRASTE.
Pardonnez moy, Madame, & cette opinion Eſt contraire à l’excés de ſon affection.	Pardonnez -moi, Madame, et cette opinion Est contraire à l'excès de son affection.
Il luy Tyrcis eſt trop conſtant, & vous eſtes trop belle donne Pour ne centraindre pas vn cœur d’eſtre fidelle.	Il te Tircis est trop constant, et vous êtes trop belle donne Pour ne centraindre pas un cœur d'être fidèle.
vn billet Voyez, il ma chargé de vous donner ces vers qu’elle Par qui vous pourrez voir les mouuemens diuers, puure.	un billet Voyez, il ma chargé de vous donner ces vers qu'elle Par qui vous pourrez voir les mouvements divers, puure.
Et les ſoins differens que troubient ja peiſte.	Et les soins différents que troubient ja péiste.
7 - ------	7 - -on-
HELENE.	HELENE.
It veux doreſnauaut eſtre ainſi careßée.	It veux dorénavant age ainsi caressée.
ELISE.	ÉLISE.
Tandis que mon Eliſe.	Tandis que mon Élise.
HELENE.	HELENE.
O lque vou partex ba:	Ô Oque vou tex ba:
Vn peu plus haut de grace ou ie n’entendray pas.	Un peu plus haut de grâce ou ainsi n'entendrai pas.
ELISE.	ÉLISE.
1T Andis que mon Eliſe inſenſible & cruelle I Meſpriſe ma conſtance, & rit de ma langueur, Mille ſoins differents me déchirent le cœur, Et rendent malgré moy ma douleur eternelle.	1T Andis que mon Élise insensible et cruelle I Éprise ma constance, et rit de ma langueur, Mille soins différents me déchirent le cœur, Et rendent malgré moi ma douleur éternelle.
Mon Ame, arreſte toy, tu te rens criminelle, Ta plainte eſt ſans raiſon contre vn ſi fort vainqueut;	Mon Âme, arrête toi, tu te rends criminelle, Ta plainte est sans raison contre un si fort vainqueut;
Quãd vn Dieu nous punit, accuſer ſa rigueur, C eſt attirer ſur nous vne peine nouuelle.	Quand un Dieu nous punit, accuser sa rigueur, Ç est attirer sur nous toujours peine nouvelle.
Mais puiſque nous voulõs la voir & l’adorer, Ouy, mon ame, ſouffrons ſans iamais murmurer;	Mais puisque nous voulons la voir et l'adorer, Oui, mon âme, souffrons sans jamais murmurer;
Afin qu’elle ſoit iuſte eſtimõs nous coulpables;	Afin qu'elle soit juste estimons nous coulpables;
Auſſi bien auons nous trop de preſomption;	Aussi bien avons nous trop de présomption;
Et puis que nous pechons comme fit Ixion, mouipapuuion nous pas des ſupplices ſemblables?	Et puis que nous péchons comme fit Ixion, mouipapujon nous pas des supplices semblables?
HELENE.	HELENE.
Alme ſemble aſſez bon.	Alme semble assez bon.
ELISE.	ÉLISE.
Mais encor?	Mais encor?
HELENE.	HELENE.
Franchemens Il me contente aſſez dans le commencement;	Franchements Il me contente assez dans le commencement;
Mais la fin à mon gré n’eſt pas aſſez bien iointe:	Mais la fin à mon gré n'est pas assez bien jointe:
Ie n’eus iamais d’amour pour vne vieille pointe.	Je n'eus jamais d'amour pour une vieille pointe.
Outre que ces Amants ſont tous des Ixions, Ils n’ont dans leurs Eſprits que des preſomptions;	Outre que ces Amants sont tous des Ixions, Ils n'ont dans leurs Esprits que des présomptions;
Ils ſont vains, leur humeur eſt touſiours temeraire.	Ils sont vains, leur humeur est toujours téméraire.
Quoy penſent ils par là qu’ils puiſſẽt iamais plaire?	Quoi pensent ils par là qu'ils puissent jamais plaire?
Ils veulent qu’on les aime, & diſent leurs defauts.	Ils veulent qu'on les aime, et disent leurs défauts.
Pour mon particulier ie ſçay ce que ie vaux.	Pour mon particulier ici sais ce que je vaux.
Il eſt vray qu’autre-fois ie fus vn peu plus belle) Mais ſi l’vn de ces foux qui manquent de ceruelle Dreſſoit à ma Beauté de fantaſques autels;	Il est vrai qu'autre-fois tu fus un peu plus belle) Mais si l'un de ces foux qui manquent de cervelle Dressait à ma Beauté de fantasques autels;
Qu’il me nommaſt vn feu qui bruſle les mortels;	Qu'il me nommât un feu qui brûle les mortels;
Bref qu’il m’importana!	Bref qu'il m'importana!
e a mn Sounet, ou a vne Ode, Ie luy dirois, Amy, ce v’eſt point la ma mode;	 a mn Sounet, ou a une Ode, Je lui dirais, Ami, ce v'est point la ma mode;
It veux qu'on m'emreneune vn peu pius librement 1	It veux qu'on m'emrenune un peu pius librement 1
ELISE.	ÉLISE.
bhuinjaj isten bien cêt aduertiſſement, C’eſt a ſeurèment toy qu’elle taſche d’inſtruire.	bhuinjà isten bien cet avertissement, C'est a seurèment toi qu'elle tâche d'instruire.
ORASTE.	ORASTE.
Ie fais tout mon poßible à m’empeſcher de rire.	Je fais tout mon passible à m'empêcher de rire.
HELENE.	HELENE.
Quand on me dit ie t’aime, Helene mon ſoucy, Ie reſpons quelques fois, & moy ie t’aime außi:	Quand on me dit toujours t'aime, Hélène mon souci, Je réponds quelques fois, et moi toujours t'aime aussi:
Mais il faut que ce ſoit quelqu’vn qui le merite;	Mais il faut que ce soit quelqu'amour qui le mérite;
Sinon en m’en mocquant ſur l’heure ie le quitte.	Sinon en m'en moquant sur l'heure Je le quitte.
ELISE.	ÉLISE.
Que peut-on inferer par vn ſi long diſcours?	Que peut-on inférer par un si long discours?
HELENE.	HELENE.
Que ie meſpriſerois de ſemblables Amours, Et que Tyrcis.	Que ici mépriserais de semblables Amours, Et que Tircis.
ADRASTE.	ADRASTE.
Tout beau n’offencez pas mon Maiſtre, Il eſt reſpectueux comme vn Amant doit l’eſtre;	Tout beau n'offensez pas mon Maître, Il est respectueux comme un Amant doit l'être;
Madame eſt adorable, & de ſon ſeul aſpect Portent en meſme temps l’amour & le reſpect.	Madame est adorable, et de son seul aspect Portent en même temps l'amour et le respect.
Blaſmez vous ſes deuoirs, puis qu’il eſt vray e l aime?	Blâmez -vous ses devoirs, puis qu'il est vrai e l aime?
ELISE.	ÉLISE.
Elle dit Tyrcis n’en diroit pas dauantage luy meſme:	Elle dit Tircis n'en dirait pas davantage h mesme:
ce der- Mais de peur qu’il n’ennuye à cét Amant tranſi, nier vers Allez lertuuuujomtutnez icy.	ce der- Mais de peur qu'il n'ennuie à cet Amant transi, nier vers Allez lertuuuujomtutnez ici.
Fin du premier Acte,	Fin du premier Acte,
T II	 II
SCENE PREMIERE.	SCÈNE PREMIÈRE.
FABRICE, IVLIEN.	FABRICE, IVLIEN.
