TREIACI	TREICI
Je condannay les Dieux, & ſans plus rien oüir, Fis vœu ſur leurs autels de leur deſobeïr.	Je condamnai les Dieux, et sans plus rien ouïr, Fis vœu sur leurs autels de leur désobéir.
Que n’en croyois-je alors ma tendreſſe allarmée?	Que n'en croyais-je alors ma tendresse alarmée?
Je voulois ſur le champ congedier l’Armée.	Je voulais sur le champ congédier l'Armée.
Ulyſſe en apparence approuvant mes diſcours, De ce premier torrent laiſſa paſſer le cours, Mais bientoſt rappellant ſa cruelle induſtrie, Il me repreſenta l’honneur & la Patrie, Tout ce Peuple, ces Rois à mes ordres ſouſmis, Et l’Empire d’Aſie à la Grece promis.	Ulysse en apparence approuvant mes discours, De ce premier torrent laissa passer le cours, Mais bientôt rappelant sa cruelle industrie, Il me représenta l'honneur et la Patrie, Tout ce Peuple, ces Rois à mes ordres sousmis, Et l'Empire d'Asie à la Grèce promis.
De quel front immolant tout l’Eſtat à ma Fille, Roi ſans gloire, j’irois vieillir dans ma Famille!	De quel front immolant tout l'État à ma Fille, Roi sans gloire, j'irais vieillir dans ma Famille!
Moi meſme ( je l’avouë avec quelque pudeur) Charmé de mon pouvoir, & plein de ma grandeur Ces noms de Roi des Rois, & de Chef de la Grec Chatoüilloient de mon cœur l’orgueilleuſe foibleſſe Pour comble de malheur, les Dieux toutes les nuits Dés qu’un leger ſommeil ſuſpendoit mes ennuis Vangeant de leurs Autels le ſanglant privilege, Me venoient reprocher ma pitié ſacrilege, Et préſentant la foudre à mon eſprit confus, Le bras déja levé menaſſoient mes refus.	Moi même ( je l'avoue avec quelque pudeur) Charmé de mon pouvoir, et plein de ma grandeur Ces noms de Roi des Rois, et de Chef de la Grec Chatoüilloient de mon cœur l'orgueilleuse faiblesse Pour comble de malheur, les Dieux toutes les nuits Dés qu'un léger sommeil suspendait mes ennuis Vengeant de leurs Autels le sanglant privilège, Me venaient reprocher ma pitié sacrilège, Et présentant la foudre à mon esprit confus, Le bras déjà levé menaçaient mes refus.
Je me rendis, Arcas, & vaincu par Ulyſſe, De ma Fille en pleurant j’ordonnay le ſupplice.	Je me rendis, Arcas, et vaincu par Ulysse, De ma Fille en pleurant j'ordonnai le supplice.
Mais des bras d’une Mere il falloit l’arracher.	Mais des bras d'une Mère il fallait l'arracher.
Quel funeſte artifice il me fallut chercher!	Quel funeste artifice il me fallut chercher!
D'Achille, qui l’aimoit, j’empruntay le langage, J’eſcrivis en Argos, pour haſter ce voyage, Que ce Guerrier, preſſé de partir avec nous, Vouloit revoir ma Fille, & partir ſon Eſpoux.	D'Achille, qui l'aimait, j'empruntai le langage, J'écrivis en Argos, pour hâter ce voyage, Que ce Guerrier, pressé de partir avec nous, Voulait revoir ma Fille, et partir son Époux.
ARCAS.	ARCAS.
Et ne craignez vous point l’impatient Achille?	Et ne craignez -vous point l'impatient Achille?
Avez vous prétendu que muet, & tranquille Ce Heros, qu’armera l’amour & la raiſon, Vous laiſſe pour ce meurtre abuſer de ſon nom?	Avez -vous prétendu que muet, et tranquille Ce Héros, qu'armera l'amour et la raison, Vous laisse pour ce meurtre abuser de son nom?
Verra-t’il à ſes yeux ſon Amante immolée?	Verra-t-il à ses yeux son Amante immolée?
AGAMEMNON.	AGAMEMNON.
Achille eſtoit abſent.	Achille était absent.
Et ſon Pere Pelée, D’un Voiſin ennemi redoutant les efforts, L’avoit, tu t’en ſouviens, rappellé de ces bords,	Et son Père Pelée, D'un Voisin ennemi redoutant les efforts, L'avait, tu t'en souviens, rappelé de ces bords,
Et cette guerre, Arcas, ſelon toute apparence, Auroit dû plus long temps prolonger ſon abſence.	Et cette guerre, Arcas, selon toute apparence, Aurait dû plus long temps prolonger son absence.
Mais qui peut dans ſa courſe arreſter ce torrent?	Mais qui peut dans sa course arrêter ce torrent?
Achille va combattre, & triomphe en courant.	Achille va combattre, et triomphe en courant.
Et ce Vainqueur ſuivant de prés ſa Renommée,	Et ce Vainqueur suivant de prés sa Renommée,
Hier avec la nuit arriva dans l’Armée.	Hier avec la nuit arriva dans l'Armée.
Mais des nœuds plus puiſſans me retiennent le bras.	Mais des nœuds plus puissants me retiennent le bras.
Ma Fille qui s’approche, & court à ſon treſpas, Qui loin de ſoupçonner un arreſt ſi ſevere, Peut-eſtre s’applaudit des bontez de ſon Pere, Ma Fille.	Ma Fille qui s'approche, et court à son trépas, Qui loin de soupçonner un arrêt si sévère, Peut-être s'applaudit des bontés de son Père, Ma Fille.
Ce nom ſeul, dont les droits ſont ſi ſaints, Sa jeuneſſe, mon ſang, n’eſt pas ce que je plains.	Ce nom seul, dont les droits sont si saints, Sa jeunesse, mon sang, n'est pas ce que je plains.
Je plains mille vertus, une amour mutuelle, Sa pieté pour moi, ma tendreſſe pour elle, Un reſpect, qu’en ſon cœur rien ne peut balancer, Et que j’avois promis de mieux recompenſer.	Je plains mille vertus, une amour mutuelle, Sa piété pour moi, ma tendresse pour elle, Un respect, qu'en son cœur rien ne peut balancer, Et que j'avais promis de mieux récompenser.
Non je ne croiray point, ô Ciel!	Non je ne croirai point, ô Ciel!
que ta juſtice Approuve la fureur de ce noir ſacrifice.	que ta justice Approuve la fureur de ce noir sacrifice.
Tes Oracles ſans doute ont voulu m’eſprouver, Et tu me punirois ſi j’oſois l’achever.	Tes Oracles sans doute ont voulu m'éprouver, Et tu me punirais si j'osais l'achever.
Arcas, je t’ai choiſi pour cette confidence.	Arcas, je t'ai choisi pour cette confidence.
Il faut montrer icy ton zele & ta prudence.	Il faut montrer ici ton zèle et ta prudence.
La Reine, qui dans Sparte avoit connu ta foy, T’a placé dans le rang que tu tiens prés de moy.	La Reine, qui dans Sparte avait connu ta foi, T'a placé dans le rang que tu tiens prés de moi.
Prens cette lettre.	Prends cette lettre.
Cours au devant de la Reine.	Cours au devant de la Reine.
Et ſuy, ſans t’arreſter, le chemin de Mycene.	Et suis, sans t'arrêter, le chemin de Mycène.
Dés que tu la verras défens lui d’avancer.	Dès que tu la verras défens lui d'avancer.
Et rens lui ce billet que je viens de tracer.	Et rends lui ce billet que je viens de tracer.
Mais ne t’eſcarte point.	Mais ne t'écarte point.
Prens un fidele guide.	Prends un fidèle guide.
Si ma Fille une fois met le pié dans l’Aulide, Elle eſt morte.	Si ma Fille une fois met le pied dans l'Aulide, Elle est morte.
Calchas, qui l’attend en ces lieux, Fera taire nos pleurs, fera parler les Dieux, Et la Religion contre nous irritée Par les timides Grecs ſera ſeule écoutée.	Calchas, qui l'attend en ces lieux, Fera taire nos pleurs, fera parler les Dieux, Et la Religion contre nous irritée Par les timides Grecs sera seule écoutée.
Ceux meſme, dont ma gloire aigrit l’ambition Reſveilleront leur brigue & leur prétention, M’arracheront peut-eſtre un pouvoir qui les bleſſe, Va, disje, Sauve-la de ma propre foibleſſe.	Ceux même, dont ma gloire aigrit l'ambition Rêveilleront leur brigue et leur prétention, M'arracheront peut-être un pouvoir qui les blesse, Va, disje, Sauve-la de ma propre faiblesse.
Mais ſur tout ne va point par un zele indiſcret Deſcouvrir à ſes yeux mon funeſte ſecret.	Mais sur tout ne va point par un zèle indiscret Découvrir à ses yeux mon funeste secret.
Que s’il ſe peut ma Fille à jamais abuſée Ignore à quel peril je l’avois expoſée.	Que s'il se peut ma Fille à jamais abusée Ignore à quel péril je l'avais exposée.
D’une Mere en fureur eſpargne moi les cris.	D'une Mère en fureur épargne moi les cris.
Et que ta voix s’accorde avec ce que j’eſcris.	Et que ta voix s'accorde avec ce que j'écris.
Pour renvoyer la Fille, & la Mere offenſée Je leur eſcris qu’Achille a changé de penſée, Et qu’il veut deſormais juſques à ſon retour Differer cet hymen, que preſſoit ſon amour.	Pour renvoyer la Fille, et la Mère offensée Je leur écris qu'Achille a changé de pensée, Et qu'il veut désormais jusqu' à son retour Différer cet hymen, que pressait son amour.
Ajouſte, tu le peux, que des froideurs d’Achille On accuſe en ſecret cette jeune Eriphile, Que luy meſme captive amena de Leſbos, Et qu’aupres de ma Fille on garde dans Argos.	Ajoute, tu le peux, que des froideurs d'Achille On accuse en secret cette jeune Eriphile, Que lui -même captive amena de Lesbos, Et qu'auprès de ma Fille on garde dans Argos.
C’eſt leur en dire aſſez.	C'est leur en dire assez.
Le reſte, il le faut taire.	Le reste, il le faut taire.
Déja le jour plus grand nous frappe, & nous eſclaire.	Déjà le jour plus grand nous frappe, et nous éclaire.
Déja meſme l’on entre, & j’entens quelque bruit, C’eſt Achille.	Déjà même l'on entre, et j'entends quelque bruit, C'est Achille.
Va, pars.	Va, pars.
Dieux!	Dieux!
Ulyſſe le ſuit.	Ulysse le suit.
3CENE.	3CENE.
II.	II.
AGAMEMNON, ACHILLE, ULYSSE.	AGAMEMNON, ACHILLE, ULISSE.
AGAMEMNON.	AGAMEMNON.
Uoy, Seigneur, ſe peut-il que d’un cours ſi rapide 2La Victoire vous ait ramené dans l’Aulide?	Uoi, Seigneur, se peut-il que d'un cours si rapide 2La Victoire vous ait ramené dans l'Aulide?
D’un courage naiſſant ſont-ce là les eſſais?	D'un courage naissant sont-ce là les essais?
Quels triomphes ſuivront de ſi nobles ſuccez!	Quels triomphes suivront de si nobles succès!
La Theſſalie entiere ou vaincuë, ou calmée, Leſbos melme conquiſe en attendant l’Armée, De toute autre valeur éternels monumens, Ne ſont d’Achille ouir que les amuſemielis,	La Thessalie entière ou vaincue, ou calmée, Lesbos melme conquise en attendant l'Armée, De toute autre valeur éternels monuments, Ne sont d'Achille ouïr que les amusemiel,
ACHILLE.	ACHILLE.
Seigneur, honnorez moins une foible Conqueſte.	Seigneur, honorez moins une faible Conquête.
Et que puiſſe bientoſt le Ciel, qui nous arreſte, Ouvrir un champ plus noble a ce cœur excité Par le prix glorieux dont vous l’avez flatté.	Et que puisse bientôt le Ciel, qui nous arrête, Ouvrir un champ plus noble à ce cœur excité Par le prix glorieux dont vous l'avez flatté.
Mais cependant, Seigneur, que faut-il que je croye D’un bruit qui me ſurprend, & me comble de joye?	Mais cependant, Seigneur, que faut-il que je croie D'un bruit qui me surprend, et me comble de joie?
Daignez vous avancer le ſuccez de mes vœux?	Daignez -vous avancer le succès de mes vœux?
Et bientoſt des mortels ſuis-je le plus heureux?	Et bientôt des mortels suis-je le plus heureux?
On dit qu’Iphigenie en ces lieux amenée dela clcmels a aun tolt uul da dlelcc.	On dit qu'Iphigénie en ces lieux amenée déla clcels a un tolt dlelcc.
AGAMEMNON.	AGAMEMNON.
Ma Fllle!	Ma Fllle!
Qui vous dit qu’on la doit amener?	Qui vous dit qu'on la doit amener?
ACHILLE.	ACHILLE.
Seigneur, qu’a donc ce bruit qui vous doive eſtonner?	Seigneur, qu'a donc ce bruit qui vous doive étonner?
AGAMEMNON à Vlyſſe.	AGAMEMNON à Vlysse.
Juſte ciel!	Juste ciel!
Sçauroit-il mon funeſte artifice?	Saurait-il mon funeste artifice?
ULYSSE.	ULISSE.
Seigneur, Agamemnon s’eſtonne avec juſtice.	Seigneur, Agamemnon s'étonne avec justice.
Songez vous aux malheurs qui nous menaſſent tous?	Songez -vous aux malheurs qui nous menacent tous?
O Ciel!	Ô Ciel!
Pour un hymen quel temps choiſiſſez vous?	Pour un hymen quel temps choisissez -vous?
Tandis qu’à nos vaiſſeaux la mer tousjours fermée Trouble toute la Grece, & conſume l’Armée, Tandis que pour fléchir l’inclemence des Dieux Il faut du ſang peut-eſtre, & du plus precieux, Achille ſeul, Achille à ſon amour s’applique?	Tandis qu'à nos vaisseaux la mer toujours fermée Trouble toute la Grèce, et consume l'Armée, Tandis que pour fléchir l'inclémence des Dieux Il faut du sang peut-être, et du plus précieux, Achille seul, Achille à son amour s'applique?
voudront-n’imditer à la crainte publique, Et que le Chef des Grecs, irritant les Deſtins, Préparaſt d’un Hymen la pompe & les feſtins?	voudront-n'imditer à la crainte publique, Et que le Chef des Grecs, irritant les Destins, Préparât d'un Hymen la pompe et les festins?
Ah Seigneur!	Ah Seigneur!
Eſt-ce ainſi que voſtre ame attendrie Plaint le malheur des Grecs, & cherit la Patrie?	Est-ce ainsi que votre âme attendrie Plaint le malheur des Grecs, et chérit la Patrie?
ACHILLE.	ACHILLE.
Dans les champs Phrygiens les effets feront foy Qui la cherit le plus ou d’Ulyſſe ou de moy.	Dans les champs Phrygiens les effets feront foi Qui la chérit le plus ou d'Ulysse ou de moi.
Juſques là je vous laiſſe étaller voſtre zele.	Jusqu' là je vous laisse étaller votre zèle.
Vous pouvez à loiſir faire des vœux pour elle.	Vous pouvez à loisir faire des vœux pour elle.
Rempliſſez les Autels d’offrandes & de ſang.	Remplissez les Autels d'offrandes et de sang.
Des victimes vous meſme interrogez le flanc.	Des victimes vous -même interrogez le flanc.
Du ſilence des vents demandez-leur la cauſe.	Du silence des vents demandez-leur la cause.
Mais moi, qui de ce ſoin ſur Calchas me repoſe, Souffrez, Seigneur, ſouffrez que je coure haſter Un hymen, dont les Dieux ne ſçauroient s’irriter Tranſporté d’une ardeur, qui ne peut eſtre oiſive, Je rejoindray bien-toſt les Grecs ſur cette rive.	Mais moi, qui de ce soin sur Calchas me repose, Souffrez, Seigneur, souffrez que je coure hâter Un hymen, dont les Dieux ne sauraient s'irriter Transporté d'une ardeur, qui ne peut être oisive, Je rejoindrai bientôt les Grecs sur cette rive.
J’aurois trop de regret ſi quelque autre Guerrier Au Rivage Troyen deſcendoit le premier.	J'aurais trop de regret si quelque autre Guerrier Au Rivage Troyen descendait le premier.
AGAMEMNON.	AGAMEMNON.
O Ciel!	Ô Ciel!
Pourquoi faut-il que ta ſecrette envie rerine à de teß Heros le chemin de l’Aſie!	Pourquoi faut-il que ta secrète envie rerine à de tess Héros le chemin de l'Asie!
N’auray-je veu briller cette noble chaleur, Que pour m’en retourner avec plus de douleur !	N'aurai-je vu briller cette noble chaleur, Que pour m'en retourner avec plus de douleur !
ULYSSE.	ULISSE.
Dieux!	Dieux!
Qu’eſt-ce que j’entens?	Qu'est-ce que j'entends?
ACHILLE.	ACHILLE.
Seigneur, qu’oſez vous dire?	Seigneur, qu'osez -vous dire?
AGAMEMNON.	AGAMEMNON.
Qu’il faut, Princes, qu’il faut que chacun ſe retire, Que d’un credule eſpoir trop long temps abuſez Nous attendons les vents, qui nous ſont refuſez.	Qu'il faut, Princes, qu'il faut que chacun se retire, Que d'un crédule espoir trop long temps abusez Nous attendons les vents, qui nous sont refusés.
Le Ciel protege Troye.	Le Ciel prote Troie.
