A PARIS.	À PARIS.
Pour moy, ie ſuis peu fait à cet amour auſtere, Qui dans les ſeuls regards treuue à ſe ſatisfaire, Et le ne lomie pomt d’anez beaux Ientimens, Pour ſouffrir conſtamment les mauuais traitemens.	Pour moi, ils suis peu fait à cet amour austère, Qui dans les seuls regards trouve à se satisfaire, Et le ne lomie pompt d'anez beaux Jentiments, Pour souffrir constamment les mauvais traitements.
Enfin, quand i’ayme bien, i’ayme fort que l’on m’ayme.	Enfin, quand j'aime bien, j'aime fort que l'on m'aime.
VALERE.	VALÈRE.
Il eſt tres-naturel, & i’en ſuis bien de meſme:	Il est très-naturel, et j'en suis bien de même:
Le plus parfait obiet dont ie ſerois charmé N’auroit pas mes tributs, n’en eſtant point aymé.	Le plus parfait objet dont ici serais charmé N'aurait pas mes tributs, n'en étant point aimé.
ERASTE.	ERASTE.
Lucile cependant.	Lucile cependant.
VALERE.	VALÈRE.
Lucile dans ſon ame Rend tout ce que ie veux qu’elle rende à ma flame.	Lucile dans son âme Rend tout ce que je veux qu'elle rende à ma flamme.
ERASTE.	ERASTE.
vous eltes donc racie à contenter.	vous éltes donc racie à contenter.
VALERE.	VALÈRE.
Que vous pourriez penſer.	Que vous pourriez penser.
ERASTE.	ERASTE.
Ie puis croire pourtant, Sans trop de vanité, que ie ſuis en ſa grace.	Je puis croire pourtant, Sans trop de vanité, que sans suis en sa grâce.
VALERE.	VALÈRE.
Moy, ie ſçay que i’y tiens vne aſſez bonne plaie.	Moi, Seigneur sais que j'y tiens une assez bonne plaie.
ERASTE.	ERASTE.
Ne vous abuſez point;	Ne vous abusez point;
croyez moy.	croyez -moi.
VALERE.	VALÈRE.
croyez moy, Ne laiſſez point duper vos yeux à trop de Foy.	croyez -moi, Ne laissez point duper vos yeux à trop de Foi.
ERASTE.	ERASTE.
Si i’oſois vous monſtrer vne preuue aſſeurêe Queſon cœur.	Si j'osais vous montrer une preuve assurée Queson cœur.
non;	non;
voſtre ame en ſeroit alterée.	votre âme en serait altérée.
VALERE.	VALÈRE.
Si ie vous oſois moy deſcouurir en ſecret.	Si ici vous osais moi découvrir en secret.
Mais, le vous facherois, & veux eſtre diſeret.	Mais, le vous fâcherais, et veux être disèret.
ERASTE.	ERASTE.
Vraymein;	Vraimein;
otome pounez;	otome pounez;
& contre mon enuie Voſtre preſomption veut que ie l’hnmilie.	et contre mon envie Votre présomption veut que personne l'hnmilie.
Liſez.	Lisez.
VALERE.	VALÈRE.
Ces mots ſont doux.	Ces mots sont doux.
DRASTE.	DRASTE.
Vous connoiſſez la main?	Vous connaissez la main?
Ouy, de Lucile.	Oui, de Lucile.
VALERE.	VALÈRE.
ERASTE.	ERASTE.
Hé bien?	Hé bien?
cet eſpoir ſi certain.	cet espoir si certain.
VALERE riant.	VALÈRE riant.
Adieu, Seigneur Eraſte.	Adieu, Seigneur Eraste.
GROS-RENE'.	GROS-RENE'.
Il eſt foû le bon sire Ou rienten donc, pour luy de voir le mot pour rire:	Il est toujours le bon sire Ou rienten donc, pour lui de voir le mot pour rire:
ERASTE.	ERASTE.
Certes, il me ſurprend, & i’ignore, entre nous, Quel diable de miſtere eſt caché la deſſous.	Certes, il me surprend, et j'ignore, entre nous, Quel diable de mystère est caché la dessous.
GROS-RENE'.	GROS-RENE'.
Son valet vient, ie penſe.	Son valet vient, ie pense.
ERASTE.	ERASTE.
Ouy, ie le voy paroiſtre.	Oui, Seigneur le vois paraître.
F eignons, pour le ietter lur l’amour de ſon maiſtre.	 Fignons, pour le jeter lur l'amour de son maître.
SCENE IV MASCARILLE, ERASTE, Cee lenln.	SCÈNE IV MASCARILLE, ERASTE, Ce lènel.
MASCARILLE.	MASCARILLE.
onij lo uouue point d’eſtat prus illai-heureux, NQue d’auoir vn patron ieune & fort amoureux.	onij lo ouve point d'état prus illai-heureux, NQue d'avoir un patron jeune et fort amoureux.
Bon iour.	Bon jour.
GROS-RENE.	GROS-RENE.
MASCARILLE, Bon iour.	MASCARILLE, Bon jour.
GROS-RENE'.	GROS-RENE'.
Où tend Maſcarille à cette heure?	Où tend Mascarille à cette heure?
Que fait-il?	Que fait-il?
reuient-il?	revient-il?
va-t’-il?	va-t-il?
ou s’il demeure?	ou s'il demeure?
MASCARILLE.	MASCARILLE.
Non, ie ne reuiens pas;	Non, Seigneur ne reviens pas;
car ie n’ay pas eſté:	car ici n'ai pas été:
Ie ne vais pas auſſi;	Je ne vais pas aussi;
car ie ſuis arreſté:	car ici suis arrêté:
Et ne demeure point;	Et ne demeure point;
car, tout de ce pas meſme, Ie pretens m’en aller.	car, tout de ce pas même, Je prétends m'en aller.
ERASTE.	ERASTE.
La rigueur eſt extreme:	La rigueur est extrême:
Doucement, Maſcarille.	Doucement, Mascarille.
MASCARILLE.	MASCARILLE.
Ha.	Ha.
monneur, seruiteur.	monneur, serviteur.
ERASTE.	ERASTE.
Vous nous fuyez bien viſte?	Vous nous fuyez bien vite?
hé quoy!	hé quoi!
vous fay-ie peur?	vous fais-je peur?
MASCARILLE.	MASCARILLE.
Ie ne croy pas cela de vôtre courtoiſie.	Je ne crois pas cela de votre courtoisie.
ERASTE.	ERASTE.
Touene:	Touène:
hous hauons prus ruiet de ialouſie;	hous havons prus ruiet de jalousie;
Nous deuenons amis, & mes feux que i’éteins Laiſſent la place libre à vos heureux deſſeins.	Nous devenons amis, et mes feux que j'éteins Laissent la place libre à vos heureux desseins.
MASCARILLE.	MASCARILLE.
Pleuſt à Dieu!	Plût à Dieu!
ERASTE.	ERASTE.
Gros-René ſçait qu’ailleurs ie me iette.	Gros-René sais qu'ailleurs ie me jette.
GROS-RENE.	GROS-RENE.
Sans doute:	Sans doute:
& ie te cedeauſſi la Marinette.	et et te cèdeaussi la Marinette.
MASCARLE	MASCARLE
MASCARILLE.	MASCARILLE.
Paſſons ſur ce poinct là;	Passons sur ce point là;
nôtre riualité N’eſt pas pour en venir à grande extremité:	notre rivalité N'est pas pour en venir à grande extrémité:
muis, eſt-ce vn coup bien ſeur que vôtre Seigneurie goit demcnaiouiee , ou ne ciciamtile.	muis, est-ce un coup bien sûr que votre Seigneurie goit demcnaiouiee , ou ne ciciamtyle.
ERASTE.	ERASTE.
I'ay ſçeu qu’en ſes amours ton maiſtre eſtoit tror bien;	J'ai su qu'en ses amours ton maître était tror bien;
le de leleia in len de prasalare plus liel Aux eſtroites faueurs qu’il a de cette belle.	le dé leleia in len de prasalare plus liel Aux étroites faveurs qu'il a de cette belle.
MASCARILLE.	MASCARILLE.
Certes, vous me plaiſez auec cette nouuelle;	Certes, vous me plaisez avec cette nouvelle;
Outre qu’en nos proiets ie vous craignois vn peu, Vous tirez ſagement votre épingle du ieu, Ouy, vous auez bien fait de quitter vne place, Où l’on vous careſſoit pour la ſeule grimace;	Outre qu'en nos proisets je vous craignais un peu, Vous tirez sagement votre épingli du jeu, Oui, vous avez bien fait de quitter une place, Où l'on vous caressait pour la seule grimace;
Et mille fois, ſçachant tout ce qui ſe paſſoit, I’ay plaint le faux eſpoir dont on vous repaiſſoit.	Et mille fois, sachant tout ce qui se passait, J'ai plaint le faux espoir dont on vous repaissait.
On offence vn braue homme alors que l’on l’abuſe.	On offense un brave homme alors que l'on l'abuse.
Mais, d’où, diantre, apres tout, auez-vous ſçeu la Car cet engagement mutuel de leur foy Truſe Neut, pour temois, la nuit, que deux autres & moy ;	Mais, d'où, diantre, après tout, avez-vous su la Car cet engagement mutuel de leur foi Truse Neut, pour témois, la nuit, que deux autres et moi ;
Et l’on croit iuſqu’icy la chaine fort ſecrette Qui rend de nos amans la flame ſatisfaite.	Et l'on croit jusqu'ici la chaine fort secrète Qui rend de nos amants la flamme satisfaite.
Hé!	Hé!
que dis-tu?	que dis-tu?
ERASTE.	ERASTE.
MASCARILLE.	MASCARILLE.
Ie dis que ie ſuis interdit:	Je dis que ici suis interdit:
Et ne ſçay pas, Monſieur, qui peut vous auoir dit, Que, ſous ce faux ſemblant qui trompe tout le mode cmrous trompant auſſi, leur ardeur ſans ſeconde D’vnſeciet ihallage a Ierre le lien.	Et ne sais pas, Monsieur, qui peut vous avoir dit, Que, sous ce faux semblant qui trompe tout le mode cmrous trompant aussi, leur ardeur sans seconde D'unseciét ihallage a Jerre le lien.
ERASTE.	ERASTE.
Vous en auez menty.	Vous en avez menti.
MASCARILLE.	MASCARILLE.
Monſieur, ie le veux bien.	Monsieur, Seigneur le veux bien.
ERASTE.	ERASTE.
Vous eſtes vn coquin.	Vous êtes un coquin.
MASCARILLE.	MASCARILLE.
D’acord.	D'acord.
ERASTE.	ERASTE.
Et cette audace Merit eroit cent coups de baſton ſur la place.	Et cette audace Mérit erait cent coups de bâton sur la place.
MASCARILLE.	MASCARILLE.
Vous auez tout pouuoir.	Vous avez tout pouvoir.
ERASTE.	ERASTE.
Ha!	Ha!
Gros-René.	Gros-René.
GROS-RENE'.	GROS-RENE'.
Monſieur.	Monsieur.
ERASTE.	ERASTE.
Ie demens vn diſcours dont ie n’ay que trop peur Tu penſes fuyt?	Je démens un discours dont notre n'ai que trop peur Tu penses fuit?
à Maſcarille	à Mascarille
MASCARILLE.	MASCARILLE.
Nenny.	Nenni.
ERASTE.	ERASTE.
Quoy!	Quoi!
Lucile eſt la femme.	Lucile est la femme.
MASCARILLE.	MASCARILLE.
Non, Monſieur, ie raillois.	Non, Monsieur, Seigneur raillais.
BRASTE.	BRASTE.
Ha!	Ha!
vous raillez!	vous raillez!
infame	infâme
MASCARILLE.	MASCARILLE.
Non, ie ne raillois point.	Non, Seigneur ne raillais point.
ERASTE.	ERASTE.
Il eſt donc vray?	Il est donc vrai?
MASCARILLE.	MASCARILLE.
Ie ne dis pas cela.	Je ne dis pas cela.
ERASTE.	ERASTE.
Que dis-tu donc?	Que dis-tu donc?
MASCARILLE.	MASCARILLE.
Ie ne dy rien, de peur de mal parler.	Je ne dis rien, de peur de mal parler.
ERASTE aſſeure, Ou ſi c’eſt choſe vraye, ou ſi c’eſt impoſture.	ERASTE assure, Ou si c'est chose vraie, ou si c'est imposture.
MASCARILLE.	MASCARILLE.
C’eſt ce qu’il vous plaira:	C'est ce qu'il vous plaira:
ie ne ſuis pas icy Pour vous rien conteſter,	Ne ne suis pas ici Pour vous rien contester,
ERASTE.	ERASTE.
Veux tu dire?	Veux -tu dire?
voicy, Sans marchander, de quoy te delier la langue.	voici, Sans marchander, de quoi te délier la langue.
MASCARIIIE	MASCARIIE
MASCARILLE.	MASCARILLE.
Elle ira faire encore quelque ſotte harangue.	Elle ira faire encore quelque sotte harangue.
Hé, de grace, plutoſt, ſi vous le trouuez bon, Donnez-moy viſtement quelques coups de baſton moine lameb eher mes cnuuneo rans murmure.	Hé, de grâce, plutôt, si vous le trouvez bon, Donnez-moi vite quelques coups de bâton moine lameb eher mes cuune rans murmure.
ERASTE.	ERASTE.
Tu mourras, ou ie veux que la verité pure S’exprime par ta bouche.	Tu mourras, ou ainsi veux que la vérité pure S'exprime par ta bouche.
MASCARILLE.	MASCARILLE.
Helas!	Hélas!
ie la diray :	Il la dirai :
Maîs, peut-eſtre, monſieur, que ie vous faſcheray.	Maîs, peut-être, monsieur, que je vous fâcherai.
ERASTE.	ERASTE.
P'urlenmais prenld biengarde à ce que tu vas faire;	P'urlenmais prenld biengarde à ce que tu vas faire;
A ma iuſte fureur rien ne te peut ſouſtraire, Si tu mens d’vn ſeul mot en ce que tu diras.	À ma juste fureur rien ne te peut soustraire, Si tu mens d'un seul mot en ce que tu diras.
MASCARILLE.	MASCARILLE.
I’y conſens, rompez moy les iambes & les bras;	J'y consens, rompez moi les jambes et les bras;
Faites moy pis encore, tuez moy ſi i’impoſe En tout ce que i’ay dic icy la moindre choſe.	Faites -moi pis encore, tuez moi si j'impose En tout ce que j'ai dit ici la moindre chose.
ERASTE.	ERASTE.
Ce mariage eſt vray?	Ce mariage est vrai?
MASCARILLE.	MASCARILLE.
Ma langue, en cet endroit A fait vn pas de clerc dont elle s’aperçoit:	Ma langue, en cet endroit A fait un pas de clerc dont elle s'aperçoit:
Mais, enfin, cette affaire eſt comme vous la dites Et c’eſt apres cinq iours de nocturnes viſites, Tandis que vous ſeruiez à mieux couurir leur ieu, Que depuis auanthier ils ſont ioints de ce nœu;	Mais, enfin, cette affaire est comme vous la dites Et c'est après cinq jours de nocturnes visites, Tandis que vous serviez à mieux couvrir leur jeu, Que depuis avanthier ils sont joints de ce nœu;
Et Lucile depuis fait encore moins paroiſtre La violente amour qu’elle porte à mon maiſtre, Et veut abſolument que tout ce qu’il verra, Et qu’en vôtre faueur ſon cœur témoignera, Il l’impute à l’effet d’vne haute prudence;	Et Lucile depuis fait encore moins paraître La violente amour qu'elle porte à mon maître, Et veut absolument que tout ce qu'il verra, Et qu'en votre faveur son cœur témoignera, Il l'impute à l'effet d'une haute prudence;
Qui veut de leurs ſecrets oſter la connoiſſance.	Qui veut de leurs secrets ôter la connaissance.
Si, malgré mes ſermens, vous doutez de ma foy, Gros-René peut venir vne nuit auec moy;	Si, malgré mes serments, vous doutez de ma foi, Gros-René peut venir une nuit avec moi;
Et ie luy feray voir eſtant en ſentinelle Que nous auons dans l’ombre vn libre accez cher elle.	Et beau beau ferai voir étant en sentinelle Que nous avons dans l'ombre un libre accès cher elle.
ARAoIEOſte toy de mes yeux, maraut.	ARAoIEOste toi de mes yeux, maraud.
MASCARILLE.	MASCARILLE.
C’eſt ce que ie demande.	C'est ce que Seigneur demande.
Et de grand cœut	Et de grand cœur
ERASTE, ne bien.	ERASTE, ne bien.
GROS-RENE'.	GROS-RENE'.
Hé bien!	Hé bien!
Monſieur:	Monsieur:
Nous en tenons tous deux, ſi l’autre eſt veritable.	Nous en tenons tous deux, si l'autre est véritable.
ERASTE.	ERASTE.
Las!	Las!
il ne l’eſt que trop, le bourreau deteſtable.	il ne l'est que trop, le bourreau détestable.
Ie voy trop d’aparence à tout ce qu’il a dit:	Je vois trop d'apparence à tout ce qu'il a dit:
Et ce qu’a fait Valere, en voyant cét écrit, Marque bien leur concert, & que c’eſt vne baye Qui ſert ſans doute aux feux dont l’ingrate le paye.	Et ce qu'a fait Valère, en voyant cet écrit, Marque bien leur concert, et que c'est une baie Qui sert sans doute aux feux dont l'ingrate le paie.
SCENE V MARINETTE,GROS-RENE,ERASTE	SCÈNE V ARINETTTE,GROS-RENE,ERASTE
MA RINETTE.	MA RINETTTE.
Eviens vous auertir que tantoſt ſur le ſoir MMa maiſtreſſe au iardin vous permet de la voir.	Éviens -vous avertir que tantôt sur le soir MMa maîtresse au jardin vous permet de la voir.
ERASTE.	ERASTE.
Oſes-tu me parler, ame double, & traiſtreſſe?	Oses-tu me parler, âme double, et traîtresse?
Va, ſors de ma preſence, & dis à ta maiſtreſſe, Qu’auec ſes écrits elle me laiſſe en paix, Et que voila l’état, infame, que i’en fais.	Va, sors de ma présence, et dis à ta maîtresse, Qu'avec ses écrits elle me laisse en paix, Et que voilà l'état, infâme, que j'en fais.
MARINETIE.	MARINETIE.
Gros-René, dy-moy donc, quelle mouche le pique.	Gros-René, dis-moi donc, quelle mouche le pique.
GROS-RENE’, M’oſes-tu bien encor parler?	GROS-RENE', M'oses-tu bien encor parler?
femelle inique?	femelle inique?
Crocodile trompeur, de qui le cœur felon Eſt pire qu’vn Satrape, ou bien qu’vn L’eſtrigon.	Crocodile trompeur, de qui le cœur felon Est pire qu'un Satrape, ou bien qu'Homme L'étrigon.
Va, va, rendre réponſe à ta bonne maiſtreſſe, Et luy dy bien & beau que, malgré ſa ſoupleſſe, Nous ne ſommes plus ſots, ny mon maiſtre, ny moy, Lt derormais qu'ene uiſle au Diable auecque toy.	Va, va, rendre réponse à ta bonne maîtresse, Et mou ri bien et beau que, malgré sa souplesse, Nous ne sommes plus sots, ni mon maître, notre maître, Lt derormais qu'ène uisle au Diable avec toi.
MARINETTE.	MARINETTTE.
Ma pauure Marinette, es tu bien éueillée?	Ma pauvre Marinette, es tu bien éveillée?
De quel démon eſt donc leur ame trauaillée?	De quel démon est donc leur âme travaillée?
Quoy faire vn tel accueil à nos ſoins obligeans!	Quoi faire un tel accueil à nos soins obligeants!
O!	Ô!
que cecy ehez nous va ſurprendre les gens!	que ceci ehez nous va surprendre les gens!
Fin du premier Acte.	Fin du premier Acte.
LIOTE TI SCENE PREMIERE.	LIOTE -TY SCÈNE PREMIÈRE.
ASCAGNE, FROSIIVE.	ASCAGNE, FROSIVE.
FROSINE.	FROSINE.
SCAGNE, ie ſuis fille à ſecret, Dieu mercy.	SACGNE, ie suis fille à secret, Dieu merci.
ASCAGNE.	ÀSCAGNE.
Mais, pour vn tel diſcours, ſommes nous bien lcy 2 Prenons garde qu’aucun ne nous vienne ſurprendre, Ou que de quelque endroit on ne nous puiſſe entendre.	Mais, pour un tel discours, sommes nous bien l' 2 Prenons garde qu'aucun ne nous vienne surprendre, Ou que de quelque endroit on ne nous puisse entendre.
FROSINE.	FROSINE.
Nous ſerions au logis beaucoup moins ſeurement:	Nous serions au logis beaucoup moins sûrement:
Icy de tous coſtez on découure ayſément, Et nous pouuons parler auectoute aſſeurance.	Ici de tous côtés on découvre aisément, Et nous pouvons parler auectoute assurance.
ASCAGNE.	ÀSCAGNE.
Helas!	Hélas!
que i’ay de peine à rompre mon ſilence!	que j'ai de peine à rompre mon silence!
FROSINE.	FROSINE.
Quay:	Quai:
cecy doit done eitre in important ſecret	ceci doit donce eitre in important secret
ASCAGNE.	ÀSCAGNE.
Trop, puiſque ie le le à vous meſme à regret, Et que ſi ie pouuois le cacher dauantage, Vous ne le ſçauriez point.	Trop, puisque personne le le à vous -même à regret, Et que si ici pouuois le cacher davantage, Vous ne le sauriez point.
FROSINE.	FROSINE.
Ha!	Ha!
c’eſt me faire outrage Feindre à s’ouurir à moy!	c'est me faire outrage Feindre à s'ouvrir à moi!
dont vous auez connu Dans tous vos interets l’eſprit ſi retenu.	dont vous avez connu Dans tous vos intérêts l'esprit si retenu.
