AVEC PRIVILEGE DV ROY.	AVEC PRIVILÈGE DU ROY.
Damon ayme Madonte, il eſt vray, ton amour Trop extreſme en ſa ſource a mis le leur au iour, Tes fortes paßions, femme mal auiſee, Leur ſeront deſormais matiere de riſee;	Damon aime Madonte, il est vrai, ton amour Trop extrême en sa source a mis le leur au jour, Tes fortes passions, femme mal avisée, Leur seront désormais matière de risée;
I'entreprẽs d'empeſcher qu’Amour ſoit leur vainqueur Moy-meſme qui ne puis le bannir de moncœur, Mon art ſe treuue court dedans l’experience Pour tout autre que moy i’ay beaucoup de ſcience:	J'entreprends d'empêcher qu'Amour soit leur vainqueur Moi-même qui ne puis le bannir de moncœur, Mon art se trouve court dedans l'expérience Pour tout autre que moi j'ai beaucoup de science:
Ha qu’on s’adreſſe mal en me chargeant d’vn ſoin Qui me pourroit ſeruir & tout autre au beſoin!	Ha qu'on s'adresse mal en me chargeant d'un soin Qui me pourrait servir et tout autre au besoin!
Tout me nuit, & les iours me durent des annees, L’ombre me ſemble vncorps, vn rien des deſtinees:	Tout me nuit, et les jours me durent des années, L'ombre me semble vncorps, un rien des destinées:
Ie deteſte, & i'accuſe à la moindre douleur La Fortune, le Ciel, le Deſtin, le Malheur, Et pour me plaindre mieux dedans ma ialouſie Ie me forge des Dieux ſelon ma fantaiſie:	Je déteste, et j'accuse à la moindre douleur La Fortune, le Ciel, le Destin, le Malheur, Et pour me plaindre mieux dedans ma jalousie Je me forge des Dieux selon ma fantaisie:
C’eſt toy, Damon, c’eſt toy donc le ſeul réconfort Peut areſter ma vie, ou conclure ma mort C’eſt en fin toy que i’ayme;	C'est toi, Damon, c'est toi donc le seul réconfort Peut arter ma vie, ou conclure ma mort C'est en fin toi que j'aime;
he Dieu que ce langage Eſt honteux en ma bouche, & contraire à mon age!	hé Dieu que ce langage Est honteux en ma bouche, et contraire à mon âge!
Faut il que ie retourne en ces premiers liens, Ou les plus fortuneZ treuuent ſipeu de biens, Faut-il donc empruntant des attraits à ma face Entretenir encor' du feu ſous de la glace?	Faut -il que beau retourne en ces premiers liens, Ou les plus fortunés trouvent sipeu de biens, Faut-il donc empruntant des attraits à ma face Entretenir encor du feu sous de la glace?
Oyſeau miraculeux qui n'as point de pareil Et qui reprens la vie aux rayons du Soleil Que i'aurois de bonheur ſi ie pouuois m’attendre De raieunir au feu qui me reduit en cendre!	Oiseau miraculeux qui n'as point de pareil Et qui reprends la vie aux rayons du Soleil Que j'aurais de bonheur si je pouvais m'attendre De rajeunir au feu qui me réduit en cendre!
Toy qui treuue des eaux & des bains ſi puiſſans Qu’ils te peuuent remettre en tes plus ieunes ans, Que ne puiſie eſperer de reprendre mes charmes Et mes premiers attraits dedans l’eau de mes larmes!	Toi qui trouve des eaux et des bains si puissants Qu'ils te peuvent remettre en tes plus jeunes ans, Que ne puisie espérer de reprendre mes charmes Et mes premiers attraits dedans l'eau de mes larmes!
Voit-on pas des ſerpens ſe changer à nos yeux Et perdre en vn moment ce qui les rendoit vieux?	Voit-on pas des serpens se changer à nos yeux Et perdre en un moment ce qui les rendait vieux?
Mais portant le venin de ces races mortelles Ie n’ay pas la faueur de raieunir comme elles.	Mais portant le venin de ces races mortelles Je n'ai pas la faveur de rajeunir comme elles.
Souuent que le repos tient le monde ſans bruit Et le ſommeil charmé dans le ſein de la nuit, les aſtres du Ciel & le Dieudu ſilence erſent deſſus nos corps leur plus douce influence amours cueilleZ me font voir en dormant vouter des plaiſirs auecque mon Amant, cc pleuſirs imteZ qui plairoient a ma flame ils partoient außi bien du corps comme de l’Ame;	Souvent que le repos tient le monde sans bruit Et le sommeil charmé dans le sein de la nuit, les astres du Ciel et le Dieudu silence ersent dessus nos corps leur plus douce influence amours cueilleZ me font voir en dormant voûter des plaisirs avec mon Amant, cc illeusirs imteZ qui plairaient à ma flamme ils partaient aussi bien du corps comme de l'Ame;
Apparence pourtant me fait plaindre au Soleil J'auoir haſte le iour, & rompu mon ſommeil, t te voudrois ſouuent apres ce doux menſonge, toir fait en veillant ce que i’ay fait en ſonge.	Apparence pourtant me fait plaindre au Soleil J'avoir hâte le jour, et rompu mon sommeil, t te voudrais souvent après ce doux mensonge, toir fait en veillant ce que j'ai fait en songe.
Deohiet en eſt ſi doux, ie ne le puis bannir taſche a tout moment de m’en reſſouuenir;	Deohiet en est si doux, on ne le puis bannir tâche à tout moment de m'en ressouvenir;
MAais quoy, continuant dans ta plainte ordinaire I ut fiates ton eſpoir d’vn bien imaginaire, En fin qu'eſperes-tu?	MAais quoi, continuant dans ta plainte ordinaire I ut fiâtes ton espoir d'un bien imaginaire, En fin qu'espères-tu?
cét Amant glorieux N’entend peut-eſtre pas le langage des yeux De luy faire la cour ſeulcment de penſee Il n’en eſt plus le temps, la mode en eſt paſſee;	cet Amant glorieux N'entend peut-être pas le langage des yeux De deux faire la cour seulcment de pensée Il n'en est plus le temps, la mode en est passe;
Puiſque mon amitié ne ſe peut faire voir C’eſt à la houche au moins de la faire ſçauoir.	Puisque mon amitié ne se peut faire voir C'est à la houche au moins de la faire savoir.
Ie luy veux tout au long dans vne lettre écrire, Les ſentimens que i’ay, mes feux & mon martire,	Je te veux tout au long dans une lettre écrire, Les sentiments que j'ai, mes feux et mon martyre,
Ie pourrois à ſes yeux ſoûpirer tout vniour Que ce ne ſeroit pas coniurer ſon amour, Sinon a reieter la cauſe de mes larmes Sur tout autre ſuiet que celuyde ſes charmes, Il me faut decouurir;	Je pourrais à ses yeux soupirer tout uniour Que ce ne serait pas conjurer son amour, Sinon a rejeter la cause de mes larmes Sur tout autre sujet que celuide ses charmes, Il me faut découvrir;
apreſte toy, ma main A tracer vn eſcrit qui ſurpaſſe l’humain, Mon Ame, que crain-tu?	apprête toi, ma main À tracer un écrit qui surpasse l'humain, Mon Âme, que crain-tu?
l’Amour n’a pas coutume De ſe montrer timide, & honteux ſous la plume, Si s’eſt peché d’eymer, il ſemble que l’eſprit Ne ſe rend qu’ademy criminel par écrit, Le papier complaiſant aux paßions des ames Soufre ſans s’allumer qu’on le charge de flames;	l'Amour n'a pas coutume De se montrer timide, et honteux sous la plume, Si s'est péché d'eimer, il semble que l'esprit Ne se rend qu'ademi criminel par écrit, Le papier complaisant aux passions des ames Souffre sans s'allumer qu'on le charge de flammes;
Ie ne ſuis pas nouice en matiere d’Amans Pour ne pas abuſer les meilleurs iugemens, En fin ie m'en promets par la perſeuerance Tout ce qui peut tomher deſſous mon eſperance Si que l’ayant vn iour range deſſous ma loy L’Amour fera parler les theatres de moy, S’il mépriſe mes feux, & qu’il me congedie Ie ſeray le ſuiet d’vne ample tragedie Et ie ſçauray treuuer au plus grand des malheurs La ſatisfaction de mes iuſtes douleurs.	Je ne suis pas nouvice en matière d'Amant Pour ne pas abuser les meilleurs jugements, En fin ie m'en promets par la persévérance Tout ce qui peut tomher dessous mon espérance Si que l'ayant un jour range dessous ma loi L'Amour fera parler les théâtres de moi, S'il méprise mes feux, et qu'il me congédie Je serai le sujet d'une ample tragédie Et des sçauray trouver au plus grand des malheurs La satisfaction de mes iustes facteurs.
A F E SCENE III.	À F E CÈNE III.
I	I
DAMON MADONTE.	DAMON MADONTE.
2 A4 9 DAMON AV IARDIN.	2 A4 9 DAMON AU IARDIN.
RE Soleil dißipant & la nuit & ſes Voiles & Vient de licentier la lune & les étoiles Apres l’obſcurité le iour eſt reuenu;	RE Soleil dissipant et la nuit et ses Voiles et Vient de licentier la lune et les étoiles Après l'obscurité le jour est revenu;
Madonte cependant m’auroit bien preuenu:	Madonte cependant m'aurait bien prévenu:
Toutefois ce iardin témoigne en ſa triſteſſe Qu’il eſt encor à voir les yeux de ma maiſtreſſe, L’herbe dont le beau temps conſerue la vigueur Parle de ſon abſence en montrant ſa langueur, Ie la cherche par tout, ſans découurir d’allee	Toutefois ce jardin témoigne en sa tristesse Qu'il est encor à voir les yeux de ma maîtresse, L'herbe dont le beau temps conserve la vigueur Parle de son absence en montrant sa langueur, Je la cherche par tout, sans découvrir d'allée
Que ſon pié delicat ayt fraichement foulee L’Echo que l’on entend dans ces deux fortes tours N’a pas dit ce matin vn mot de ſes amours, Toutes les fleurs encore ont la teſte baiſſee Le ſoucy ſeulement entretient la penſee, S’étonnant toutes deux de ce que mon Soleil Semble perdre auiourd’huy le ſoin de ſon réueil, I'entens fort peu de bruit, le Zephir à ſon aiſe Baiſe toutes les fleurs pour éteindre ſa braiſe, Il ſemble entretenir les eaux de leur fraicheur Les œillets de leur feu, les lys de leur blancheur, Et leur rebellion qui le rend plus ſuperbe Le contraint quelquefois à les coucher ſur l’herbe;	Que son pie délicat ait fraîchement foulée L'Écho que l'on entend dans ces deux fortes tours N'a pas dit ce matin un mot de ses amours, Toutes les fleurs encore ont la tête baissée Le souci seulement entretient la pensée, S'étonnant toutes deux de ce que mon Soleil Semble perdre aujourd'hui le soin de son réueil, J'entends fort peu de bruit, le Zéphir à son aise Baise toutes les fleurs pour éteindre sa braise, Il semble entretenir les eaux de leur fraîcheur Les œillets de leur feu, les lys de ' blancheur, Les plus rébellion qui le rende plus superbe Le contraint quelquefois les coucher sur herbe;
Ces ruiſſeaux de criſtal, & ces veines d’argent Ne coulent qu’a regret, & d’vn pas negligent, Mais les oyſeaux muëts ſur la branche mouuante Montrent qu’ils n’ont pas veu la beauté que ie vãte, Il n’en faut plus douter, leur goſier areſte Demande pour s’ouurir vne diuinité, Et ie croy cependant que leur ſoin s’étudie A luy faire vn preſent de quelque melodie, Qui faſſe confeſſer aux arbres dalentour Q’ils n’ont iamais chãté d’vn air ſi plein d’amour.	Ces ruisseaux de cristal, et ces veines d'argent Ne coulent qu'a regret, et d'un pas négligent, Mais les oiseaux mues sur la branche mouvante Montrent qu'ils n'ont pas vu la beauté que sans doute, Il n'en faut plus douter, leur gosier arête Demande pour s'ouvrir une divinité, Et a croy cependant que leur soin s'étudie A avait faire un présent de quelque mélodie, Qui fasse confesser aux arbres dalentour D'ils n'ont jamais chaîté d'vn air si plein d'amour.
Mi, Chantez petits oyſeaux ie vous donne licer Voicy celle qui tient mes vœux en ſa puiſſance Voicy venir le iour, déployeZ vos chanſons, ReciteZ à l’enuy vos pius belles leçons Pour la raré peauté de celle que i'adore.	Mi, Chantez petits oiseaux je vous donne licer Voici celle qui tient mes vœux en sa puissance Voici venir le jour, déployez vos chansons, ReciteZ à l'en vos pius belles leçons Pour la raré peauté de celle que j'adore.
MADONTE.	MADONTE.
Auiourd’huy le Soleil a deuancé l’Aurore,	Aujourd'hui le Soleil a devancé l'Aurore,
DAMON.	DAMON.
Tu fais bien de te rire en m’apellant Soleil Celuy de ta beauté n’ayant point de pareil:	Tu fais bien de te rire en m'appelant Soleil Celui de ta beauté n'ayant point de pareil:
Si i’eſtois le ſoleil ie ne verrois le monde Que pour faire admirer ta beauté ſans ſeconde, Et ie penſerois bien qu’en fin malgré les Dieux Pour te voir de plus pres ie quitterois les Cieux, Ou bien ie ne luirois que ſur ton hemiſphere.	Si j'étais le soleil ici ne verrais le monde Que pour faire admirer ta beauté sans seconde, Et jour penserais bien qu'en fin malgré les Dieux Pour te voir de plus pres ie quitterais les Cieux, Ou bien ainsi ne luirais que sur ton hémisphère.
MADONTE.	MADONTE.
Soleil, tu vas trop haut, mais briſons la, mon frere, Changeons:	Soleil, tu vas trop haut, mais brisons la, mon frère, Changeons:
DAMONN,	DAMON,
DAMON.	DAMON.
Ce nom encor qui vient de ta bonté Pour parler de l’amour a trop de pieté.	Ce nom encor qui vient de ta bonté Pour parler de l'amour a trop de piété.
MADONTE.	MADONTE.
Et bien donc mon ſoucy:	Et bien donc mon souci:
DAMON.	DAMON.
ſeroit-il bien poßible Que mon mal t'afligeât, & qu’il te fût ſenſible?	serait-il bien passible Que mon mal t'afligeât, et qu'il te fût sensible?
MIADONTE.	MIADONTE.
Ouy, mon ame;	Oui, mon âme;
DAMON.	DAMON.
Il eſt vray que mon ame eſt à toy, Ma liberté ſe plaiſt de n’eſtre plus à moy.	Il est vrai que mon âme est à toi, Ma liberté se plaît de n'être plus à moi.
MADONTE.	MADONTE.
Ne diſons point ſoleil, puiſque le ſoleil change, Moname, il ne ſe peut;	Ne disons point soleil, puisque le soleil change, Moname, il ne se peut;
ie diray donc, mon Ange.	Elle dirai donc, mon Ange.
DAMON.	DAMON.
Ange, non;	Ange, non;
reſeruant ce que l’Amour preſcrit A d’autres fonctions que celles de l’eſprit;	réservant ce que l'Amour prescrit À d'autres fonctions que celles de l'esprit;
Tu dis tout m’appellant ton Damon, ton fidelle, Ie dis tout te nommant, ma maiſtreſſe & ma Belle:	Tu dis tout m'appelant ton Damon, ton fidèle, Je dis tout te nommant, ma ma ma ma Maîtresse:
MADONTE.	MADONTE.
A quoy bon tout cela?	À quoi bon tout cela?
ie ne reuiendray plus Si tu me tiens ainſi des diſcours ſuperflus.	Ne ne reviendrai plus Si tu me tiens ainsi des discours superflus.
DAMON.	DAMON.
Paſſons ſous ce berceau, Leriane peut-eſtre Pourroit bien maintenant nous voir d’vne feneſtre.	Passons sous ce berceau, Lériane peut-être Pourrait bien maintenant nous voir d'une fenêtre.
MADONTE.	MADONTE.
Que feroit elle la qu’a peine fait-il iour Qui la feroit leuer ſi grand matin?	Que ferait -elle la qu'a peine fait-il jour Qui la ferait lever si grand matin?
