Auec Priuilege du Roy.	Avec Privilège du Roi.
La Reine eſt deſia couronnee, L’entree ſe fera demain, Et tout außi toſt haut la main, Les noeux de ce chaſte Hymenee Ne peuuent tant ſerrer le Roy, Qu’il n’aille reſduire ſous ſoy Ceſte Prouince infortunee Qui s’eſtiettee entre ſes bras, Qu’il inonde de ſes ſoldats.	La Reine est déjà couronnée, L'entre se fera demain, Et tout aussi tôt haut la main, Les noeux de ce chaste Hymenee Ses peuvent tant serrer le Roi, Qu'il n'aille réduire sous soi Cette Province infortunée Qui s'estiettee entre ses bras, Qu'il inonde de ses soldats.
S’il faut qu’vn iour ceſt Alexandre Armé a cru, le chef flotant D’vn panache piroüetant, Penetre aux riues de Scamandre, On dira que Cleries, Brabant, Ce Nort, ces Palmes d’Occident Sont l’amorce qui fit ependre Ses autres plus dignes Lauriers, Mais dignes du Roy des guerriers.	S'il faut qu'un jour cette Alexandre Armé a cru, le chef flotant D'un panache piroüetant, Pénètre aux rives de Samandre, On dira que Cleries, Brabant, Ce Nort, ces Palmes d'Occident Sont l'amorce qui fit épendre Ses autres plus dignes Lauriers, Mais dignes du Roi des guerriers.
Sors d’icy grand Roy ta fortune Ne craint que ceſte grand' Cité, Et ton Demon ſemble irrité Lors que ta valeur non commune	Sors d'ici grand Roi ta fortune Ne craint que cette grand Cité, Et ton Démon semble irrité Lors que ta valeur non commune
Triomphe ailleurs qu’au champ de Mars.	Triomphe ailleurs qu'au champ de Mars.
Ces armees, ces eſtendars;	Ces armées, ces étendards;
N’atendent plus que le Neptune Qui doit ſeul Aſtre des François Luire ſur les flots Holandois.	N'attendent plus que le Neptune Qui doit seul Astre des Français Luire sur les flots Holandais.
Grand Prince grand Roy, grand Monarque Qu’a iamais floriſſent tes ans:	Grand Prince grand Roi, grand Monarque Qu'a jamais florissent tes ans:
Ton Autonne eſt noſtre Printemps, Ton bras le domteur de la Parque Fait deſia florir ton Dauphin, Et rend heureux noſtre deſtin:	Ton Autonne est notre Printemps, Ton bras le dompteur de la Parque Fait déjà florir ton Dauphin, Et rend heureux notre destin:
Loin de la Carantide barque, Nous faict de tes yeux embrazez Iouir vifs des champs elyſez.	Loin de la Carantide barque, Nous fait de tes yeux embrasés Iouir vifs des champs élisez.
ACTE II.	ACTE II.
LE ROY.	LE ROY.
Monſieur de Sully.	Monsieur de Sully.
LE ROY, Y voila tout porté, ie me trouue à la veille, De voir le nom François, ce beau lis qui ſomeille Trop long temps ſous la paix eſtendre ſes lauriers, Sa gloire, ſa grandeur, & mes actes guerriers, Sur Meuſe, la Mozele, en ces mers Germaniques	LE ROY, Y voilà tout porté, où me trouve à la veille, De voir le nom Français, ce beau lis qui someille Trop long temps sous la paix étendre ses lauriers, Sa gloire, sa grandeur, et mes actes guerriers, Sur Meuse, la Mozèle, en ces mers Germaniques
Proches de Calyſton, & meſurer nos piques Aux lances du Sarmate, aux fleſches des Indois, Que ie puis eſperer voir vn iour ſouz mes loix, Si ie vis autant d’ans que mon plus vert Autone M’en promet raieuny du ſeul bruit de Bellone.	Proches de Calyston, et mesurer nos piques Aux lances du Sarmate, aux flèches des Indais, Que je puis espérer voir un jour sous mes lois, Si avoir vis autant d'ans que mon plus vert Utone M'en promet rajeuni du seul bruit de Belone.
I’ay vieilly ſouz la paix, ceſte ſombre ſaiſon, 26 Ce ſeiour de Paris m’a rendu ſi griſon, Si morne, ſi penſif, ſi changé de moy-meſme Que ie me meſcognoy:	J'ai vieilly sous la paix, cette sombre saison, 26 Ce séjour de Paris m'a rendu si grison, Si morne, si pensif, si changé de moi-même Que ie me méconnais:
l’honneur d’vn dyadeſme, Le luſtre d’vn Eſtat terny par le repos S’enroiülle ſouz la paix, fait deſſecher les os, Les muſcles, les tẽdons & les nerfs des Prouinces, Quand le temple à Ianus effemine leurs Princes Trop longuement fermé, quand la tranquilité ceEngourdit ſi long temps vn courage indomté.	l'honneur d'un disadesme, Le lustre d'un État terni par le repos S'enroille souz la paix, fait dessécher les os, Les muscles, les tombons et les nerfs des Provinces, Quand le temple à Janus effemine leurs Princes Trop longuement fermé, quand la tranquillité ceEngourdit si long temps un courage indomté.
Forcer ſon naturel c’eſt combatre Nature, (C’eſt comme les Tytans charger à l’aduanture Sãs chef & ſans raiſon, monts ſur monts glorieux S’affoiblir de ſoy-meſme, & s’oppoſer auxDieux.	Forcer son naturel c'est combattre Nature, (Cest comme les Tyletant charger à l'aventure Sans chef et sans raison, monts sur monts glorieux S'affaiblir de soi-même, et s'opposer auxDieux.
Moy qui ſuis tout de Mars, qui tout feu, qui tout guerre, Dans vn berceau d’acier vins reſpirer ſur terre, N'ay ſuccé d’autre laict que celuy de l’honneur, Repeu de meſme ſuc que le Centaure euſt l'heur De norrir ſon Pelide, & dés l’aage plus tendre N’eus onc moindres deſſeins que ceux d’vn Alexandre:	Moi qui suis tout de Mars, qui tout feu, qui tout guerre, Dans un berceau d'acier vins respirer sur terre, N'ai succé d'autre laict que celui de l'honneur, Répu de même suc que le Centaure eût l'heur De norrir son Pélide, et dès l'âge plus tendre N'eus onc moindres desseins que ceux d'un Alexandre:
Comme vn autre Hannibal eſteué dans vn camp	Comme un autre Hannibal esteué dans un camp
La trompete à l’oreille, & les yeux ſur le ſang, Pourray-ie ſi long temps d’vne Ame caſaniere, Batre icy le paué, ne voir que la lumiere A trauers de ces murs, & demy-Souuerain Boire de l’eau de Seyne, au lieu des flots du Rhein.	La trompeté à l'oreille, et les yeux sur le sang, Pourrai-je si long temps d'une Âme casanière, Batre ici le pavé, ne voir que la lumière À travers de ces murs, et demi-Souverain Boire de l'eau de Seyne, au lieu des flots du Rhein.
Mes Aliez ſur moy logent leur eſperance, Mes amis aſſaillis n’ont recours qu’à la France, N'eſperent qu’en mes mains, comme on a veu touſiours Les Princes deſpoüillez ne recourir qu’à nous.	Mes Aliez sur moi logent leur espérance, Mes amis assaillis n'ont recours qu'à la France, N'espèrent qu'en mes mains, comme on a vu toujours Les Princes dépouillez ne recourir qu'à nous.
Auroy-ie bien le cœur moy qui ſuis tout courage De les laiſſer flotans au milieu de l’orage, Sans ayde, ſans ſuppor, ſans ſe pouuoir tanter Qu’au ſceptre des François eſt paint vn Iuppiter cel’Aſile des mortels, & le plus ſeur remede Des Princes deſſceptrez qui l’inuoquent en ayde?	Aurais-je bien le cœur moi qui suis tout courage De les laisser flottants au milieu de l'orage, Sans aide, sans supor, sans se pouvoir tanter Qu'au sceptre des Français est paint un Juppiter cel'Asile des mortels, et le plus sûr remède Des Princes dessceptrez qui l'invoquent en aide?
Ha cela ne ſe peuſt, i’ayme trop mes amis, Ie fauoriſe trop ceux qui ſe ſont ſoumis A ma protection, moy, moy, qui ne fais gloire Qu'à pardonner vainqueur ſur le chãp devictoire, Calmer tous les diſcors, des Princes mes voiſins, Soulager l’affligé, ne me tremper les mains Iamais dedans le ſang, & rendre neceſſaires A tout le nom Chreſtien mes armes tutelaires.	Ha cela ne se pût, j'aime trop mes amis, Je favorise trop ceux qui se sont soumis A ma protection, moi, moi, qui ne fais gloire Qu'à pardonner vainqueur sur le cha devictoire, Calmer tous les discors, des Princes mes voisins, Soulager l'affligé, ne me tremper les mains Iamais dedans le sang, et rendre nécessaires A tout le nom Chrétien mes mes tutélaires.
Portant ainſi la guerre, armé comme ie ſuis Ie fay voir, & ſçauoir, aux vns, ce que ie puis En les fauoriſant:	Portant ainsi la guerre, armé comme je suis Je fais voir, et savoir, aux uns, ce que sans puis En les favorisant:
aux autres ie fay croire, Qu'autant qu'il me plaira ie puis auoir de gloire.	aux autres yeux fais croire, Qu'autant qu'il me plaira ici puis avoir de gloire.
Rien ne m'eſt impoßible, & ſi ie n’acquiers pas Les ſceptres, mes voiſins, que ie puis mettre bas *Dés lors qu’il me plairra, c’eſt qu’ayãt la vaillãce, Qu’autant que l’ennemy s’endurcit orguilleux, *Qu’il s’oppoſe renar au lyon valureux.	Rien ne m'est impossible, et si je n'acquiers pas Les sceptres, mes voisins, que ie puis mettre bas *Dés lors il me plairra, est ayãt la vaillãce, autant que ennemi endurcit orguilleux, *Qu’il oppose renar au lyon valureux.
Mes armes vont plus loing, dedans vn corps d'Armee Ie feray bien plus haut voler ma Renommee:	Mes armes vont plus loing, dedans un corps d'Armée Je ferai bien plus haut voler ma Renommée:
Tant de faits hazardeux, tous mes cõbats derniers Me ſemblent ſurannez, & trop ſecs les lauriers Que ieune i’ay plantezés plaines de la France, Arrouſees long temps de la viue abondance D’vn deluge de ſang en cent lieux s’eſpanchant De tant d’oſts foudroyez ſouz mõ glaiue tranchãt, Coutras, Arques, Tury, ny Fontaine Françoiſe N’eſtoiẽt qu’vn auant ieu de la palme Holãdoiſe:	Tant de faits hasardeux, tous mes commbats derniers Me semblent suranné, et trop secs les lauriers Que jeune j'ai plantez plaines de la France, Arrousees long temps de la vive abondance D'un déluge de sang en cent lieux s'épanchant De tant d'ôts foudroyez souz mon glaiue tranchant, Coutras, Arques, Tury, ni Fontaine Française N'étaient qu'étaient auant jeu de la palme Holãdoise:
L’Empire m’eſt trop deu, tous les Croiſſans lunez Du ſuperbe Otoman me ſont ja deſtinez.	L'Empire m'est trop dev, tous les Croissants lunés Du superbe Otoman me sont ja destinez.
I’ay aſſez de verdeur en ma blanche vieilleſſe *Pour faire voir au iour que iamais la prouëſſe ce Ne s’alentit par l’aage, & que l’aage eſt conté Aux ſeuls eſtropiez, au foible encaloté.	J'ai assez de verdeur en ma blanche vieillesse *Pour faire voir au jour que jamais la prouësse ce Ne s'alentit par l'âge, et que l'apprendre est conté Aux seuls estropiez, au faible encaloté.
De tant d’honneurs ſuiuis d'autres nouueaux trophees Les armes du Duphin ſe verront étofees Pour ſuiure ma briſee, & porter ſur ſes yeux L’honneur d’eſtre ſorty d’vn Roy victorieux:	De tant d'honneurs suivis d'autres nouveaux trophées Les armes du Duphin se verront étouffe Pour suivre ma brisée, et porter sur ses yeux L'honneur d'être sorti d'un Roi victorieux:
D’vn Henry plus fameux, plus riche de loüanges, Que deſpuis cinq cens ans, ny les terres eſtranges,	D'un Henri plus fameux, plus riche de louanges, Que despuis cinq cents ans, Seigneur les terres étranges,
Ny tout cet Occident en aye veu vainqueur Meſurer ſa conqueſte à l’eſgal de ſon cœur.	Ni tout cet Occident en aie vu vainqueur Mesurer sa conquête à l'égal de son cœur.
Ie ſuis ce grand Ceſar conquerant de la France:	Je suis ce grand César conquérant de la France:
Dix annees de guerre, vn ſiecle de vaillance, Cet Eſtat tout ligué, l’Eſpagnol mis au bas Sont coups de ma valeur, le prix de mes combas.	Dix années de guerre, un siècle de vaillance, Cet État tout ligué, l'Espagnol mis au bas Sont coups de ma valeur, le prix de mes combas.
Ca, ça l’arme à la main, quittons ceſte frontiere, Que tout feu, que tout Mars, & d’vne humeur altiere, Ombragé de panache, & d’eſtendars en l'air, Suiuy de cent canons, de foudres & d’eſclair Reuerberé des rais du beau fils de Latone Bluetant ſur l’acier des enfans de Bellonne, Ie me voys à mon iour, à la teſte d’vn Gros, Le premier au danger comme premier au los:	Ça, ça l'arme à la main, quittons cette frontière, Que tout feu, que tout Mars, et d'une humeur altière, Ombragé de panache, et d'étendards en l'air, Suivi de cent canons, de foudres et d'éclair Reuerberé des rais du beau fils de Latone Bluetant sur l'acier des enfants de Bellonne, Je me vois à mon jour, à la tête d'un Gros, L' os , Le comme premier au los:
Que tout feu, que tout sãg, & d’vne main de foüare Ie perſe rougiſſans etendus, ſur la poudre Tout autant d’ennemis que l’honneur des combats Honorera vaincus atterrez de mes bras.	Que tout feu, que tout sãg, et d'une main de foüare Je pers ougissants étendus, sur la poudre Tout autant d'ennemis que l'honneur des combats Honorera vaincus atterrez de mes bras.
I'yſuis, ie penſey eſtre, & le ſon des trompettes, Des fifres, des tambours, le bruit de cent deffaites, Mille nuës de poudre, & mil’eſclas de coups Me iettent hors de moy, me rendent ſi ialoux De moy-meſme à l’honneur, que iamais ie ne penfe Yestre aſſez à temps, tant i’ay d’impacience, De fougue & de deſir, elans pleins de fureur Aux feux d’vn Alexandre, ou d’vn Ceſar vainqueur.	J'ysuis, ie pensey avoir, et le son des trompettes, Des fifres, des tambours, le bruit de cent défaites, Mille nues de poudre, et mil'éclas de coups Me ettent hors de moi, me rendent si jaloux De moi-même à l'honneur, que jamais grande ne penfe Yêtre assez à temps, tant j'ai d'impience, De fougue et de désir, élans de fureur fureur Aux feux d'un Alexandre, ou d' Cesar vainqueur.
M.	M.
de SV.	de SV.
Syre, il faudra partir dés l'heure que l'entree Aura du tout chaſſé ceſte ſaiſon aſtree Conſacree à la paix:	Syre, il faudra partir dès l'heure que l'entre Aura du tout chassé cette saison astre Consacre à la paix:
l’ennemy ſe rent fort LE R.	l'ennemi se rent fort LE R.
Ses forces ne ſçauroient l’afranchir de la mort.	Ses forces ne sauraient l'afranchir de la mort.
S.	S.
No, mais il vous peuſt bien trauerſer au paſſage LE R.	No, mais il vous pût bien traverser au passage LE R.
C’eſt tout ce que i’attens, & n’ay tel aduantage Que ſi la reſistance honore mes combats:	C'est tout ce que j'attends, et n'ai tel avantage Que si la résistance honore mes combats:
Qui deffait ſans combatre il ne s’honore pas.	Qui défait sans combattre il ne s'honore pas.
S.	S.
Si vaut il touſiours mieux emporter la victoire Par ruſe, que par ſang, LE R.	Si vaut il toujours mieux emporter la victoire Par ruse, que par sang, LE R.
Ce ſont marques de gloire Que les cõbats douteux quand le Demõ vainqueur Vient marquer nos logis dans le temple d’honneur.	Ce sont marques de gloire Que les combats douteux quand le Demõ vainqueur Vient marquer nos logis dans le temple d'honneur.
S.	S.
L’honneur eſt touſiours vn maistre de la campagne L.	L'honneur est toujours un maître de la campagne L.
R.	R.
L’hõneur est different:	L'honneur est différend:
l’vn valeureux ſe baigne *Dans le Stix cõme Achile, & l’autre non sãglãt Tient d'vn Neſtor, d’Vlyſſe, vn Fabie tremblãt, CIe ne dis pas que l’art, la ruſe & la fineſſe *N’eſgalent au combat bien ſouuent la proëſſe Mais i’ayme touſiours mieux vn Alexandre aux mains, Qu'vn pariure Hannibal affinant les Romains Ainſi toutm’eſt de guerre:	l'un valeureux se baigne *Dans le Stix cõme Achille, et l'autre non sãglãt Tient d'un Nestor, d'Vlysse, un Fabie trembli, CIe ne dis pas que l'art, la ruse et la finesse *N égalent au combat bien souvent la proësse Mais j'aime toujours mieux un Alexandre aux mains, Qu'un parjure Hannibal affinant les Romains Ainsi toutmblest de CIe:
employõ l’vn & l’autre:	employion l'un et l'autre:
Si nous viuõs deus mois, nous pourrons dire noſtre L’eſtendue du nort, & tout ce grand enclos Que la mer Germanique arrouſe de ſes flots, Et ie ne ſçay quoy plus, dont ie feray la montre Mais non qu’ayant gaigne la premiere rencontre, Et paſſé ſur le ventre a ces preſumptueux Qui preſument peu fors auoir le ciel pour eux.	Si nous vivons deus mois, nous pourrons dire notre L'étendue du nort, et tout ce grand enclos Que la mer Germanique arrouse de ses flots, Etque ne sais quoi plus, dont Seigneur ferai la montre Mais non qu'ayant gagne la première rencontre, Et passé sur le ventre à ces presumptueux Qui présument peu fors avoir le ciel pour eux.
