PREFACE.	PRÉFACE.
Venez, fuyez l’aſpect de ce Climat ſauuage, Qui ne parle à vos yeux que d’vn triſte eſclauage.	Venez, fuyez l'aspect de ce Climat sauvage, Qui ne parle à vos yeux que d'un triste esclauage.
Vn peuple obeïſſant vous attend à genoux Sous vn Ciel plus heureux & plus digne de vous.	Un peuple obéissant vous attend à genoux Sous un Ciel plus heureux et plus digne de vous.
Le Pont vous recõnoiſt dés long-tẽps pour ſa Reine Vous en portez encor la marque ſouueraine.	Le Pont vous reconnaît dès longtemps pour sa Reine Vous en portez encor la marque souveraine.
Et ce bandeau Royal fut mis ſur voſtre front Comme vn gage aſſuré de l’Empire de Pont.	Et ce bandeau Royal fut mis sur votre front Comme un gage assuré de l'Empire de Pont.
Maiſtre de cet Eſtat que mon Pere me laiſſe, Madame, c’eſt à moy d’accomplir ſa promeſſe.	Maître de cet État que mon Père me laisse, Madame, c'est à moi d'accomplir sa promesse.
Mais il faut, croyez-moy, ſans attendre plus tard, Ainſi que noſtre hymen preſſer noſtre départ.	Mais il faut, croyez-moi, sans attendre plus tard, Ainsi que notre hymen presser notre départ.
Nos intereſts communs, & mon cœur le demandent.	Nos intérêts communs, et mon cœur le demandent.
Preſts à vous receuoir mes vaiſſeaux vous attendent, Et du pié dé l’Autel vous y pouuez monter, Souueraine des Mers, qui vous doiuent porter.	Prêts à vous recevoir mes vaisseaux vous attendent, Et du pie de l'Autel vous y pouvez monter, Souveraine des Mers, qui vous doivent porter.
MONIME.	MONIME.
Seigneur, tant de bontez ont lieu de me confondre.	Seigneur, tant de bontés ont lieu de me confondre.
Mais puiſque le temps preſſe, & qu’il faut vous répondre;	Mais puisque le temps presse, et qu'il faut vous répondre;
Puis-je en vous propoſant mes plus chers intereſts, poue dovouamloj mes lentiments ſecrets?	Puis-je en vous proposant mes plus chers intérêts, poue dovouamloj mes lentiments secrets?
PHARNACE.	PHARNACE.
Vous pouuez tout.	Vous pouvez tout.
MONIME.	MONIME.
Ie croy que je vous ſuis connuë.	Je crois que je vous suis connue.
Epheſe eſt mon pays.	Ephésée est mon pays.
Mais je ſuis deſcenduë D’Ayeux, ou Rois, Seigneur, ou Heros, qu’autrefois Leur vertu chez les Grecs mit au deſſus des Rois.	Mais je suis descendue D'Aïeux, ou Rois, Seigneur, ou Héros, qu'autrefois Leur vertu chez les Grecs mit au dessus des Rois.
Mithridate me vit.	Mithridate me vit.
Epheſe & l’Ionie A ſon heureux Empire eſtoit encore vnie.	Ephése et l'Ionie A son heureux Empire était encore unie.
Il daigna m’enuoyer ce Gage de ſa foy.	Il daigna m'envoyer ce Gage de sa foi.
Ce fut pour ma famille vne ſupréme loy.	Ce fut pour ma famille une suprême loi.
Il falut obeïr.	Il fallut obéir.
Eſclaue couronnée Ie partis pour l’Hymen où j’eſtois deſtinée.	Esclaue couronnée Je partis pour l'Hymen où j'étais destinée.
Le Roy qui m’attendoit au ſein de ſes Eſtats, Vit emporter ailleurs ſes deſſeins & ſes pas, Et tandis que la Guerre occupoit ſon courage M’enuoya dans ces lieux eſloignez de l’orage.	Le Roi qui m'attendait au sein de ses États, Vit emporter ailleurs ses desseins et ses pas, Et tandis que la Guerre occupait son courage M'envoya dans ces lieux éloignez de l'orage.
I’y vins.	J'y vins.
I’y ſuis encor.	J'y suis encor.
Mais cependant, Seigneur, Mon Pere paya cher ce dangereux honneur, Et les Romains vainqueurs pour premiere Victime Prirent Philopœmen le Pere de Monime.	Mais cependant, Seigneur, Mon Père paya cher ce dangereux honneur, Et les Romains vainqueurs pour première Victime Prirent Philopœmen le Père de Monime.
Sous ce titre funeſte il ſe vit immoler.	Sous ce titre funeste il se vit immoler.
Et c’eſt dequoy, Seigneur, j’ay voulu vous parler, Quelque juſte fureur dont je ſois animée, Ie ne puis point à Rome oppoſer vne Armée.	Et c'est dequoy, Seigneur, j'ai voulu vous parler, Quelque juste fureur dont je sois animée, Je ne puis point à Rome opposer une Armée.
Inutile témoin de tous ſes attentats, Ie n’ay pour me vanger ny Sceptre, ny ſoldats.	Inutile témoin de tous ses attentats, Je n'ai pour me venger ici Sceptre, notre soldats.
[faire Seigneur, je n’ay qu’vn cœur.	[faire Seigneur, je n'ai qu'un cœur.
Tout ce que je puis C’eſt de garder la foy que je dois à mon Pere, De ne point dans ſon ſang aller tremper mes mains, En épouſant en vous l’Allié des Romains.	Tout ce que je puis C'est de garder la foi que je dois à mon Père, De ne point dans son sang aller tremper mes mains, En épousant en vous l'Allié des Romains.
PHARNACE.	PHARNACE.
Que parlez-vous de Rome, & de ſon Alliance?	Que parlez-vous de Rome, et de son Alliance?
Pourquoy tout ce diſcours & cette défiance?	Pourquoi tout ce discours et cette défiance?
Qui vous dit qu’auec eux je prétens m’allier?	Qui vous dit qu'avec eux je prétends m'allier?
MONIME.	MONIME.
Mais vous-meſme, Seigneur, pouuez-vous le nier?	Mais vous-même, Seigneur, pouvez-vous le nier?
Comment m’offririez-vous l’entrée & la Couronne D’vn Pays que la Guerre, & leur Camp enuironne, Si le traité ſecret qui vous lie aux Romains Ne vous en aſſuroit l’Empire & les chemins?	Comment m'offririez-vous l'entrée et la Couronne D'un Pays que la Guerre, et leur Camp environne, Si le traité secret qui vous lie aux Romains Ne vous en assurait l'Empire et les chemins?
PHARNACE.	PHARNACE.
De mes intentions je pourrois vous inſtruire, Et je ſçay les raiſons que j’aurois à vous dire, Si vous meſme laiſſant ces vains déguiſemens Vous m’auiez expliqué vos propres ſentimens.	De mes intentions je pourrais vous instruire, Et je sais les raisons que j'aurais à vous dire, Si vous rendre laissant ces vains déguisements Vous m'aviez expliqué vos propres sentiments.
Mais enfin je commence apres tant de trauerſes, Madame, a raſſembler vos excuſes diuerſes, le tioy von l’intereſt que vous voulez celer, Et qu'’vn autre qu’vn Pere Icy vous ralt pariers	Mais enfin je commence après tant de traverses, Madame, a rassembler vos excuses diverses, le tioi von l'intérêt que vous voulez celer, Et qu'un autre qu'un Père Ici vous ralt pariers
XIPHARES.	XIPHARES.
Quel que ſoit l’intereſt qui fait parler la Reine, La réponſe, Seigneur, doit-elle eſtre incertaine?	Quel que soit l'intérêt qui fait parler la Reine, La réponse, Seigneur, doit-elle être incertaine?
Et contre les Romains voſtre reſſentiment Doit-il pour éclatter balancer vn moment?	Et contre les Romains votre ressentiment Doit-il pour éclatter balancer un moment?
Quoy nous aurons d’vn Pere entendu la diſgrace?	Quoi nous aurons d'ins Père entendu la disgrâce?
Et lents à le vanger, promts à remplir ſa place, Nous mettrons noſtre honneur & ſon ſang en oubly?	Et lents à le venger, prêts à remplir sa place, Nous mettrons notre honneur et son sang en oubli?
IIl eſt mort.	IIl est mort.
Sçauons-nous s’il eſt enſeuely?	Savons-nous s'il est enseveli?
Qui ſçait ſi dans le temps que voſtre ame empreſſée Forme d’vn doux hymen l’agreable penſée;	Qui était si dans le temps que votre âme empressée Forme d'un doux hymen l'agréable pensée;
Ce Roy, que l’Orient tout plein de ſes exploits Peut nommer juſtement le dernier de ſes Rois, Dans ſes propres Eſtats priué de ſepulture Du couché ſans honneur dans vne foule obſcure, N’accuſe point le Ciel qui le laiſſe outrager, Et des indignes Fils qui n’oſent le vanger?	Ce Roi, que l'Orient tout plein de ses exploits Peut nommer justement le dernier de ses Rois, Dans ses propres États privé de sépulture Du couché sans honneur dans une foule obscure, N'accuse point le Ciel qui le laisse outrager, Et des indignes Fils qui n'osent le venger?
Ah!	Ah!
Ne languiſſons plus dans vn coin du Boſphore.	Ne languissons plus dans un coin du Bôphore.
ji dans tout l’Vniuers quelque Roy libre encore, Parthe, Scythe, ou Sarmate, aime ſa liberté, Ioilà nos Alliez.	ji dans tout l'Univers quelque Roi libre encore, Parthe, Scythe, ou Sarmate, aime sa liberté, Joilà nos Alliés.
Marchons de ce coſté.	Marchons de ce côté.
Iiuons, ou periſſons dignes de Mithridate, It ſongeons bien plûtoſt, quelque amour qui nous flate, A défendre du joug & nous & nos Eſtats, Qu’à contraindre des cœurs qui ne ſe donnent pas.	Jivons, ou périssons dignes de Mithridate, It songeons bien tôt, quelque amour qui nous flatte, A défendre du joug et nous et nos États, Qu'à contraindre des cœurs qui ne se donnent pas.
PHARNACE Il ſçait vos ſentimens.	PHARNACE Il sais vos sentiments.
Me trompois-je, Madame?	Me trompais-je, Madame?
Oilà cet intereſt ſi puiſſant ſur voſtre ame, Ce Pere, ces Romains que vous me réprõchez.	Ôilà cet intérêt si puissant sur notre âme, Ce Père, ces Romains que vous me réprõchez.
XIPHARES.	XIPHARES.
I’ignore de ſon cœur les ſentimens cachez.	J'ignore de son cœur les sentiments cachés.
nauio je m y roumecerois, lalis touroir rien prétẽdre Si comme vous, Seigneur, je croyois les entendre.	nauio je m y roumecerais, lalis touroir rien prétẽdre Si comme vous, Seigneur, je croyais les entendre.
PHARNACE.	PHARNACE.
Vous feriez bien, & moy je fay ce que je doy.	Vous feriez bien, et moi je fais ce que je dois.
Voſtre exemple n’eſt pas vne regle pour moy.	Votre exemple n'est pas une règle pour moi.
XIPHARES.	XIPHARES.
Toutefois en ces lieux je ne connoy perſonne, Qui ne doiue imiter l’exemple que je donne.	Toutefois en ces lieux je ne connais personne, Qui ne doive imiter l'exemple que je donne.
PHARNACE.	PHARNACE.
Vous pourriez à Colchos vous expliquer ainſi.	Vous pourriez à Colchos vous expliquer ainsi.
XIPHARES.	XIPHARES.
Ie le puis à Colchos, & je le puis icy.	Je le puis à Colchos, et je le puis ici.
PHARNACE.	PHARNACE.
Icy?	Ici?
Vous y pourriez rencontrer voſtre perte.	Vous y pourriez rencontrer votre perte.
SCENE IV.	SCÈNE IV.
MONIME, PHARNACE, XIPHARES, PHOEDIME.	MONIME, PHARNACE, XIPHARES, PHONDIME.
PHOEDIME.	PHOEDIME.
Rinces, toute la Mer eſt de vaiſſeaux couverte, 1 Et bien-toſt démentant le faux bruit de ſa mort Mithridate luy-meſme arriue dans le Port.	Rinces, toute la Mer est de vaisseaux couverte, 1 Et bientôt démentant le faux bruit de sa mort Mithridate lui-même arrive dans le Port.
Mithridate!	Mithridate!
MONIME.	MONIME.
XIPHARES.	XIPHARES.
Mon Pere!	Mon Père!
PHARNACE.	PHARNACE.
Ah!	Ah!
Que viens-je d’entendre?	Que viens-je d'entendre?
PTOEDIME.	PTODIME.
Quelques Vaiſſeaux legers ſont venus nous l’apprenJ’eſt luy-meſme.	Quelques Vaisseaux légers sont venus nous l'apprenest lui-même.
Et déja preſſé de ſon deuoir Arbate loin du bord l’eſt allé receuoir.	Et déjà pressé de son devoir Arbate loin du bord l'est allé recevoir.
dre,	dre,
XIPHARES.	XIPHARES.
auons-nous fait!	avons-nous fait!
MONIME à Xiphares.	MONIME à XXiphares.
Adieu, Prince.	Adieu, Prince.
Quelle nouuelle!	Quelle nouvelle!
SCENE V.	SCÈNE V.
PHARNACE, XIPHARES.	PHARNACE, XIPHARES.
PHARNACE.	PHARNACE.
Ithridate reuient?	Ithridate revient?
Ah!	Ah!
Fortune cruelle!	Fortune cruelle!
MMavie, & mõ amour tous deux courẽt hazard Les Romains que j’attens arriueront trop tard.	MMavie, et mont amour tous deux courenêt hasard Les Romains que j'attends arriveront trop tard.
κ2xι- Comment faire!	§2x- Comment faire!
* I’entens que voſtre cœur ſoûpire phares Et j’ay conceû l’Adieu qu’elle vient de vous dire.	* J'entends que votre cœur soupire phares Et j'ai conçu l'Adieu qu'elle vient de vous dire.
Mais nous en parlerons peut-eſtre en d’autres temps, Nous auons aujourd’huy des ſoins plus importans, Mithridate reuient, peut eſtre inexorable, Plus il eſt malheureux, plus il eſt redoutable, Le peril eſt preſſant plus que vous ne penſez.	Mais nous en parlerons peut-être en d'autres temps, Nous avons aujourd'hui des soins plus importants, Mithridate revient, peut -être inexorable, Plus il est malheureux, plus il est redoutable, Le péril est pressant plus que vous ne pensez.
Nous ſommes criminels, & vous le connoiſſez, Rarement l’amitié deſarme ſa colere.	Nous sommes criminels, et vous le connaissez, Rarement l'amitié désarme sa colère.
Ses propres Fils n’ont point de Iuge plus ſeuere.	Ses propres Fils n'ont point de Juge plus sévère.
Et nous l’auons veû meſme à ſes cruels ſoupçons Sacrifier deux Fils pour de moindres raiſons.	Et nous l'avons vu même à ses cruels soupçons Sacrifier deux Fils pour de moindres raisons.
Craignons pour vous, pour moy, pour la Reine ellemeſme.	Craignons pour vous, pour moi, pour la Reine ellemesme.
Ie la plains, d’autant plus que Mithridate l’aime.	Je la plains, d'autant plus que Mithridate l'aime.
Amant auec tranſport, mais jaloux ſans retour Sa haine va toûjours plus loin que ſon amour.	Amant avec transport, mais jaloux sans retour Sa haine va toujours plus loin que son amour.
Ne vous aſſurez point ſur l’amour qu’il vous porte.	Ne vous assurez point sur l'amour qu'il vous porte.
Sa jalouſe fureur n’en ſera que plus forte.	Sa jalouse fureur n'en sera que plus forte.
Songez-y.	Songez-y.
Vous auez la faueur des ſoldats, Et j’auray des ſecours que je n’explique pas.	Vous avez la faveur des soldats, Et j'aurai des secours que je n'explique pas.
M’en croirez-vous?	M'en croirez-vous?
Courons aſſurer noſtre grace.	Courons assurer notre grâce.
Rendons-nous vous & moy maiſtres de cette Place:	Rendons-nous vous et moi maîtres de cette Place:
Et faiſons qu’à ſes Fils il ne puiſſe dicter, Que les conditions qu'ns voudiont accepter.	Et faisons qu'à ses Fils il ne puisse dicter, Que les conditions qu'ns voudiont accepter.
XIPHARES.	XIPHARES.
Ie ſçay quel eſt mon crime, & je connoy mon Pere, Et j’ay par-deſſus vous le crime de ma Mere.	Je sais quel est mon crime, et je connais mon Père, Et j'ai par-dessus vous le crime de ma Mère.
Mais quelque amour encor qui me) puſt éblouïr, Quand mon Pere paroiſt je ne ſçay qu’obeïr.	Mais quelque amour encor qui me) pût éblouir, Quand mon Père paraît je ne sais qu'obéir.
PHARNACE.	PHARNACE.
Soyons-nous donc au moins fidelles l’vn à l’autre?	Soyons-nous donc au moins fidèles l'un à l'autre?
Vous ſçauez mon ſecret, j’ay penetré le voſtre.	Vous Savez mon secret, j'ai pénétré le vôtre.
Le Roy toûjours fertile en dangereux détours S’armera contre nous de nos moindres diſcours.	Le Roi toujours fertile en dangereux détours S'armera contre nous de nos moindres discours.
Vous ſçauez ſa coûtume, & ſous quelles tendreſſes Sa haine ſçait cacherles tonpraits adreſſes.	Vous savez sa coûtume, et sous quelles tendresses Sa haine sait cacherles tonpraits adresses.
Allons.	Allons.
Puis qu’il le faut je marche ſur vos pas.	Puis qu'il le faut je marche sur vos pas.
Mais en obeïſſant ne nous trahiſſons pas.	Mais en obéissant ne nous trahissons pas.
Fin du premier Acte.	Fin du premier Acte.
NCTE TI SCENE PREMIERE.	NCTE -TY SCÈNE PREMIÈRE.
MONIME, PHOEDIME.	MONIME, PHONEDIME.
PHOEDIME.	PHOEDIME.
date arriue, Quand pour le receuoir chacun court ſur la riue ?	date arrive, Quand pour le recevoir chacun court sur la rive ?
Que faites-vous, Madame?	Que faites-vous, Madame?
Et quel reſſouuenir Tout à coup vous arreſte, & vous fait reuenir?	Et quel ressouvenir Tout à coup vous arrête, et vous fait revenir?
