Avec Permiſſion.	Avec Permission.
e me l’imaginois de même, Et qu’avoir ſa figure & ſon babil extrême, je le croiois une ombre, & je ne Ie prenois Que pour quelque Satite ou Faune de ce bois.	Je me l'imaginais de même, Et qu'avoir sa figure et son babil extrême, je le croyais une ombre, et je ne Ie prenais Que pour quelque Satite ou Faune de ce bois.
LYSIDAS.	LYSIDAS.
Et moy vray comme je vous haïs, je vous declare delormais Que je ne croiray rien quoy que vous puiſſiez dire, Sinon que vous vouliez m’ériger en Satire Et faire grand feu de mon bois.	Et moi vrai comme je vous hais, je vous déclare délormais Que je ne croirai rien quoi que vous puissiez dire, Sinon que vous vouliez m'ériger en Satire Et faire grand feu de mon bois.
AMARILLE.	AMARILLE.
Berger c’eſt bien mal reconnoître La tendreſſe qu’on a pour vous, Mais ſans m’expoſer au courtoux Que dans vos yeux je vois paroître.	Berger c'est bien mal reconnaître La tendresse qu'on a pour vous, Mais sans m'exposer au courtoux Que dans vos yeux je vois paraître.
Je tãcheray de vous faite connoître, Quand vous ne ſerez plus jaloux, Que pour moy Lyſidas peut-être N’auroit pas tort d’avoir des ſentimens plus doux.	Je tãcheray de vous faite connaître, Quand vous ne serez plus jaloux, Que pour moi Lysidas peut-être N'aurait pas tort d'avoir des sentiments plus doux.
SCENE IV.	SCÈNE IV.
CORIDON, LYSIDAS, DAPHNIS, CLITANDRE, DAVE, TIRGIS.	CORIDON, LYSIDAS, DAPHNIS, CLITANDRE, DAVE, TIRGIS.
CLITANDRE.	CLITANDRE.
Uoy Lyfidas toûjours avec ſon Amatille, L Eſtece donc que jamais on ne s’en déferat	Où Lyfidas toujours avec son Amatille, L Estece donc que jamais on ne s'en déferat
LYSIDAS.	LYSIDAS.
C’eu eſt fait, vous voyez de mes yeux je l’exile d ous ne jaindis paroitle ou Eyndat lelde	C'eu est fait, vous voyez de mes yeux je l'exile d ous ne jaindis parle ou Éndat lelde
DAVE.	DAVE.
C’eſt dequoy j’ay grand peur.	C'est dequoy j'ai grand peur.
LYSIDAS.	LYSIDAS.
Parbleu me voilà libre Autant que ii jauiais jeiritoirca dnmoit.	Parbleu me voilà libre Autant que jaujais jeiritoirca dnmait.
Et je ſuis preſt ſi l'on veut de ce jour De marcher du côté du Tibre Voir un peu dequel air on y bat le Tambour.	Et je suis prêt si l'on veut de ce jour De marcher du côté du Tibre Voir un peu dequel air on y bat le Tambour.
DAVE.	DAVE.
Teſtebleu que long-temps durera cette tréve Qu’il dit qu’il vient de faire avec l'amous, Je vais gager qu’avant la fin du jour Il me dira des fois plus de vingt qu’il en creve.	Têtebleu que longtemps durera cette trêve Qu'il dit qu'il vient de faire avec l'amous, Je vais gager qu'avant la fin du jour Il me dira des fois plus de vingt qu'il en crève.
DAPHNIS.	DAPHNIS.
Et toy donc Coridon:	Et toi donc Coridon:
mais qu’as-tu	mais qu'as-tu
CORIDON.	CORIDON.
Moy j’earage Que ne ſuis-je déja party,	Moi j'éarage Que ne suis-je déjà parti,
CLITANDRE.	CLITANDRE.
Oh voilà qui va bien cela, ferme, courage, Allons enfant, allons:	Oh voilà qui va bien cela, ferme, courage, Allons enfant, allons:
prenons le bon party Saus nous amuſer davantage A faire ce que fait un Amoureux tranſiIl' nous faur imiter ces braves Amaſones Qui ne font point l'Amour que dans un grand beſoin.	prenons le bon parti Saus nous amuser davantage À faire ce que fait un Amoureux transiIl nous saurait imiter ces braves Amasones Qui ne font point l'Amour que dans un grand besoin.
Et le reſte du temps ne l'emploient qu’au ſoin De donner des combats & ganer des couronnes.	Et le reste du temps ne l'emploient qu'au soin De donner des combats et ganer des couronnes.
Il nous faut récarter les femmes le plus loin Qu’il nous.	Il nous faut récarter les femmes le plus loin Qu'il nous.
mais quoy je vois Dave que tu t’étonnes.	mais quoi je vois Dave que tu t'étonnes.
3 3100	3 3100
DAVE.	DAVE.
A vous voir dans la tête un ſi plaiſant deſſein Qui ne s’étonnetoit, je vous prie en ma place De vouloir renoncer à tout plaiſir humain, Et de faire perir la race Des braves habitans de Thrace En éloig naut d’icy le ſexe feminin?	À vous voir dans la tête un si plaisant dessein Qui ne s'étonnetoit, je vous prie en ma place De vouloir renoncer à tout plaisir humain, Et de faire périr la race Des braves habitants de Thrace En éloig naut 'ici le sexe féminin?
CLITANDRE.	CLITANDRE.
Noumure puubraine pomt;	Noumure puubraine pompt;
cesmulttes Gurrriers Qui ne prennent jamais d’époux Ne laiſſent pas ainſi que nous De gouiter de l’Amour les douceurs ſingulieres.	cesmulttes Gurriers Qui ne prennent jamais d'époux Ne laissent pas ainsi que nous De gouiter de l'Amour les douceurs singulières.
DAVE.	DAVE.
Oüy parce qu’en tout temps nous nous tenoss Detecevoir des fayeurs d’elles.	Oui parce qu'en tout temps nous nous tenoss Detécevoir des faiseurs d'elles.
[ heureux Mais c’eſt à ſçavoir ſi les Belles Aprés les avoir fait dénicher de ces lieux.	[ heureux Mais c'est à savoir si les Belles Après les avoir fait dénicher de ces lieux.
A point nõmé viendroient y repoudre à nos vuœx,	À point nõmé viendraient y repoudre à nos vœuœx,
CLITANDRE.	CLITANDRE.
Sans doute, & in vois bien que le plus grand des Dieux Leut vient défendre encor de nous être cruelles:	Sans doute, et in vois bien que le plus grand des Dieux Leut vient défendre encor de nous être cruelles:
La guerre a ſes plaiſirs auſſi bien que l’Amour;	La guerre a ses plaisirs aussi bien que l'Amour;
Son travail le plus grand de laſſe, Il en eſt de la guerte ainſi que de la choſſe Ou cent plaiſirs divers ſe ſuivent tour à tour.	Son travail le plus grand de lasse, Il en est de la guerte ainsi que de la chosse Ou cent plaisirs divers se suivent tour à tour.
A la guerre comme à la chaſſe On ſe munit de dars, de ſléches, & d’epieux, On évite, on pourſuit, on attire, on meoace, On preud un poſte avantageux  Et c’eſt à qui pourra pour lors à qui mieux mieuz Y faire diſtinguet ſon art, & ſon audace.	À la guerre comme à la chasse On se munit de dars, de slèches, et d'épieux, On évite, on poursuit, on attire, on meoce, On prud un poste avantageux Et c'est à qui pourra pour lors à qui mieux mieus Y faire distinguet son art, et son audace.
DAVE.	DAVE.
Le bra ve Champion.	Le bra ve Champion.
CORIDON.	CORIDON.
I.	I.
Mais ſans tant diſcourir ol la guerte a pour nous des enſimes, Qui nous empêche de courir Et de nous ranger ſous les armes?	Mais sans tant discourir ol la guerte a pour nous des enzymes, Qui nous empêche de courir Et de nous ranger sous les armes?
TRSIS 121 11D.	TRSIS 121 11D.
21i1 C eſt bien dit :	21i1 Ç est bien dit :
Anons de ce pas L01 Accoûtumer nos mains aux plus rudes combate.	Anons de ce pas L01 Accoutumer nos mains aux plus rudes combatte.
SCENEE DAVE, CLEANTIS.	SCÈNE DAVE, CLEANTIS.
DAVE.	DAVE.
Es dangereux guerriets:	Es dangereux guerriets:
il faut pourtant les L ſaivte, Car j’aurois peur que quelqu’un d’eux Ne vint à mes dépens faire le valeureux, Et commençant par may ſes exploits glorieux, Me vint faire ceſſer de vivre.	il faut pourtant les L aivre, Car j'aurais peur que quelqu'un d'eux Ne vint à mes dépens faire le valeureux, Et commençant par mai ses exploits glorieux, Me vint faire cesser de vivre.
CLEANTIS.	CLÉANTIS.
Quoy Dave s’enfuit d’où ie ſuis.	Quoi Dave s'enfuit d'où tu suis.
ceuten auin le mettre lu rang des braves ?	ceuten auin le mettre lu rang des braves ?
DAVE.	DAVE.
Oüy, ma tres chere, helas!	Oui, ma très chère, hélas!
je m’attendris.	je m'attendris.
A dieu c’eſt pour jamais, Adieu que je vous dis, C’eſt malgré moy qu’il faut ma chert Creantis Que j’aille ſignaler l'illuſtre nom des Daves.	À dieu c'est pour jamais, Adieu que je vous dis, C'est malgré moi qu'il faut ma chert Créantis Que j'aille signaler l'illustre nom des Daves.
23	23
CENE VI.	CÈNE VI.
CLEANTIS I'ECEIDE, MIRTILLE PHILIS, CLIMENE.	CLEANTIS J'ÉCEIDE, MYRTILLE PHILIS, CLIMENE.
CLIMENE.	CLIMENE.
Uel fujer a donc Cleantis Ainſi de répaudre des larmes, Ele qui ſe voit ſeule heuteuſe en ce païs.	Vel fujer a donc Cléantis Ainsi de répaudre des larmes, Éle qui se voit seule heuteuse en ce pays.
Et ſeule dont l’Amant fidele aime les charmes?	Et seule dont l'Amant fidèle aime les charmes?
CLEANT IS.	CLÉANT IS.
cacideijeravonteujours cru Que j’étois bien heureuſe, & Dave raiſonnable, Mais par un malheur qui m’accable Pour moy qui l'adorois c’eſt autant de perde.	cacideijeravonteujours cru Que j'étais bien heureuse, et Dave raisonnable, Mais par un malheur qui m'accable Pour moi qui l'adorais c'est autant de perde.
PHILIS.	PHILIS.
Eſt-ce là tour vray onte eſt encorgrande perte,	Est-ce là tour vrai onte est encorgrande perte,
CLIMENE.	CLIMENE.
Philis la perte eſt grande aſſez, Et je trois à parler ſans parole couverte Ptus grande que vous ne penſez,	Philis la perte est grande assez, Et je trois à parler sans parole couverte Ptus grande que vous ne pensez,
PHILIS.	PHILIS.
Sommen;	Sommen;
CLIMENE.	CLIMENE.
Parce qu’il eſt à craindre Que ſi Dave venoit à ſe faire ſoldat, Ton Amant & le mien bientôt ne nous quittât?	Parce qu'il est à craindre Que si Dave venait à se faire soldat, Ton Amant et le mien bientôt ne nous quittât?
Pour lors nous aurions beau pous plaindre.	Pour lors nous aurions beau pous plaindre.
aen a laa Ram Ce que Climene dit pourroit bien arrivere	aen à la Ram Ce que Climène dit pourrait bien arrivère
PHILIS.	PHILIS.
Et bien ſuppoſez qu’il artive Quel mal voulez vous qui s’enſuive De perdre un amoureux d’hyver.	Et bien supposez qu'il artive Quel mal voulez -vous qui s'ensuive De perdre un amoureux d'hiver.
MYRTILLE.	MYRTILLE.
Je ne ſçais pas ſi vous vous faites a plaiſir de n’avoir aucun contentement, Mais quaud a muy j’avoueray nancnement Que je moutroisſi j’étois ſans Amant, Et ſi quelqu’un ne me contoit deurettes,	Je ne sais pas si vous vous faites a plaisir de n'avoir aucun contentement, Mais quaud a mui j'avouerai nancnement Que je moutroissi j'étais sans Amant, Et si quelqu'un ne me contait devrettes,
PHILIS.	PHILIS.
es fleurettes qu’Amour inſpire en ce païs out des douceurs ſans doute extrémement galan tes.	ès fleurettes qu'Amour inspire en ce pays out des douceurs sans doute extrêmement galan tes.
CLIMENE.	CLIMENE.
Encor vaut-il à mon avis lieux avoir ces douceurs, & paſſer pour Amantes;	Encor vaut-il à mon avis lieux avoir ces douceurs, et passer pour Amantes;
Que de languir dans le mépris.	Que de languir dans le mépris.
PHILIS.	PHILIS.
ye de lula point de votle avia, Et ce n’eſt point là mon alleure aîme autant n’avoit point de galans ni d’amis Que d’en avoir qui ſoient groſſiers, & mal polis, it qui ne gardent point avec moy de meſure.	ie de lula point de votle avia, Et ce n'est point là mon alleure a autant avoit point de galants ni d'amis Que d'en avoir qui soient grossiers, et mal polis, qui ne gardent point avec moi de mesure.
MYRTILLE.	MYRTILLE.
U PPuiſqu’ainſi le veut le païs faut bien ſe paſſer à ceux qu’il nous preſente?	V PPuisqu'ainsi le veut le pays faut bien se passer à ceux qu'il nous présente?
PHILIS.	PHILIS.
Moy!	Moi!
paſſer pour être l’Amante De gens qui n’ont ni beaux faits ni beaux dits, De ce côté Philis eſt fort vôtre ſervante.	passer pour être l'Amante De gens qui n'ont ni beaux faits ni beaux dits, De ce côté Philis est fort votre servante.
CLIMENE.	CLIMENE.
du viotreumdu giepeultanecied onnuyaate De vivre ſans aimer comme prétend Philis.	du viotreumdu giepeultanecied onnuyate De vivre sans aimer comme prétend Philis.
MINEILLE.	MINEILLE.
Il me feroit bien mal de perdre mon Tyrſis.	Il me ferait bien mal de perdre mon Tyrsis.
ZELIDE.	ZELIDE.
C’eſt à quoy toutefois vous devez vous attendre?	C'est à quoi toutefois vous devez vous attendre?
Car je ſçais & de bonne part Que les Bergets ſont tous ſur leur depart, doul unel le jaladle s ecunules	Car je sais et de bonne part Que les Bergets sont tous sur leur départ, doul unel le jaladle s ecunules
MYRTILLE.	MYRTILLE.
Quoy mon Tyrſis me manqueroit de foy.	Quoi mon Tyrs me manquerait de foi.
CLIMENE.	CLIMENE.
Clitandre mon Berger s’eloigneroit de moy;	Clitandre mon Berger s'éloignerait de moi;
Et que nous ſert donc cét oracle Que de ſa bouche un Dieu luy-même à prononcé.	Et que nous sert donc cet oracle Que de sa bouche un Dieu lui-même à prononcé.
ZELIDE.	ZELIDE.
De rien, & nôtre Amour à moins d’un grand miraN’en ſera pas plus avancé.	De rien, et notre Amour à moins d'un grand miraN'en sera pas plus avancé.
Icle	Icle
O e d l dvRa.	Ô Ô eût dvRa.
PYRRHA, ZELIDE, CLIMENE, MYRTILLE, PHILIS, CLEANTIS	PYRHA, ZELIDE, CLIMENE, MYRTILLE, PHILIS, CLEANTIS
PYRRHA.	PYRHA.
E vous chagrinez point, enmene, 140( AN C’eſt ce miracle qui m’amene.	E vous chagrinez point, enmène, 140( AN C'est ce miracle qui m'amène.
M.	M.
De De la part de ce Dieu je viens vous annoncet Qui va rendre les Bergers ſages, Et que ſon feu les va forcer A vous rendre à jumais de fidelles hommages.	De De la part de ce Dieu je viens vous annoncet Qui va rendre les Bergers sages, Et que son feu les va forcer À vous rendre à jumais de fidèles hommages.
C’eſt dans le Temple que ce Dieu Ma revelé ce doux myſtere, Et ſi vous m’en croyez c’eſt dans ce même lieu Qu'àl'en venir prier vous ne tarderez gueres	C'est dans le Temple que ce Dieu Ma revelé ce doux mystère, Et si vous m'en croyez c'est dans ce même lieu Qu'àen venir prier vous ne tarderez guère
CDLANETSE Sans doute.	CDLANETSE Sans doute.
allons y de ce pas.	allons y de ce pas.
ObIMIEIEI Vn tel bienfait vaut bien qu’on ne differe pas	ObIMIEIEI Un tel bienfait vaut bien qu'on ne diffère pas
ACTE V AOERCEE LYSIDAS, TYRSIS.	ACTE V ORÉE LYSIDAS, TYRSISIS.
LYSIDAS.	LYSIDAS.
Ue l'amour, cher Tyrſis, eſt une étrange, 2 Et qui nous doune d’embarras.	Que l'amour, cher Tyrs, est une étrange, 2 Et qui nous doune d'embarras.
[ affaire, Du moment qu’un objet à pour nous quelque appas, Et qu’il à ſçû nous toucher & nous plaire Nôtre cœur tâche en vain à s’en deffatte Il ne rend plus que de foibles combats Tout ce que nous faiſons nous eſt ſouvent contraiEt l’eſprit le moins temeraite Incertain de ce qu’il doit faire Ire, Ne ſçait ni ce qu’il veut, ni ce qu’il ne veut pas:	[ affaire, Du moment qu'un objet à pour nous quelque appas, Et qu'il à sçû nous toucher et nous plaire Notre cœur tâche en vain à s'en défatte Il ne rend plus que de faibles combats Tout ce que nous faisons nous est souvent contraiEt l'esprit le moins téméraite Incertain de ce qu'il doit faire Ire, Ne sait ni ce qu'il veut, ni ce qu'il ne veut pas:
TYRSIS.	TYRSIS.
Hélas!	Hélas!
ignores-tu, cher Lyſidas, que j’aime, Et qu’aimant, de ce que tu dis je pais dien jeger par moy même.	ignores-tu, cher Lysidas, que j'aime, Et qu'aimant, de ce que tu dis je pais dien jeger par moi -même.
LYSIDAS.	LYSIDAS.
Quoy tu lerois auſi dans la pelne où je ſuis.	Quoi tu lerais ausi dans la pelne où je suis.
YRSIS.	YRSIS.
Puiſqu’il eſt arreſté que nous prendrons les armes, e tâche à n’aimer plus ainſi que tu le dis, nauicuuiderenoneme coule bten des larmes   Je n’en dors point toutes les nuits	Puisqu'il est arrêté que nous prendrons les armes, e tâche à n'aimer plus ainsi que tu le dis, nauicuuiderenoneme coule bten des larmes Je n'en dors point toutes les nuits
LYSIDAS.	LYSIDAS.
Se ſeroit t’obliger je crois que de t’apprendre Le ſecret de n’être plus tendre.	Se serait t'obliger je crois que de t'apprendre Le secret de n'être plus tendre.
TYRSIS, Sans doure"	TYRSIS, Sans doure"
DYSIDAS.	DYSIDAS.
De bon cœur je voudrois le pouvoir.	De bon cœur je voudrais le pouvoir.
IRSIS.	JRSIS.
Je te ſuis obligé.	Je te suis obligé.
tu peux croire de même Que ſi c’étoit aſſez de le vouloir.	tu peux croire de même Que si c'était assez de le vouloir.
LYSIDAS.	LYSIDAS.
Tu peux ſi tu voulois, cher Tyrſis, dés ce ſoir Guerir de mon Amour extrême L’excez qui met mon ame au deſeſpoir.	Tu peux si tu voulais, cher Tyrsis, dès ce soir Guérir de mon Amour extrême L'excès qui met mon âme au désespoir.
YRSIS.	YRSIS.
Commande moy, cher Lyſidas, Dis ſeulement en quoy je te puis être utile.	Commande moi, cher Lysidas, Dis seulement en quoi je te puis être utile.
LYSIDAS.	LYSIDAS.
a dle ?	a dle ?
TYRSIS.	TYRSIS.
La raiſon.	La raison.
LYSIDAS C’eſt qu’elle eſt difficile.	LYSIDAS C'est qu'elle est difficile.
YRSIS.	YRSIS.
Eſt-ce donc qu’à prerent ta le he connois pas?	Est-ce donc qu'à prérent ta le hé connais pas?
Ai n'eit tien que peui toy je ne trouve facile.	Ai n'éit tien que peu toi je ne trouve facile.
LYSIDAS.	LYSIDAS.
Tyrſis tu ſçais l’Amour que j'ay pour Amarille,	Tyrs tu sais l'Amour que j'ai pour Amarille,
TYRSIS, Hé bien.	TYRSIS, Hé bien.
LYSIDAS.	LYSIDAS.
Cert inutillement Que je t’en ferois la priere.	Cert inutillement Que je t'en ferais la prière.
TYRSIS.	TYRSIS.
Parbleu voilà bien du myſtere:	Parbleu voilà bien du mystère:
Comment n’oſerois-tu parler plus hardiment.	Comment n'oserais-tu parler plus hardiment.
Si tu veux je m'en vais m’engag er par ſerment Sans ſçavoir ce que c’eſt de le dire ou le faire.	Si tu veux je m'en vais m'engag er par serment Sans savoir ce que c'est de le dire ou le faire.
LYSIDAS.	LYSIDAS.
Je voudrois bien ſçavoir au vray par ton moyen Comme je ſuis dans l’eſprit d’Amarille, Car à n’en point m’entir, il me fâcheroit bien Pour peu qu’elle m’aimât de fuit ſon entretien Pour aller ſous un Pan de muraille de Ville me faire eſtropier en guertier malhabile.	Je voudrais bien savoir au vrai par ton moyen Comme je suis dans l'esprit d'Amarille, Car à n'en point m'entir, il me fâcherait bien Pour peu qu'elle m'aimât de fuit son entretien Pour aller sous un Pan de muraille de Ville me faire estropier en guertier malhabile.
SIS.	SIS.
Cela meir pas plaiſant.	Cela meir pas plaisant.
LYSIDAS.	LYSIDAS.
Il faudroit pour cela Que tu priſſes d’un Outs la taille, & l’encolure,	Il faudrait pour cela Que tu prisses d'un Outs la taille, et l'encolure,
TYRSIS.	TYRSIS.
D'un ours	D'un ours
LYSIDAS.	LYSIDAS.
Oüy.	Oui.
TYRSIS.	TYRSIS.
Quel rapport je te prie & conjure Peut avoir cét animal-là Avec ton Amatille & toutes tes Amours?	Quel rapport je te prie et conjure Peut avoir cet animal-là Avec ton Amatille et toutes tes Amours?
LYSIDAS.	LYSIDAS.
Ecoûte je vais te l'apprendre.	Écoute je vais te l'apprendre.
Deguisé de la ſorte & baty comme un ours.	Déguisé de la sorte et bâti comme un ours.
YRSIS.	YRSIS.
Ua Ours.	Oùa Ours.
LYSIDAS.	LYSIDAS.
Des bois prochains dont il en ſort toûjouis Tu feras feinte en ces lieux de te rendre:	Des bois prochains dont il en sort toûjouis Tu feras feinte en ces lieux de te rendre:
Tn t'en viendras ſur moy te jetter & me prendre He bien ne Içavois-je pas bien.	Tann t'en viendras sur moi te jeter et me prendre He bien ne Içavois-je pas bien.
Quand je te l’aurois dit que tu n’en voudrois rien?	Quand je te l'aurais dit que tu n'en voudrais rien?
YRSIS.	YRSIS.
Moy pourquoy pon?	Moi pourquoi pon?
d’accord, ſoit Ours.	d'accord, soit Ours.
LYSIDAS.	LYSIDAS.
Alors je verray bien ſi criant au ſecours.	Alors je verrai bien si criant au secours.
Etn tacnaut de me deneudre Amarille qu’icy je ne fais rien qu’attendre Sinteteſſera pour mes jours	Etn tacnaut de me deneudre Amarille qu'ici je ne fais rien qu'attendre Sintetessera pour mes jours
YRSIS.	YRSIS.
Parbleu s’il fut jamais une métamorphoſe C’eſt celle qu'a preteut Eyſidas me propoſe:	Parbleu s'il fut jamais une métamorphose C'est celle qu'a préteut Eysidas me propose:
Me faire Ours &, comment, c’eſt donc m'urſifier,	Me faire Ô et, comment, c'est donc m'ursifier,
LTS IDAS.	LTS IDAS.
Mais ſur tour ne vas pas me faite de quartiet.	Mais sur tour ne vas pas me faite de quartiet.
TYRSIS.	TYRSIS.
Non non.	Non non.
LYSIDAS.	LYSIDAS.
Vien-t’en ſur moy têre baiſsée Me manger ſi tu peux.	Viens-t-en sur moi tère baissée Me manger si tu peux.
TYRSIS.	TYRSIS.
La drôle de pensée.	La drôle de pensée.
D’accord pourvû pourtant entre nous Lyſidas Que la houlette n’en ſoit pas.	D'accord pourvu pourtant entre nous Lysidas Que la houlette n'en soit pas.
LYSIDAS.	LYSIDAS.
Non capite jeramnuray de raroidubhée	Non capité jeramnurai de raroidubhée
TYRSIS.	TYRSIS.
Parbleuſ'expedient eſt drôle s’il en fut.	Parbleus'expédient est drôle s'il en fut.
Mais dis-moy ſi tu veux en depit qu’elle en eût Je la tiendrois bien entre mes bras liée.	Mais dis-moi si tu veux en dépit qu'elle en eût Je la tiendrais bien entre mes bras liée.
LYSIDAS.	LYSIDAS.
Non non:	Non non:
fais ſeulement ce dont je t’ay prié, Et ſois ſeur qu'un tel bien n'eit jamais oublié.	fais seulement ce dont je t'ai prié, Et sois sûr qu'un tel bien n'it jamais oublié.
Pars vîte, car je crois l'entendre qui s’avance.	Pars vite, car je crois l'entendre qui s'avance.
TYRSIS.	TYRSIS.
Laiſſé faire, je vais l'errayer d’importunce.	Laissé faire, je vais l'errayer d'importunée.
SCENE II.	SCÈNE II.
AMARILLE, LYSIDAS.	AMARILLE, LYSIDAS.
AMARILLE.	AMARILLE.
E bien eſt-ce toûjours vous même, 1Todbieun le courrour que vous m’avez fait voir Cede enfin à l'Amour extrême Dout l’ardeur ſi long temps à fatte mon expoir.	E bien est-ce toujours vous -même, 1Todébieun le courrour que vous m'avez fait voir Cède enfin à l'Amour extrême Dout l'ardeur si long temps à fatte mon expoir.
LYSIDAS.	LYSIDAS.
C'eſt ce que j’aurois bien envie de ſçavoit 1900 or je vous hais ou je vous aime.	C'est ce que j'aurais bien envie de Savait 1900 or je vous hais ou je vous aime.
AMARILLE.	AMARILLE.
Ah n'en doutez point, Lyſidas.	Ah n'en doutez point, Lysidas.
Quand on parle comme vous faites, Il eſt certais qu’on n'aime pas	Quand on parle comme vous faites, Il est certais qu'on n'aime pas
LYSIDAS.	LYSIDAS.
Et qui vous à donc dit mes pensées ſecretes, Voyez.	Et qui vous a donc dit mes pensées secrètes, Voyez.
Il eſt certain dit-elle nelas!	Il est certain dit-elle nelas!
L iij J’en doute bien pourtant, & même bien je doute Que bien-tôt ce diantre de doute Ne mue mulle tomber dans bien de l’embarras	 iij J'en doute bien tôt, et même bien je doute Que bientôt ce diantre de doute Ne mue mulle tomber dans bien de l'embarras
AMARILLE.	AMARILLE.
Qui vit jamais ignorance de même, Et qui jamais a douté ſur ce point, Et n'eſt-ce pas ſçavoir qu'on n'arme point C e d’être en doute ſi l’on aime.	Qui vit jamais ignorance de même, Et qui jamais a douté sur ce point, Et n'est-ce pas savoir qu'on n'arme point Ç eau d'être en doute si l'on aime.
LYSIDAS.	LYSIDAS.
Voyez le beau raiſonnement, Il ne faut point douter, à moins que l’on n’adore Con ne haïſſe épouventablement.	Voyez le beau raisonnement, Il ne faut point douter, à moins que l'on n'adore Con ne haïsse épouventablement.
Et moy je veux doutet, & vous repete cncore Que je doute, & tres fortement Si je vous aime ou non, j’appele tendrement.	Et moi je veux doutet, et vous répète cncore Que je doute, et très fortement Si je vous aime ou non, j'appelé tendrement.
AMARILLE.	AMARILLE.
apprehende qu’on ne m’écoute Combattre ſ ſong-temps une ingrate froideur:	appréhende qu'on ne m'écoute Combattre s song-temps une ingrate froideur:
Ainſi je ne vous dis rien, ſinon que ce doute Rabat beaucoup de ma premiere ardeur.	Ainsi je ne vous dis rien, sinon que ce doute Rabat beaucoup de ma première ardeur.
auara ny.	avara Madame.
Encore une patole.	Encore une patole.
AMARILLE.	AMARILLE.
Hé bien:	Hé bien:
O LYSIDAS.	Ô LYSIDAS.
Et ſans colere, Par quelle taiſon vous ſauver?	Et sans colère, Par quelle taison vous sauver?
2( 4.	2 ( 4.
Ne voyez vous pas bien que je vous ſuis ſincere, Et que ce que j’en dis c’eſt pour vous éprouver?	Ne voyez vous pas bien que je vous suis sincère, Et que ce que j'en dis c'est pour vous éprouver?
AMARILLE.	AMARILLE.
Lépreuve ſans doute eſt plaiſante Où vous voulez mettre mon cœur, Et la ſincerité me ſemble taviſſante De cachei une chaſte ardeut	Lépreuve sans doute est plaisante Où vous voulez mettre mon cœur, Et la sincérité me semble tavissante De cachei une chaste ardeut
LYSIDAS.	LYSIDAS.
L’une & l’autre le ſout plus que vous ne peuſez, Et ma precaution eſt extraordinaire:	L'une et l'autre le sout plus que vous ne peusez, Et ma précaution est extraordinaire:
Mais je crois pour conclurre une auſſi grande affaire Comme eſt l'hymen qu’on n’en peut prendre aſſez,	Mais je crois pour conclurre une aussi grande affaire Comme est l'hymen qu'on n'en peut prendre assez,
AMARILLE.	AMARILLE.
Prenez-en tant qu’il vous plaira:	Prenez-en tant qu'il vous plaira:
Mais ſi vous n’avez rien de meilleur à me dire, Il n’eſt pas grand beſoin lors que je me retire De tue r’appcier poua cers	Mais si vous n'avez rien de meilleur à me dire, Il n'est pas grand besoin lors que je me retire De tue rappier poua cers
SCENE III.	SCÈNE III.
AMARILLE, LYSIDAS, FYRSIS Deguisé en ours.	AMARILLE, LYSIDAS, FYRSIS Déguisé en ours.
AVICE IDAS.	AVICE IDAS.
Ergere, betg te, au ſecouts?	Ergère, bed te, au secouts?
je me meurs, a moy.	je me meurs, à moi.
Rrumneurs l'Ours Je vous crie mercy.	Rrumneurs l'Ours Je vous crie merci.
AMARILLE.	AMARILLE.
Ciel, & ſauvez-vous vite.	Ciel, et sauvez-vous vite.
LYSIDAS.	LYSIDAS.
Hé quoy eſt-ce ainſi qu’on me quitte?	Hé quoi est-ce ainsi qu'on me quitte?
Oh elle ne m’aime point.	Oh elle ne m'aime point.
AMARILLE.	AMARILLE.
Ah ſauvez vous, berger.	Ah sauvez -vous, berger.
LYSIDAS.	LYSIDAS.
Ah mon Dien accoutez un peu is revanger.	Ah mon Dien accoutez un peu is revanger.
Qh elle ne m’aime point:	Quh elle ne m'aime point:
c'eſt uns Aote seete.	c'est uns Aote seete.
AMARILLE.	AMARILLE.
O cier!	Ô cier!
LYSIDAS.	LYSIDAS.
Pourtant.	Pourtant.
AMARILLE.	AMARILLE.
O Dieux.	Ô Dieux.
LYSIDAS.	LYSIDAS.
crois.	crois.
AMARILLE.	AMARILLE.
Je vous conjure.	Je vous conjure.
LYSIDAS.	LYSIDAS.
Et m’allez vous laiſſer manger, Encor ſi j’avois ma houlette, e.	Et m'allez -vous laisser manger, Encor si j'avais ma houlette, e.
Monſieur l’Ours?	Monsieur l'Ours?
hé Monſeigueur.	hé Monseigueur.
Vous êtes tropgeutii pour me porter malheur.	Vous êtes tropguti pour me porter malheur.
Le beau poil, les beaux yeux, & pardon, je vous prie.	Le beau poil, les beaux yeux, et pardon, je vous prie.
AMARILLE.	AMARILLE.
Iuſte Ciel fait de ſa vie Ah j’en moutray prerre berger.	Juste Ciel fait de sa vie Ah j'en moutrai prérerre berger.
LYSIDAS.	LYSIDAS.
Et m’allez vous l'aiſſer menger, Et venez tout du moins me tenir compagnie, Et pour gage de vôtre foy S’il faut qu’il m’arrache la vie, Vous faire manger avec moy.	Et m'allez -vous l'aisser menger, Et venez tout du moins me tenir compagnie, Et pour gage de votre foi S'il faut qu'il m'arrache la vie, Vous faire manger avec moi.
Monſieur l’Ours, que voulez vous faire?	Monsieur l'Ours, que voulez -vous faire?
