ARGVMENT.	ARGUMENT.
Mais reſtant ſans repos au milieu de ma couche, Des cris interrompus ont ſorty de ma bouche, I'ay pouſſé des ſanglots, i’ay hautement gemy, Non ſans quelque douleur toutmon corps afremy, Et preſageant ainſi mes fatales ruines, Me ſembloit que mon lict fut parſemé d’eſpines, Que mon cœur tenaillé ſe partageoit en deux, Que ie perdois en l'air mes ſouſpirs, & mes vœux.	Mais restant sans repos au milieu de ma couche, Des cris interrompus ont sorti de ma bouche, J'ai poussé des sanglots, j'ai hautement gémi, Non sans quelque douleur toutmon corps agrémi, Et présageant ainsi mes fatales ruines, Me semblait que mon lit fut parsemé d'épines, Que mon cœur tenaillé se partageait en deux, Que ie perdais en l'air mes soupirs, et mes vœux.
Touſiours deuant les yeux ayant le vain image De Thyrſis tout changé, & deffaict de viſage;	Toujours devant les yeux ayant le vain image De Thyrsis tout changé, et défait de visage;
L’œil degouttant de pleurs, & tout couuert de dueil, Me ſembloit, qu’il creuſoit luy-meſme ſon cercueil:	L'œil dégouttant de pleurs, et tout couvert de deuil, Me semblait, qu'il crusait autre-même son cercueil:
Pour rompre ce penſer, & me tirer de peine, Ie ſorts me pourmener aux deſerts de Sirenc;	Pour rompre ce penser, et me tirer de peine, Je sorts me pourmener aux déserts de Sirenc;
Quel Berger vois-je là, triſtement ſoucieux, Qui n’oſe regarder la demeure des Dieux?	Quel Berger vois-je là, tristement soucieux, Qui n'ose regarder la demeure des Dieux?
Il faut m'en approcher afin de le cognoiſtre, O Dieux!	Il faut m'en approcher afin de le connaître, Ô Dieux!
C’eſt le Berger qu’amour a fait mõ maiſtre, Thyrſis, où ſont ces yeux?	C'est le Berger qu'amour a fait mõ maître, Tirsis, où sont ces yeux?
que tu diſois n’auoir Receu tant ſeulement, que pour l’heur de me voir?	que tu disais n'avoir Revec tant seulement, que pour l'heur de me voir?
Quoy?	Quoi?
deuant celle-là que ton eſprit adore, Quel ſoucy importun, maintenant te deuore?	devant celle-là que ton esprit adore, Quel souci importun, maintenant te dévore?
Quel ſubit changement te fait vn ſi grand tort, Que proche de l’amour tu reſſembles la mort?	Quel subit changement te fait un si grand tort, Que proche de l'amour tu ressembles la mort?
Eſcoute ceſte voix, qui te rauiſſoit l'ame, Qui faiſoit de ton cœur vn Mont-Gibel de flame!	Écoute cette voix, qui te ravissait l'âme, Qui faisait de ton cœur un Mont-Gibel de flamme!
Regarde ta Syluie, & voy deuant tes yeux, Celle dont tu diſois eſtre ialoux les Dieux, Parle à moy mon Thyrſis, ſatisfaits à ma plainte, Ou ie diray par tout, que ton amour fut feinte, Qué tu n'eus qu'vn deſir trompeur & paſſager, Digne d’vn Courtiſan, indigne d’vn Berger.	Regarde ta Syluie, et vois devant tes yeux, Celle dont tu disais être jaloux les Dieux, Parle à moi mon Thyrsis, satisfaits à ma plainte, Ou ie dirai par tout, que ton amour fut feinte, Qué tu n'eus qu'un désirai trompeur et passager, Digne d'un Courtisan, indigne d'un Berger.
THYRSIS.	THYRSIS.
Pardonne à mon ſilence & croy, belle Syluie, Que ton vouloir tout ſeul doit gouuerner ma vie, Que ie ne ſuis coulpable, & qu'en cet accident La puiſſance d’Amour me perd en te perdant;	Pardonne à mon silence et crois, belle Sylvie, Que ton vouloir tout seul doit gouverner ma vie, Que ie ne suis coulpable, et qu'en cet accident La puissance d'Amour me perd en te perdant;
Les damnezés Enfers ont des plus douces chaiſnes, Et iamais criminel n’eut de ſi rudes geſnes:	Les damnés Enfers ont des plus douces chaînes, Et jamais criminel n'eut de si rudes gênes:
Tunario morternejui tourmenté comme moy, Et tout ce que l’horreur à d’efroyable en ſoy, Ie l’endure tout ſeul, en l’ardeur qui m’enflame, Pour conſeruer ma foy, bien exempte de blaſme.	Tunario morternejui tourmenté comme moi, Et tout ce que l'horreur à d'efroyable en soi, Je l'endure tout seul, en l'ardeur qui m'enflamme, Pour conserver ma foi, bien exempte de blâme.
LVIE.	LVIE.
Le ſommeil, fils des Dieux, nos deſaſtres predit, Et le mal que tu crains, les ſonges me l’ont dit N’agueres dans mon lict, en des penſers funebres Tandis que l'Vniuers eſtoit dans les tenebres, Il me ſembloit te voir, ainſi qu’on peint les Roys, Couronné du laurier, & couuert du harnois.	Le sommeil, fils des Dieux, nos désastres prédit, Et le mal que tu crains, les songes me l'ont dit N'aguères dans mon lit, en des pensers funèbres Tandis que l'Univers était dans les ténèbres, Il me semblait te voir, ainsi qu'on peint les Rois, Couronné du laurier, et couvert du harnais.
En ſuitte tout d’vn temps, voir ton ame ſaiſie D'vn tourbillon d’amour, & d’vne freneſie, Et que pour augmenter ta ſupreme douleur Le confeil de ton pere ayaou a ion maineur.	En suite tout d' Homme, voir ton âme saisie D'un tourbillon d'amour, et d'une frénésie, Et que pour augmenter ta suprême douleur Le conseil de ton père ayaou a ion maineur.
HYRS 15.	HYRS 15.
Ton ſonge eſt veritable, & c'eſt ſa tyrannie Qui forme de mes maux vne ſuitte infinie;	Ton songe est véritable, et c'est sa tyrannie Qui forme de mes maux une suitte infinie;
Aumt commanuu ouprez, de quitter nos troupeaux Pour ſuiure du Dieu Mars les ondoyaux drapeaux.	Aumt commanu ouprez, de quitter nos troupeaux Pour suivre du Dieu Mars les ondoyaux drapeaux.
YLVIE.	YLVIE.
O Dieux!	Ô Dieux!
quel changement en vn homme ſi ſage!	quel changement en un homme si sage!
Les ans, de la raiſon luy deſrobent l’vſage:	Les ans, de la raison avait dérobent l'usage:
Vieillards nous deuenons pareils aux innocens, Et l’aage perd en nous la vigueur du bon ſens, Les deux extremitez ont la raiſon contraire:	Vieillards nous devenons pareils aux innocents, Et l'âge perd en nous la vigueur du bon sens, Les deux extrémités ont la raison contraire:
Mais il te faut pouriant oveir atonpere, Ce conſeil genereux viendra touſiours de moy, Qui deſire te ſuiure, & partir auec toy.	Mais il te faut pouriant oveir atonpère, Ce conseil généreux viendra toujours de moi, Qui désire te suivre, et partir Seigneur toi.
HYRSIS.	HYRSIS.
Tu veux donc t’obliger à ſuiure ma fortune!	Tu veux donc t'obliger à suivre ma fortune!
Tu veux que ma douleur te ſoit auſſi commune!	Tu veux que ma douleur te soit aussi commune!
Tu veux que nos eſprits ioints d’vn meſme lien Cueillent eſgallement & le mal & le bien, Qu'en cét effort d’amour, ta paſſion deſpeinte, Meſle dans mon eſprit, de la ioye & de crainte Que tu me fais de mal, en m’obligeant ſi fort!	Tu veux que nos esprits joints d'un autre lien Cueillent également et le mal et le bien, Qu'en cet effort d'amour, ta passion dépeinte, Mêle dans mon esprit, de la joie et de crainte Que tu me fais de mal, en m'obligeant si fort!
Helas!	Hélas!
ne te rends pas compagne de mon ſort!	ne te rends pas compagne de mon sort!
Iomourronuur egret de te voir malheureuſe, Laiſſe moy ſeul traiſner ma vie langoureuſe.	Jomourronuur égret de te voir malheureuse, Laisse moi seul traîner ma vie langoureuse.
Laiſſe, laiſſe Thyrſis, errer à l’abandon Loin des bords tant aymez, du fleuue de Ladon, 1 i L’Arcadie pour toy n’a rien que des delices, Comme elle n’a pour moy, que geſnes, que ſupplices, C’eſt trop, que me laiſſer viure en ton ſouuenir.	Laisse, laisse Thyrsis, errer à l'abandon Loin des bords tant aimés, du fleuve de Ladon, 1 y J'Arcadonie pour toi n'a rien que des délices, Comme elle n'a pour moi, que gênes, que supplices, C'est trop, que me laisser vivre en ton souvenir.
YLVIE.	YLVIE.
L nyrſs, vamour a ſeeu nos tauts ſivien vnir, Que la mort ſeulement en doit rompre les chaiſnes;	 Lens, vamour a sû nos tauts sivien unir, Que la mort seulement en doit rompre les chaînes;
THYRSIS.	THYRSIS.
De tant de longs trauaux en ſupporter les peines Tu ne le pourrois pas.	De tant de longs travaux en supporter les peines Tu ne le pourrais pas.
a eni raz ta pitié me fait tort, A e ſuiuant ie me ris aes menaces du fort.	a eni ras ta pitié me fait tort, À e suivant tu me ris es menaces du fort.
THYRSIS.	THYRSIS.
C'eſt excez d’amitié me rauit en moy meſme!	C'est excès d'amitié me ravit en moi -même!
ILVIE.	ILVIE.
Pour toy ie quitterois l’honneur d’vn diadeſme.	Pour toi ici quitterais l'honneur d'Han diadème.
LhIRSIS.	LhIRSIS.
Touſiours de plus en plus tu me veux ſurmonter.	Toujours de plus en plus tu me veux surmonter.
LVIE.	LVIE.
Pour toy tous mes deſirs ne ſe ſçauroient conter.	Pour toi tous mes désirs ne se sauraient conter,
HYRSIS.	HYRSIS.
Tu peux comme il te plaiſt allonger mes années:	Tu peux comme il te plaît allonger mes années:
Car de tes volontez pendent mes deſtinées.	Car de tes volontés pendent mes destinées,
YLVIE.	YLVIE.
Tandis que de nos feux nous nous entretenons, Le Soleil fait des ſiens eſtinceller ces monts.	Tandis que de nos feux nous nous entretenons, Le Soleil fait des siens étinceler ces monts.
Oy, comme les oyſeaux ſaluent ſa venuë, Voy, comme peu à peu l'ombre ſe diminuë, Le ſilence ſe perd auſſi bien que la nuit, Deſ-ja de tous coſtez on n’entend que le bruit Des diligens Bouuiers, qui ſont à la campagne, Afin que le bon-heur nos deſſeins accompagne, Meſnageons bien le temps, n’arreſtons plus icy, C eraioy mon Derger, à prenure le ſoucy De tout ce qui nous eſt au depart neceſſaire.	Oi, comme les oiseaux saluent sa venue, Vois, comme peu à peu l'ombre se diminue, Le silence se perd aussi bien que la nuit, Déjà de tous côtés on n'entend que le bruit Des diligents Bouvert, qui sont à la campagne, Afin que le bonheur nos desseins accompagne, Mênageons bien le temps, n'arrêtons plus ici, Ç eraioy mon Derger, à prenure le souci De tout ce qui nous est au départ nécessaire.
THYRSIS.	THYRSIS.
Remets à mon amour le ſoing de ceſt affaire;	Remets à mon amour le soing de cet affaire;
Où nous trouuerons-nous?	Où nous trouverons-nous?
OIEVTE.	ÔIEUTE.
en ces lieux bien-heureux, Où nos ames ont prins ce conſeil amoureux.	en ces lieux bienheureux, Où nos âmes ont prins ce conseil amoureux.
THYRSIS.	THYRSIS.
Il ne faut pas manquer d’y venir dans vne heure.	Il ne faut pas manquer d'y venir dans une heure.
Que ie baiſe ta bouche où mon ame demeure, Tes bonurez ont pour noy nonouu uuors appas, Que l'Enfer eſt par tout où ie ne te vois pas.	Que était baise ta bouche où mon âme demeure, Tes bonurés ont pour noi non uuors appas, Que l'Enfer est par tout ie ne te vois pas.
SCENE IIII.	SCÈNE IIII.
SYLVIE, AMYNTOR.	SYLVIE, AMYNTOR.
SYLVIE SEVLE.	SYLVIE SEULE.
VE ce nouueau deſſein me donne de la peine!	VE ce nouveau dessein me donne de la peine!
L’honneur & le deſir me mettent à la geſne, Ma raiſon à regret franchit ce mauuais pas, Mon amour pour Thyrſis, ne s’en eſtonne pas, Et d’vn deſſein hardy ne craint point d’entreprendre Tout ce qu’à nos plaiſirs les loix ont peu defendre;	L'honneur et le désir me mettent à la gêne, Ma raison à regret franchit ce mauvais pas, Mon amour pour Thyrsis, ne s'en étonne pas, Et d'un dessein hardi ne craint point d'entreprendre Tout ce qu'à nos plaisirs les lois ont peu défendre;
Ce diſcours impudent polluëra l’honneur, Qui te fait reüſſir auec tant de bon heur;	Ce discours impudent polluëra l'honneur, Qui te fait réussir avec tant de bon heur;
C’eſt tout vn, s’empeſcher de ſuiure ce qu’on ayme Ceſt pour plaire à autruy ſe deſplaire ſoy-meſme, Ta fuitte des Bergers ſera tout l’entretien, Leurs diſcours deſormais ne me touchent en rien, Puu que Ruptfuste deur, munporie qu'on me blaſme, C’eſt à luy deſormais à gouuerner mon ame;	C'est tout un, s'empêcher de suivre ce qu'on aime Cest pour plaire à autrui se déplaire soi-même, Ta fuite des Bergers sera tout l'entretien, Leurs discours désormais ne me touchent en rien, Pu que Ruptfuste dur, munporie qu'on me blâme, C'est à M desormais à gouverner mon âme;
O Dieux!	Ô Dieux!
i’entends du bruit!	j'entends du bruit!
AMYNTOR.	AMYNTOR.
c’eſt vn heur ſans pareil Et pont Voir en ces lieux au leuer du Soleil.	c'est un heur sans pareil Et pont Voir en ces lieux au lever du Soleil.
SYLVIE.	SYLVIE.
Je vien prendre le frais dans ces ſombres valées, Des Nympnes & det Dieux inteffamment foulées.	Je viens prendre le frais dans ces sombres valées, Des Nympnes et de Dieux inteffamment foulées.
AMYNTOR.	AMYNTOR.
Comme auſſi des ſerpens qui vous pourroient bleſſer, Et d’vn dueil immortel nos ioyes trauerſer.	Comme aussi des serpens qui vous pourraient blesser, Et d'amour dueil immortel nos joies traverser.
SYLVIE.	SYLVIE.
Le public a fort peu d’intereſt à ma perte, Et quand l’herbe ſeroit de ces monſtres couuerte, Ie ne lairrois pourtant de m’en venir icy:	Le public a fort peu d'intérêt à ma perte, Et quand l'herbe serait de ces monstres couverte, Je ne lairrais pourtant de m'en venir ici:
Careux qui font le mal le gueriſſent auſſi, En eux de leur venin ſe trouue le remede.	Careux qui font le mal le guérissent aussi, En eux de leur venin se trouve le remède.
AMYNTOR.	AMYNTOR.
Nature en cét endroit fort ſagement procede;	Nature en cet endroit fort sagement procède;
Mais elle pouuoit bien auec le meſme ſort Sauuer pluſieurs Bergers des pieges de la mort, Ateetiani uans tes appus tharmans de voſtre veuë, Le remede du mal qui nous plaiſt & nous tuë.	Mais elle pouvait bien apprendre le même sort Sauver plusieurs Bergers des pièges de la mort, Ateétiani ans tes appus tharmands de votre vue, Le remède du mal qui nous plaît et nous tue.
YLVIE.	YLVIE.
Si mes yeux font du mal, perſonne ne s’en plaint.	Si mes yeux font du mal, personne ne s'en plaint.
AMYNTOR.	AMYNTOR.
C'iſt u uutet qu on enutun ou reueit & voꝰ craint.	C'ist u utet qu on enutun ou reueit et voq craint.
LVIE.	LVIE.
Que trouues-tu en moy qui ſoit ſi fort à craindre?	Que trouvez-tu en moi qui soit si fort à craindre?
AMYNTOR.	AMYNTOR.
Vn Dieu dont le pouuoir me force de me plaindre.	Un Dieu dont le pouvoir me force de me plaindre.
TYE.	TYE.
Qu'vn Dieu ſoit auec moy ie ne le penſepar.	Qu'un Dieu soit avec moi Je ne le pensepar.
AMXNTOR.	AMXNTOR.
O beauté trop aymable & trop pleine d’appas, Amour eſt auec vous, à ce Dieu plein de gloire, Chacun de vos regards luy vaut vne victoire.	Ô beauté trop aimable et trop pleine d'appas, Amour est avec vous, à ce Dieu plein de gloire, Chacun de vos regards était vaut rien.
