FAVTES SVRVENVES EN L’IMESSION.	FAUTES SURVENVES EN L'IMESION.
On accuſe mon fils, & te viens pomupprendre, Si l’Amour paternel a bien ſçeu le deffendre, Ie te viens demander ſi tu l’as condamné, Si l’on ſacrifiera le cadet à l’aiſné, Li folle tes ſoupçons deplorable victime Pres d’vn pere ſi bon l’impoſture l’oprime.	On accuse mon fils, et te viens pomupprendre, Si l'Amour paternel a bien su le défendre, Je te viens demander si tu l'as condamné, Si l'on sacrifiera le cadet à l'aisné, Li folle tes soupçons déplorable victime Pres d'un père si bon l'imposture l'oprime.
SOLIMAN.	SOLIMAN.
L’impoſture en cecy n’agit aucunement, Je le tiens criminel ſur vn vray fondement, Et pleust au iuſte Ciel qu’il fut moins veritable, Mon cœur ſouffre beaucoup à le croire coupable, Auſsi ne veux-je pas luy denier vn point.	L'imposture en ceci n'agit aucunement, Je le tiens criminel sur un vrai fondement, Et pleut au juste Ciel qu'il fut moins véritable, Mon cœur souffre beaucoup à le croire coupable, Aussi ne veux-je pas lui denier un point.
Qu’aux plus grands criminels on ne denieroit point, C’eſt d’entendre parler quelques gens de ſon frere, Par qui Selin dit-il taſchoit de s’en deffalre Mais qui tremblans d’horreur pour cét acte inhumain, Et mojuns uouompuu jon barbare deſſein L’en furent aduertir, & luy firent connaiſtre, Qu’ils ne feroient iamais vn crime pour leur Maiſtre;	Qu'aux plus grands criminels on ne denieroit point, C'est d'entendre parler quelques gens de son frère, Par qui Selin dit-il tâchait de s'en défalre Mais qui tremblants d'horreur pour cet acte inhumain, Et moluns uouompuu jon barbare dessein L'en furent avertir, et avoir firent connaître, Qu'ils ne feraient jamais un crime pour leur Maître;
Ie les veux eſcouter, & vous deués ſçauoir, Que pour luy la nature a bien fait ſon deuoir.	Je les veux écouter, et vous devez savoir, Que pour lui la nature a bien fait son devoir.
ROXELANE.	ROXELANE.
Que cette grace, ô Ciel, ſi long temps attendüe Me donne peu de joye, & m’eſt bien cher vendüe!	Que cette grâce, ô Ciel, si long temps attendüe Me donne peu de joie, et m'est bien cher vendue!
Si i’ay pû par mes pleurs eſmouuoir ta pitié, Ie ne reçois de toy, qu’vn bien fait a moitié, Et de mes deux enfans, quand tu m'es fauorable,	Si j'ai pu par mes pleurs émouvoir ta pitié, Je ne reçois de toi, qu'un bien fait à moitié, Et de mes deux enfants, quand tu m'es favorable,
Pour juſtifier l’vn tu fais l’autre coupable, Car il n’eſt-pas permis pour s’aſſeurer ſon rang, Qu'vn frere perde vn frere, & respende ſon ſan Qu'ay-je donc obtenu de ta bonté ſupréme, Si le criminel change, & le crime eſt le méme?	Pour justifier l'H tu fais l'autre coupable, Car il n'est-pas permis pour s'assurer son rang, Qu'un frère perde un frère, et respende son san Qu'ai-je donc obtenu de ta bonté suprême, Si le criminel change, et le crime est le méme?
Ne ſont-ils pas tous deux formés du meſme ſang, Et n'ont-ils pas reçeu la vie au meſme flanc ?	Ne sont-ils pas tous deux formés du Seigne ur, Et n'ont-ils pas reçu la vie au même flanc ?
Faut il, que l’vn des deux ſoit à l’autre perfide, Quet onu eux aſt vouin commettre vn Fratricide, Et ſoit indigne enfin de noſtre affection,	Faut -il, que l'un des deux soit à l'autre perfide, Quet onu eux ast vouin commettre un Fratricide, Et soit indigne enfin de notre affection,
OLIMAN.	OLIMAN.
Un pere entre ſes fils ſera Iuge équitable.	Un père entre ses fils sera Juge équitable.
ROXELANE.	ROXELANE.
menttus eu it reſonurt a puuir te coupable?	menttus eu it résonurt a puvir te coupable?
OLIMAN, Ne vous allarmés point ſans en auoir ſubjet, Le temps juſtifiera peut-eſtre Bajaſet.	ÔLIMAN, Ne vous alarmez point sans en avoir subjet, Le temps justifiera peut-être Bajaset.
ROXELANE.	ROXELANE.
Hé s’il est innocent, que deuiendra ſon frere?	Hé s'il est innocent, que deviendra son frère?
DLIMAN.	DLIMAN.
Ne craignés rien pour luy, ſi ſon Iuge eſt ſon pere.	Ne craigniez rien pour lui, si son Juge est son père.
CLIV ROXELANE SEVLE.	CLIV ROXELANE SEULE.
E n’aurois pas raiſon d’aprehender pour luy, Eelin dedans ce lieu ne manque pas d’apuy, Et quoy, que le Sultan, m’ayt voulu faire entendre, L’Amour, qu’il a pour luy trauaille à le deffendre.	E n'aurais pas raison d'appréhender pour lui, Élin dedans ce lieu ne manque pas d'appui, Et quoi, que le Sultan, m'ait voulu faire entendre, L'Amour, qu'il a pour un travaille à le défendre.
Ie crains pour Bajaſet, il cauſe mon ſoucy, Peut eſtre, que ſa vie est en danger icy;	Je crains pour Bajaset, il cause mon souci, Peut être, que sa vie est en danger ici;
Et qu’il ſeroit beſoin auec ſon innocence, Qu'il euſt pour ſe deffendre vn peu plus de puiſſance, Qu'en teſte d’vne armée il ſe fit redouter, Et qu'on n’euſt pas en fin pouuoir de l’arreſter;	Et qu'il serait besoin avec son innocence, Qu'il eût pour se défendre un peu plus de puissance, Qu'en tête d'une armée il se fit redouter, Et qu'on n'eût pas en fin pouvoir de l'arrêter;
Mais il eſt hors d’estat d’euiter la tempeste, Si l’on luy veut lancer le foudre ſur la teste, Il s’est mis en hazard, pour eſtre obeyſſant, On l’accuſoit bien moins, quand il eſtoit abſent, Mais le respect, qu’il rend aux ordres de ſon pere, L’expoſe à la rigueur d’vn iugement ſeuere, Prince par tout ailleurs, il eſt ſubjet icy;	Mais il est hors d'état d'éviter la tempête, Si l'on lui veut lancer le foudre sur la tête, Il s'est mis en hasard, pour être obéissant, On l'accusait bien moins, quand il était absent, Mais le respect, qu'il rend aux ordres de son père, L'expose à la rigueur d'un jugement sévère, Prince par tout ailleurs, il est sujet ici;
Et l'on l’y peut traiter comme vn ſubjet auſſy, Ce fils, que j’ayme tant perdroit icy la vie?	Et l'on l'y peut traiter comme un sujet aussi, Ce fils, que j'aime tant perdrait ici la vie?
Sa mort d'vne autre mort ſeroit bien toſt ſuiuie, Celle de cét aiſné cauſe de ſon malheur Seruiroit de remede à ma iuste douleur, Si l’Amour du Sultan, pour Selin eſt extreſme, Pour mon cher Bajaſet mon Amour eſt de meſme, Si l’on veut empeſcher le trespas de l’aiſné, Il faut, que le cadet ne ſoit pas condamné, Si l’on m’oſe aflliger, que l’on craigne ma haine, Jl n’eſt rien d’impoßible à la Sultane Reyne;	Sa mort d'une autre mort serait bien tôt suivie, Celle de cet aîné cause de son malheur Servirait de remède à ma juste douleur, Si l'Amour du Sultan, pour Selin est extrême, Pour mon cher Bajaset mon Amour est de rendre, Si l'on veut empêcher le trépas de l'aîné, Il faut, que le cadet ne soit pas condamné, Si l'on m'ose afflliger, que l'on craigne ma haine, Jl J'est rien d’ impossible à la Sultane Reyne;
Je n'auray pas beſoin de faire vn grand effort, Dés que ie parleré, c’en eſt fait il eſt mort;	Je n'aurai pas besoin de faire un grand effort, Dès que tu parleré, c'en est fait il est mort;
Mais ie m'eſchauffe trop, ſans qu'il ſoit neceſſaire, On n’oſte pas encor Bajaſet à ſa mere, On veut encor l’entendre, & s’il eſt eſcouté, Je puis aparemment le croire en feureté!	Mais deux m'échauffe trop, sans qu'il soit nécessaire, On n'ôte pas encor Bajaset à sa mère, On veut encor l'entendre, et s'il est écouté, Je puis apparemment le croire en sûreté!
Pour condamner vn fils, il ne faut point l’entendre, A la moindre parolle, on ſe laiſſe ſurprendre, Et l’on n'en peut ouyr vn ſoupir ſeulement, Sans qu’vn pere außi-toſt change de ſentiment.	Pour condamner un fils, il ne faut point l'entendre, À la moindre parole, on se laisse surprendre, Et l'on n'en peut ouïr un soupir seulement, Sans qu'un père aussi-tôt change de sentiment.
Miuiv il ne ſuffit pas que la nature agiſſe, Et que meſme pour luy ſe treuue la Iuſtice, Jl faut, que la raiſon ſouſtienne ſon party;	Mive il ne suffit pas que la nature agisse, Et que même pour lu se trouve la Justice, Jl faut, que la raison soutienne son parti;
C’eſt, en quoy j’ay beſoin de l’ayde du Mufty!	C'est, en quoi j'ai besoin de l'aide du Mufti!
Cét homme s'eſt acquis auec ſon eloquence Sur l’esprit du Sultan vne grande creance, Soliman le cherit, & ne fait iamais rien,	Cet homme s'est acquis nom son éloquence Sur l'esprit du Sultan une grande créance, Soliman le chérit, et ne fait jamais rien,
Que ſur tout autre aduis il ne ſuiue le ſien;	Que sur tout autre avis il ne suive le sien;
Faiſons donc, qu’il luy parle, & que par ſon adreſſe Bajaſet ſoit abſous, & que ma crainte ceſſe.	Faisons donc, qu'il lui parle, et que par son adresse Bajaset soit absous, et que ma crainte cesse.
Comme il eſt tout à moy, ie m’en puis aſſeurer, Et deſſus ſon credit ie puis tout eſperer;	Comme il est tout à moi, ie m'en puis assurer, Et dessus son crédit toujours puis tout espérer;
Mais me ſeruir de luy ſemble faire paraiſtre, Qu’il a plus de pouuoir ſur l’eſprit de ſon Maiſtre, Que moy, qui juſqu’icy n’auois rien demandé, Qu’il ne m'euſt außi-toſt aiſement accordé;	Mais me servir de lui semble faire paraître, Qu'il a plus de pouuoir sur l'esprit de son Maître, Que moi, qui jusqu'ici n'avais rien demandé, Qu'il ne m'eût au-tôt aisément ô;
Moy de qui l’on a veu l’adreſſe plus qu’humaine Faire d’vne ſujete vne Sultane Reyne, Qualité glorieuſe, & que depuis long-témps Les femmes ne pouuoient obtenir des Sultans;	Moi de qui l'on a vu l'adresse plus qu'humaine Faire d'une sujet Sultane Reine, Qualité glorieuse, et que depuis long-témps Les femmes ne pouvaient obtenir des Sultans;
Moy, qui ſuis paruenue à ce degré ſurpreme Par l’Amour du Sultan, & ma faueur extreme J'employeré du Muſty le credit aujourd’huy;	Moi, qui suis parvenue à ce degré surprême Par l'Amour du Sultan, et ma faveur extrême J'employeré du Mûty le crédit aujourd'hui;
Ah ne balançons point à nous ſeruir de luy Et ne regardons point, s’il y va de ma gloire, Nul moyen n’eſt honteux, qui donne vne victoire, Enuoyons le chercher, faiſons que promptement Il parle à l’Empereur ſelon mon ſentiment, Apres ſi ce diſcours ne peut rien ſur ſon ame Suſſit pour mon deſſein, que Roxelane eſt femme.	Ah ne balançons point à nous servir de lui Et ne regardons point, s'il y va de ma gloire, Nul moyen n'est honteux, qui donne une victoire, Envoyons le chercher, faisons que promptement Il parle à l'Empereur selon mon sentiment, Après si ce discours ne peut rien sur son âme Sussit pour mon dessein, que Roxélane est femme.
Fin du premier Acte.	Fin du premier Acte.
ACTE.	ACTE.
SCENE I.	SCÈNE I.
AE SOLIMAN, ACHOMAT, LE MVFTY	ÀE SOLIMAN, ACHOMAT, LE MUFTI
SOLIMAN.	SOLIMAN.
JOus, que i’ay conſultés dans toutes mes affaires, V Et de qui i’ay reçeu des conſeils ſalutaires, Amis de Soliman, appuys de ſon Estat, Mufty prudent & ſage, & vous braue Achomat, Ie veux vous confier vn ſecret d’importance, Mais ie ne vous en puis donner la connoiſſance, Si vous ne m'aſſeurés, qu’vn diſcours indiſcret Ne vous fera iamais découurir mon ſecret:	JOus, que j'ai consultés dans toutes mes affaires, V Votre de qui j'ai reçu des conseils salutaires, Amis de Soliman, appuis de son État, Mufi prudent et sage, et vous brave Achomat, Je veux vous confier un secret d'importance, Mais tu ne vous en puis donner la connaissance, Si vous ne m'assurez, qu'un discours indiscret Ne vous a jamais découvrir mon secret:
LE MVFTY.	LE MUFTI.
Si tu n’és pat Seigneur aſſeuré de mon zele, Et ſi tu ne me crois vn confident fidelle, Ne me découure point ce ſecret important.	Si tu n'ez pat Seigneur assuré de mon zèle, Et si tu ne me crois un confident fidèle, Ne me découvre point ce secret important.
ACHOMAT.	ACHOMAT.
Seigneur ſur ce ſubjet ie en dois dire autant, Si ma fidelité tant de fois esprouuée, Au point où tu la veux, n’estoit pas arriuée, Ne me fais point ſçauoir ce qui ſe doit celer, Mais, ſi tu la cognois, ne crains point de parler;	Seigneur sur ce sujet nom en dois dire autant, Si ma fidélité tant de fois éprouvée, Au point où tu la veux, n'était pas arrivée, Ne me fais point savoir ce qui se doit celer, Mais, si tu la connais, ne crains point de parler;
Si l’on apprend par moy ce ſecret qui t’importe, Oſte moy pour iamais l’honneur d’estre à ta porte, La garde de tes ſceaux, & m’oste enfin le jour, Si ie t’oſe trahir par vn ſi laſche tour.	Si l'on apprend par moi ce secret qui t'importe, Oste moi pour jamais l'honneur d'être à ta porte, La garde de tes sceaux, et m'ôte enfin le jour, Si tu t'ose trahir par un si lâche tour.
SOLIMAN, C’eſt aſſés, ie vous crois l’vn & l’autre fidelle;	SOLIMAN, C'est assez, je vous crois l'autre et l'autre fidèle;
Que ie vais vous apprendre vne eſtrange nouuelle, Et qui ſurprendra bien ſans doute vos espris, Si meſme Soliman s’en eſt treuué ſurpris.	Que était vais vous apprendre une étrange nouvelle, Et qui surprendra bien sans doute vos épris, Si même Soliman s'en est trouvé surpris.
Helas!	Hélas!
que la fortune eſt legere & volage, Que toute ſa faueur est vn foible aduantage, Si lors, que l’on la croit poſſeder pleinement, On s’en treuue priué par vn prompt changement.	que la fortune est légère et volage, Que toute sa faveur est un faible avantage, Si lors, que l'on la croit posséder pleinement, On s'en trouve privé par un prompt changement.
Ie n’ay point combatu ſans gaigner de victoire, Toutes mes actions ont augmenté ma gloire, J'ay veu tous reüßir les deſſeins que i'ay fais Et l’Europe & l’Aſie, en ſentent les effés, Tant d’ennemis vaincus, tant de forces domptées, Tant de fameux exploits, de places emportées.	Je n'ai point combattu sans gagner de victoire, Toutes mes actions ont augmenté ma gloire, J'ai vu tous réussir les desseins que j'ai fais Si l'Europe et l'Asie, en sentent les effecés, Tant d'ennemis vaincus, tant de forces domptées, Tant de fameux exploits, de places emportées.
Mais tout ce grand bon heur, que i’ay tant ſouhaité,	Mais tout ce grand bon heur, que j'ai tant souhaité,
Quand j’en ay cru joüir, ne m’apoint contenté;	Quand j'en ai cru joüir, ne m'appoint contenté;
De quoy me ſert außi l’inuincible puiſſance, Qui range tant d’Eſtats ſous mon obeyſſance, Si iamais l’vnion ne reigne entre mes fils, Et ſi ie ne puis voir leurs diſcords aſſoupis.	De quoi me sert aussi l'invincible puissance, Qui range tant d'États sous mon obéissance, Si jamais l'épion ne reigne entre mes fils, Et si grands ne puis voir leurs discords assoupis.
La grandeur ſeulement n’eſt pas ce qui contente, Sans le repos d’esprit la Couronne eſt peſante, Et pour grand que l’onſoit, s’il reste des deſirs, On ne ſçauroit manquer d’auoir des deſplaiſirs.	La grandeur seulement n'est pas ce qui contente, Sans le repos d'esprit la Couronne est pesante, Et pour grand que l'onsait, s'il reste des désirs, On ne saurait manquer d'avoir dé plaisirs.
C’eſt ce que ie cognois par mon experience;	C'est ce que ici connais par mon expérience;
Si l’on en veut oüyr la commune creance, C’eſt eſtre bien heureux, qu’estre toûjours vainqueun, Mais chacun ne ſçait pas, que mon mal eſt au cœur.	Si l'on en veut ouïr la commune créance, C'est être bien heureux, qu'être toujours vainqueun, Mais chacun ne sait pas, que mon mal est au cœur.
Le peuple ne void pas dans ſon erreur großiere, Que ſati fait en Prince, on peut ſouffrir en pere, Et que c’eſt vn grand mal de ſe voir obligé, De paroiſtre content, quand on eſt aflligé.	Le peuple ne voit pas dans son erreur grosière, Que satî fait en Prince, on peut souffrir en père, Et que c'est un grand mal de se voir obligé, De paraître content, quand on est aflligé.
Dur & funeſte ſort, dans le rang ou nous ſommes, De ne pouuoir agir comme les autres hommes, Et de nous voir priués de noſtre liberté, Auec tant de puiſſance, & tant d’authorité?	Dur et funeste sort, dans le rang ou nous sommes, De ne pouvoir agir comme les autres hommes, Et de nous voir privez de notre liberté, Avec tant de puissance, et tant d'autorité?
Außi ne puis je plus à la fin me contraindre, Et quoy que les grands cœurs ne doiuent pas ſe plaindre, Ie me plains toutefois;	Aussi ne puis je plus à la fin me contraindre, Et quoi que les grands cœurs ne doivent pas se plaindre, Je me plains toutefois;
qu'anec tout mon pouuoir, Le ſeul bien que ie veux, ie ne le puis auoir.	qu'anec tout mon pouvoir, Le seul bien que tu veux, je ne le puis avoir.
Ie voudrois voir mes fils en bonne intelligence,	Je voudrais voir mes fils en bonne intelligence,
