LES ACTEVRS.	LES ACTEURS.
Les mains d’vne beauté, dont l’abort me rauit, Et qui m’aſſeruit plus, qu’elle ne me ſeruit?	Les mains d'une beauté, dont l'abort me ravit, Et qui m'asservit plus, qu'elle ne me servit?
Sophie, eftoit le nom de ce charme viſible, Qui ſurprenant vn cœur, iuſqu’alors inſenſible;	Sophie, eutait le nom de ce charme visible, Qui surprenant un cœur, jusqu'alors insensible;
En fiſt en ce repas, par ſes regars vainqueurs;	En fit en ce repas, par ses regars vainqueurs;
Vnmets à ce tyran qui ne vit que de cœuis;	Unmets à ce tyran qui ne vit que de cœuis;
Enfin bleßé d’amour, ie fis leuer la table, Eſperant perdre au lict ce tourment agreable, Mais le ſemmeil, qui lors charmoit tout l’vniuers, Ne put ſermer les yeux, qu’amour auoit ouuerts;	Enfin blesié d'amour, je fis lever la table, Espérant perdre au lit ce tourment agréable, Mais le semmeil, qui lors charmait tout l'univers, Ne put sermer les yeux, qu'amour avait ouverts;
L’exercice du iour endort l’inquietude, Mais la nuict elle veille, & nous deuient plus rude, Le lendemain Ergaste ignorant mon amour, Se rendit dans ma chambre außi toſt que le iour, Et me diſt qu’vn vaiſſeau m’attendoit à la rade.	L'exercice du jour endort l'inquiétude, Mais la nuit elle veille, et nous devient plus rude, Le lendemain Érgaste ignorant mon amour, Se rendit dans ma chambre aussi tôt que le jour, Et me dît qu'être vaisseau m'attendait à la rade.
Vous partiſtes?	Vous partîtes?
ERASTE.	ERASTE.
LELIE.	LELIE.
Rien moins ;	Rien moins ;
ie me ſeignis malade;	Elle me seignis malade;
Mais que dis-ie feignis?	Mais que dis-je feignis?
bleßé de tant d’appas, Ie l’eſtois bien, ſans doute, & ne le feignis pas;	blessé de tant d'appas, Je l'étais bien, sans doute, et ne le feignis pas;
L’aymable ſeruitude où ma raiſon s’engage, M’ayant fait de ma mere oublier le ſeruage, Ie compoſe auec l’hoſte, & dedans ſa maiſon, Du mal que ie feigoins attends la gueriſon;	L'aimable servitude où ma raison s'engage, M'ayant fait de ma mère oublier le servage, Je compose avec l'hôte, et dedans sa maison, Du mal que sans feigoins attends la guérison;
Mais le mal que ie feints n’ayant point beſoin d’ayde, Le vray mal que ie cache y deuient ſans remede;	Mais le mal que je feints n'ayant point besoin d'aide, Le vrai mal que a cache y devient sans remède;
Ie me hazarde enfin, & force le reſpect, Que de l’obiect aymé nous imprime l’aſpect, Et mon feu me preſſant ie découure à Sophie, Et le cœur, & les vœux, que ie luy ſacrifie;	Je me hasarde enfin, et force le respect, Que de l'objet aimé nous imprime l'aspect, Et mon feu me pressantages découvre à Sophie, Et le cœur, et les vœux, que ie ans sacrifie;
Mais en vain mon adreſſe auec tout ſon effort Tente de ſon honneur l’inexpugnable ſort;	Mais en vain mon adresse avec tout son effort Tente de son honneur l'inexpugnable sort;
Et i'apprends à la fin de mes pourſuittes vaines.	Et j'apprends à la fin de mes poursuittes vaines.
Que ie ne puis pretendre autre fruict de mes peines, Que la confuſim d’vn friuole ſeiour, Où le pudique fruict d’vn legitime amour, Qu'elle eſtoit de naiſſance aſſez confiderable, Pour aſpirer au ioug d’vn Hymen honorable, Mais que ſon mauuais ſort infidelle à ſon ſang, En l’eſtat d’vne eſclaue auoit changé ſon rang;	Que mille ne puis prétendre autre fruit de mes peines, Que la confusim d'un frivole séjour, Où le pudique fruit d' Hégitime amour, Qu'elle était de naissance assez considérable, Pour aspirer au joug d'un Hymen honorable, Mais que son mauvais sort infidèle à son sang, En l'état d'une esclaue avait changé son rang;
L’amour qui me rendoit ma franchiſe importune, Fiſt en moy ce qu’en elle auoit ſait la fortune, Me miſt d’vn otat libre en vn rang où ie ſerts, Ie déliuray l’obiet qui me tenoit aux ſers;	L'amour qui me rendait ma franchise importune, Fît en moi ce qu'en elle avait sait la fortune, Me mit d'un ôtât libre en un rang où tu serts, Je délivrai l'objet qui me tenait aux sers;
Ie racheptay Sophie, & la prenant pour femme, En déliurant ſon corps, m’aſſuiettis ſen ame.	Je racheptai Sophie, et la prenant pour femme, En délivrant son corps, m'assuiettis sen âme.
ERGASTE.	ÉRGASTE.
Si de ce long recit vous n’abregez le cours, Le iour acheuera plûtoſt que ce dicours, Laiſſez-le moy finir auec vne parole;	Si de ce long récit vous n'abrégez le cours, Le jour achèvera plutôt que ce dicours, Laissez-le moi finir avec une parole;
Il parle à Eraſte.	Il parle à Éraste.
Cinqou ſix mois apres nous nous rendons à Nole, Où de Conſtantinople on crut noſtre retour;	Cinqou six mois après nous nous rendons à Nole, Où de Constantinople on crut notre retour;
Nous eſtans concertez, ie feis croire à ſon pere Le rachapt de ſa ſœur, & la mort de ſa mere;	Nous étant concertés, ie feis croire à son père Le rachappt de sa sœur, et la mort de sa mère;
De Sophie à preſent Aurelie eſt le nom, Le pere encette erreur la ſouffre en ſa maiſon, Où, d’vne chaſte amour ſatisfaiſant la ſlâme, Elle eſt fille le iour, & la nuict elle eſt femme;	De Sophie à présent Aurie est le nom, Le père encette erreur la souffre en sa maison, Où, d'une chaste amour satisfaisant la slamme, Elle est fille le jour, et la nuit elle est femme;
22 Iugez par ce recit, ſi vray ſemblablement, Voſtre ialoux ſoupçon a quelque ſondement, Et ſi, quoy qu’on propoſe, il peut ſouffrir ſans peine.	22 Iugez par ce récit, si vrai semblablement, Votre jaloux soupçon a quelque sondement, Et si, quoi qu’on propose, il peut souffrir sans peine.
La propoſition qu’on leur fait d’Eroxene.	La proposition qu'on leur fait d'Eroxène.
ERASTE.	ERASTE.
Dieu!	Dieu!
iamais Comedie en ſa narration, N’excita tant de ioye, & tant d’attention;	jamais Comédie en sa narration, N'excita tant de joie, et tant d'attention;
Et l'éclairciſſement qui dißipe ma crainte, M’interdit toute excuſe, & condamne ma plainte;	Et l'éclaircissement qui dissipe ma crainte, M'interdit toute excuse, et condamne ma plainte;
Mais, de quelle arme enſin, eſperez vous parer L’Hymen.	Mais, de quelle arme ensin, espérez -vous parer L'Hymen.
LELIE.	LELIE.
Nous vous cherchions pour en deliberer;	Nous vous cherchions pour en délibérer;
I'ay fait mon perſonnage en cette Comedie;	J'ai fait mon personnage en cette Comédie;
Pour ce qui reſte, il ſaut qu’Ergaſte y remedie;	Pour ce qui reste, il saut qu'Érgaste y remédie;
ERGASTE.	ÉRGASTE.
aypendant ce recit, eu le temps d’y réuer;	aypendant ce récit, eu le temps d'y réuer;
Ioyez ſi ce moyen ſe pourroit approuuer.	Joyez si ce moyen se pourrait approuver.
Au vieillard Polydore Anſelme offre Sophie, Du plutoſt pour ſes biens, il la luy ſacrifie, Voyant qu’il s’eſt offert de la prendre ſans dot.	Au vieillard Polydore Anselme offre Sophie, Du plutôt pour ses biens, il la gloire sacrifie, Voyant qu'il s'est offert de la prendre sans dot.
Il eſt vray.	Il est vrai.
LELIE.	LELIE.
ERGASTE.	ÉRGASTE.
Mon aduis, eſt qu’Eraſte, en vn mot, Luy faiſant la meſme offre, obtienne ſa parolle, Et rende du Vieillard l’eſperance friuole;	Mon avis, est qu'Eraste, en un mot, Lui faisant la même offre, obtienne sa parole, Et rende du Vieillard l'espérance frivole;
L’honneur qu’il receura d’vn ſi puijſant appuy, Et le peu de rapport de Polydor e à luy, Luy feront trop des deux faire la difference, Puruammupier en cette preference;	L'honneur qu'il recevra d'un si puisant appui, Et le peu de rapport de Polydor e à notre, Lui feront trop des deux faire la différence, Purammupier en cette préférence;
Vous, Lelie, il faudra que vous feigniez außi Qu'Eroxene, cauſant voſtre plus doux ſeucy.	Vous, Lélie, il faudra que vous feigniez aussi Qu'Eroxène, causant votre plus doux seuci.
Voſtre plus grãd bõheur eſt qu’Hymen vous aßeblę Et lors, il eſt aiſé de vous loger enſemble.	Votre plus grands bõheur est qu'Hymen vous asseblę Et lors, il est aisé de vous loger ensemble.
Et que par cet intrigue, adroictement conduit;	Et que par cet intrigue, adroitement conduit;
El viens LELIE.	Él viens LELIE.
ERGASTE.	ÉRGASTE.
La Sœur du iour ſoit la femme la nuit, Tant que de vos Vieillards, qui n’ont plus guere à viure, La mort, qui change tout, de ces ſoings vous deliurè,	La Sœur du jour soit la femme la nuit, Tant que de vos Vieillards, qui n'ont plus guère à vivre, La mort, qui change tout, de ces soings vous délivrèrent,
ERASTE.	ERASTE.
Comment!	Comment!
ſans épouſer, poſſedler leurs appas, Ou comment, épouſant, ne les poſſeder pas?	sans épouser, posséder leurs appas, Ou comment, épousant, ne les posséder pas?
N’eſt-ce pas te confondre, ou d’vn double adultere, De ce lien ſacré, profaner le myſtere?	N'est-ce pas te confondre, ou d'ex double adultère, De ce lien sacré, profaner le mystère?
ERGASTE.	ÉRGASTE.
Va amy traueſty, vos parens aſſemblez, Vous peut-il pas vnir de ces nœuds ſimulez?	Va ami travesti, vos parents assemblés, Vous peut-il pas unir de ces nœuds simulez?
Puis leur mort arriuant, vn Hymen legitime Des faueurs d’Eroxene eſfacera le crime.	Puis leur mort arrivant, un Hymen légitime Des faveurs d'Éroxène éfacera le crime.
LELIE.	LELIE.
Vn plus rare moyen ne ſe peut conceuoir, Et tu me rends la vie, en me rendant l’eſpoir;	Un plus rare moyen ne se peut concevoir, Et tu me rends la vie, en me rendant l'espoir;
Par cet beureux aduis qui nous tire de peine, Ie conſemt Aurelie.	Par cet beureux avis qui nous tire de peine, Je consemt Aurelie.
ERASTE.	ERASTE.
Et i’eſpouſe Eroxene.	Et j'épouse Eroxène.
ERGASTE.	ÉRGASTE.
Moy, peut-eſtre vn Gibet, ſi l’art eſt éuenté;	Moi, peut-être un Gibet, si l'art est éventé;
Mais n’en conſultons plus, le ſort en eſt ietté.	Mais n'en consultons plus, le sort en est jeté.
7 LELIE.	7 LELIE.
Croy qu’il me ſouuiendra de cet heureux office;	Crois qu'il me souviendra de cet heureux office;
ERASTE.	ERASTE.
.	.
11 Croy qu’eſtre ingrat, außi, ne ſut iamais mon vice.	11 Crois qu'être ingrat, aussi, ne sut jamais mon vice.
ERGASTE.	ÉRGASTE.
Ny refuſer außi ne fut iamais le mien;	Ni refuser aussi ne fut jamais le mien;
Tous alors qu'on vous ſert, vous en promettez bien, Mais touſiours pour effets vous baillez des attentes;	Tous alors qu'on vous sert, vous en promettez bien, Mais toujours pour effets vous baillez des attentes;
Vos aßignations ne ſont iamais contentes;	Vos assignations ne sont jamais contentes;
De vos profuſions on n’eſt iamais ſurpris;	De vos profusions on n'est jamais surpris;
N’importe, la vertu de ſoy-meſme eſt le prix;	N'importe, la vertu de soi-même est le prix;
Ie vais trouuer Anſelme, & commencer mon roole;	Je vais trouver Anselme, et commencer mon roole;
Où ſi de mes efforts le ſuccez n’eſt friuole, Il ſera bien adroit, s’il nous peut échaper;	Où si de mes efforts le succès n'est frivole, Il sera bien adroit, s'il nous peut échapper;
Et s’il ne court bien fert ie ſçauray l’atrapper.	Et s'il ne court bien sert Je sçauray l'atrapper.
SCENE	SCÈNE
T E II.	T E II.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
LELIE, ANRELIE, ERGASTE.	LELIE, ANRELIE, ERGASTE.
AVRELIE, ſur ſa porte, voyant reuenir Lelie.	AURÉLIE, sur sa porte, voyant revenir Lelie.
NVi vous a retenus, il eſtoit temps Lelie, De tirer mon eſprit de ſa melancholie;	NUi vous a retenus, il était temps Lélie, De tirer mon esprit de sa mélancolie;
Et tardant vn moment, la mort l’en euſt tiré.	Et tardant un moment, la mort l'en eût tiré.
LELIE.	LELIE.
Quel nouueau déplaiſir peut l’auoir alteré?	Quel nouveau déplaisir peut l'avoir altéré?
AVRELIE.	AURÉLIE.
Quel plus grãd déplaiſir faut-il que voſtre abſence, A qui ſans aucuns biens, ſans nom, ſans cõnoißãce, Pour ſupport, pour amis, pour parens, pour époux, Pour tout refuge enſin, ne reconnoiſt que vous?	Quel plus grands déplaisir faut-il que votre absence, A qui sans aucuns biens, sans nom, sans cõnoissãce, Pour support, pour amis, pour parens, pour époux, Pour tout refuge ensin, ne reconnaît que vous?
Le ſort dés le berceau me declarant la guerre, De libre que i’eſtois en ma natale terre, M’en tira pour m’oſterce precieux treſor, Et m’arracha du ſein qui m’allaictoit encor;	Le sort dès le berceau me déclarant la guerre, De libre que j'étais en ma natale terre, M'en tira pour m'ôterce précieux trésor, Et m'arracha du sein qui m'allait encor;
Ie perdis d’vn ſeul traict que lança la ſurie, Ma liberté, mon nom, mes parens, ma patrte;	Je perdis d'un seul trait que lança la surie, Ma liberté, mon nom, mes parents, ma patrte;
Et pour toute richeſſe, il ne m’eſtoit reſté, Qu'vn cœur libre & conſtant que vous m’auez oſté;	Et pour toute richesse, il ne m'était resté, Qu'un cœur libre et constant que vous m'avez ôté;
Quand ie croyois enfin que changeant mon ſeruage, Ce cruel ennemy m’euſt changé de viſage, Et que le cher preſent qu’il m’a fait de vos fers, Dût guerir tous les maux que i’ay iamais ſouffers;	Quand quelque croyais enfin que changeant mon servage, Ce cruel ennemi m'eût changé de visage, Et que le cher présent qu'il m'a fait de vos fers, Dût guérir tous les maux que j'ai jamais souffers;
Ie voy qu’il entreprend ma derniere ruine, Et veut par le ſuccez des maux qu’il me deſtine, M’oſtant iuſqu’à l’eſpoir, me dépoüiller d’vn bien, Qui malgré luy demeure à qui ne reſte rien.	Je vois qu'il entreprend ma dernière ruine, Et veut par le succès des maux qu'il me destine, M'ôtant jusqu'à l'espoir, me dépoüiller d’un bien, Qui malgré lui demeure à qui ne reste rien.
LELIE.	LELIE.
Vous ſçauez que mes yeux dépourueus de deffence, Mirent ſi toſt mon cœur deſſous voſtre puiſſance;	Vous savez que mes yeux dépourvus dé sensé, Mirent si tôt mon cœur dessous votre puissance;
Que ſans rien meriter par ma captiuité, Ie ne fis qu’obeir à la neceßité;	Que sans rien mériter par ma captivité, Je ne fis qu'obéir à la necessité;
Par cette coniecture il eſt aiſé de croire, Que l’hõneur d’eſtre à vous faiſant toute ma gloire, Le malheur de vous perdre, & de ne vous plus voir.	Par cette conjetcture il est aisé de croire, Que l'honneur d'être à vous faisant toute ma gloire, Le malheur de vous perdre, et de ne vous plus voir.
Feroit mon infaillible & derier deſeſpoir.	Ferait mon infaillible et derier désespoir.
AVRELIE.	AURÉLIE.
S’il faut donc par la fuitte éuiter la diſgrace Dont vn pere importun auiourd’huy nous menace, Propoſez moy l’horreur des plus affreux deſerts, Des plus ſomlires foreſts, des plus penibles mers, Ie vous ſuiuray ſans peine au bord des precipices, Tous trauaux auec vous me ſeront des delices,	S'il faut donc par la fuite éviter la disgrâce Dont un père importun aujourd'hui nous menace, Proposez moi l'horreur des plus affreux déserts, Des plus somlires forêts, des plus pénibles mers, Je vous suivrai sans peine au bord des précipices, Tous travaux encore vous me seront des délices,
ERGASTE.	ÉRGASTE.
Combatons la fortune auec tout noſtre ſoin, Mais n’allens point cherche à la vaincre ſi loin;	Combatons la fortune avec tout notre soin, Mais n'alents point cherche à la vaincre si loin;
Si toſt qu’on leue l’anchre & qu’il faut perdre terre, Ie oroy m’eſtre expoſe dans vn vaiſſeau de verre, A qui le moindre flot eſt vn funeſte écuiel.	Si tôt qu'on lève l'anchre et qu'il faut perdre terre, Je oroi m'être expose dans un vaisseau de verre, À qui le moindre flot est un funeste écuiel.
Dont lechoc va m’ouurir vn liquide cercueil.	Dont léchoc va m'ouvrir un liquide cercueil.
LELIE.	LELIE.
Ton intereſt n’eſt pas ce qui nous met en peine.	Ton intérêt n'est pas ce qui nous met en peine.
AVRELIE.	AURÉLIE.
Si de nos importuns l’eſperance n’eſt vaine, Ce ſoir, qui de nos vœux nous doit oſter le fruit, Sera ſuiuy pour nous d’vne eternelle nuit;	Si de nos importuns l'espérance n'est vaine, Ce soir, qui de nos vœux nous doit ôter le fruit, Sera suivi pour nous d'une éternelle nuit;
En cette extremité, faiſons auec courage, Ce qu’en meſme beſoin fait vn qui fait naufrage, Qui ſaus perdre courage eſt conſtant iuſqu’au bout, De l’œil & de la main, cherche & s’attache à tout.	En cette extrémité, faisons avec courage, Ce qu'en même besoin fait un qui fait naufrage, Qui sa perdre courage est constant jusqu'au bout, De l'œil et de la main, cherche et s'attache à tout.
LELIE.	LELIE.
Le Ciel nous peut ayder, ſi l’art nous eſt friuolez Mais mon pere reuient;	Le Ciel nous peut aider, si l'art nous est frivolés Mais mon père revient;
toy commence ton roolle;	toi commence ton rolle;
Vous Aurelie entrez, ie vous veux conferer, D’vn aduis que l’amour vient de nous ſuggerer.	Vous Aurelie entrez, une vous veux conférer, D'un avis que l'amour vient de nous suggérer.
SCENE II ANSELME, ERGASTE.	SCÈNE II ANSELME, ERGASTE.
ANSELME.	ANSELME.
N quel endroit, Ergaſte, as-tu laiſſé Lelie?	N quel endroit, Érègaste, as-tu laissé Lélie?
