CLIMENE.	CLIMENE.
Moderez cette ardeur, vomiſſez ce poiſon, R’amenez voſtre eſprit au ioug de la raiſon, Et ſi vous en auez faites la nous paroiſtre.	Modérez cette ardeur, vomissez ce poison, Ramenez votre esprit au joug de la raison, Et si vous en avez faites la nous paraître.
CLORIFEB.	CLORIFEB.
Parlez vous de raiſon où l’Amour eſt le maiſtre?	Parlez -vous de raison où l'Amour est le maître?
L’Amour eſt vn Tyran qui iamais ne ſe ioint Auec cette faſcheuſe, vn Roy qui ne veut point Qu'on vienne à tous momens diſputer ſa puiſsãce Pour faire à ſes Edits tant ſoit peu de deffence, Et que de la raiſon t'opintaſtre vois Luy gloſant ſon pouuoir controolle ainſi ſes lois.	L'Amour est un Tyran qui jamais ne se joint Avec cette fâcheuse, un Roi qui ne veut point Qu'on vienne à tous moments disputer sa puissance Pour faire à ses Édits tant soit peu dé sensé, Et que de la raison t'opintâtre vois Lui glosant son pouvoir contrôle ainsi ses lois.
CLIMENE.	CLIMENE.
Priué d’elle l’amour n’eſt rienqu’vne manie.	Privé d'elle l'amour n'est rienqu'une manie.
CLORIFEE.	CLORIFE.
Elle ne ſuit iamais vne Amour infinie,	Elle ne suit jamais une Amour infinie,
CLIMENE.	CLIMENE.
Außi ne faut il pas aimer infiniment.	Aussi ne faut -il pas aimer infiniment.
B iij	 Bijà
CLORIFEE.	CLORIFE.
C’eſt faillir en Amour que d’aymer autrement,	C'est faillir en Amour que d'aimer autrement,
OLIMENE, L’extremité pourtant eſt choſe vitieuſe.	ÔLIMENE, L'extrémité pourtant est chose vitieuse.
CLORIFEE.	CLORIFE.
Exceptez en Amouroù elle eſtvtilueuſe, Elle y a du merite;	Exceptez en Amouroù elle estvtilueuse, Elle y a du mérite;
& tenir le milieu Sãs doute c’eſt pecher s’il eſt vray qu’il ſoit Dieu,	et tenir le milieu Sans doute c'est pécher s'il est vrai qu'il soit Dieu,
CLIMENE.	CLIMENE.
Si vous voulez aymer, au moins faites en ſorte Que cette paßion iamais ne vous tranſporte, Sauuez vous de ce mal, preuenez ſon effet.	Si vous voulez aimer, au moins faites en sorte Que cette passion jamais ne vous transporte, Sauvez vous de ce mal, prévenez son effet.
CLORIFEE.	CLORIFE.
Qui le pourroit guerir que celuyqui l’a fait?	Qui le pourrait guérir que celuiqui l'a fait?
Vous poſſedeZ Silandre, & l’vnique remede Qui me peut guarentir eſt que ie le poſſede.	Vous possédez Silandre, et l'vnique remède Qui me peut garantir est que sans le possède.
CLIMENE.	CLIMENE.
Il eſt vray qu’il me ſuit & ſe trauaille fort A ſe rendre agreable, il ſouhaitte la mort, Miſerable, dit-il, ſi ie ne voy qu’elle aime, Et cõbien que touſiours ie l’euſſe aimé de meſme Que les autres Bergers, vn pire traictement Le forcera peut eſtre à quelque changement.	Il est vrai qu'il me suit et se travaille fort A se rendre agréable, il souhaite la mort, Misérable, dit-il, si je ne vois qu'elle aime, Et confien que toujours avoir l'eusse aimé de même Que les autres Bergers, une pire traitement Le forcera peut être à quelque changement.
SCENE III.	SCÈNE III.
LIRIDAS.	LIRIDAS.
SEMIRE.	SEMIRE.
LIRIDAS.	LIRIDAS.
I vous auez deſir pour vous mettre hors de U peine De donner vn eſpous à la belle Climene, Semire ie vous prie me vouloir preferer A tous ces amoureus qu’elle fait ſoupirer;	I vous avez désir pour vous mettre hors de V peine De donner un épous à la belle Climène, Semire enfin vous prie me vouloir préférer À tous ces amoureus qu'elle fait soupirer;
Obligez y ma vie, & r’entrant en vous meſme, Peſez bien qui ie ſuis, & depuis quand ie l’aime, Mon pere qui vieillardackuant ſondeſtin, Ne peut tarder long temps à voir venir ſa fin, Et qui n’attend finon que ſon dernier horloge En ſonnant le depart luy diſequ’il deſloge, Tombant dans le tombeau, me laiſſe par raiſon Le ſeul riche heritier d’vne bonne maiſon:	Obligez y ma vie, et rentrant en vous même, Pesez bien quiie suis, et depuis quand quelque l'aime, Mon père qui vieillardackvant sondestin, Ne peut tarder long temps à voir venir sa fin, Et qui n'attend sinon que son dernier horloge En sonnant le départ ainsi disequ'il déloge, Tombant dans le tombeau, me laisse par raison Le seul riche héritier d'une bonne maison:
Et qui ſans vanité paſſe par aduantage Les plus riches bergers qui ſoiẽt dans ce village:	Et qui sans vanité passe par avantage Les plus riches bergers qui soient dans ce village:
Ne me refuſez point, puiſque chargé d’ennuis, Semire, vous voyeZ combienpaſle ie ſuis, Combien défiguré de pleurs continuelles Qui ne peuuent guerir mes bleſſeures mortelles:	Ne me refusez point, puisque chargé d'ennuis, Semire, vous voit combienpâle ie suis, Combien défiguré de pleurs continuelles Qui ne peuvent guérir mes blessures mortelles:
B iiij Mais ſi vous me vouliez voſtre fille donner, Ie changerois de teint, ie reprendrois mon air, P'emboucherois ma fluſte, & au ſon des violes Gaillard ie paſſerois cent mille caprioles.	 Bij Mais si vous me vouliez votre fille donner, Je changerais de teint, Elle reprendrois mon air, P'emboucherais ma flûte, et au son des violes Gaillard ue rais cent mille caprioles.
ſmours Vous ſouuenez voꝰ point quãd libre & ſans aIe contentois vos yeus de tant de ſouples tours?	smours Vous souvenez voù point quand libre et sans aIe contentais vos yeus de tant de souples tours?
Dõnez moy ma Climene aſtre ſainctque i’adore, Etit feray pienpims que tout ceid encore, Aduiſezy Semire, & ne dédaignez point Vn party qui me ſemble arriuer bien à point.	Donnez -moi ma Climène astre saintque j'adore, Etit ferai pienpims que tout ceid encore, Aduisezi Sémire, et ne dédaignez point Un parti qui me semble arriver bien à point.
SEMIRE.	SEMIRE.
I'ay bien la volonté de marier ma fille, Et luy choiſir party d’vne bonne famille, Liy donner vn mary qui meſnager ait ſoin D’aßiſter ſa ieuneſſe & l’aider au beſoin, ſdre:	J'ai bien la volonté de marier ma fille, Et grands choisir parti d'une bonne famille, Li donner un mari qui ménager ait soin D'assister sa jeunesse et l'aider au besoin, sdre:
Tel que vous que ie croy propre pour m'eſtre géMais voyant bien qu’elle adans vn ãge ſi tendre Vn deſir naturel aux filles de ce temps De prendre encore vn peu ſes libres paſſetemps, I’en aduoue l’enuie, & deſire luy eſtre En ces affaires là plutoſt pere que maiſtre.	Tel que vous que je crois propre pour m'être gagnais voyant bien qu'elle adans un angé si tendre Un désir naturel aux filles de ce temps De prendre encore un peu ses libres passetemps, J'en avoue l'envie, et désire lui enfin En ces affaires là plutôt père que maître.
Ie cognois vos moyens ainſi que voſtre amour, Et voy combien loyal vous luy faites la Cour, Elle en a de l’honneur, & croy qu’eſtans ensẽble Elle auroit du plaiſir:	Je connais vos moyens ainsi que votre amour, Et vois combien loyal vous lui faites la Cour, Elle en a de l'honneur, et crois qu'étants ensemble Elle aurait du plaisir:
toutefois il me ſemble Qu’vn deſir du meſnage & de vous plaire außi Cõme ſage qu'elle eſt, luy ſeroit à ſoucy.	toutefois il me semble Qu’ avait désir du ménage et de vous plaire aussi Comme sage qu'elle est, Seigneur serait à souci.
ſcrainte Voyla pourquoy l’aymãt bien plus que moy, i’ay D’vſer en ſon endroit d’vne iniuſte contrainte, Car ie ne voudrois pas luy faire tant de tort Qu’eſpouſant vn mary elle eſpouſaſt la mort, Et que fondant en pleurs le lit des eſpouſailles Fust außi toſt ſuiui de tristes funerailles, Ie me tuerois moy meſme, & pouſſerois dehors Vieillard malencontreus de ce malheureus corps Antet u aigits foupirs mon ame miſerable:	scrainte Voilà pourquoi l'aimant bien plus que moi, j'ai D’user en son endroit d'une injuste contrainte, Cariesites voudrais pas lui un tant de tort Qu'épousant un mari elle épousât la mort, Et que fondant en pleurs le lit des épousailles Fût aussi tôt suivi de tristes funérailles, Je me tuerais moi -même, et pousserais dehors Vieillard malencontreus de ce malheureus corps Antet aigits soupirs mon âme misérable:
Il faut que vous tãchiez de luy eſtre agreable, Faites qu'elle vous vueille auoir pour ſon amant, Et vous tenez certain de mon conſentement.	Il faut que vous tãchiez de mon Amant agréable, Faites qu'elle vous veuille avoir pour son amant, Et vous tenez certain de mon consentement.
Ie crains.	Je crains.
LIRIDAS.	LIRIDAS.
SEMIRE.	SEMIRE.
Que craignez vous?	Que craignez -vous?
LIRIDAS.	LIRIDAS.
Alcidor & Silandre.	Alcidor et Silandre.
SEMIRE.	SEMIRE.
D'où prouient cette peur?	D'où prouient cette peur?
LIRIDAS.	LIRIDAS.
Qu'ils viennent à ſurprendre 1l0y ?	Qu'ils viennent à surprendre 1l0i ?
Plus adroits & ſubtils ils luy donnent la loy.	Plus adroits et subtils ils lui donnent la loi.
SEMIRE.	SEMIRE.
Non, n'apprehendez rien.	Non, n'appréhendez rien.
LIRIDAS.	LIRIDAS.
Ie n’ay peur que pour elle,	Je n'ai peur que pour elle,
SEMIRE.	SEMIRE.
Comment?	Comment?
LIRIDAS.	LIRIDAS.
Que paroiſſant ſi gentille & ſi belle, Et qui n’a dans l’eſprit maintenant de deſir Que celuy qu’elle garde à ſe donner plaiſir, Voyant ces deux Bergers ſi courtois & ſi braues Feindre des paßions, ſe dire ſes eſclaues, Amoc un beau langage artiſtement mocqueur, Flattée de diſcours leur ouurira le cœur, Courra aux vanitez, & ſe lairra ſurprendre Aus appas menſongers d’Alcidor ou Silandre, Dédaignant de m’aymer.	Que paraissant si gentille et si belle, Et qui n'a dans l'esprit maintenant de désira Le celui qu'elle garde à se donner plaisir, Voyant ces deux Bergers si courtois et si braves Feindre des passions, se dire ses esclaves, Amoc un beau langage artistement moqueur, Flattée de discours leur ouvrira le cœur, Courra aux vanités, et se lairra surprendre Aus appas mensongers d'Alcidor ou Silandre, Dédaignant de m'aimer.
SEMIRE.	SEMIRE.
N’ayez peur de ces coups Il n’en ſera rien fait.	N'ayez peur de ces coups Il n'en sera rien fait.
LIRIDAS.	LIRIDAS.
Semire, mais pour vous Qui plus ſage voyeZ ce qu’il faut pour ſon age, Et ce qui la peut rendre heureisſe en mariagé, Cela m’oſte de ſoin:	Semire, mais pour vous Qui plus sage voyeZ ce qu'il faut pour son âge, Et ce qui la peut rendre heureisse en mariagé, Cela m'ôte de soin:
car qui eſt Alcidor Pour eſtre preferé, & qui Silandre encor, Deux Bergers meſconeus qui dedans ce village Miſerables n’ont pas vn pouce d’heritage, Et qui pauures valets tout à fait malheureus Promenent des brebis qui ne ſont point à eus:	car qui est Alcidor Pour der préféré, et qui Silandre encor, Deux Bergers méconeus qui dedans ce village Misérables n'ont pas un pouce d'héritage, Et qui pauvres valets tout à fait malheure Promenent us brebis qui ne sont point à eus:
Car afin de dreſſer vn iour vn bon meſnage, Semire, il faut auoir quelque peu d’auantage.	Car afin de dresser un jour un bon ménage, Semire, il faut avoir quelque peu d'avantage.
SEMIRE.	SEMIRE.
Vous parlez ſagement.	Vous parlez sagement.
LIRIDAS.	LIRIDAS.
Ceux qui portent ſur eus Tout ce qu’ils ont vaillãt en fin deuiennẽt gueus, Mais ceus qui plus prudents font touſiours plus d’eſtime D’auoir que de monſtrer, gardant vn bon regime, Se tiennent en eſtat ſe mocquant du dehors, Et laiſſent bien appris les ombres pour les corps, Non cõme ces Bergers qui pour vouloir paroiſtre, Deſpenſent ce qu’ils ont chaque fois que leur maiſtre Leur paye leur ſeruice, à faire des habits, Indignes de Bergers ſans terre & ſans brebis, Ie n’en ſuis pas ainſi;	Ceux qui portent sur eus Tout ce qu'ils ont vaillant en fin deviennent gueus, Mais ceus qui plus prudents font toujours plus d'estime D’avoir que de montrer, gardant un bon régime, Se tiennent en état se moquant du dehors, Et laissent bien appris les ombres pour les corps, Non comme ces Bergers qui pour vouloir paraître, Despensent ce qu'ils ont chaque fois que leur maître Leur paye leur service, à faire des habits, Indignes de Bergers sans terre et sans brebis, Je n'en suis pas ainsi;
car combien que ie n’aye Le brodequin bien fait, la houlette & le ſaye Qui ſente ſon muguet, ſi ay-ie le pouuoir D’en acheter touſiours s’il m’en falloit auoir.	car combien que je n'aie Le brodequin bien fait, la houlette et le saye Qui sente son muguet, si ai-je le pouvoir D'en acheter toujours s'il m'en fallait avoir.
Helas!	Hélas!
ie vous ſuppli' reſolueZ-vous Semire, A me donner Climene & guerir mon martyre.	Elle vous suppli' resolueZ-vous Sémire, A me donner Climène et guérir mon martyre.
SEMIRE.	SEMIRE.
Liridas ie voy bien que vos reins ſont meilleurs, Mais d’autant que le temps me fait aller ailleurs Où ie ſuis attendu, remettons cette affaire Que nous pourrons tantoſt s’il plaiſt aus Dieus parfaire.	Liridas beau beau bien que vos reins sont meilleurs, Mais d'autant que le temps me fait aller ailleurs Où ie suis attendu, remettons cette affaire Que nous pourrons tantôt s'il plaît aus Dieu parfaire.
MEIEGECOND.	MEIGECOND.
SCENE I.	SCÈNE I.
SILANDRE.	SILANDRE.
CLORIFEE.	CLORIFE.
CALIANTE.	CALIANTE.
SILANDRE.	SILANDRE.
Ilandre que fais-tu dans vn ſi long ſejour?	Ilandre que fais-tu dans un si long séjour?
Le terme eſt expiré donné pour ton retour, Et l’amour te retient cependant que ton pere Ayant perdu l’eſpoir de voir iamais ton frere Te pleure maintenant, & maudiſſant ſon ſort Apprehende ta perte & deſire ſa mort.	Le terme est expiré donné pour ton retour, Et l'amour te retient cependant que ton père Ayant perdu l'espoir de voir jamais ton frère Te pleure maintenant, et maudissant son sort Appréhende ta perte et désire sa mort.
Veus-tu non ſeulement qu’on te nomme perfide, Mais ioindre à ce parjure encore vn parricide?	Vous-tu non seulement qu'on te nomme perfide, Mais joindre à ce parjure encore un parricide?
Tu ne peus ignorer qne ton eſloignement Pouſſera ce vieillard dedans le monument, Toutesfois habitant vne terre eſtrangere, Tu preferes l’amour d’vne ſimple Bergere:	Tu ne peux ignorer qne ton éloignement Poussera ce vieillard dedans le monument, Toutefois habitant une terre étrangère, Tu préfères l'amour d'une simple Bergère:
Crains-tu point que les Dieus auſquels rien n’eſt Ne puniſſent vẫgeurs cet enorme peché?	Crains-tu point que les Dieus aussi rien n'est Ne punissent vẫgeurs cet énorme péché?
caché	caché
Nõ, le Ciel ne peutpas m’eſtre autre que propice, Puiſque le Roy des Dieus me tient à ſon ſeruice, Que s’il m’a commandé d’aymer vne beauté Puis-ie en obeiſſant faire vne impieté?	Nomme, le Ciel ne peutpas m'être autre que propice, Puisque le Roi des Dieus me tient à son service, Que s'il m'a commandé d'aimer une beauté Puisie en obéissant faire une impiété?
Non, quand i’aurois cõmis pour Climene vn tel Elle me ſeruira d’excuſe legitime.	Non, quand j'aurais commis pour Climène un tel Elle me servira d'excuse légitime.
[crime, La loy de la nature eſt ſujette à l’amour, Et bien que mon pere euſt abandonné le iour, Faſché de mon abſence, hé qui pourrois-ie faire?	[crime, La loi de la nature est sujette à l'amour, Et bien que mon père eût abandonné le jour, Fâché de mon absence, hé qui pourrais-je faire?
Ma volonté ne peut eſtre à l’amour cortraire, I'ayme mieus en ce lieu comme pauure eſtranger Paroiſtre ſous le nom & l’habit de Berger, Poſſedant ma Climene en plaine iouiſſance, Que d’auoir les honneurs que me doit ma naißãTout ce que le malheur me fait ſentir de mal, ſce, Seruiteur comme moy d’vn Berger du village, Mais dont les qualitez ont beaucoup d’auantaEt lequel démentant ſa vile extraction Se conduit tellement en ſon affection, Que ſes rares vertus dont Climene eſt eſpriſe, Pourroient bien ruiner toute mon entrepriſe:	Ma volonté ne peut être à l'amour cortraire, J'aime mieus en ce lieu comme pauvre étranger Paraître sous le nom et l'habit de Berger, Possédant ma Climène en plaine jouissance, Que d'avoir les honneurs que me doit ma naissãTout ce que le malheur me fait sentir de mal, sauce, Serviteur comme moi d'un Berger du village, Mais dont les qualités ont beaucoup d'auantaEt lequel démentant sa vile extraction Se conduit tellement en son affection, Que ses rares vertus dont Climene est éprise, Pourraient bien ruiner toute mon entreprise:
