PREFACE.	PRÉFACE.
E bruir qui ſe répand par voſtre oidre en ces L ieux Madame, m’a contraint à paroiſtre à vos yeux.	E bruir qui se répand par votre oidre en ces jeux Madame, m'a contraint à paraître à vos yeux.
Quoy que la certitude en toſt par tout ſemce, J’ay crù que je devois, pour en eſtre informée, De mon deſtin par vous ſçavoir la verité.	Quoi que la certitude en tôt par tout semée, J'ai crù que je devais, pour en être informée, De mon destin par vous savoir la vérité.
Je vous vois un viſage interdit, agité;	Je vous vois un visage interdit, agité;
Vous paroiſſez contrainte, étonnée, inquiete, Madame, ma venuë eſt peut-eſtre indiſcrete.	Vous paraissez contrainte, étonnée, inquiète, Madame, ma venue est peut-être indiscrète.
IPHIGENIE.	IPHIGENIE.
Madame, à voſtre rang je ſçay ce que je doy;	Madame, à votre rang je sais ce que je dois;
Mais, je vous l’avoüray, je ne ſuis pas à moy.	Mais, je vous l'avouerai, je ne suis pas à moi.
Diane en ce moment m’ordonne un ſacrifice:	Diane en ce moment m'ordonne un sacrifice:
Elle en attend l’offrande, en preſſe la juſtice;	Elle en attend l'offrande, en presse la justice;
Cet ordre ſouverain ne laiſſe en mon pouvoir Que le temps qu’il me faut pour remplir mon devoir.	Cet ordre souverain ne laisse en mon pouvoir Que le temps qu'il me faut pour remplir mon devoir.
THOMIRIS.	THOMIRIS.
Il eſt donc vray, Madame, & ce Gtec qu’on opprime, De divers intereſts déplorable victime, Sur ces funeſtes bords eſt à peine arrivé, Que du jour, par vos mains, il ſe vavoir privé Avez-vous pronoucé cet Arreſt ſauguinaire?	Il est donc vrai, Madame, et ce Grec qu'on opprime, De divers intérêts déplorable victime, Sur ces funestes bords est à peine arrivé, Que du jour, par vos mains, il se vavoir privé Avez-vous pronoucé cet Arrêt sauguinaire?
Madame, il eſt bien prompt pour eſtre lans myſtere.	Madame, il est bien prompt pour être lans mystère.
IPHIGENIE.	IPHIGENIE.
Ce qu’il a de profoud & de myſteri eux, Eſt un compte que j’ay, Madame, à rendre aux Dieux	Ce qu'il a de profoud et de mystéri eux, Est un compte que j'ai, Madame, à rendre aux Dieux
THOMIRIS.	THOMIRIS.
On abuſe ſouvent des ſuprêmes ſageſſes, Souz ces voiles pompeux nous cachons nos foibleſſes;	On abuse souvent des suprêmes sagesses, Sourz ces voiles pompeux nous cachons nos faiblesses;
Ce u’eſt qu’à ces dehors que nous ſacrifions, Et quelquefois nos Dieux ce ſont nos paſſions.	Ce Çu'est qu'à ces dehors que nous sacrifions, Et quelquefois nos Dieux ce sont nos passions.
Je prens ſut nos vertus une aſſurance entiere, De ce Trône uſurpé legitime heritiere.	Je prends sut nos vertus une assurance entière, De ce Trône usurpé légitime héritière.
Pour me laiſſer tranquile en mes propres Etats, J’ay vu voſtre grand cœur reſiſter à Thoas:	Pour me laisser tranquille en mes propres États, J'ai vu votre grand cœur résister à Thoas:
Vous avez dédaigné l’hymen qu’il vous propoſe, Charmée à ces refus, j’en admire la cauſe.	Vous avez dédaigné l'hymen qu'il vous propose, Charmée à ces refus, j'en admire la cause.
Les Scythes étonnez vous loüoient avec moy;	Les Scythes étonnés vous louaient avec moi;
Mais lors qu’enfin ſoûmiſe aux volontez du Roy, Vous allez de ce Grec trancher la deſtinée.	Mais lors qu'enfin soumise aux volontés du Roi, Vous allez de ce Grec trancher la destinée.
Que Thoas ſur ſa mort fonde voſtre hymenée.	Que Thoas sur sa mort fonde votre hyménée.
Le peuple qui ſçait mal juger du fond des cœurs, Sur voſtre changement préſage ſes malheurs.	Le peuple qui sait mal juger du fond des cœurs, Sur votre changement présage ses malheurs.
Vous le ditay-je enfin, Madame, on vous ſoupçonne De vouloir, par ſa perte, uſurper la Couronne.	Vous le ditai-je enfin, Madame, on vous soupçonne De vouloir, par sa perte, usurper la Couronne.
J’ay crû, de ce qu’on craint, devoir vous informer, Quelque ſoit ce ſoupçon vous pouvez le calmer.	J'ai cru, de ce qu'on craint, devoir vous informer, Quelque soit ce soupçon vous pouvez le calmer.
Differez cette moit où Thoas vous engage, Par là vous ferez taire un bruit qui vous outrage.	Différez cette moit où Thoas vous engage, Par là vous ferez taire un bruit qui vous outrage.
IPHIGENIE.	IPHIGENIE.
Souvent ſur l’apparence on tombe dans l’erreur;	Souvent sur l'apparence on tombe dans l'erreur;
Mais par l’évenement on connoiſtra mon cœur.	Mais par l'événement on connaîtra mon cœur.
Ce n'eſt pas loin des lieux où je fus élevée, Qu’on me rendra le rang dont le ſort m’a privée.	Ce n'est pas loin des lieux où je fus élevée, Qu'on me rendra le rang dont le sort m'a privée.
Celuy qu’on m’offre encor, malgré tous mes méris Pour vous le diſputer n’eſt pas d’aſſez haut prix;	Celui qu'on m'offre encor, malgré tous mes méris Pour vous le disputer n'est pas d'assez haut prix;
Et ſi pour moy ce Trône avoit eu quelques charmes Je n’autois pas ſi tard-confirmé vos allarmes.	Et si pour moi ce Trône avait eu quelques charmes Je n'autais pas si tard-confirmé vos alarmes.
Dianc & mon devoir m’appellent à l’Autel;	Dianc et mon devoir m'appellent à l'Autel;
Je vay ſur l’ktranger porter le coup mortel:	Je vais sur l'ktranger porter le coup mortel:
On ne peut l’arracher à la mott qu’il merite:	On ne peut l'arracher à la mott qu'il mérite:
Le remps preſſe:	Le remps presse:
on m’attend:	on m'attend:
ſouffrez que je vous quitte.	souffrez que je vous quitte.
THOMIRIS.	THOMIRIS.
Madame ſur le ſang que vous allez verſer, Je ne dis plus qu’un mot, c’eſt à vous d’y penſer.	Madame sur le sang que vous allez verser, Je ne dis plus qu'un mot, c'est à vous d'y penser.
bblis lia protectiout j ay prie voſtre victime, Suſpendez la rigueur du deſtin qui l’opprime, Sans emprunter des Dieux d’inutiles détours, Accordez ma priere, ou tremblez pour vos jours.	bblis lia protectiout j' ai prie votre victime, Suspendez la rigueur du destin qui l'opprime, Sans emprunter des Dieux d'inutiles détours, Accordez ma prière, ou tremblés pour vos jours.
CENE IV.	CÈNE IV.
IPHIGENIE, CYANE.	IPHIGENIE, CYANE.
IPHIGENIE Uoy donc!	IPHIGENIE Uoi donc!
elle menace, & de ce Grec imElle prend la deffenſe, & protege la vie.	elle menace, et de ce Grec imElle prend la défense, et protege la vie.
Quand de juſtes raiſons n’armeroient point mon bras, Quand mon cœur n’auroit point reſolu ſon trépas, Son audace, la peur qu’elle prétend me faire, Haſteroient cette mort qu’elle veut qu’on differe.	Quand de justes raisons n'armeraient point mon bras, Quand mon cœur n'aurait point résolu son trépas, Son audace, la peur qu'elle prétend me faire, Hâteraient cette mort qu'elle veut qu'on diffère.
Rien ne peut m’ébranler.	Rien ne peut m'ébranler.
Allons, Cyane, allons.	Allons, Cyane, allons.
La juſtice à toujouts guide vos palſions.	La justice à toujouts guide vos palsions.
De tous leurs mouvemens elle eſt inſéparable, Tantoſt pout l’un des Grecs vous étiez équitable;	De tous leurs mouvements elle est inséparable, Tantôt pout l'un des Grecs vous étiez équitable;
Quel intereſt pour l’autte arme voſtre rigueur?	Quel intérêt pour l'autte arme votre rigueur?
IPHIGENIE.	IPHIGENIE.
Ah!	Ah!
ne rappelle point ce qui me fait horteur.	ne rappelle point ce qui me fait horteur.
Contre luy mon courroux à chaque inſtant s’augmente.	Contre lui mon courroux à chaque instant s'augmente.
Il a tué ma mere, il l’avouë, il s’en vante:	Il a tué ma mère, il l'avoue, il s'en vante:
Il me l’a dit, Cyane.	Il me l'a dit, Cyane.
A cette impieté Oſes-tu m’acculer de trop de cruauté.	À cette impiété Oses-tu m'acculer de trop de cruauté.
YANE.	YANE.
Je demeure interdite & muette à ce crime:	Je demeure interdite et muette à ce crime:
Voſtre fureur eſt juſte, & ſa mort legirime.	Votre fureur est juste, et sa mort légirime.
Il ne ſçautoir trop toſt expirer ſous vos coups.	Il ne savoir trop tôt expirer sous vos coups.
Mais, ô Ciel!	Mais, ô Ciel!
que la ſuite eſt à craindre pour vous.	que la suite est à craindre pour vous.
Le Roy de cette mort attend ſa deſtinée, Et vous n'en pourtez plus fetaruer l’hymenée.	Le Roi de cette mort attend sa destinée, Et vous n'en pourtez plus fétaruer l'hyménée.
PHIGENIE.	PHIGENIE.
Pour reſiſter, Cyane, aux tranſports de Thoas, Mon courage, les Dieux ne me manqueront pas.	Pour résister, Cyane, aux transports de Thoas, Mon courage, les Dieux ne me manqueront pas.
Bravons la tyrannie où mon malheur m’expoſe, Aux cœurs comme le mien la vie eſt pen de choſe.	Bravons la tyrannie où mon malheur m'expose, Aux cœurs comme le mien la vie est pen de chose.
Quoy vous.	Quoi vous.
CYANE.	CYANE.
IPHIGENIE.	IPHIGENIE.
Allons ſçavoir par quel ſoudain appuy Ce Grec.	Allons sçavoir par quel soudain appui Ce Grec.
CYANE.	CYANE.
Hidaſpe vient, vous l’apprendrez de luy.	Hidaspe vient, vous l'apprendrez de lui.
DODE V.	DODE V.
IPHIGENIE, HIDASPE, CYANE.	IPHIGENIE, HIDASPE, CYANE.
IPHIGENIE.	IPHIGENIE.
U donc eſt l’Etranger, & par quelle injuſtiThoas recule-t-il ce fatal ſacrifice?	V donc est l'Étranger, et par quelle injustiThoas recule-t-il ce fatal sacrifice?
Ne craint-il point ſur luy que les Dieux irritez.	Ne craint-il point sur luique les Dieux irrités.
HIDASPE.	HIDASPE.
Le Roy pluſque jamais a beſoin de clartez.	Le Roi plusque jamais a besoin de clartés.
Rien n’égale l’horreur du trouble qu’il éprouve, Dans l’un de ces deux Grecs ſon ennemy ſe trouIl le voit, & ne peut diſcerner quel il eſt;	Rien n'égale l'horreur du trouble qu'il éprouve, Dans l'un de ces deux Grecs son ennemi se trouIl le voit, et ne peut discerner quel il est;
Il le cherche avee ſoin, chacun d’eux le paroiſt:	Il le cherche ave soin, chacun d'eux le paraît:
Et tous deux pour mourir prennaut ce nom impie Aucun ne veut celuy qui l’attache à la vie.	Et tous deux pour mourir prennaut ce nom impie Aucun ne veut celui qui l'attache à la vie.
Dans ce trouble mortel.	Dans ce trouble mortel.
Mais les voicy tous deux.	Mais les voici tous deux.
Sçachez quel eſt celuy.	Sachez quel est celui.
IPHIGENIE.	IPHIGENIE.
Qu'on me laiſſe avee eux.	Qu'on me laisse avée eux.
OBNDVI.	ÔBNDVI.
IPHIGENIE, ORESTE, PILADE.	IPHIGENIE, ORÉTE, PILADE.
IPHIGENIE.	IPHIGENIE.
JOus vous obſtinez donc à refuſer ma grace, VToujours dans vos regards je voy la même audace, Et que vous preferez une ſanglante mort, Au ſoin que ma pitié prenoit de voſtre ſort.	JOus vous obstinez donc à refuser ma grâce, VToujours dans vos regards je vois la même audace, Et que vous préférez une sanglante mort, Au soin que ma pitié prenait de votre sort.
PILADE, Que mon deſtin, Madame, a bien changé de face.	PILADE, Que mon destin, Madame, a bien changé de face.
Cet amy, dont tantoſt je pleurois la diſgrace, Echapé de Neptune & d’Eole en coutroux, Suivy de ſes malheurs, Madame, eſt devant vous.	Cet ami, dont tantôt je pleurais la disgrâce, Échappé de Neptune et d'Éole en coutroux, Suivi de ses malheurs, Madame, est devant vous.
PHIGENIE.	PHIGENIE.
Qu’entens-je?	Qu'entends-je?
où cet aveu porte-t-il mon idée?	où cet aveu porte-t-il mon idée?
Pitié mal reconnuë, où m’aviez-vous guidée?	Pitié mal reconnue, où m'aviez-vous guidée?
Je plaignois un mortel, qui co:	Je plaignais un mortel, qui connais:
te pour amy, Un monſtre furieux que l’Enfer a vomy.	te pour ami, Un montre furieux que l'Enfer a vomi.
Indigne que mon bras, au deffaut du tonnerre, Soit choiſi par les Dieux pour en purger la terre.	Indigne que mon bras, au défaut du tonnerre, Soit choisi par les Dieux pour en purger la terre.
PILADE.	PILADE.
Madame, cet amy ne vous eſt pas connu.	Madame, cet ami ne vous est pas connu.
Si dans quelques honneurs mon nom eſt parvenu, Et ſi pa:	Si dans quelques honneurs mon nom est parvenu, Et si pa:
my les Grecs je ſuis recommandable, C’eſt à ſon amitié que t’en ſuis redevable:	mi les Grecs je suis recommandable, C'est à son amitié que t'en suis redevable:
L’un à l’autre liez par le plus ſaint des nœuds, Ou nous vivrons enſemble, ou nous mourrons tous deux.	L'un à l'autre liés par le plus saint des nœuds, Ou nous vivrons ensemble, ou nous mourrons tous deux.
IPHIGENIE.	IPHIGENIE.
N’attens pas que ma main te joigne à ce perfide :	N'attends pas que ma main te joigne à ce perfide :
Je vais devant tes yeux punir ſon parrieide, Dans les flots de ſon ſang éteindie mon courroux.	Je vais devant tes yeux punir son parrieide, Dans les flots de son sang éteindie mon courroux.
Tu le verras tomber ſous l’effort de mes coups, Sans que ton lâche cœur, preſent au ſacrifice, Puiſſe obtenir la mort par grace, ou par ſupplice.	Tu le verras tomber sous l'effort de mes coups, Sans que ton lâche cœur, présent au sacrifice, Puisse obtenir la mort par grâce, ou par supplice.
Venez.	Venez.
PILADE.	PILADE.
Craignez vous-même, & tremblez d'y penſer.	Craignez vous-même, et tremblez d'y penser.
C'eſt le pur ſang des Lieux que vous allez verſer.	C'est le pur sang des Lieux que vous allez verser.
Son bras, à vos deſſeins, peut ſervir mieux qu’un autre:	Son bras, à vos desseins, peut servir mieux qu'un autre:
Sa haine, pour Thoas, eſt égale à la vôtre;	Sa haine, pour Thoas, est égale à la vôtre;
Et ce motif m’oblige à ne vous plus cacher, Ce que tous les tourmens ne ſçauroient m’arracher.	Et ce motif m'oblige à ne vous plus cacher, Ce que tous les tourments ne sauraient m'arracher.
Du grand Agamemnon reſpectez ce qui reſte, Heritier de ſon rang, c’eſt ſon ſils, c’eſt Oreſte.	Du grand Agamemnon respectez ce qui reste, Héritier de son rang, c'est son sils, c'est Oreste.
Oreſte!	Oreste!
IPHIGENIE.	IPHIGENIE.
ORESTE.	ORÊTE.
A cet amy n’ajoûtez point de foy, Il vous peint des vertus qui ne ſont point en moy:	À cet ami n'ajoutez point de foi, Il vous peint des vertus qui ne sont point en moi:
Ce n’eſt que par pitié que ſa bouche me louë.	Ce n'est que par pitié que sa bouche me loue.
Je ſuis du ſang des Dieux, il eſt vray, je l’avouë.	Je suis du sang des Dieux, il est vrai, je l'avoue.
Mais que ce même ſang des mortels reveré, Par mes cruels ayeux s’eſt vû deshonoré.	Mais que ce même sang des mortels révéré, Par mes cruels aïeux s'est vu déshonoré.
Leur rage a fiit fremir juſqu’aux Aſtres celeſtes, Meurtres, impietez, adulteres, inceſtes, Sout de ce ſaug impur les crimes les plus doux;	Leur rage a fiit frémir jusqu'aux Astres célestes, Meurtres, impiété, adultères, incestes, Sout de ce saug impur les crimes les plus doux;
Né parmy leurs fotfaits, je les ſurpaſſe tous:	Né parmi leurs fotfaits, je les surpasse tous:
Parricide alteré d’une ſoif ſanguinaire, J’ay pouſſé le poignard dans le ſein de ma mere;	Parricide altéré d'une soif sanguinaire, J'ai poussé le poignard dans le sein de ma mère;
J’ay ſoü lle ſans reſpect les flancs quiim’ont porté, Et j’en ay retité mor bras enſanglanté:	J'ai sou lé sans respect les flancs quiimont porté, Et j'en ai retité mór bras ensanglanté:
Iy ceouter tur ma iuoſe ny pitie, ny priere, Ouy, je vous la demande à genoux.	Ji ceouter tur ma juose ni pitié, ni prière, Oui, je vous la demande à genoux.
IPHIGENIE.	IPHIGENIE.
Ah mon frere!	Ah mon frère!
REGIE.	RÉGIE.
Juſte Ciel!	Juste Ciel!
de quel nom vient-on de m’honorer!	de quel nom vient-on de m'honorer!
L’ay-je bien entendu, dois-je m’en aſſurer!	L'ai-je bien entendu, dois-je m'en assurer!
Moy.	Moi.
voſtre frere!	votre frère!
moy, quel Dieu, quel ſang nous lie?	moi, quel Dieu, quel sang nous lie?
PYAAIGENTE.	PYAIGENTE.
Voyez, reconnoiſſez la triſte Iphigenie, Que ſon pete en aulide a livrée au trépas:	Voyez, reconnaissez la triste Iphigénie, Que son pete en aulide a livrée au trépas:
Que Diane ſauva des fureurs de Calchas.	Que Diane sauva des fureurs de Calchas.
C’eſt cette même ſœur qui s’offre à vôtre veuë:	C'est cette même sœur qui s'offre à votre vue:
auais nelas :	auais nélas :
datis a'ier te mps vous eſt-elle renduë?	datis a'ier te mens vous est-elle rendue?
O miracle étonnant!	Ô miracle étonnant!
ò ſurprenant bon-heur!	Ce surprenant bonheur!
Iphigenie icy retrouvé:	Iphigénie ici retrouvé:
ah ma ſœur!	ah ma sœur!
PILADE.	PILADE.
Surpris d’étonnement, de ſurpriſe, & de joye, Je prens part au bonheut que le Ciel vous envoye.	Surpris d'étonnement, de surprise, et de joie, Je prends part au bonheut que le Ciel vous envoie.
IPHIGENIE.	IPHIGENIE.
Où nous emportez-vous, mou vemens imprevûs?	Où nous emportez-vous, mou vements imprévus?
Plût au Ciel que jamais nous ne nous fuſſions vûs.	Plût au Ciel que jamais nous ne nous fussions vus.
Le Tyran à mon bras impoſe un ſacrilege.	Le Tyran à mon bras impose un sacrilège.
Où tombera mon choix, & ſur qui fraperay-je?	Où tombera mon choix, et sur qui frapperai-je?
Sut mon frere;	Sut mon frère;
à ce nom je tremble, je fremis:	à ce nom je tremble, je frémis:
Sur ſon amy, quel crime, ô Ciel!	Sur son ami, quel crime, ô Ciel!
a-t-il commis?	a-t-il commis?
Pour ſauver à mon bras cet affreux parricide, Que la mort m’eûteſté ſavorable en Aulide.	Pour sauver à mon bras cet affreux parricide, Que la mort m'eûtesté savorable en Aulide.
PILADE.	PILADE.
Entre ce frere & moy pouvez-vous balancer.	Entre ce frère et moi pouvez-vous balancer.
Ignorez-vous le ſang que vous devez verſer.	Ignorez-vous le sang que vous devez verser.
Vous connoiſſez mon cœur, du feu qui le devote, J’eſtois tantôt coupable, & je le ſuis encore.	Vous connaissez mon cœur, du feu qui le dévote, J'étais tantôt coupable, et je le suis encore.
Helas!	Hélas!
IPHIGENIE.	IPHIGENIE.
ORESTE.	ORÊTE.
Il n’eſt plus temps de répandre des pleurs, A l’eſpoir dont le Ciel nous flate, ouvrons nos cœurs:	Il n'est plus temps de répandre des pleurs, À l'espoir dont le Ciel nous flatte, ouvrons nos cœurs:
Je me ſens inſpiré par ſes vives lumieres, Et dans l’évenement de ſes profonds myſteres, Le deſtin qui ſe cache à nos ſens aveuglez, Ne nous a point icy vainement raſſemblez.	Je me sens inspiré par ses vives lumières, Et dans l'événement de ses profonds mystères, Le destin qui se cache à nos sens aveuglez, Ne nous a point ici vainement rassemblés.
Armous-nous d’une noble & ſainte confiance, L’image de Diane eſt en vôtre puiſſance.	Amous-nous d'une noble et sainte confiance, L'image de Diane est en votre puissance.
Pour expier l’horreur dont mon nom eſt taché, A ſon enlevement mon ſort eſt attaché.	Pour expier l'horreur dont mon nom est taché, À son enlèvement mon sort est attaché.
Livrez-la moy.	Livrez-la -moi.
Comblez de gloire & d’allegreſſe, Prenant heureuſement les chemins de la Grece, Où mon crime par là doit enfin s’effacęr.	Comblez de gloire et d'allégresse, Prenant heureusement les chemins de la Grèce, Où mon crime par là doit enfin s'effacr.
Ma Sœur, parmy nos Dieux nous irons la placer.	Ma Sœur, parmi nos Dieux nous irons la placer.
IPHIGENIE.	IPHIGENIE.
Loin de blâmer en vous certe ardeur empreſſée, J’approuverois, mon frere, une telle penſée, Si je voyois aſſez la faveur des deſtins, De l’Empire d’Argos nous tracer les chemins:	Loin de blâmer en vous certe ardeur empressée, J'approuverais, mon frère, une telle pensée, Si je voyais assez la faveur des destins, De l'Empire d'Argos nous tracer les chemins:
Mais ſeuis & deſarmez, ſans vaiſſeaux, ſans défenſe Croyez-vous d’un Tyran tromper la vigilance.	Mais sévis et désarmés, sans vaisseaux, sans défense Croyez-vous d'un Tyran tromper la vigilance.
Combattre & traverſer un monde d’ennemis, Vous ouvrir un paſſage à ſes ordres ſoûmis.	Combattre et traverser un monde d'ennemis, Vous ouvrir un passage à ses ordres soumis.
Du Temple & de l’Autel enlever la Statuë, Où ſa fottune attache & ſes loins, & ſa vûë.	Du Temple et de l'Autel enlever la Statue, Où sa fottune attache et ses loins, et sa vue.
Contre taut de perils qu’oſerez-vous tenter ?	Contre taut de périls qu'oserez-vous tenter ?
Quel miracie!	Quel miracie!
quel Dieu pourroient les ſurmiouter	quel Dieu pourraient les surmiouter
PILADE.	PILADE.
Madame, n’ayez point ces indignes allarmes, Livrez-nous ſeulement la Statuë, & des armes, Les Dieux de ce peril ſçauront nous dégager:	Madame, n'ayez point ces indignes alarmes, Livrez-nous seulement la Statue, et des armes, Les Dieux de ce péril sauront nous dégager:
Qui ne craint point la mort ſurmonte le danger:	Qui ne craint point la mort surmonte le danger:
Enflamez du deſir qu’inſpire la victoire, Le fer nous ouvrira les ſentiers de la gloire, Qu’ie tupicme nomeul d’une eciatante mort.	Enflamés du désir qu'inspire la victoire, Le fer nous ouvrira les sentiers de la gloire, Qu'ie tupicme nomeul d'une eciatante mort.
1.	1.
Souffrez, au nom des Dieux, que l’un ou l’autre ſort, Epargne à vôtre main l’horreur d’un ſacrilege, Qu’aux ordres de Thoas.	Souffrez, au nom des Dieux, que l'un ou l'autre sort, Épargne à votre main l'horreur d'un sacrilège, Qu'aux ordres de Thoas.
IPHIGENIE.	IPHIGENIE.
Et moy que deviendray-je?	Et moi que deviendrai-je?
Sanglant, enorgueilly d’un triomphe inhumain, Je verray le Tyran vos teſtes à la main, M’impoſer un hymen que mon ame déreſte, Tombe plûtoſt ſur moy la colere celeſte.	Sanglant, enorgueilly d'un triomphe inhumain, Je verrai le Tyran vos têtes à la main, M'imposer un hymen que mon âme déreste, Tombe plutôt sur moi la colère celeste.
Eſperons toutefois, maiſtreſſe de vos jours, Je puis, de quelque temps, en prolonger le cours.	Espérons toutefois, maîtresse de vos jours, Je puis, de quelque temps, en prolonger le cours.
Quoy que Thoas, avide & de ſang & de crimes, N’ait pour Religion que ſes fieres maximes, Il n’oſe, aux yeux du peuple, avec impunité, Découvrir tout l’excés de ſon impieté.	Quoi que Thoas, avide et de sang et de crimes, N'ait pour Religion que ses fières maximes, Il n'ose, aux yeux du peuple, avec impunité, Découvrir tout l'excès de son impiété.
Ma preſence, le frein du ſacré miniſtere, Abaiſſe ſes regards, trouble ſon front ſevere.	Ma présence, le frein du sacré ministère, Abaisse ses regards, trouble son front sévère.
Du temps que j’obtiendray par mes retardemens, Songeons à ménager les precieux momens.	Du temps que j'obtiendrai par mes retardements, Songeons à ménager les précieux moments.
Allons lever au Ciel nos yeux baignez de larmes, Pour fléchir ſa rigueur ce ſont nos ſeules armes:	Allons lever au Ciel nos yeux baignés de larmes, Pour fléchir sa rigueur ce sont nos seules armes:
Que ſi toujours ſevere au ſang d’Agamemnon, Pour ce malheureux reſte il n’eſt plus de pardon, Fermant, ſans murmurer les yeux ſur nos myſteDeſcendons au tombeau, victimes de nos Peres;	Que si toujours sévère au sang d'Agamemnon, Pour ce malheureux reste il n'est plus de pardon, Fermant, sans murmurer les yeux sur nos mystèreDescendons au tombeau, victimes de nos Pères;
Mais Mais vous, qui n’avez point de part à leurs forBalio Vivez, Prince, étouffez d’inutiles ſouhaits.	Mais Mais vous, qui n'avez point de part à leurs forBalio Vivez, Prince, étouffez d'inutiles souhaits.
Sans la haine des Dieux, croyez qu’Iphigenie, Pour eſtre unie à vous, auroit aimé la vie.	Sans la haine des Dieux, croyez qu'Iphigénie, Pour être unie à vous, aurait aimé la vie.
PILADE.	PILADE.
Que je vves mauaun, deſeiplle laas vous?	Que je veues mavaun, desejple laas vous?
Ah!	Ah!
plûtoſt tout mon ſang.	plutôt tout mon sang.
IPHIGENIE.	IPHIGENIE.
Le Tyran vient à nous.	Le Tyran vient à nous.
OGBEDIII.	OGBEDII.
THOAS, IPHIGENIE, ORESTE, PILADE, ANTHENOR, HIDASPE, TAXIS.	THOAS, IPHIGENIE, ORESTE, PILADE, ANTHÉNOR, HIDASPE, TAXIS.
LIOn 3.	LIOn 3.
E bien, Madame, Oreſte enfin va-t-il paET roiſtre;	E bien, Madame, Oreste enfin va-t-il payT roître;
S’obſtinent-ils encor tous deux à vouloir l’eſtre?	S'obstinent-ils encor tous deux à vouloir l'être?
Avez-vous dévoilé cette funeſte erreur, Qui le montre à mes yeux, & le cache à mon cœur?	Avez-vous dévoilé cette funeste erreur, Qui le montre à mes yeux, et le cache à mon cœur?
IPHIGENIE.	IPHIGENIE.
N’eſpere pas par moy voir ton erreur ceſſée, Autant, & plus que toy, je ſuis embaraſſée.	N'espère pas par moi voir ton erreur cessée, Autant, et plus que toi, je suis embarrassée.
Mon ame eſt ſuſpenduë entre ces deux amis, Tous deux d’un ſaint devoir également épris, De mourir l’un pour l’autre ont la perſeverence, Aucun ne veut devoir la vie à ta clemence.	Mon âme est suspendue entre ces deux amis, Tous deux d'un saint devoir également épris, De mourir l'un pour l'autre ont la persévérence, Aucun ne veut devoir la vie à ta clémence.
THOAS.	THOAS.
Cette comuntou conmiouce me llaſſer, Madame, c’eſt à vous de la faire ceſſer.	Cette comuntou commiouce me lasser, Madame, c'est à vous de la faire cesser.
Faites-moy voir Oreſte, & me livrez ſa teſte, Ou pour tomber ſur eux la foudré eſt toute prête.	Faites-moi voir Oreste, et me livrez sa tête, Ou pour tomber sur eux la foudré est toute prête.
PILADE.	PILADE.
Faut-il te le redire, Oreſte eſt devant toy, Il ne ſe cache point:	Faut-il te le redire, Oreste est devant toi, Il ne se cache point:
frape.	frappe.
Tyran, c’eſt moy.	Tyran, c'est moi.
C’eſt moy, qui devoré d’une noble furie, Venois pour t’enlever & tes Dieux, & ta vie;	C'est moi, qui dévoré d'une noble furie, Venais pour t'enlever et tes Dieux, et ta vie;
Et qui pour aſſouvir ces tranſports immortels, Irois percer ton cœur juſques ſur les Autels:	Et qui pour assouvir ces transports immortels, Irois percer ton cœur jusques sur les Autels:
Si tu veux t’obſtiner dans ton erreur extrême, Aprés un tel aveu ne t’en prend qu’à toy-même.	Si tu veux t'obstiner dans ton erreur extrême, Après un tel aveu ne t'en prend qu'à toi-même.
ORESTE.	ORÊTE.
Admire d’un grand cœur les nobles mouvemens:	Admire d'un grand cœur les nobles mouvements:
Connois la verité dans ſes empreſſemens!	Connais la vérité dans ses empressements!
Dépoüillé quelque temps des tranſports de ta rage, Voy juſqu’où l'amitié porte un noble courage.	Dépouillé quelque temps des transports de ta rage, Vois jusqu'où l'amitié porte un noble courage.
Il veut, preuant mon nom, blaſphemant contre S’attirer une mort qui ne cherche que moy:	Il veut, preuant mon nom, blasphémant contre S'attirer une mort qui ne cherche que moi:
Mais ſi tu veux joüir du fruit de ta vangeance, Dans ton aveuglement diſcerne l’innocence.	Mais si tu veux jouir du fruit de ta vengeance, Dans ton aveuglément discerne l'innocence.
Sur le coupable ſeul fais tomber ta fureur, Ou des Dieux offencez crains le foudre vangeur:	Sur le coupable seul fais tomber ta fureur, Ou des Dieux offensez crains le foudre vengeur:
THOAS.	THOAS.
Ah!	Ah!
c’eſt trop devant moy reſpirer l’impoſture, Madame, il faut vanger noſtre commune injure:	c'est trop devant moi respirer l'imposture, Madame, il faut venger notre commune injure:
Qu’à l’inſtant voſtre bras les immole tous deux:	Qu'à l'instant votre bras les immole tous deux:
Mon rang, ma ſeureté l’exigent:	Mon rang, ma sûreté l'exigent:
je le veux.	je le veux.
Que de leurs Dieux aprés la fureur ſe déploye, La Tauride verra ce qu’on vit devant.	Que de leurs Dieux après la fureur se déploie, La Tauride verra ce qu'on vit devant.
Troye.	Troie.
Ils ſe partageront en ce commun effroy Et s’il en eſt pour eux, il en ſera pour moy.	Ils se partageront en ce commun effroi Et s'il en est pour eux, il en sera pour moi.
IPHIGENIE.	IPHIGENIE.
Quel es-tu pour tenir ce ſuperbe langage?	Quel es-tu pour tenir ce superbe langage?
Oſes-tu commander à qui tu dois hommage?	Oses-tu commander à qui tu dois hommage?
