Couvertures supérieure et inférieure on couleus	Couvertures supérieure et inférieure on coulus
& vit clairement Qu'il voulut retourner, mais qu’il ne le pût faire.	et vit clairement Qu'il voulût retourner, mais qu'il ne le pût faire.
La Mer quittant ſon inſolence Respecta ſon enfantement, Les vents meſmes par leur ſilence Teſmoignoient leur eſtonnement,	La Mer quittant son insolence Respecta son enfantement, Les vents mêmes par leur silence Témoignaient leur étonnement,
Tout m’admiroit deſſus les ondes, Leurs Nymphes eurent honte en voyant mes at	Tout m'admirait dessus les ondes, Leurs Nymphes eurent honte en voyant mes at
traits, Et deſſous leurs voütes profondes Chacune ſe cacha dans des Antres ſecrets.	traits, Et dessous leurs voütes profondes Chacune se cacha dans des Antres secrets.
Iamais l’onde auec tant d’accueil Ne receut au ſoir la lumiere;	Jamais l'onde avec tant d'accueil Ne reçut au soir la lumière;
Elle ne s'emfloit que d’orgueil, D’auoir peu me voir la premiere:	Elle ne s'emlait que d'orgueil, D'avoir pu me voir la première:
Tous les Tritons ine carreſſoient, Les perles de mon teint redoutoient les approches, De peur elles en palliſſoient Dans le ventre écailleux de leurs petites roches Depuis ce iour de ma naiſſance Ie voy tout ceder a mes yeux, Ie range deſſous ma puiſſance Les Déeſſes méme & les Dieux:	Tous les Tritons ine carressaient, Les perles de mon teint redoutaient les approches, De peur elles en pâlissaient Dans le ventre écailleux de leurs petites roches Depuis ce jour de ma naissance Je vois tout céder à mes yeux, Je range dessous ma puissance Les Déesses même et les Dieux:
Cent petits Archers inuiſibles Que mes regards de flame enfantent chaque iour Bleſſent les cœurs les moins ſenſibles ca	Cent petits Archers invisibles Que mes regards de flamme enfantent chaque jour Blessent les cœurs les moins sensibles ca
Et de toutes les Cours ils me font vne Cour.	Et de toutes les Cours ils me font une Cour.
I’ay d’autres ſujets de mes Loix Que ceux de Cypre & d’Amatbonte, Ie ſuis Reyne de tous les Roys, Il n'eſt rien que ie ne ſurmonte.	J'ai d'autres sujets de mes Lois Que ceux de Cypre et d'Amatbonte, Je suis Reine de tous les Rois, Il n'est rien que sans ne surmonte.
L’aueugle ayme außi mes appas, Et pour moy chaque ſexe egalement ſouſpire;	L'aveugle aime aussi mes appas, Et pour moi chaque sexe également soupire;
En vn mot il faut n'eſtre pas E Pour ſe voir exempté du joug de mon Empire.	En un mot il faut n'être pas E Pour se voir exempté du joug de mon Empire.
Ie ne voy rien qu'vn Hippolyte Pour qui j'ay de trop foibles traits, Ce chaſte ignore mon merité Et ſuit Diane en ces foreſts, Il croit dedans ces froids onibrages, Et parmy ces ruiſſeaux voir mes flammes glacer, Ou que chaſſant dans ces boccages Mes Amours en courant ne le pourront bleſſer.	Je ne vois rien qu'un Hippolyte Pour qui j'ai de trop faibles traits, Ce chaste ignore mon mérité Et suit Diane en ces forêts, Il croit dedans ces froids onibrages, Et parmi ces ruisseaux voir mes flammes glacer, Ou que chassant dans ces bocages Mes Amours en courant ne le pourront blesser.
Mais cẽt inſolent aujourd’huy Sçaura le pouuoir de mes charmes, Et tous mes Archers contre luy Employront leurs plus fortes armes;	Mais ce insolent aujourd'hui Saura le pouvoir de mes charmes, Et tous mes Archers contre beau Emploiront leurs plus fortes armes;
Il rompra s’il ne veut ployer, Il moura s’il ne ſouffre vne douce bleſſure;	Il rompra s'il ne veut ployer, Il moura s'il ne souffre une douce blessure;
Et l’Enfer ſera le loyer Qu'enfin ſon ame aura d’auoir eſté ſi dure.	Et l'Enfer sera le loyer Qu'enfin son âme aura d'avoir été si dure.
ACTE PREMIER.	ACTE PREMIER.
SCENE PREMIERE.	SCÈNE PREMIÈRE.
A PHEDRE, ſeule.	À PHÉDE, seule.
MOVR, cruel Amour, tyranicque vainqueur Que ne me tuais-tu quand tu bleſſas mon cœur?	MOUR, cruel Amour, tyranique vainqueur Que ne me tuais-tu quand tu blessas mon cœur?
Tu me brûles le ſein d’vne flame ſi noire Qu'elle offuſque deſia tout l’éclat de ma gloire I'ayme, helas & ma voix n’oſe le reueler, Ie tremble en reſpirant, ie crains tout juſqu'à l’air, I'ay peur que des poumons alors que ie respirs Il ſorte en ſouspirant de mon cruel martyre, Et qu’il aille trahir ce deteſtable amour	Tu me brûles le sein d'une flamme si noire Qu'elle offusque déjà tout l'éclat de ma gloire J'aime, hélas et ma voix n'ose le révéler, Je tremble en respirant, Seigneur crains tout jusqu'à l'air, J'ai peur que des poumons alors que mille respirs Il sorte en soupirant de mon cruel martyre, Et qu'il aille trahir ce détestable amour
Qui fait que ſans rougir ie ne puis voir le jour, (tes Quoy, Phedre veut ſe faire vn mary d’HippolyO l’horrible deſſein que mon ame medite?	Qui fait que sans rougir ie ne puis voir le jour, (tes Quoi, Phedre veut se faire un mari d'HipoliO l'horrible dessein que mon âme médite?
AMOFR, cruel Amour, tyrannicque vainqueur Que ne me tuais-tu quand tu bleſſas mon cœur?	AMOFR, cruel Amour, tyrannicque vainqueur Que ne me tuais-tu quand tu blessas mon cœur?
Depuis que de ce coup ie me ſenty bleßée Mille cuiſans ſoucis occupent ma pensée, Et pendant que ma Cour nage dans les plaiſirs Ie geſne mon esprit d’impudiques deſirs, Ie plains ſeule en ces lieux le feu qui me deuoré, Et j’arroſe ces fleurs au defaut de l’Aurore:	Depuis que de ce coup arrêt me senti blessée Mille cuisants soucis occupent ma pensée, Et pendant que ma Cour nage dans les plaisirs Je gêne mon esprit d'impudiques désirs, Je plains seule en ces lieux le feu qui me dévoré, Et j'arrose ces fleurs au défaut de l'Aurore:
Quand d’vn grand voile noir la nuict couure les Cieux, Le ſommeil aux mortels vient aſſoupir les yeux, L’Aſtre du iour, dit-on, ſe repoſe dans l’onde, La nature ſommeille & tout s’endort au monde;	Quand d'un grand voile noir la nuit couvre les Cieux, Le sommeil aux mortels vient assoupir les yeux, L'Astre du jour, dit-on, se repose dans l'onde, La nature sommeille et tout s'endort au monde;
I'ouure ſeule les yeux auecque ces flambeaux Que le Soleil couchant a fait ſortir des eaux duroyome pains, & ie ſonge en ma yune, Et de mon lit ſouuent ie fais vne fonteine;	J'ouvre seule les yeux auecque ces flambeaux Que le Soleil couchant a fait sortir des eaux duroyome pains, et ainsi songe en ma yune, Et de mon lit souvent avoir fais une fonteine;
AMOVA, cruel Amour, tyrannique vainqueur Que ne me tuais-ti quand tu bleſſas moncœur?	AMOUA, cruel Amour, tyrannique vainqueur Que ne me tuais-ty quand tu blessas moncœur?
MIIIRELTE, Tu n’allumes chez nous que de honteuſes flames, Tu noircis noſtre hõneur quãd tu brûles nos ames, Et iamais chez Minos on ne peut ſans pecher Eſtre frappé des traits que tu ſçais decocher.	MIIIRELTE, Tu n'allumes chez nous que de honteuses flammes, Tu noircis notre honneur quand tu brûles nos âmes, Et jamais chez Minos on ne peut sans pécher Être frappé des traits que tu sçais décocher.
T’en ſouuient-il cruel?	T'en souvient-il cruel?
tu fis aymer ma mere Et ce fut vn Taureau qui fut ſon adultere;	tu fis aimer ma mère Et ce fut un Taureau qui fut son adultère;
Mais ta rigueur pour elle eſt bien moindre en ce point Que ſon object aymoit & le mien n’ayme point.	Mais ta rigueur pour elle est bien moindre en ce point Que son object aimait et le mien n'aime point.
C'eſt trop nourrir ces feux, c’eſt trop long-temps ſe plaindre, Pes L.	C'est trop nourrir ces feux, c'est trop longtemps se plaindre, Pes L.
Deuſſe eſtre auecmon ſang tu les verras éteinilre;	Dussse être auecmon sang tu les verras éteinilre;
O Dieux!	Ô Dieux!
mettre ſon fils au lit de ſon mary, Non, on verra pluſtoſt tout l’Ocean tary Que de voir cheZ Thesée vne telle aduanture Qui deſin fait horreur à toute la nature.	mettre son fils au lit de son mari, Non, on verra plutôt tout l'Océan tari Que de voir chez Thesée ici telle aventure Qui desin fait horreur à toute la nature.
AMOVR, cruel Amour, tyrannicque vainqueur Que ne me tuais-tu quand tu bleſſas mon eœur?	AMOUR, cruel Amour, tyrannicque vainqueur Que ne me tuais-tu quand tu blessas mon eœur?
Mais quoy, mon Hippolyte a de ſi puiſſans charmes, Mes yeux auec plaiſir pour luy versẽt des larmes, Mõ malme sẽble mieux vn plaiſir qu'vn tourmêt,	Mais quoi, mon Hippolyte a de si puissants charmes, Mes yeux avec plaisir pour lui vers des larmes, Momme malme semble mieux un plaisir qu'un tourmêt,
Mon feu ſans me brûler m’échauffe doucement, C'eſt moy ſi ie languis qui cauſe mon martyre, Et ie l’allegerois ſi ie le pouuois dire.	Mon feu sans me brûler m'échauffe doucement, C'est moi si ici languis qui cause mon martyre, Et un l'allégerais si personne le pouvais dire.
AMOVR, puiſſant Amour, i’ay tort de te blaſmer, Iamais vn plus beau feu ne pouuoit m’enflammer.	AMOUR, puissant Amour, j'ai tort de te blâmer, Jamais un plus beau feu ne pouvait m'enflammer.
Ie l’auoüe, il eſt vray que ce Chaſſeur que j’ayme Nourrit pour noſtre ſexe vne froideur extréme, Mais le plus froid glaçon que produiſe l’Hiuer Sans fondre ne voit point les chaleurs arriuer, Le feu met ſes ardeurs dans la plus froide roche, L’eau pouſſe des boüillõs ſi toſt qu’elle en approche, Tout s’échauffe en vn mot, & mes viues ardeurs Pourrõt de mon Chaſſeur échauffer les froideurs.	Je l'auoüe, il est vrai que ce Chasseur que j'aime Nourrit pour notre sexe une froideur extrême, Mais le plus froid glaçon que produise l'Hiver Sans fondre ne voit point les chaleurs arriver, Le feu met ses ardeurs dans la plus froide roche, L'eau pousse des bouillons si tôt qu'elle en approche, Tout s'échauffe en un mot, et mes vives ardeurs Pourront de mon Chasseur échauffer les froideurs.
Enfin apres les feux de Phedre & de ſa Mere Il n’eſt rien que d’Amour deſormais ie n'eſpere;	Enfin après les feux de Phèdre et de sa Mère Il n'est rien que d'Amour désormais après n'espère;
Hé ne peut-il m'aymer?	Hé ne peut-il m'aimer?
ſi d’vn deſir nouueau Nous aymons, moy mõ fils, & ma mere vn Tauredu:	si d'un désir nouueau Nous aimons, moi mon fils, et ma mère un Tauredu:
Ayme Phedre, ayme encor ſi tu peux dauantage Cét adorable autheur de ton nouueau ſeruage.	Aime Phèdre, aime encor si tu peux davantage Cet adorable auteur de ton nouveau servage.
AMOUR, puiſſant Amour, i’ay tort de te blaſmer.	AMOUR, puissant Amour, j'ai tort de te blâmer.
Iamais vn plus beau feu ne pouuoit m’enflammer.	Jamais un plus beau feu ne pouvait m'enflammer.
2	2
AOTE I.	ÀOTE I.
SCENE II.	SCÈNE II.
MTIPFOLITE.	MTIPFOLITE.
ATHIS.	ATHIS.
HIPPOLYTE.	HIPPOLYTE.
Llez, courrez au tour de ces hautes montagnes, Foulez d’vn pied leger l’herbe de ces campagnes, PerceZ l’ombrage obſcur de ces ſombres foreſts, Miſitez dans ces bois les lieux les plus ſecrets:	Llez, courrez au tour de ces hautes montagnes, Foulez d'un pied léger l'herbe de ces campagnes, PerceZ l'ombrage obscur de ces sombres forêts, Misités dans ces bois les lieux les plus secrets:
Et toy cher compagnon de mon heureuſe vie, De qui l’esprit exempt, & d’amour, & d’enuie Partage dans ces lieux mes plaiſirs innocens.	Et toi cher compagnon de mon heureuse vie, De qui l'esprit exempt, et d'amour, et d'envie Partage dans ces lieux mes plaisirs innocents.
Sants que tamais la Cour puijje onuimnuojens, Chor Athys, dont mon ame adore le merite, ---------------------	Sans que tamais la Cour puijà onuimnuojens, Chor Athys, dont mon âme adore le mérite, -à-
Va, ſonge à contenter les deſirs d’Hippolyte:	Va, songe à contenter les désirs d'Hippolyte:
Enuoye de mes gens les vns ſur ces coupeaux 11 Qui couronnent leurs fronts de Cheſnes & d’ormeaux;	Envoie de mes gens les uns sur ces coupeaux 11 Qui couronnent leurs fronts de Chênes et d'ormeaux;
Les autres où Zephire auecque ſon haleine Epanoüit des fleurs dans le ſein de la plaine;	Les autres où Zéphire auecque son haleine Epanoüit des fleurs dans le sein de la plaine;
Les autres à coſté de ces vaſtes guerets Où le Coutre a ridé la face de Cerés, Où parmy les rozeaux des Naïades ſuperbes S’en vont en folâtrant moüiller le pied des herbes Et gliſſer ſous les fleurs des liquides ſerpents De cent replis diuers parmy ces prez rampans;	Les autres à côté de ces vastes guère Où le Coutre a ridé la face de Cerrez, Où parmi les rocseaux des Naïades superbes S'en vont en folâtrant mouiller le pied des herbes Et glisser sous les fleurs des liquides serpents De cent replis divers parmi ces prez rampants;
Qu’il en aille où Meandre inconſtant en ſa courſe Semble de pas en pas retourner à ſa ſource;	Qu'il en aille où Meandre inconstant en sa course Semble de pas en pas retourner à sa source;
Qu’on viſite auec ſoin les ſterilles valons Que ſes flots pareſſeux vont ſemant de ſablons, Où la terre s’enflant s’échappe à noſtre veué, Et va cacher en fin ſa pointe dans la nité:	Qu'on visite avec soin les stérilles valons Que ses flots paresseux vont semant de sablons, Où la terre s'enflant s'échappe à notre vué, Et va cacher enfin en sa pointe dans la nité:
Parcourez tous ces monts, ces plaines, & ces bois;	Parcourez tous ces monts, ces plaines, et ces bois;
Faites tout retentir & de cris, & d’abbois, Qu'on tende des filets parmy ces foreſts ſombres Auant que le Soleil ait dißipé les ombres.	Faites tout retentir et de cris, et d'abois, Qu'on tende des filets parmi ces forêts sombres Avant que le Soleil ait dissipé les ombres.
ATHYS.	ATHIS.
Cependant que la nuict & le iour en ces lieux D'vne noire palleur peigneat le front des Cieux, Et pendant que la terre humide en ces boccages Fait voir la piſte encor des animaux ſauuages, Ie cours ſuiuãt voſtre ordre, & dedans ces foreſts Ie vais contre vn ſanglier employer tous ces traits.	Cependant que la nuit et le jour en ces lieux D'une noire palleur peigneat des front des Cieux, Et pendant que la terre humide en ces bloccages Fait voir la piste encor des animaux sauvages, Je cours suivant votre ordre, et dedans ces forêts Je vais contre un sanglier employer tous ces traits.
HIPPOLYTE.	HIPPOLYTE.
Cour donc, va, ie te ſuy.	Cour donc, va, Seigneur te suis.
Chaſte & ſaincte Déeſſe Qui nourris dãs mõ cœur cette ardeur qui le preſſe, Et me fais partager tes innocens plaiſirs, O ſaincte Chaſſereſſe accorde mes deſirs?	Chaste et sainte Déesse Qui nourris dans mon cœur cette ardeur qui le presse, Et me fais partager tes innocents plaisirs, Ô saincte Chasseresse accorde mes désirs?
