E neldotte pocolter :	E neldotte pocolter :
PenſeZ vous que pour voir ruiſſeler mõcler ſang, Que peur eſtre excedée, & par dos, & par flanc, Dans le ſort exceßif de ce cruel orage, Mon cœur tremble, vacille, & change de courage Celuy que mon ame ayme au fort de mes douleurs Comble mes ſens rauis, d’infinies douceurs?	Pensez -vous que pour voir ruisseler mon âme, Que peur être excédée, et par dos, et par flanc, Dans le sort excif de ce cruel orage, Mon cœur tremble, vacille, et change de courage Celui que mon âme aime au fort de mes douleurs Comble mes sens ravis, d'infinies douceurs?
SerueZ à ce bon Dieu, & luy ſoyez fidelles, Pour jouïr à jamais des ointitementintues, El voſſres facrinces à ces injame, Dieux , Qui furent autre fois des hommes vicieux.	Servez à ce bon Dieu, et lui soyez fidèles, Pour jouir à jamais des ointitementintues, Él vossres facrinces à ces injame, Dieux , Qui furent autre fois des hommes vicieux.
SCENE VI.	SCÈNE VI.
OLIBRE, EVANDRE, SO.	OLIBRE, EVANDRE, SO.
RETNE,	RETNE,
OLIBRE.	OLIBRE.
Es foüets ne peuuent ils adoucir ſon courage  Ne chãge t'elle pas maintenãt de langage?	Es foncets ne peuvent ils adoucir son courage Ne change t'elle pas maintenants de langage?
euandre prenez-moy, ces deux pignes de fer, Et qu'à force de bras on luy rompe la chair:	évandre prenez-moi, ces deux pignes de fer, Et qu'à force de bras on lui rompe la chair:
On ne ſçauroit aſſeZ punir ſon inſolence, Il faut taſcher pourtãt d’ébranler ſa conſtance.	On ne saurait assez punir son insolence, Il faut tâcher pourtãt d'ébranler sa constance.
EVANDRE.	EVANDRE.
Monſeignr c’eſt bien dit, car ce nouueau tourmẽt, Eſt beaucoup plus ſenſible, & bien plus vehemẽt:	Monseignr c'est bien dit, car ce nouveau tourment, Est beaucoup plus sensible, et bien plus véhément:
Si le corps te demange, eſcoute ma pucelle, Voicy pour tegrairer a ta mode nouuelle.	Si le corps te demange, écoute ma pucelle, Voici pour tegrairer a ta mode nouvelle.
Ste REYNE.	Ste REINE.
Secours mõ doux IESVS!	Secours mon doux JÉSUS!
ô Bourreaux inhumains Grattez, & déchirez de vos bourrelles mains, Ma chair en œẽt lãbeaux, & en cẽt milles pieces, Inuentez des tourmexts de toutes les eſpeces, Iamun mon vher Eſpoux nem'abandonnera, Et de les ſupporter pouuoir me donnera.	ô Bourreaux inhumains Grattez, et déchirés de vos bourrelles mains, Ma chair en œux langeaux, et en content milles pièces, Inuentez des tourmexts de toutes les espèces, Iamunés mon vher Époux nem'abandonnera, Et de les supporter pouvoir me donnera.
DLIBRE.	DLIBRE.
Reine mõpetit cœur, change vn peu de courage.	Reine monpétit cœur, change un peu de courage.
Et encenſe à nos Dieux en leur rendant hõmage.	Et encense à nos Dieux en leur rendant hommage.
Ne perts pas à credit ceſte aymable beauté, Et n'exerce ſur toy ſi grande cruauté.	Ne perts pas à crédit cette aimable beauté, Et n'exerce sur toi si grande cruauté.
STE.	SITE.
REYNE.	REINE.
O Barbare Tyran, nourry d’vne Tygreſſe, Qui me vois maintenant en ſi grande détreſſe, Vien eſtancher ta ſoif de mon ſang Virginal, Et n'eſtime pourtant que ie t’en vueille mal, As-tu pitié de moy que tu couure ta face, De ton mãteau de Pourpre, accorde moy de grace Au moins cette faueur, ouure, ouure conſtãment Les yeux de ton eſprit, regarde fixement, Quels ſont tous ces beaux Dieux, que tu veux que i'adore, Quelle ſont leurs vertus?	Ô Barbare Tyran, nourri d'une Tibresse, Qui me vois maintenant en si grande détresse, Viens étancher ta soif de mon sang Virginal, Et n'estime pourtant que ainsi t'en veuille mal, As-tu pitié de moi que tu couvre ta face, De ton moûteau de Pourpre, accorde moi de grâce Au moins cette faveur, ouure, ouïre constãment Les yeux de ton esprit, regarde fixement, Quels sont tous ces beaux Dieux, que tu veux que j'adore, Quelle sont leurs vertus?
l’vn ſes enfans deuore, L'autre eſt vn vray paillard, celuy là vn trõpeur, Cêtuy-cy ſanguinarre, & l’autre adulateur, Voila quels sõt tes dieux:	l'un ses enfants dévore, L'autre est un vrai paillard, celui là un trõpeur, Cêtuy-cy sangvinarre, et l'autre adulateur, Voilà quels sont tes dieux:
mais mõ Dieu qui reſide Au haut du Firmament, qui en l’onde preſide, En terre, & aux Enfers, eſt plus à preferer, C’eſt ce Dieu trine, & vn, que tu dois adorer, Tu és donc inſenſé d’adorer tels Idoles, Qui ont des mains, des yeux, & n'õt sẽs, ny paroles Ie me ſens plus heureuſe, au milieu des tourmens, Que tu n'eſt dans ta Pourpre, & dãs tes ornemẽts Et vous ô obuſez;	mais mon Dieu qui réside Au hauts du Firmament, qui en l'onde preside, En terre, et aux Enfers, est plus à préférer, C'est ce Dieu trine, et un, que tu dois adorer, Tu ès donc insensé d'adorer tels Idoles, Qui ont des mains, des yeux, et n'õt sẽs, ici paroles Je me sens plus heureuse, au milieu des tourments, Que tu n'est dans ta Pourpre, et dans tes ornements Et vous ô obusez;
qui verſez milles larmes Pour me voir endurer ces horribles vacarmes, Plûtoſt, plûtoſt Meſſieurs, ayez pitié de vous, Voyez en quel eſtat, helas!	qui versez milles larmes Pour me voir endurer ces horribles vacarmes, Plutôt, plutôt Messieurs, ayez pitié de vous, Voyez en quel état, hélas!
vous eſtes tous, PleureZ, pleurez, plûtoſt vos pechez, & vos crimes, Qi vous entraiſneront, es infernaux abiſmes, Si vous n'abandonnez, ces execrables Dieux, Pour ſuiure le Seigneur de la terre, & des Cieux.	vous êtes tous, Pleurez, pleurez, plutôt vos péchés, et vos crimes, Qi vous entraîneront, es infernaux abîmes, Si vous n'abandonnez, ces exécrables Dieux, Pour suivre le Seigneur de la terre, et des Cieux.
OLIBRE parlant aux Bourreaux.	OLIBRE parlant aux Bourreaux.
Mes amis ce n’eſt pas par voſtre negligence, Qu'elle ne veut quitter ſa mauuaiſe creance, Ie ne ſçait plus que faire, elle ſaigne par tout, Son corps eſt eſcorché, de l’vn à l’autre bout, Il la faut détacher, & qu'elle ſoit remiſe, Ainſi enſanglantée au lieu où on la priſe, Affin qu'elle ayt loyſir de penſer aux douleurs, Qui doiuent acheuer la fin de ſes mal’heurs.	Mes amis ce n'est pas par fois négligence, Qu'elle ne veut quitter sa mauvaise créance, Je ne sait plus que faire, elle saigne par tout, Son corps est écorché, de l'un à l'autre bout, Il la faut détacher, et qu'elle soit remise, Ainsi ensanglantée au lieu où on la prise, Affin qu'elle ait loisir de penser aux douleurs, Qui doivent achever la fin de ses malheurs.
Fin du troiſieſme Acte.	Fin du troisième Acte.
ACIDIV.	ÀCIDIV.
SCENE I.	SCÈNE I.
SAINCTE REYNE, L’ANGE EN TORME DE COLOMBE PAROISSANT ſur vne grande Croix, qui ſembloit toucher de la terre au Ciel.	SAINCTE REINE, L'ANGE EN TORME DE COLOMBE PAROISANT sur une grande Croix, qui semblait toucher de la terre au Ciel.
SAINCTE REYNE.	SAINCTE REINE.
INEAV tres-Innocent, qui la nuict tenebreuſe, Premier qu’eſtre attaché à la Croix dou loureuſe, Fûtes ſi mal traicté des Soldats inſolents, Et receuſtes des coups, cruels & ſanglants, Des foüets, ſoûflets, crachats, des iniures notables Qu'à la fois vomiſſoient, ces bouches execrables, Vous taxant à grand tort du faux nõ d’impoſteur De ſeducteur, d’infame, & de perturbateur, Mené & ramené à Anne, & à Caïphe, A Pilate, à Herode, au Souuerain Pontife, Qui eſtãt dãs les mains des horribles bourreaux, Lié & garroté de longs & durs cordeaux, Deſirable Paſteur, ie vous Tenus mine graces;	INEU très-Innocent, qui la nuit ténébreuse, Premier qu'être attaché à la Croix dou loureuse, Futes si mal traité des Soldats insolents, Et reçûtes des coups, cruels et sanglants, Des foüets, soufflets, crachats, des injures notables Qu'à la fois vomissaient, ces bouches exécrables, Vous taxant à grand tort du faux nomme d'imposteur De séducteur, d'infâme, et de perturbateur, Méné et et à Anne, et Caïphe, A Et, à Ç, a Souuerain Pontife, à Ca dãs les m des horribles bourreaux, Lié et garroté de longs et à Ca, Desirable Pasteur, ie vous Tenus d' graces;
De ce que vous daignés me guider par vos traces Vous faites que mon cœur brûle de voſtre amour, Teſmoigne ſa constance, & ſa force à ſon tour:	De ce que vous daignez me guider par vos traces Vous faites que mon cœur brûle de votre amour, Témoigne sa constance, et sa force à son tour:
En ſouffrant des tourmẽs, tres-cruels & terribles Doüans mon foible eſprit de forces inuincibles, Que les douces faueurs durent juſqu'à la fin, Puis qu'il faut que ie ſois de la mort le butin:	En souffrant des tourments, très-cruels et terribles Doüans mon faible esprit de forces invincibles, Que les douces faveurs durent jusqu'à la fin, Puis qu'il faut que je sois de la mort le butin:
Ie vous requiers (mon Dieu) les ſoûpirs à la bouche Et les sãglots au cœur, que vôtre mort me touche Et que les ſaincts attraits d’vn ſi cher ſouuenir, Puiſſent dans le deuoir touſiours me contenir.	Je vous requiers (mon Dieu) les soupirs à la bouche Et les sãglots au cœur, que votre mort me touche Et que les saints attraits d'un si cher souvenir, Puissent dans le devoir toujours me contenir.
Qu'elle eſt cette ſplendeur vne eſtoille ſi belle Peut-elle en ces cachots cauſer tan de lumiere, Qui pourroit allumer vn ſi brillant flambeau, Vn croiſſant de dix jours ne ſeroit pas ſi beau, Mais d’où vient cette Croix, qui trãſperce la nuë Dont l’immence bauteur m’ébloüiſſant la veuë, Semble d’vn bout toucher le doré Firmament Ce ſpectacle me met dedans l’eſtonnement, D’ailleurs ie vois encor vne Colombe aſſNe, Deſſus ſa ſomitte.	Qu'elle est cette splendeur une étoille si belle Peut-elle en ces cachots causer tan de lumière, Qui pourrait allumer un si brillant flambeau, Un croissant de dix jours ne serait pas si beau, Mais d'où vient cette Croix, qui transperce la nue Dont l'immence bauteur m'éblouissant la vue, Semble d'un bout toucher le doré Firmament Ce spectacle me met dedans l'étonnement, D'ailleurs ie vois encor une Colombe assue, Dessus sa somte.
L’Ange en forme de Colombe.	L'Ange en forme de Colombe.
Saincte Vierge d’Alize, Doüée de vertu & de perfection, Qui genereuſement ſuiueZ d’affection:	Sainte Vierge d'Alise, Douée de vertu et de perfection, Qui généreusement suivez d'affection:
vôtre tres-cher Eſpoux, ſus ayez bon courage, Faites de bien en mieux & ne craignez la rage, De vos fiers ennemis combattez juſqu'au bout, Certes vous obtiendreZ la victoire par tout, Voſtre Chaſteté ioincte à voſtre patience, Et voſtre eſprit remply d’admirable conſtance, Orneront vôtre chef de Lauriers toûjours vers, Pour loyer des trauaux que vous aureZ ſoufferts Ces Lys de pureté, ces odorantes roſes, De voſtre noble ſang fecondement eſcloſes, Vous feront à long trais dedans l’Eternité, Enyurer des torrents d’vne alme Volupté, Ré jouyſſeZ Vous donc voſtre Eſpoux magnifique, Vous inuite par moy à ſa Nopce Myſtique, Venez Reyne veneZ à ce ſacré Feſtin, Vous treauereZ bien-toſt de vos trauaux la fin, Et ſçacheZ de ma part vertueuſe pucelle, Que demain vous aurés la Couronne eternelle.	votre très-cher Espoux, sus ayez bon courage, Faites de bien en mieux et ne craignez la rage, De vos fiers ennemis combattez jusqu'au bout, Certes vous obtiendrez la victoire par tout, Votre Chasteté jointe à votre patience, Et votre esprit rempli d'admirable constance, Orneront votre chef de Lauriers toujours vers, Pour loyer des travaux que vous aurez soufferts Ces Lys de pureté, ces odorantes roses, De votre noble sang fondement écloses, Vous feront a g trais dedans Eternité, Vou des avez avez a Volupté, Ave jouysseZ Vous a vôtre Espoux a, Vous inuite par moi a sa Nopce Mystique, Vez a vez a ce sacré a, Vous treauereZ ave-tôt a vos trauaux la fin, Et sçacheZ de ma a vertueuse pucelle, Que a vez ave la Torrents éternelle.
SAINCTE REYNE.	SAINCTE REINE.
Ambaſſadeur ſacré de mon celeſte Eſpoux, Que vos diſcours ſont beaux, charmants, diuins, & doux:	Ambassadeur sacré de mon céleste Espoux, Que vos discours sont beaux, charmants, divins, et doux:
Vos affables regards renouuellent mes forces, Mes ſens ſont enchantez par vos Stes.	Vos affables regards renouvellent mes forces, Mes sens sont enchantez par vos Stes.
amorces, Tyran, bourreau demõs, non ie ne vous crains plus Ie me mocque de vous vos tourments ſuperflus, Quãd meſmes ils ſeroiẽt mille fois plus eſtranges, Que ceux de Phalaris, inuenteZ par les Anges, Du cruel Zabulum, ne m'eſtonneront pas, Puiſque mon doux Sauueur, m’enuoye du ſoulas, Il ne permettra pas qu’au gouffre ie ſuccombe, Il me releuera s’il connoiſt que ie tombe:	amorces, Tyran, bourreau démon, non je ne vous crains plus Je me moque de vous vos tourments superflus, Quand mêmes ils seraient mille fois plus étranges, Que ceux de Phalaris, inuenteZ par les Anges, Du cruel Zabulum, ne m'étonneront pas, Puisque mon doux Sauveur, m'envoie du soûlas, Il ne permettra pas qu'au gouffre plus étrange, Il me relèvera s'il connaît que deux tombe:
Que n'ay-je maintenant des ailies comme vous, Pour m'aller repoſer és bras de mon Eſpoux:	Que n'ai-je maintenant des ailies comme vous, Pour m'aller reposer ès bras de mon Époux:
Ie franchirois les Airs, & ma courſe ſacrée, Troit comme le vent vers la voute etherée:	Je franchirais les Airs, et ma course sacrée, Troit comme le vent vers la voute etherée:
I'âtẽdray quelque peu noble Bourgeois des Cieux Et en vollant la haut ie vous ſuiuray des yeux.	J'âtẽdray quelque peu noble Bourgeois des Cieux Et en vollant la haut ie vous suivrai des yeux.
SCENE II.	SCÈNE II.
OLIBRE, FVLCE, ETIE, LVCIE, OLIBRE.	OLIBRE, FULCE, ETIE, LUCIE, OLIBRE.
Aintenant que Phebus, la cãpagne redore NIFulce va en priſon, & me rameine encore Reine qui ne fait cas de moy ny de nos Dieux, Ii iuy faut preparer vn tourment furieux:	Aintenant que Phebus, la cãpagne redore NIFulce va en prison, et me ramène encore Reine qui ne fait cas de moi ici de nos Dieux, Ji jui faut préparer un tourment furieux:
Ie ſonge en mon eſprit vn genre de jupplice, Qui ſera bien ſortable à punir ſa malice.	Je songe en mon esprit un genre de jupplice, Qui sera bien sortable à punir sa malice.
FVLCE.	FULCE.
Etie obeïſſons.	Etie obéissons.
OLIBRE.	OLIBRE.
Et toy Lucie il faut, Auutiti tes pourreuna qu'itont fuſſent deffaut:	Et toi Lucie il faut, Auutiti tes pourreuna qu'itont fussent défaut:
Car ſi elle eſt encor contraire à mon enuie, Ie venx quete iour jois ie deimer dt ja vie.	Car si elle est encor contraire à mon envie, Je venx que jour jois vertu deimer dt ja vie.
SCENE III.	SCÈNE III.
FVLCE, ENCLASTRE, STE.	FULCE, ENCLASTRE, SITE.
REYNE,	REINE,
VLCE.	VLCE.
Llons Enclaſtre toſt, viſte la Priſonniere, AQu'elle sõge à ce coup à ſon heure derniere pejmuensprensveserejouſn ue nous ouurir.	Llons Enclastre tôt, vite la Prisonnière, AQuelle sontge à ce coup à son heure dernière pejmuensprensveserejousn ue nous ouvrir.
ENCLASTRE.	ENCLASTRE.
eſt-il oray qu'on la veut ce iour faire mourir.	est-il orai qu'on la veut ce jour faire mourir.
FVLCE.	FULCE.
Ouy d'vne eſtrange mort, terrible & tres-cruelle?	Oui d'une étrange mort, terrible et très-cruelle?
ENCLASTRE.	ENCLASTRE.
C’est dommage de perdre vne fille ſi belle?	C'est dommage de perdre une fille si belle?
LCE Elle ſe perd ſoy-meſme, il vouloit l’Epouſer.	LEE Elle se perd soi-même, il voulait l'Épouser.
ENCLASTRE.	ENCLASTRE.
Elle à tort de vouloir ce party refuſer.	Elle à tort de vouloir ce parti refuser.
LCE.	LEE.
Montons la viſtement venez-ça pauure fille, Si vous paſſeZ ce iour vous en paſſerez mille:	Montons la vite venez-ça pauvre fille, Si vous passez ce jour vous en passerez mille:
O dieux!	Ô dieux!
qu’elle reluit, que ſon viſage eſt beau?	qu'elle reluit, que son visage est beau?
Deſi pius ertatant qu'vn rayonnant flambeau:	Desi pius ertatant qu'un rayonnant flambeau:
Ses yeux ſont deux Soleils, ô qu’elle eſt admirable Elle n'auoit paru encor ſi agreable.	Ses yeux sont deux Soleils, ô qu'elle est admirable Elle n'avait paru encor si agréable.
ENCLASTRE.	ENCLASTRE.
Il y a quelque ſort, & crois certainement, Qu'elle veut deſployer ce qu’elle a de charmant, Pour échapper ſa vie.	Il y a quelque sort, et crois certainement, Qu'elle veut déployer ce qu'elle a de charmant, Pour échapper sa vie.
Ste REYNE.	Ste REINE.
O fols, ô miſerables?	Ô fols, ô misérables?
Si vous voyez en moy des choſes admirables, C’eſt vn bel Ange qui, à l’heure de minuict, Par ces diuins rayons ce Miracle à produict Ie ne crains nu llement voſtre cruel Olibre,	Si vous voyez en moi des choses admirables, C'est un bel Ange qui, à l'heure de minuict, Par ces divins rayons ce Miracle à produit Je ne crains nu lement votre cruel Olibre,
Ie luy Ie luy veux reprocher d’vn accent aſſez libre, Qu'il manque de tourments pour me perſecuter.	Je avait Je te veux reprocher d'un accent assez libre, Qu'il manque de tourments pour me persécuter.
Car i’en puis plus ſouffrir qu’il n’en peut inuẽter.	Car j'en puis plus souffrir qu'il n'en peut inuẽter.
SCENE IV.	SCÈNE IV.
LVCIE, OLIBRE, SAINGID REYNE EVANDRE, NICAN.	LUCIE, OLIBRE, SAINGID REINE EVANDRE, NICAN.
LVCIE.	LUCIE.
Oicy les Bourreaux preſts, où eſt la Criminelle, Ie vois Fulce de loing, qui s’en vient auec elle.	Oici les Bourreaux prêts, où est la Criminelle, Je vois Fulce de loin, qui s'en vient avec elle.
OLIBRE.	OLIBRE.
Pauure fille viença, dis-moy aimes tu mieux, Ou tout preſentement faire honneur à nos dieux, Où bien que tes coſtez par douleurs violentes, Sentent l’effet des feux de ces lampes ardentes.	Pauvre fille viença, dis-moi aimes tu mieux, Ou tout présentement faire honneur à nos dieux, Où bien que tes côtés par douleurs violentes, Sent l'effet des feux de ces lampes ardentes.
SAINCTE REYNE.	SAINCTE REINE.
Tyran ne penſe pas que l’horreur de ces feux, Faſſe trembler mon cœur, quoy qu’ils ſoient bien affreux:	Tyran ne pense pas que l'horreur de ces feux, Fasse trembler mon cœur, quoi qu'ils soient bien affreux:
L’amour de mon Ieſus, qui embraſſe mon ame, Me fera ſurmonter cette effroyable flamme, Qu'ils paſſent à miliers les noirs flots de Cocite, Ie vous mets tous au pis, enrage, & te deſpité, Tu peux bien tourment er, ce freſle & foible corps Mais iam ais mon eſprit ne craindra tes efforts.	L'amour de mon Jésus, qui embrasse mon âme, Me fera surmonter cette effroyable flamme, Qu'ils passent à miliers les noirs flots de Cocite, Je vous mets tous au pis, enrage, et te dépité, Tu peux bien tourment er, ce frêle et faible corps Mais iam ais mon esprit ne craindra tes efforts.
OLIBRE.	OLIBRE.
Mes Bourreaux tempeſtez, & fracaſſez de coups, Cette obſtinée icy qui me met en courroux, Deſpoüillez ſes habits, deſchirez ſa chemiſe, Et qu’au dur cheualet nuë elle ſoit miſe;	Mes Bourreaux tempêtez, et fracassés de coups, Cette obstinée ici qui me met en courroux, Despouillez ses habits, déchirez sa chemise, Et qu'au dur cheualet nue elle soit mise;
Guindez-la bien ſerrée, & de ſes feux ardans, Bruſlez luy les coſteZ, en ſorte qu'au dedans, Eucſente c ejerrat cerre Feusc anre, Et ce que peut valoir vn extreme torture.	Guindez-la bien serrée, et de ses feux ardans, Bruslez toujours les côtés, en sorte qu'au dedans, Éucsente ç errât cerre Feusc re, Et ce que peut valoir un extrême torture.
EVANDRE.	EVANDRE.
Nican approche toy, la voila deſpoüillée, Attache cette corde, encore toute ſoüillée, De ſon ſang purpurin, à ſes pieds fermement, Et nous verrons vn peu, ſi ce nouueau tourment, Peut en quelque façon, ébranler ſa conſtance.	Nican approche toi, la voilà dépouillée, Attache cette corde, encore toute souillée, De son sang purpurin, à ses pieds fermement, Et nous verrons un peu, si ce nouveau tourment, Peut en quelque façon, ébranler sa constance.
NICAN.	NICAN.
Elle aura le cœur bon ainſi comme ie penſe, Si ces feux ne la font tantoſt changer d’aduis.	Elle aura le cœur bon ainsi comme ie pense, Si ces feux ne la font tantôt changer d'avis.
EVANDRE.	EVANDRE.
Les effets ſeruiront plus que tout les deuis:	Les effets serviront plus que tout les devis:
Ca ça voyons vn peu fillette opiniaſtre, Si tu ſeras touſiours en ton humeur folaſtre.	Ça ça voyons un peu fillette opiniâtre, Si tu seras toujours en ton humeur folâtre.
SAINTE REYNE.	SAINTE REINE.
Eternel qui jadis trois enfans Innocens, Preſeruâtes des feux cruels:	Éternel qui jadis trois enfants Inocents, Preseruâtes des feux cruels:
& rougiſſants:	et rougissants:
De l’ardante fournaiſe, & trois iours dans ces flammes, Seûtes bien cõſeruer, & teurs turps, & teurs Ames Sans ceſſe beniſſants voſtre nom Glorieux, Conuoquans les vertus de la terre & des Cieux, A benir vos bontez ſe promenans à l’aiſe, Es rouges flots du féu de l’ardante fournaiſe:	De l'ardante fournaise, et trois jours dans ces flammes, Seûtes bien cõseruer, et teur turps, et teurs Âmes Sans cesse bénissants votre nom Glorieux, Convoquants les vertus de la terre et des Cieux, A bénir vos bontés se promenants à l'aise, Es rouges flots du fé de l'ardante fournaise:
Et les ſortans dehors ſans nulle leſion, Donnans à leurs baineurs telle punition:	Et les sortants dehors sans nulle lésion, Donnants à leurs baineurs telle punition:
Que pouuoit meriter vn ſi grand malefice, En les faiſant paſſer par le meſme ſupplice.	Que pouvait mériter un si grand maléfice, En les faisant passer par le même supplice.
Pitoyable IESVS, mon aymable Sauueur, Ie ne demande pas vne telle faueur:	Pitoyable JÉSUS, mon aimable Sauveur, Je ne demande pas une telle faveur:
Mais bien que de ces feux l’extreme vehemence Eſloigné les braſiers de ma concupiſcence:	Mais bien que de ces feux l'extrême véhémence Esloigné les brasiers de ma concupiscence:
I'ay paſſe par ce feu, Seigneur doux & clement, Et vous m'auez conduitte au rafraichiſſement, Tyran:	J'ai passe par ce feu, Seigneur doux et clément, Et vous m'avez conduite au rafraîchissement, Tyran:
que gaigne-tu, ny ces feux, ny ces flâmes, Ne me feront feruir tes Idoles infames:	que gagne-tu, ni ces feux, ni ces flammes, Ne me feront férir tes Idoles infâmes:
Apres tout, pour auoir les deux coſtez grillez, Les yeux de mon eſprit, en ſont mieux deſilleZ	Après tout, pour avoir les deux côtés grillez, Les yeux de mon esprit, en sont mieux desillez
DLIBRE.	DLIBRE.
Empliſſez vn tonneau d’vne ſource d’eauviue, Pour luy faire ſentir ſa froideur exceſſiue:	Emplissez un tonneau d'une source d'eauvive, Pour lui faire sentir sa froideur excessiue:
Des chaleurs qu'elle paſſe, à l’autre extremité.	Des chaleurs qu'elle passe, à l'autre extrémité.
L AINCTE BEYNE.	 LINCTE BEINE.
Enuoye ô fier Tyran, querir toute la glace, De l’Ebre, & du Stimõ que dedãs on m'enchaſſe:	Envoie ô fier Tyran, quérir toute la glace, De l'Ebre, et du Stimion que dedans on m'enchasse:
Si mon Ieſus le veut, à luy ie me conjoinct, Pour luy ie veux ſouffrir iuſques au dernier point.	Si mon Jésus le veut, à Seigneur Seigneur me conjoint, Pour Pour Pour veux souffrir jusques au dernier point.
SCENE V.	SCÈNE V.
OLIARE, Can da peupie.	OLIARE, Can da peupie.
OLIBRE.	OLIBRE.
Vi auroit iamais crû, qu’vne ſimple pucelle, Euſſe peu ſupporter cetté douleur cruelle:	Vi aurait jamais cru, qu'une simple pucelle, Eusse peu supporter cet douleur cruelle:
Pour moy ie ne crois pas qu’elle ayt du ſentiment, Ie me doûterois bien de quelque enchantement, Elle eſt comme le fer qu’à grãds coups on martelle Où cõme l’or d’Orphir, qu’on met dans la coupelle:	Pour mo ie ne crois pas qu'elle ait du sentiment, Je me douterais bien de quelque enchantement, Elle est comme le fer qu'à grãds coups on martelle Où comme l'or d'Orphir, qu'on met dans la coupelle:
L’vn s’endurcit plus fort, l’autre y deuient plus beau, Mes yeux me trompeZvous en ce cas ſi nouueau:	L'un s'endurcit plus fort, l'autre y devient plus beau, Mes yeux me trompeZvous en ce cas si nouveau:
I'ay vaincu outrefois des nations entieres, I’ay conduit genereux mes Eſcadres Guerrieres, Des le lict de l’Aurore, où leue le Soleil, Iuſques dedans les lieux où il fait ſon ſommeil, Où tous ceux qui me vouloient faire reſiſtance, Et cette opiniaſtrée au milieu des tourments, Reſiſte aux foüets, aux fers, & aux feux vehements, I'eſſairay encor ce genre de ſupplice, Et verray ſi cette eau noyera ſa malice, Sinon ie luy feray enfin le chef trancher, Et à rouges boüillons, ſon clair ſang eſpancher, Pour offrir à nos Dieu, O popr tem juinjuire, Des orgueilleux meſpris de cette teméraire,	J'ai vaincu outrefois des nations entières, J'ai conduit généreux mes Escadres Guerrières, Des le lit de l'Aurore, où le le Soleil, Jusques dedans les lieux où il fait son sommeil, Où tous ceux qui me voulaient faire résistance, Et cette opiniâtrée au milieu des tourments, Résiste aux foüets, aux fers, et aux feux véhéments, J'essairai encor ce genre de supplice, Et verrai si cette eau noiera sa malice, Sinon ie eût ferai enfin le chef trancher, Et rouges boüillons, son clair sang épancher, Pour offrir nos Dieu, Ô popr juinjuire, Des orgueilleux mépris de cette teméraire,
Cœur du Peuple.	Cœur du Peuple.
Que fera ce cruel, ſa peine eſt inutile, De vouloir inuenter, Tant & tant de tourments pour cette pauure fille:	Que fera ce cruel, sa peine est inutile, De vouloir inventer, Tant et tant de tourments pour cette pauvre fille:
De maux acerauanter, Ce beau ſang Virginal, qui decoulant à terre, Nous a tiré des pleurs, Et ce fert violent qui la preſſe & la ſerre:	De maux aceravanter, Ce beau sang Virginal, qui découlant à terre, Nous a tiré des pleurs, Et ce sert violent qui la presse et la serre:
Auec tant de douleurs, Qu'à ſeruy tout cela ſinon doubler ſa force, Pour vaincre ſes efforts, C’eſt en vain, c’eſt en vain, le cruel qu’il s’efforce:	Avec tant de douleurs, Qu'à servi tout cela sinon doubler sa force, Pour vaincre ses efforts, C'est en vain, c'est en vain, le cruel qu'il s'efforce:
De tourmenter ſon corps, A tant de cruautez ſa belle Ame reſiſte, Comme le Diamant, Car plus il la tourmente, & plus elle perſiſte:	De tourmenter son corps, A tant de cruautés sa belle Âme résiste, Comme le Diamant, Car plus il la tourmente, et plus elle persiste:
A ſouffrir deuotement, D'endurer pour ſon Dieu ſont ſes cheres delices, Elle trouue les coups, Et les traits rigoureux des plus cruel ſupplices, Tres ſuaues & doux, Triomphez conſtamment valeureuſe Guerriere, Des tourmens furieux, Apres que vous aurez fourny voſtre Carriere:	À souffrir dévotement, D'endurer pour son Dieu sont ses chères délices, Elle trouve les coups, Et les traits rigoureux des plus cruel supplices, Trés suaves et doux, Triomphez constamment valeureuse Guerrière, Des tourments furieux, Apres que vous aurez fourni votre Carrière:
Vous viurez dans les Cieux.	Vous vivrez dans les Cieux.
Fin du quatrieſme Acte.	Fin du quatrième Acte.
ROTE	ROTE
SCENE PREMIERE.	SCÈNE PREMIÈRE.
EVANDRE BOVRREAV, STE.	EVANDRE BOURREAU, SITE.
REYNE.	REINE.
EVANDRE.	EVANDRE.
ONS luy les deux mains, & les pieds, de ces cordes.	ONS lui les deux mains, et les pieds, de ces cordes.
SAINCTE RETRE.	SAINCTE RETRE.
SEIGNEVR ſouuenez-vous de vos miſericordes.	SEIGNEUR souvenez-vous de vos miséricordes.
EVANDRE.	EVANDRE.
La cuue eſt pleine d’eau, ça plongeons la dedans Eue iuy ferapis, que les braſiers ardans:	La cuve est pleine d'eau, ça plongeons la dedans Eue jui ferapis, que les brasiers ardans:
Nican empoigne la, pouſſons la tout à l’heure, Dãs ce frais lauatoire, il faudra qu’elle y meure,	Nican empoigne la, poussons la tout à l'heure, Dans ce frais lavatoire, il faudra qu'elle y meure,
SAINCTE REYNE dans l’eau.	SAINCTE REINE dans l'eau.
O Diuin Createur de la Terre, & des Cieux.	Ô Ojuin Créateur de la Terre, et des Cieux.
Survoſtre humble Seruante, helas!	Survotre humble Servante, hélas!
