TIMOCLEE, Y5707.	TIMOCLE, Y570.
tu l’as rencontrée, & par vne vengeance Qui ſemble de beaucoup ſurpaſfet ton ofenſe, Car voulant la commettre auec des coups ſi doux, Ton corps eſt accabié par de rudes cailloux.	tu l'as rencontrée, et par une vengeance Qui semble de beaucoup surpasfet ton offense, Car voulant la commettre avec des coups si doux, Ton corps est accabié par de rudes cailloux.
Ie confeſſe pourtant que la grandeur du crime Ne demandoit pas moins qu’vne telle victime, Et que les pieux vouloient que ta punition Préuint & ſurpaſlat l’horreur de l’action:	Je confesse pourtant que la grandeur du crime Ne demandait pas moins qu'une telle victime, Et que les pieux voulaient que ta punition Prévint et surpaslat l'horreur de l'action:
Mais pourions-nous ſoufrir au'vne femme vaincué̈ Sur le victorieux auec rage ſe rue?	Mais pourrions-nous soufrir au'une femme vaincué Sur le victorieux auec rage se rue?
Et punirons-nous pas auec plus de raiſon Ce crime qu’elle a fait par vne trahiſon?	Et punirons-nous pas avec plus de raison Ce crime qu'elle a fait par une trahison?
Quoy, pouuoit-elle auſſi ſe vanger elle-méme, Sans auoir conſuſté la Puiſſance ſupréme, Celle qui l’eút vangée, & qui va nous vanger, Cherchons donc la cruelle, elle eſt dans ce Verger.	Quoi, pouvait-elle aussi se venger elle-même, Sans avoir consusté la Puissance suprême, Celle qui l'eût vengée, et qui va nous venger, Cherchons donc la cruelle, elle est dans ce Verger.
Dans quelque antre merte en vam ene le cache, Malgré tous ces détours il faut que ie le ſçache.	Dans quelque antre merte en vam en le cache, Malgré tous ces détours il faut que ie le sache.
Ne conſiderons plus ſes raiſons qu’a demy.	Ne considérons plus ses raisons qu'a demi.
Il faut fermer les yeux en vengeant vn Amuy Ie ne con erue plus pour elle de tendreſſe, Et ie ne la puis voir que comme vne traîtreſſe.	Il faut fermer les yeux en vengeant un Amui Je ne con erve plus pour elle de tendresse, Et ie ne la puis voir que comme une traîtresse.
TIMOCLEE ſeule.	TIMOCLE seule.
Race aux Dieux, ie n’ay point ſouffert.	Race aux Dieux, je n'ai point souffert.
T Mais le dis-ie pour ma defenſe?	 Mais le dis-je pour ma défense?
Et dans le malheur qui me perd, Qui mettra de la diferen ce?	Et dans le malheur qui me perd, Qui mettra de la disféren ce?
Non, l’on n’en remarquera point, Pt ie ſuis reduite à ce poinct E ctle tou a la lal Miiicca a ea coapaule, Si ie puis neantmoins apres vn tel affiont Me dire chaſte & miſerable, Quand le crime d’autruy ſefait voir ſur mon front.	Non, l'on n'en remarquera point, Pt ie suis reduite à ce point E ctle d' autres à la Miicca a ea coapaule, Si ie puis néanmoins après un tel affiont Me dire chaste et misérable, Quand le crime d'autrui sefait voir sur mon front.
Le crime!	Le crime!
ah diſcours imprudent!	ah discours imprudent!
Ce ne peut-étre que ma honte, Ou le feu de cet impudent, Qui ſur le viſage me monte.	Ce ne peut-être que ma honte, Ou le feu de cet impudent, Qui sur le visage me monte.
La hont,, c’eſt mon creuecœur!	La hont, c'est mon crévecœur!
Qui croira que c’eſt la pudeur Que i’auois cy-deuant exenite de tout blâme?	Qui croira que c'est la pudeur Que j'avais cy-devant exénite de tout blâme?
Chacun croira qu’elle eſt vne honteuſe amour;	Chacun croira qu'elle est une honteuse amour;
Et tous m'appelleront infame, D’auoir moins eſtimé mon honneur que le iour.	Et tous m'appelleront infâme, D'avoir moins estimé mon honneur que le jour.
Ha!	Ha!
ma douleur.	ma douleur.
tu me trahis, Mon cœur fait voit ton impoſture, Il ſçait que le iour ie haïs Autant que ie craignis Pinjure.	tu me trahis, Mon cœur fait voit ton imposture, Il sait que le jour ici haïs Autant que fort craignis Pinjure.
Il connaît que i’ay combattu, liiiil que ce pende verta Ne parut ſeulement que contre mon corps méme;	Il connaît que j'ai combattu, liili que ce pende verta Ne parut seulement que contre mon corps même;
Et que ſi i’euſle pú me ſaiſir des poignars ui rendent le viſage bléme, Ie n’euſle pas rougy parmy tant de hazars.	Et que si j'eusle pitié me saisir des poignars ui rendent le visage blême, Je n'eusle pas rougi parmi tant de hasards.
Et i’en rougis encor, grands pieux!	Et j'en rougis encor, grands pieux!
Puis que malgré ma noble ſuite ne quelqu’autre Monſtre odieux Ie ne ſçaurois fuir la pourſuite.	Puis que malgré ma noble suite ne quelque autre Monstre odieux Je ne saurais fuir la poursuite.
Et bien qu’il ait finy ſon ſort Par la plus equitable mort e mentat iamat ie touloir d’vn tel crime;	Et bien qu'il ait fini son sort Par la plus équitable mort e mentat jamat ie touloir d'un tel crime;
Ie he puis toutérons me conleruer l’honneur, Si ie ne luy lers de victime Pour repouſler l'effort d’vn ſecond rauiſſeur.	Je hé puis toutérons me conleruer l'honneur, Si tu ne le lers de victime Pour repousler l'effort d'un second ravisseur.
Voila le moyen de guerir ne cette douleur qui me preſſe:	Voilà le moyen de guérir ne cette douleur qui me presse:
Mais puis qu’enfin il faut mourir, Ne mouto spoint comme Lucrece.	Mais puis qu'enfin il faut mourir, Ne mouto spoint comme Lucre.
Sans verſer l’impudique ſang.	Sans verser l'impudique sang.
Elle perça ſon propre flanc, Et ſembla par ce coup ſe rendre criminelle, Puis qu’il faloit ſonger apres vn tel peché, A punir d’vne mort eruelle Celuy de qui le crime auoi tle cœurtaché Ouy, le ſuccés de mon deſſein Merite beaucoup plus de gloire, Que ſi r’euſle mis dans mon ſem La mort deue a cette ame noire:	Elle perça son propre flanc, Et sembla par ce coup se rendre criminelle, Puis qu'il fallait songer après un tel péché, A unir d'une mort ervelle Celui de qui le crime avoi tle cœurtaché Oui, le succès de mon dessein Mérite beaucoup plus de gloire, Que si reusle mis dans mon sem La mort de a cette âme noire:
Mais ne l’augmenterois-ie pas, Employant contre moy ce bras Qui me vient d’aporter cette illuſtre vengeancez Et ne mourrois-ie pas d’vne plus douce mort, Pul que laaras plas amocence Que ſi i’euiſe ſoufert vn impudique eſtort?	Mais ne l'augmenterais-je pas, Employant contre moi ce bras Qui me vient d'apporter cette illustre vengeancez Et ne mourrais-je pas d'une plus douce mort, Pul que laaras plas amocence Que si j'euise souffert un impudique étort?
Vengeance, deſeſpoir, honneur, De qui reſleus-je les atteintes?	Vengeance, désespoir, honneur, De qui resleus-je les atteintes?
Qui de vous vient armet mon cœut, Et me fait pouſſer plus de plaintes?	Qui de vous vient armet mon cœut, Et me fait pousser plus de plaintes?
N’ay-ie pas trauaillé pour vous, Vengeance, genereux coutoux?	N'ai-je pas travaillé pour vous, Vengeance, généreux coûtoux?
Honneur, faut-il encor que ie vous ſatisface, Qu'vn deſe peir pour vous s deue contre moy Ft qu’afin de vous faire grace Le crime cette fois me tienue lieu de Ley?	Honneur, faut-il encor que après vous satisface, Qu'un des péir pour vous s auve contre moi Fait qu'afin de vous faire grâce Le crime cette fois me tienve lieu de Ley?
Ha!	Ha!
i’ay tort de vous accuſer, Homneur, vous n’auer ſait ma peine Que quand vous auez ſcen cauſec La peite d’vn ſupet de haine.	j'ai tort de vous accuser, Hommneur, vous n'aver sait ma peine Que quand vous avez scen causec La péite d'un supet de haine.
Si vous euſliez été moins fort, Ft que ſans appoiter la mort A celuy qui tentoit de vous faire vne playe, Vous euſſiez ſeulement ſon courage imté, Ma douleur eût été moins vraye, Et la moit cût mon cœur de la crainte exemté,	Si vous eusliez été moins fort, Fait que sans appoiter la mort A celui qui tentait de vous faire une plaie, Vous eussiez seulement son courage image, Ma douleur eût été moins vraie, Et la moit cût mon cœur de la crainte exemté,
Honneur, ne m’abandonnez pas, Ny vous, Vertu, digne compagne, Ayant franchy ce rude pas paus les creux de cette montagne.	Honneur, ne m'abandonnez pas, Ni vous, Vertu, digne compagne, Ayant franchi ce rude pas paus les creux de cette montagne.
Déeſſe, defendez ce nieu, Et ne aiſſez pas en ce lieu Celle qu’heureuſement veus y voyez conduite;	Déesse, défendez ce nieu, Et ne aissez pas en ce lieu Celle qu'heureusement vus y voyez conduite;
Et puis que par vos ſoins il éuite vn effort, Faites que ie ne ſois reduite A le perdre à la fin ſans rencontrer la mort.	Et puis que par vos soins il évite un effort, Faites que tu ne sois réduite A le perdre à la fin sans rencontrer la mort.
Que dis-ie?	Que dis-je?
tâchous à l’inſtant ne preuenir cette infamie, Et rendons nos eſprits contens Parmy la Fortune ennemie, Et puis que la haine des pieux M’óte mes biens plus précieux, Et qu’ils m’ont enleué mon Amant & ma Mere, qu’ils ne m’ont rien laiſſé que crainte & que regrets, I’aime à contenter leur colere, Et veux, faute d'épée, éguiſer quelques grets	tâchous à l'instant ne prévenir cette infamie, Et rendons nos esprits contents Parmi la Fortune ennemie, Et puis que la haine des pieux M'être mes biens plus précieux, Et qu'ils m'ont enlevé mon Amant et ma Mère, qu'ils ne m'ont rien laissé que crainte et que regrets, J'aime à contenter leur colère, Et veux, faute d'épée, éguiser quelques grets
Cherchons pour cet effet autour de cette roche:	Cherchons pour cet effet autour de cette roche:
Mais que vois-je, grands Dieux!	Mais que vois-je, grands Dieux!
ma Mere qui s’a roche.	ma Mère qui s'a roche.
Ah!	Ah!
vous flatez mes maux.	vous flattez mes maux.
SCENE III.	SCÈNE III.
PEACIPE, TTMOCLEE.	PEACIPE, TTMOCLE.
TEACLEE.	TEACLE.
Ma Iille, te voicy.	Ma Jille, te voici.
Que ton éloignement me donnoit de ſoucy !	Que ton éloignement me donnait de souci !
TIMOCLRE.	TIMOCLRE.
Par quel heureux moyen vous reuoy-je, ma Mere	Par quel heureux moyen vous revoi-je, ma Mère
Connaiſſant qu’vn grand cœur ſouuent ſe deſeſperquand il croit perdre vn bien digne d’étre pleuré, Ie me ſuis échapée en ce lieu retiré, Pour empécher l’effet que produiroit ta plainte:	Connaissant qu'un grand cœur souvent se désesperquand il croit perdre un bien digne d'être pleuré, Je me suis échappée en ce lieu retiré, Pour empêcher l'effet que produirait ta plainte:
Mais mon entrée icy vient d’augmenter ma ctainte, Et combien que d’abord & la ioye & l’effroy Soient venus a l’enuy pour ſe ſaiſir de moy, Celle-là l’emportant flatoit ma fantaiſie, Que tu te conſeruois & l’honneur & la vie:	Mais mon entrée ici vient d'augmenter ma ctainte, Et combien que d'abord et la joie et l'effroi Soient venus à l'envi pour se saisir de moi, Celle-là l'emportant flattait ma fantaisie, Que tu te conservais et l'honneur et la vie:
Mais celuy-cy bientot ſe venant preſenter, M’a fait voir des Boureaux qui venoient te l’óter.	Mais celui-cy bientôt se venant présenter, M'a fait voir des Boureaux qui venaient te l'óter.
Fuy donc, ma chere Fille, épargne moy, ie tremble, Sauue encores ta vie & ton honneur euſemble.	Fui donc, ma chère Fille, épargne moi, une tremble, Sauve encore ta vie et ton honneur eusemble.
TIMOCLEE De grace, en ma faueur apaiſez vos douleurs, Et conceuez pour moy des ſentimens meilleurs.	TIMOCLEE De grâce, en ma faveur apaisez vos douleurs, Et concevez pour moi des sentiments meilleurs.
Que ie ſuye!	Que quelque suie!
Ah, ma Mere, il ſeroit trop indigne Et ie démentirois cette Nobleſſe inſigne que nous auons puiſée en ce genereux flanc, Si i’éuitois de perdre vn ſi malheureux ſang.	Ah, ma Mère, il serait trop indigne Et tu démentirais cette Noblesse insigne que nous avons puisée en ce généreux flanc, Si j'éviterais de perdre un si malheureux sang.
E I’ay trop de cœur auſſi pout chercher ma ramne, De crainte des tourmens qu’ice l’ou me deſtine:	 E'ai trop de cœur aussi pout chercher ma ramne, De crainte des tourments qu'ice l'ou me destine:
Perniettez neantmoins que t’aîme ce bonheur, On en veut à ma vie, & uon a mon honneur.	Perniettez néanmoins que t'aîme ce bonheur, On en veut à ma vie, et uon a mon honneur.
SCENE IV.	SCÈNE IV.
TIMOCLEE, TEACLEE, DORITE, RACE', SOLDATS.	TIMOCLE, TEACLEE, DORITE, RACE', SOLDATS.
RASE'.	RASE.
A perfide!	À perfide!
ha crueller ha femme deteſtabler ITVien louffit de tõ crime vne peine équitable, Vien déloyale, vien, iuſtifier ta foy.	ha crueler ha femme détestabler ITUien louffit de tendre crime une peine équitable, Vien déloyale, viens, justifier ta foi.
Soldats, emmenez-la dans le Palais du Roy.	Soldats, emmenez-la dans le Palais du Roi.
TIMOCLEE.	TIMOCLE.
Tuer miuy deyce neu, nn vouy en prenſenuie.	Tu mivi deyce neu, neun voui en prendsenuie.
Ie ne deniande rien que de perdre la vie,	Je ne deniande rien que de perdre la vie,
ASE’.	AZE.
C’eſt moins que ton forfait.	C'est moins que ton forfait.
TEACLEE.	TEACLE.
Har maudits ſcelerats, Que pia enir encor arracher de mes btas!	Har maudits scélérats, Que pia enir encor arracher de mes btas!
Apres auoir remply nos moiſons de carnage Faloit-il iuſqu’icy faire voir vôtre rage?	Après avoir rempli nos moisons de carnage Falait-il jusqu'ici faire voir votre rage?
Mais ne la laiſſons point parmy ces furieux.	Mais ne la laissons point parmi ces furieux.
Peut-étre que leur Roy ſeta plus gracieur.	Peut-être que leur Roi seta plus grâces.
SCENE Y TTIENIX, PROTHITE, DOVLON.	SCÈNE Y TTIENIX, PROTHITE, DOULON.
PHENIX Nfin, cher ennemy, nos communes prieres I Nous out déja montré nos égales miſeres.	PHÉNIX Nfin, cher ennemi, nos communes prières I Nous ou déjà montré nos égales misères.
Et me ſont depuis peu ſoufrit plus de trépas Que n’en cauſa iamais ce ſujet plein d’apas.	Et me sont depuis peu souffrit plus de trépas Que n'en causa jamais ce sujet plein d'appas.
Puis qu'aucuns de nos gens n’ont eu le priuilege n’entrer dans ſon logis pour l’éloigner du piege Où ce Trace brutal venoit d’étre ſurpris, Comme par ſes beautez l’étoient nos deux eſprits.	Puis qu'aucuns de nos gens n'ont eu le privilège n'entrer dans son logis pour l'éloigner du piège Où ce Trace brutal venait d'être surpris, Comme par ses beautés l'étaient nos deux esprits.
Si nous euſſions plútot formé nótre requéte, Latvolonté d’Aminte a l’oüir toute préte Eút bientot retiré des mains de ces peruers Cet objet ſi charmant qu’ils tiennent dans les fers	Si nous eussions plútot formé nótre requéte, Latvolonté d'Aminte à l'toute re Eút bientôt retiré des mains de ces pervers Cet objet si charmant qu'ils tiennent dans les fers
PROTHITE.	PROTHITE.
Que cette cruauté ſenſiblement me touche!	Que cette cruauté sensiblement me touche!
Mais pouray-ie, Phenix, ſçauoir de vótre bouche Par quel étrange ſort on voit dans leurs liens Celle dont le pouuoir captiuoit tous les biens!	Mais pourrai-je, Phénix, sçauoir de votre bouche Par quel étrange sort on voit dans leurs liens Celle dont le pouvoir captivait tous les biens!
Et quel cœur aſſez dur, ou quelle ame aſſez bade Duuron pumaitraiter, iont d'imipiorer lagrace:	Et quel cœur assez dur, ou quelle âme assez bade Duvron pumaitraiter, jont d'imiporer lagrace:
Vn murmure confus ne m’aprend qu’à demy Si ie doy craindre tout de ce fier ennemy, Et ſi i’oſe eſperer de trouuer du remede Au malheur de cet Ange, ou s’il faut que i’y ecde	Un murmure confus ne m'apprend qu'à demi Si je craindre tout de ce fier ennemi, Et si j'ose espérer de trouver du remède Au malheur de cet Ange, ou s'il faut que j'y ecde
PHENIX.	PHÉNIX.
Ie ne vous puis répondre, & mon cœur ſe tranſa Au ſeul penſer de faire vn ſi fatal recit.	Je ne vous puis répondre, et mon cœur se transa Au seul penser de faire un si fatal récit.
E i DIihudia cette cente auanturc.	E y DIihudia cette cente aventurc.
DOVLON.	DOULON.
Vous le ſçaurez, Monſieur.	Vous le saurez, Monsieur.
Nôtre digne parjure Préte à ſoufrir l’efort d’vn Chef des ennemis, N’en a pas eu l’eſprit moins ſage & moins remis:	Notre digne parjure Prête à souffrir l'efort d'un Chef des ennemis, N'en a pas eu l'esprit moins sage et moins remis:
Mais au contraire vſant de iuſtes tromperies, Elle s’eſt échapée auec ſes pietreries C’eſt que faiſant ſemblant d’écouter ſes diſcours, Et de ne croire en luy que de iuſtes amours, Elle en a témoigné graude réjodiſſance, Luy diſant que ſes feux auroient leur recompenſe, Encor qu’il la forçut a luy donner la voix;	Mais au contraire usant de justes tromperies, Elle s'est échappée avec ses pietreries C'est que faisant semblant d'écouter ses discours, Et de ne croire en lui que de justes amours, Elle en a témoigné gravde réjodissance, Lui disant que ses feux auraient leur récompense, Encor qu'il la forçut a lui été la voix;
Et feignant de vouloir pour meriter ſon choix, Deuant qu’elle luy ſoit par l’hymen attachée, pécouurir à ſes yeux ſa richeſſé cachée, S’il vouloit auec elle aller iuſqu’au verger.	Et feignant de vouloir pour mériter son choix, Devant qu'elle a soit par l'hymen attachée, pécouurir à ses yeux sa richessé cachée, S'il voulait avec elle aller jusqu'au verger.
Luy craignant que ce bien courut quelque danger.	Lui craignant que ce bien courut quelque danger.
S’il étoit ſeulement apperceu de l’Aurore, pont nous vetrons tantót comme l’air ſe redore, A craint qu’a ſes dépens le Ciel ne s’embelir:	S'il était seulement aperçu de l'Aurore, pont nous vetrons tant comme l'air se redore, À craint qu'a ses dépens le Ciel ne s'embelir:
Et comme il étoit prét d’entrer dedans le lit, Sans qu’il prit ſes habits, elle l’a ſceu conduire Au lieu qu’elle marquoit, afin de le détruire.	Et comme il était prêt d'entrer dedans le lit, Sans qu'il prit ses habits, elle l'a su conduire Au lieu qu'elle marquait, afin de le détruire.
Lors lui montrant vn puits peu profond & ſans eau, Elle a dit qu’il gardoit ſon plus riche ioyau Qu'elle auoit la caché voyant la Ville priſe.	Lors lui montrant un puits peu profond et sans eau, Elle a dit qu'il gardait son plus riche joyau Qu'elle avait la caché voyant la Ville prise.
Et comme ce glouton, ſans craindre de ſurpriſe, Auançoit ſon corps lâche auec des yeux ardans, D’vn bras plus vigoureux il eſt pouſſé dedans;	Et comme ce glouton, sans craindre de surprise, Avançait son corps lâche avec des yeux ardans, D'un bras plus vigoureux il est poussé dedans;
Et d’vne force égale à l’aide de ſes femmes, Iettant de gros cailloux ſur ſes membres infames, Elle comble le puits, ſans méme que ſes gens A ſecourir leur Maîtte ayent paru diligens.	Et d'une force égale à l'aide de ses femmes, Jettant de gros cailloux sur ses membres infâmes, Elle comble le puits, sans même que ses gens A secourir leur Maîtte aient paru diligents.
Il y vient neantmoins ſon meilleur camarade, Mais pour le contempler en ſon lit de parade, Orné de ces bijoux dont l’auaricieux Auoit voulu fruſtrer ſon deſir curieux;	Il y vient néanmoins son meilleur camarade, Mais pour le contempler en son lit de parade, Orné de ces bijoux dont l'avaricieux Avait voulu frustrer son désir curieux;
Car il auoit ſur tout pris garde que la Belle Fermât ſoigneuſement le iardin apres elle, Et ſeul des ennemis s’étoit la tenfermé, Où contre les Tyrans tout ſembloit animé.	Car il avait sur tout pris garde que la Belle Fermât soigneusement le jardin après elle, Et seul des ennemis s'était la tenfermé, Où contre les Tyrans tout semblait animé.
Que l’affaire alloit bien viuſqu’a ce que ce Diable Qui lors que nôtre Etat paroiſloit encor ſtable, Se montroit parmy nous en habit déguilé, Ce rulé compagnon, ce coquin de Raſé, Dont ie vien de parler, ayant fermé la porte, Et veu Traſile mort, a la douleur s’emporte, Et faiſant le deuoit d’vn trop paifait Amy, Sans exercet pourtant ſa rage qu’a demy, Entraîne cette Dame auecque violence, Aſin de la mener entendre ſa Sentence par la voix de ſon Roy, dont l’Edit proclamé purretton des lontuts le courage einamse C'eſt ce que i en ay ſceu d’vn de ſes domeſtiques Que l’ou viet d’enfermer en ces priſons publiques, Sur qui l’on iette auſſi ce pretendu forfait.	Que l'affaire allait bien viusqu'a ce que ce Diable Qui lors que notre État paraît encor stable, Se montrait parmi nous en habit déguilé, Ce rulé compagnon, ce coquin de Rasé, Dont endre vien de parler, ayant fermé la porte, Et veu Trasile mort, à la douleur s'emporte, Et faisant le devait d'être trop paifait Ami, Sans exerçet pourtant sa rage qu'a demi, Entraîne cette Dame avec violence, Asin de la mener entendre sa Sentence par la douleur de son Roy, dont l'Edit le pro des lontuts le courage me C'est ce que yton ay sceu d de ses domestiques Que lou viet 'enfermer en le prisons publiques, Sur qui on iette a ce prétendu forfait.
PROTHITE, Et ce dur iugement a- til eu ſon effet?	PROTHITE, Et ce dur jugement a- -il eu son effet?
it-ce tout ce qu’il ſçait?	it-ce tout ce qu’il sçait?
qu’eſt elle deuenue?	qu'est elle devenue?
Pourſuis de me donner cet Arrét qui me tue?	Poursuis de me donner cet Arrét qui me tue?
Dis-en vn mot.	Dis-en vn mot.
DOVLON.	DOULON.
Tout-beau, moderez ce tranſport, ille ne peut mourit, quand Alexandre dort.	Tout-beau, modérez ce transport, ille ne peut mourit, quand Alexandre dort.
’oubliois ce ſecret qui doit vn peu vous plaire, Encor que (ce me emble) il ne vous ſerue guete:	oubliais ce secret qui doit un peu vous plaire, Encor que (ce me emble) il ne vous serve guette:
Neantmoins rendez grace au repos de ce Roy.	Néanmoins rendez grâce au repos de ce Roi.
PROTHITE.	PROTHITE.
Ha!	Ha!
quel contentement en reſſens-je dans moy?	quel contentement en ressens-je dans moi?
Et puis qu'vn ſi beau coupvaut plꝰqu'vne Prouince, Ie croy que l’ou poura fléchir ce iuſte Prince, Et qu’il ne tiendra point des faits pour odieux Qui meritent d’auoir la loüange des pieux.	Et puis qu'un si beau coupvaut plꝰqu'une Province, Je crois que l'ou pourra fléchir ce juste Prince, Et qu'il ne tiendra point des faits pour odieux Qui méritent d'avoir la louange des pieux.
DIS IR.	DIS IR.
Oüy, ſa haute vertu nourit mon eſperance.	Oui, sa haute vertu nourit mon espérance.
PROTHITE.	PROTHITE.
Vous pouuez en Aminte auoir quelque aſſeurance, Ce qu’il a témoigné pour ſes diuins appas Montre que ſon pouuoir ne leur manquera pas, I’en vien d’étre informé par vn ſien Capitaine:	Vous pouvez en Aminte avoir quelque assurance, Ce qu'il a témoigné pour ses divins appas Montre que son pouvoir ne leur manquera pas, J'en viens d'être informé par un sien Capitaine:
Iugez donc s’il voudra la tirer hors de peine, Et ſi ſes grands effotts aidez de ſa faueut Ne pouront pas aſſez détourner vn malheur, Qu’il voit exemt de crime, & ſans aucun mélange Des traits dont on ternit la gloire de cet Ange;	Jugez donc s'il voudra la tirer hors de peine, Et si ses grands effots aidez de sa faveut Ne pourront pas assez détourner un malheur, Qu'il voit exemt de crime, et sans aucun mêlange Des traits dont on ternit la gloire de cet Ange;
Et vous ne doutez pas qu’il iroit l’adorer, S’il ne la voyoit point dans les fers ſoúpirer.	Et vous ne doutez pas qu'il irait l'adorer, S'il ne la voyait point dans les fers soùpirer.
Ce n’eſt pas que ce mal efface ſon merite.	Ce n'est pas que ce mal efface son mérite.
Mais on inepine ceux que la rortunle quite;	Mais on inépine ceux que la rortunle quite;
Et quand il l’aimeroit pour ſe la conſeruer, Vous ſeriez bicnheureux de l’auoir fait ſauuer.	Et quand il l'aimerait pour se la conserver, Vous seriez bicnheureux de l'avoir fait sauver.
C’eſt la le ſeul chemin qui nous reſte a la gloire.	C'est la le seul chemin qui nous reste a la gloire.
PHENIX.	PHÉNIX.
I’y vas faire vn effort plꝰ grãd qu’on ne peut croire.	J'y vas faire un effort pleure grand qu'on ne peut croire.
PRÔTHITE.	PRTHITE.
De moy le tâcheray.	De moi le tâcherai.
PHENIX.	PHÉNIX.
Ie n’y manqueray pas, Et déja mon ardeur precipite mes pas.	Je n'y manquerai pas, Et déjà mon ardeur précipite mes pas.
SCENE VI.	SCÈNE VI.
PHENTA, DOVLUIS.	PHENTA, DOULUIS.
NIX E perdons poiut de temps l’occaſian eſt belle.	NYX E perdons poiut de temps l'occasian est belle.
NEt pour coneutrent!	NEt pour conçtrent!
auis eſt foit ndele.	avis est soit nèle.
Oûy, ie puis bien eucor aure la liberté, Par la faueur d’Aminte, auoir cette beauté:	Oui, je puis bien eucor aure la liberté, Par la faveur d'Aminte, avoir cette beauté:
Car de croire qu’il pût conceuoir quelque enuie D’vne femme qu’il craint auoir été rauie, Fr qu’apres Alexandre honoré le premier, Il s’expoſât à ſuiure vn ſimple Caualier, Seroit-ce pas iuger auec trop de foibleſſe De celuy qui verroit la plus libre Princeſſe Proſternée a ſes pieds, embraſſer ſes geneux, S’il daignoit luy ſouffit la qualité d’Epoux:	Car de croire qu'il pût concevoir quelque envie D'une femme qu'il craint avoir été ravie, Fr qu'après Alexandre honoré le premier, Il s'exposât à suivre un simple Cavalier, Serait-ce pas juger sans trop de faiblesse De celui qui verrait la plus libre Princesse Prosternée à ses pieds, embrasser ses geneux, S'il daignait toujours souffit la qualité d'Époux:
Mais lâche reconſort qui vient flater mon ame, Quelles fauſſes raiſons apporte icy ta flame?	Mais lâche reconsort qui vient flatter mon âme, Quelles fausses raisons apporte ici ta flamme?
Ne veille-t elle au bien de cette rareté Que pour la conſumer dedans la volupté?	Ne veille-t elle au bien de cette rareté Que pour la consumer dedans la volupté?
Nõ, non, pouſſe vn ardeur beaucoup plus détachée.	Notre, non, pousse un ardeur beaucoup plus détachée.
lt qued tinpurete noieran pamt tnence.	lt qued tinpure noieran pamt tannence.
Qu’elle trouue matiere au deſſus de tes ſens.	Qu'elle trouve matière au -dessus de tes sens.
Sans étre retenue en des fers ſi puiſſans.	Sans être retenue en des fers si puissants.
le la ſens qui s eieue au-e ceus alegreſle:	le la sens qui s érieue au- lus alègresle:
Coutons donc ſarisraire au deſir qui nous preſſe.	Coutons donc sarisraire au désir qui nous presse.
DOVLON.	DOULON.
Il eſt ma foy bien vain, & c’eſt étre animul pe croire, étant captit, ſupplanter vn Riual.	Il est ma foi bien vain, et c'est être animul pe croire, étant captit, supplanter un Rival.
Fin du quatrieme Aete.	Fin du quatrième Aette.
ACTE.	ACTE.
V SCENE PREMIERE.	V SCÈNE PREMIÈRE.
PHENIX, PROTHITE.	PHÉNIX, PROTHITE.
PROTHITE.	PROTHITE.
V’aportez-vous, Phenix, vn ſuccés miſerable N’aura t il pas ſuiuy votte effort veritable?	V'apportez-vous, Phénix, un succès misérable N'aura t' aura tel zvi te effort véritable?
PHENTX.	PHENTX.
N’auez-vous pas auſſi fait les mémes efforts?	N'avez-vous pas aussi fait les mêmes efforts?
Et vous ont-ils rendu vos deſirez treſors?	Et vous ont-ils rendu vos désirez trésors?
IRe Pelni3 Ie n’ayrien remporté qu’vn mépris de ma peine, Bien qu’elle eút pris le nõ d’vn heureux Capitaine, De qui l’authorité peut tant aupres du Roy	IRe Pelni3 Je n'airien remporté qu'il mépris de ma peine, Bien qu'elle eût pris le nôtre d'un heureux Capitaine, De qui l'autorité peut tant auprès du Roi
PHENIX Aminte méme a pris ma douleur deſſus ſoy;	PHÉNIX Aminte même a pris ma douleur dessus soi;
Et quoy que ſa fauenr ſoit au comble montée, Le Roy pour cette fois ne l’a point écoutée, Et ce Vict rieux qui cherit ſes Etats, N’en voit qu’auec douleur vne colonne à bas:	Et quoi que sa favenr soit au comble montée, Le Roi pour cette fois ne l'a point écoutée, Et ce Vict rieux qui chérit ses États, N'en voit qu'avec douleur une colonne à bas:
Mais il veut de ce fait voir l’accuſée en vie, Pour la montrer a tous plus iuſtement punie, Apres auoir connu quel crime elle a commis;	Mais il veut de ce fait voir l'accusée en vie, Pour la montrer a tous plus justement punie, Apres avoir connu quel crime elle a commis;
Ou pour faire trembler plus fort ſes ennemis, Par la ſolennité d’vne dure Sentence.	Ou pour faire trembler plus fort ses ennemis, Par la solennité d'une dure Sentence.
PROTHITE Il faut donc autrement ſonger à ſa deſenſe;	PROTHITE Il faut donc autrement songer à sa désense;
Et s’il ne ſert de rien d’vſer d’entremetteurs, Tâchons, bien que captifs, à vaincre ſes malheurs, Feignons d’auoir cauſé la mort de l’aduerſaire, Et d’étre criminels, non priſonniers de guerte, Afin d’étre traînez deuant ce Potentat.	Et s'il ne sert de rien d'user d'entremetteurs, Tâchons, bien que captifs, à vaincre ses malheurs, Feignons d'avoir causé la mort de l'adversaire, Et d'être criminels, non prisonniers de guerte, Afin d'être traînés devant ce Potentat.
La nous nous chargerons de l’entier attentat;	La nous nous chargerons de l'entier attentat;
