A MADAME VLAE .	À MADAME VLAE .
OMME ie puis iuger de ton braue courage Olar tes diuins exploits, encor que ton viſage Ne ſoit point cogneu de mes yeux, De meſme par tes Vers où ie voy tant de graces, Sans flater ton eſprit ie ſouſtiens que tu paſſes Les hommes & les dieux.	OMME esprit puis juger de ton brave courage Olar tes divins exploits, encor que ton visage Ne soit point connu de mes yeux, De même par tes Vers où tu vois tant de grâces, Sans flatter ton esprit ie voutiens que tu passes Les hommes et les dieux.
AVTHEVIL.	AUTHEUIL.
Pourſuy de trauailler touſiours de mieux en mieux, Et bien que tous les deux ſoient dans vn poinct extreme, Acheuant ton VASSAL, fay dire aux enuieux, SCVDER Vtous les ans ſe ſurpaſſe luy-meſme.	Poursui de travailler toujours de mieux en mieux, Et bien que tous les deux soient dans un point extrême, Achevant ton VASSAL, fais dire aux envieux, SCUDER Vtous les ans se surpasse lui-même.
A MONSIEVR DE SCVDERY.	À MONSIEUR DE SCUDERY.
EPIGRAMME.	ÉPIGRAMME.
OVS tenions LI GD A MONcomme vn NN autre Soleil, Qui ne deuoit iamais rencontrer de ſemblable:	OUS tenions LI GD A MONcomme un N our Soleil, Qui ne devait jamais rencontrer de semblable:
Mais ce TROMPEVR nous trompe en ſe monſtrant pareil A celuy que nos vers chantoient incomparable.	Mais ce TROMPEUR nous trompe en se montrant pareil A celui que nos vers chant incomparable.
GVERENTE.	GUERENTE.
AV TROMPEVR PVNY.	AU TROMPEUR PUNI.
EPIGRAMME.	ÉPIGRAMME.
V trompes, ô ſubtil Cleonte, Y Auec des traits ſi charmans, Que le plus ſage des amans Pourroit ainſi tromper ſans honte;	V trompes, ô subtil Cléonte, Y Vec des traits si charmants, Que le plus sage des amants Pourrait ainsi tromper sans honte;
Continue, il n'eſt point de tour Qui ne ſoit permis en amour, Pour rompre d’vn riual la facheuſe entrepriſe Et iamais parmy nous on n’a rien veu de tel, Touſiours par la vertu l’homme s’immortaliſe, Et le vice auiourd’hy te va rendre immortel.	Continue, il n'est point de tour Qui ne soit permis en amour, Pour rompre d'un rival la fâcheuse entreprise Et jamais parmi nous on n'a rien vu de tel, Toujours par la vertu l'homme s'immortalise, Et le vice aujourd'hui te va rendre immortel.
MONDORY.	MONDORY.
TRE MESME.	TRÊ ME.
D A MONSIEVR DE SCVDERY,	D À MONSIEUR DE SCUDERY,
Toy que toute la France eſtime, Et qu’elle prend pour le demon, Qui monſtre a bien polir la Rime, Et pour tout dire en fin pere de Ligdamon, Quoy que ce Heros dans ſa vie Donne aux plus ſages de l’enuie, Ne le fais plus paſſer pour tien, Et regarde où ſon ſort le range, Puis qu'on donne plus de loüanne Au trompeur qu'à l’homme de bien.	To que toute la France estime, Et qu'elle prend pour le démon, Qui montre a bien polir la Rime, Et pour tout dire en fin père de Ligédamon, Quoi que ce Héros dans sa vie Donne aux plus sages de l'envie, Ne le fais plus passer pour tien, Et regarde où son sort le range, Puis qu'on donne plus de louanne Au trompeur qu'à l'homme de bien.
A MONSIEVR DE SCVDERY.	À MONSIEUR DE SCUDERY.
lur ion Trompeur Puny.	lur ion Trompeur Puni.
A Deeſſe qui tient la Trompette ſonnante, E Deſia parl Vniuers, Vapubliant partout d’vne voix raiſonnante La beauté de tes Vers, Et nous dit bien ſouuent en charmant mes oreilles, Qu'à toy ſeul appartient de faire des merueilles.	À Deesse qui tient la Trompette sonnante, E Desia parl Vniuers, Vapubliant partout d'une voix raisonnante La beauté de tes Vers, Et nous dit bien souvent en charmant mes oreilles, Qu'à toi seul appartient de faire des merveilles.
G.	G.
DE COSTE.	DE CÔTE.
MONSIEVR DE DOvA de da	MONSIEUR DE DOvA de da
Pres tant d’hommages diuers 1 IDe plus grands eſprits de la France, Vous faire eſperer de beaux Vers, C’eſt auoir trop de ſuffiſance:	Pres tant d'hommages divers 1 IDe plus grands esprits de la France, Vous faire espérer de beaux Vers, C'est avoir trop de suffisance:
Ma Muſe eſt muette en ce point, Außi ne le pretens-ie point:	Ma Muse est muette en ce point, Aussi ne le prétends-je point:
Car quoy que l’amitié m’ordonne, Promettre vn digne eloge à l’honneur infiny Que le Trompeur Puny nous donne, C’eſt paſſer iuſtement pour vn Trompeur Puny.	Car quoi que l'amitié m'ordonne, Promettre un digne éloge à l'honneur infini Que le Trompeur Puni nous donne, C'est passer justement pour un Trompeur Puni.
DE S.	DE S.
FIRMIN.	FIRMIN.
PRIVILEGE DV ROY.	PRIVILÈGE DU ROI.
OVIS par la grace de Dieu Roy de France L & de Nauarre.	OUÏS par la grâce de Dieu Roi de France L et de Navarre.
A nos amez & feaux Conſeillers les gens tenans nos Cours de Parlement de Paris, Tholoſe, Roüen, Bordeaux, Aix, Dijon, Grenoble, & Rennes, Preuoſt de Paris, ou ſon Lieutenant, Baillifs & Seneſchaux deſdits lieux, ou leurs Lieutenans, & à tous nos officiers qu’il appartiendra, Salut.	À nos âmez et féaux Conseillers les gens tenants nos Cours de Parlement de Paris, Tholose, Rouen, Bordeaux, Aix, Dijon, Grenoble, et Rennes, Preuost de Paris, ou son Lieutenant, Baillifs et Sénéchaux dédits lieux, ou leurs Lieutenants, et à tous nos officiers qu'il appartiendra, Salut.
Noſtre bien ame Pierre Billaine, marchãd.	Notre bien âme Pierre Billaine, marchamèd.
Libraire à Paris nous a fait remonſtrer qu’il a recouuert vn liure intitulé, Le Trompeur Puny, ou l'Hiſtoire Septentrionale, Tragi-comedie, Par Monſieur de Scudery, lequel liure ledit expoſant deſireroit faire imprimer s’il nous plaiſoit luyoctroyer nos lettres à ce neceſſaires.	Libraire à Paris nous a fait remontrer qu'il a recouvert un livre intitulé, Le Trompeur Puni, ou l'Histoire Septentrion, Tragi-comédie, Par Monsieur de Scuderi, lequel livre ledit exposant désirerait faire imprimer s'il nous plaisait luyoctroyer nos lettres à ce nécessaires.
A ces cauſes, deſirant iceluy expoſant fauorablement traitter, & qu’il ne foit fruſtre de ſon labeur, luy auons permis & permettons par ces preſentes, d’imprimer ou faire imprimer par tel lmprimeur que bon luy ſemblera ledit liure, & l’expoſer en vente durant le temps de ſix ans, à compter du iour qu’il ſera acheué d’imprimer, - 1– – defendãt à tous autres de quelque qualité qu’ils ſoient, de l’imprimer & faire imprimer durant ledit temps, à peine de cinq cens liures d’amẽde, & de tous deſpẽs, dommages, & intereſts enuers ledit expoſant, ou ceux ayans droict de luy:	À ces causes, désirant icelui exposant favorablement traiter, et qu'il ne soit frustre de son labeur, lui avons permis et permettons par ces présentes, d'imprimer ou faire imprimer par tel lmprimeur que bon lui semblera ledit livre, et l'exposer en vente durant le temps de six ans, à compter du jour qu'il sera achevé d'imprimer, - defendãt a tous autres de quelque qualité ils soient, de imprimer et faire imprimer durant ledit temps, peine de cinq cens liures amẽde, et de tous despẽs, dommages, et intérêts envers ledit exposant, ou ceux ayans droict de lui:
à la charge d’en mettre deux exemplaires en noſtre Bibliotheque auant que de l’expoſer en vente, ſuiuant noſtre reglemẽt:	à la charge d'en mettre deux exemplaires en notre Bibliothèque avant que de l'exposer en vente, suivant notre règlement:
à peine d’eſtre deſcheu dudit Priuilege.	à peine d'être déchu dudit Privilège.
Si vous mãdons que du cõtenũ en ces preſentes vous faſſiez & ſouffriez iouyr ledit Billaine, & ceux qui auront droict de luy, plainement, & paiſiblement.	Si vous mondons que du commenum en ces présentes vous fassiez et souffriez jouir ledit Billaine, et ceux qui auront droit de Seigneur, pleine, et paisiblement.
Voulons en outre qu’en mettãt en chacun exemplaire dudit liure ces preſentes, ou extrait d’icelles, elles ſoient tenuës pour bien & deuëment ſignifiees.	Voulons en outre qu'en mettant en chacun exemplaire dudit livre ces présentes, ou extrait d'icelles, elles soient tenues pour bien et duement signifiées.
Car tel eſt noſtre plaiſir.	Car tel est notre plaisir.
Donné à S.	Donné à S.
Germain en Laye le 18.	Germain en Laye le 18.
Decembre, l’an de grace mil ſix cens trente deux, & de noſtre regne le vingt-troiſieſme.	Décembre, l'an de grâce mil six cens trente deux, et de notre règne le vingt-troisième.
Par le Roy en ſon Conſeil.	Par le Roi en son Conseil.
COVPEAV.	COUPEAU.
Les exemplaires ont eſté baillez à la Bibliotheque.	Les exemplaires ont été baillez à la Bibliothèque.
Acheué d’imprimer le 4.	Achevé d'imprimer le 4.
Ianuier 1633.	Janvier 1633.
Et ledit Billaine a cedé & tranſporté le drode ſondit Priuilege à Anthoine de Sommauille, auſſi marchand Libraire, ſuiuant & coi formement l’accord paſſé entre eux.	Et ledit Billaine a cédé et transporté le drode sondit Privilège à Antoine de Sommauille, aussi marchand Libraire, suivant et coi formement l'accord passé entre eux.
LE TROMPEVR PVNY L'HISTOIRE SEPTENTRIONALE TRAGI-COMEDIE.	LE -TROMPEUR PUNI L'HISTOIRE SEPTENTRIONALE TRAGI-COMÉDIE.
ACTE PREMIER.	ACTE PREMIER.
CLEOTIAMERIE, CEARIRE, ARSIDOR, LE ROY DE DANEMARC, ARGENTE.	CLÉTIAMERIE, CEARIRE, ARSIDOR, LE ROY DE DANEMARC, ARGENTE.
SCENE IREMIEN L LEONTE.	SCÈNE IREMIEN L EONTE.
F9	F9
2 ELLE & sõbre foreſt, agreable riuage, Qui (ma Maiſtreſſe hors) n'auez rien de ſauuage, (niuers Lasi depuis qu’en naiſſant auecque l'VOn vous a veu des flots & des fueillages vers, A	2 ELLE et sõbre forêt, agréable rivage, Qui (ma Maîtresse hors) n'avez rien de sauvage, (nivers Lasi depuis qu'en naissant auecque l'UN vous a vu des flots et des fueillages vers, A
Auriez vous reconu quelque infortune pire, Que le triſte accident qui fait que ie ſoupire?	Auriez -vous reconu quelque infortune pire, Que le triste accident qui fait que ie soupire?
Ie ne le penſe pas:	Je ne le pense pas:
& croy que voſtre flus Bien qu'il ſoit eternel, ne le reuerra plus.	et crois que votre flus Bien qu'il soit éternel, ne le reuerra plus.
L'exceZ de ma douleur paroiſt incomparable, Ainſi que la beauté qui me rend miſerable, Son merite & mon mal vont dans l’infinité;	L'excès de ma douleur paraît incomparable, Ainsi que la beauté qui me rend misérable, Son mérite et mon mal vont dans l'infinité;
Change en vn autre Amour cette conformité:	Change en un autre Amour cette conformité:
Ou ſi de la flechir il ne t’eſt point poßible, Fais moy rocher comme elle afin d’eſtre inſenſible, Car außi bien mon cœur eſt dans les fermetez Qui ſympatiſent fort auec leurs qualitez.	Ou si de la fléchir il ne t'est point passible, Fais moi rocher comme elle afin d'être insensible, Car aussi bien mon cœur est dans les fermeté Qui sympatisent fort avec leurs qualités.
Dieux!	Dieux!
mon œil ne voit rien dont l’object ne l’outrage Dans les chãps deſcouuers, i’ay touſiours de l’ombrage.	mon œil ne voit rien dont l'object ne l'outrage Dans les chans découverts, j'ai toujours de l'ombrage.
Le martel qui m'agite, auſsi bien qu'au ſommeil, M'en feroit rencontrer au milieu du Soleil.	Le martel qui m'agite, aussi bien qu'au sommeil, M'en ferait rencontrer au milieu du Soleil.
Ruiſſeau creu de ces pleurs que i’eſpans ſans couſtume Quand tu vas chez Thetis, auec cette amertume, Ne te dit elle pas que le ſel de la mer A l’eſgal de cette eau, n’a rien qui ſoit amer?	Ruisseau cru de ces pleurs que j'espants sans coutume Quand tu vas chez Thétis, avec cette amertume, Ne te dit -elle pas que le sel de la mer À l'égal de cette eau, n'a rien qui soit amer?
Mais ſi tu l’adoucis au terroir de ta courſe, Conte luy la merueille au moins de cette ſource, Dis luy qu’en Angleterre vn fleuue ſe fait voir, Qui ne procede point des lieux de ſon pouuoir.	Mais si tu l'adoucis au terroir de ta course, Conte lui a merveille au moins de cette source, Dis Ah qu'en Angleterre un fleuve se fait voir, Qui ne procède point des lieux de son pouvoir.
Beaux prez que la Nature eſmaille & couure d’herbe, Quand ma belle vous preſſe auec vn pied ſuperbe, Helas conſolez vous, ſçachant que ſon orgueil Ne fait que vous fouler, & me met au cercueil.	Beaux prez que la Nature émaille et couvre d'herbe, Quand ma belle vous presse avec un pied superbe, Hélas consolez -vous, sachant que son orgueil Ne fait que vous fouler, et me met au cercueil.
Arbres que i’ay grauez auec bien peude force, Du beau nom de Neree, en cent pars ſur l’eſcorce, Si ſon œil le vient voir, dites à ce vainqueur Que vous eſtes plus doux, & moins durs que ſon cœur.	Arbres que j'ai gravez avec bien peude force, Du beau nom de Neree, en cent pars sur l'écorce, Si son œil le vient voir, dites à ce vainqueur Que vous êtes plus doux, et moins durs que son cœur.
Ha!	Ha!
qu’eſt ce que ie dis?	qu'est ce que personne dis?
ie mans à mon dommage;	Ne mans à mon dommage;
Pleuſt au Ciel que ce cœur n’euſt point encor d’image;	Plût au Ciel que ce cœur n'eût point encor d'image;
Vne table d’attente eſt facile à tracer, Mais la difficulté conſiſte à l’effacer.	Une table d'attente est facile à tracer, Mais la difficulté consiste à l'effacer.
Cette ingratte beauté qui m'eſt ſi rigoureuſe, Participe à l’aigreur de ma peine amoureuſe, Nous languiſſons tous deux ſous vne meſme loy, Elle bruſle d’amour, mais ce n'eſt pas pour moy, Elle fuit le commerce & deuient ſolitaire, Au milieu d’vn diſcours vn penſer la fait taire, Son esprit diuerti, ſouuent n'eſt point à ſoy, Elle bruſle d’amour mais ce n’est pas de moy.	Cette ingrate beauté qui m'est pas rigoureuse, Participe à l'aigreur de ma peine amoureuse, Nous languissons tous deux sous un même loi, Elle brûle d'amour, mais ce n'est pas pour moi, Elle fuit le commerce et devient solitaire, Au milieu d'un discours un penser la fait taire, Son esprit diverti, souvent n'est point à soi, Elle brûle d'amour mais ce n'est pas de moi.
Par fois ie la ſurprens enbes mmuanenone.	Par fois ie la surprends enbes mmuanone.
Qui reſſemblent aſſez à mes douces folies, Ses ſoupirs continus font preuue de ſa foy, Elle bruſle d’amour, mais ce n'eſt pas pour moy.	Qui ressemblent assez à mes douces folies, Ses soupirs continus font preuve de sa foi, Elle brûle d'amour, mais ce n'est pas pour moi.
Trop heureux Arſidor, infortuné Cleonte, Faudra t’il ſur le front te peindre cette honte, Qu'vn riual te rauiſſe, & t’emporte en vn iour L’espoir qui te conſerue, & fait viure l Amour?	Trop heureux Arsidor, infortuné Cléonte, Faudra t'il sur le front te peindre cette honte, Qu'un rival te ravisse, et t'emporte en un jour L'espoir qui te conserve, et fait vivre l Amour?
