CEQ ESTGONTENV AV PRESENT	CEQ ÉTGONTENV AU PRÉSENT
A quel malheur les Dieux veulent-ils m’eſpargner, Seul entre tant de cris, tant de publiques larmes, Tant de corps entaſſez, exempt de ces allarmes?	À quel malheur les Dieux veulent-ils m'épargner, Seul entre tant de cris, tant de publiques larmes, Tant de corps entassés, exempt de ces alarmes?
Penſe-ie que le Ciel que i’ay coulpable fait, D’vn royaume aſſeuré guerdonne mon forfait?	Pense-je que le Ciel que j'ai coulpable fait, D'âme royaume assuré guerdonne mon forfait?
Et que le ſainct trepied de l’oracle Del phique Ne vienne executer ſon arreſt prophetique Sur mon chef crimineux?	Et que le saint trepied de l'oracle Del phique Ne vienne exécuter son arrêt prophétique Sur mon chef crimineux?
non ie ne le croy pas:	non ici ne le crois pas:
Mais voyant qu’à ma peine il faut plus d’vn treſpas.	Mais voyant qu'à ma peine il faut plus d'un trépas.
Ardans de ſe vanger, ils me gardent de peſte Pour eſtre parvicide, & commettre vn inceſte.	Ardans de se venger, ils me gardent de peste Pour être parvicide, et commettre un inceste.
Ie ſuis né criminel, & mes meſchanceteZ (Thebains) cauſent ma perte & vos aduerſitez I’ay voſtre air infecté ſon haleine agrauee Ne rend plus de vos ſeins la chaleur eſtuuee.	Je suis né criminel, et mes meschanceteZ (Thebains) causent ma perte et vos adversité J'ai votre air infecté son haleine agrave Ne rend plus de vos seins la chaleur estuuee.
Les Zephirs printaniers de leur amoureux vent Ne vous careſſent plus comme ils ſouloient deuant, Mais rechauffant l’ardeur de la chienne ætheree Titan fend les ſablonds de la plaine alteree:	Les Zéphirs printaniers de leur amoureux vent Ne vous caressent plus comme ils soûlaient devant, Mais réchauffant l'ardeur de la chienne æthère Titan fend les sablonds de la plaine altérée:
Les fleuues ont tary leur humeur, & les fleurs Ont fany la beauté de leurs viues couleurs:	Les fleuves ont tari leur humeur, et les fleurs Ont ani la beauté de leurs vives couleurs:
Dirce eſt toute aſſeichee, & Iſ nene à grand peine Loigné de ſes bords nuds va trainant par la plaine Vne pareſſeuſe eau.	Dirce est toute asseiche, et Is néné à grand peine Loigné de ses bords nus va traînant par la plaine Vne paresseuse eau.
La germaine Phæbé Tourne vn croiſſant obſeur par ſon cercle courbé:	La germaine Phæbé Tourne un croissant obseur par son cercle courbé:
Et la brune Venus durant la nuict relante Ne ſeme plus au Ciel ſa troupe eſtincellante.	Et la brune Venus durant la nuit relante Ne sème plus au Ciel sa troupe estincellante.
Vne eſpaiſſe fumiere yſſant de l’Orque ouuert	Une épaisse fumière issant de l'Orque ouuert
A les lambris du Ciel, & la Terre couuert:	À les lambris du Ciel, et la Terre couvert:
Le M onde en deuient triſte, & l’horreur infernale Eſparſe en tous endroits rend ſon viſage palle, L’execrable Megere eſtiſſuë hors d’Enfer:	Le M onde en devient triste, et l'horreur infernale Esparse en tous endroits rend son visage palle, L'exécrable Mégère estissuë hors d'Enfer:
Et le chien deſtaché de ſes cheſnes de fer Crineux en longs erpens autour de la ville erre, On entend ſes abbou, on oit mugir la terre, La foreſt Caſtalie a par deux fois tremblé, Et le ſang par deux fois la fontaine atriublé.	Et le chien détaché de ses chaînes de fer Crineux en longs erpents autour de la ville erre, On entend ses abou, on oit mugir la terre, La forêt Castalie a par deux fois tremblé, Et le sang par deux fois la fontaine atrivblé.
On a veu pourmener mille ombres ſepulchrales, Sortir de leurs tombeaux mille fantoſmes palles, Et paroiſſants plus grands qu’homme n’a onc eſté, Effroyables errer de nuit par la cité.	On a vu pourmener mille ombres sépulchales, Sortir de leurs tombeaux mille fantômes palles, Et paraissants plus grands qu'homme n'a onc été, Effroyables errer de nuit par la cité.
Tout a part à nos maux:	Tout a part à nos maux:
les beſtes plus ſauuages Sentent de ce venin domter leurs fiers courages.	les bêtes plus sauvages Sent de ce venin dompter leurs fiers courages.
Le cheual qui n’aguiere en vn tournoy fameux Mordoit impatient l’or du frein eſcumeux, Eſt deuenu retif, plus la fureur de l’ourſe Ne fait guerre aux taureaux plus le cerf en ſa courſe N’a l’eſpoir de ſa vie, & le ſanglier dompté Plus n’écumaſſe atteint de la mortalité.	Le cheval qui n'aguière en un tournoi fameux Mordait impatient l'or du frein écumeux, Est devenu rétif, plus la fureur de l'ourse Ne fait guerre aux taureaux plus le cerf en sa course N'a l'espoir de sa vie, et le sanglier dompté Plus n'écumasse atteint de la mortalité.
Phlegeton a verſé dans les eaux Tyriennes Le poiſon meurtriſſant des ondes Stygiennes.	Phlégeton a versé dans les eaux Tyriennes Le poison meurtrissant des ondes Stygiennes.
La bletiere Ceres noſtre attente deçoit, Et refuſe le grain qui deſ ja s’auançoit Haſlé dans ſon eſtuy, car la paille affamée Ne luy peut plus fournir l’humeur accouſtumée.	La bletière Ceres notre attente deçoit, Et refuse le grain qui des ja s'avançait Hâlé dans son étui, car la paille affamée Ne avait peut plus fournir l'humeur accoutumée.
Brefil n’eſt choſe icy, ny lieu tant eſcarté Qui ſe puiſſe exempter de ceſte aduerſité.	Brefil n'est chose ici, ni lieu tant écarté Qui se puisse exempter de cette aduersité.
Tout eage ſans eſgard, & tout ſexe s’aſſemble, La peſte met les vieux & les ieunes enſemble, Les enfans & le pere, elle fait trebuſcher La femme & ſon eſpoux dans vn meſme buſcher.	Tout eage sans égard, et tout sexe s'assemble, La peste met les vieux et les jeunes ensemble, Les enfants et le père, elle fait trebûcher La femme et son époux dans un même bûcher.
Leurs funerailles vont ſans ameres complaintes, Ce mal opintâtre a nos larmes eſtreintes,	Leurs funérailles vont sans amères complaintes, Ce mal opintâtre à nos larmes étreintes,
Et (ce qui vieut ſouuent en extrêmes malheurs) Nos yeux taris ſont las de nous fournir de pleurs.	Et (ce qui vieut souvent en extrêmes malheurs) Nos yeux taris sont las de nous fournir de pleurs.
Le pere languiſſant ſe charge de ſa race Pour la porter au feu, la mere des-ja laſſe Iette ſon enfant mort & s’auance d’aller Pour faire au meſme feu ſon autre enfant bruſler.	Le père languissant se charge de sa race Pour la porter au feu, la mère déjà lasse Jette son enfant mort et s'avance d'aller Pour faire au même feu son autre enfant brûler.
Mais au milieu d’vn dueil vn nouueau deuil arriue;	Mais au milieu d'Han nueil esprit nouveau deuil arrive;
Deſchargeans les corps morts leur charongne mi-vius Tombe dans le buſcher pour vn autre apreſté, Et ſe roſtit ſouuent d’vn buſcher emprunté, Car chaſſant toute honte au loin, ces miſerables Vont rauiſſant le bois de leurs voiſins mourables.	Déchargeans les corps morts leur charongne mi-vius Tombe dans le bûcher pour un autre apprêté, Et se rôtit souvent d'un bûcher té, Car chassant toute honte au loin, ces misérables Vont ravissant le bois de leurs voisins mourables.
Les os ſaincts que le feu n’a ſceu demi-gaſter En tombeaux ſeparez ne ſe peuuent porter, La terre leur deffaut, & les foreſts plus grandes Ne ſçauroient plus ſuffire à ces mortelles bandes.	Les os saints que le feu n'a su demi-gâter En tombeaux séparés ne se peuvent porter, La terre leur défaut, et les forêts plus grandes Ne sauraient plus suffire à ces mortelles bandes.
Les vœux ne peuuent rien l’art n’a de rien ſerui, Le Medecin expert ſon malade a ſuyui Touché du meſme mal, touſiours celuy qui tombe Traine à luy ſon ſecours ſous vne meſme tombe.	Les vœux ne peuvent rien l'art n'a de rien servi, Le Médecin expert son malade a suivi Touché du même mal, toujours celui qui tombe Traine à Seigneur son secours sous une même tombe.
O mort qui forcenant moiſſonnes tant de corps!	Ô mort qui forcenant moissonnes tant de corps!
O treſpas redonté pire que mille morts!	Ô trépas redonté pire que mille morts!
Vne langeur tardiue à leurs membres s’attache, Vne ardente couleur le front leur va teignant, Leurs yeux ſont esbloüis, le neZ leur va ſeignant, Vne froide ſueur les entrailles leur trempe, Tout autour de leurs corps vn feu volage rampe, Ils routent ſanglotans, & de chaleur preſſez Courent pour embraſſer les marbres plus glacez.	Une langeur tardive à leurs membres s'attache, Une ardente couleur le front leur va teignant, Leurs yeux sont esbloüis, le ne leur va seignant, Une froide sueur les entrailles leur trempe, Tout autour de leurs corps un feu volage rampe, Ils routent sanglottant, et de chaleur pressez Courent pour embrasser les marbres plus glacés.
L’oreille leur tintinne, & leur langue aſſechee Ne ſent pluſtoſt l’ardeur de ſa ſoif eſtanchée Couſuë à leurs palais, qu’aux ſources arriuant Ils n’eſteignent leur vie & leur ſoif en beuuant.	L'oreille leur tintinne, et leur langue asséchée Ne sent plutôt l'ardeur de sa soif étanchée Coutue à leurs palais, qu'aux sources arrivant Ils n'éteignent leur vie et leur soif en buvant.
Aux ſaincts temples des Dieux les malades languiſſent.	Aux saints temples des Dieux les malades languissent.
Et les vont ſuppliant que treſpaſſer ils puiſſent.	Et les vont suppliant que trépasser ils puissent.
A ce vœu ſeulement propices reſpondant, La mort apres cent morts ils leur vont accordant.	À ce vœu seulement propices répondant, La mort après cent morts ils leur vont accordant.
Ils traineut autour d’eux, non pour trouuer remede, Mais pour ſouler leurs yeux du mal qui les poſſede.	Ils trainut autour d'eux, non pour trouver remède, Mais pour soûler leurs yeux du mal qui les possède.
Ie vous tends proſterné au pied de vos autels Mes ſuppliantes mains, ô puiſſans immortels Venez rompre le ſil de mes longues annees, Il eſt temps que ie meure, & que mes deſtinees Se borneut de leur fin.	Je vous tends prosterné au pied de vos autels Mes suppliantes mains, ô puissants immortels Venez rompre le sil de mes longues années, Il est temps que ainsi meure, et que mes destines Se bornut de leur fin.
Ie veux perir deuant Ma cité periſſante, & ne reſter viuant Apres tant de Thebains enfermez en la biere, Pour eſtre de mon regne vne obſeque derniere.	Je veux périr devant Ma cité périssante, et ne rester vivant Après tant de Thebains enfermés en la bière, Pour être de mon règne une obsèque dernière.
O trop ſeueres Dieux!	Ô trop sévères Dieux!
deſtin trop vigoureux Entre vn peuple ſi grand vn mal ſi dangereux Ne refuſe que moy!	destin trop vigoureux Entre un peuple si grand un mal si dangereux Ne refuse que moi!
doncques main parricide Ceſſe de plus ſouiller le ſceptre Labdacide, Cherche en ton propre flanc le treſpas qui te fuit Ou traine au moins ailleurs le mal’heur qui te ſuit:	doncques main parricide Cesse de plus souiller le sceptre Labdacide, Cherche en ton propre flanc le trépas qui te fuit Ou traine au moins ailleurs le malheur qui te suit:
Laiſſe les aigres pleurs, laiſſe les funerailles, Et rends le Ciel ſerain au dedans des murailles, Hoſte malencontreux retire toy d’ciy, Puis que c’eſt ton venin qui le corrompt ainſi, Fuy, deuſſes tu reuoir & Polybe & ta mere.	Laisse les aigres pleurs, laisse les funérailles, Et rends le Ciel serain au dedans des murailles, Hôte malencontreux retire toi d'cy, Puis que c'est ton venin qui le corrompt ainsi, Fuy, dût -tu révoir et Polye et ta Mère.
10c.	10c.
Pourquoy mon cher eſpoux d’vne complainte amere Aigriſſez vous nos maux, vn magnanime cœur De ſes aduerſiteZ ſe doit rendre vainqueur.	Pourquoi mon cher époux d'une complainte âme Aigrissez vous nos maux, un magnanime cœur De ses aversitez se doit rendre vainqueur.
C’eſt le deuoir d’vn Roy, bien que fortune aduerſe S’obſtine à culbuter l’eſtat à la renuerſe, Et que tout ſon Empire aille pied-contremont Engendrer de ſa cheute vn effroyable mont, De monſtrer vn courage incapable de crainte.	C'est le devoir d'vnYeux, bien que fortune adverse S'obstine à culbuter l'état à la renverse, Et que tout son Empire aille pied-contremont Engendrer de sa chute un effroyable mont, De monstrer un courage incapable de crainte.
C’eſt vn foible remede au malheur que la plainte.	C'est un faible remède au malheur que la plainte.
Hommes ne ſont point ceux qui des malheurs troublez Cedent à la fortune, auant qu’eſtre accablez	Hommes ne sont point ceux qui des malheurs troublés Cédent à la fortune, avant qu'être accablez
Ed.	Ed.
D’vne coüarde peur ie n’ay l’ame abatuë, Plus le danger est grand plus elle s’éuertuë.	D'une couarde peur ici n'ai l'âme abattue, Plus le danger est grand plus elle s'évertue.
Si rangez en bataille vn monde de ſoldarts Heriſſoient contre moy la pointe de leurs darts, Hardy i’irois contre eux, & les fils de la terre Eſprouueroient Edipe indomtable à la guerre.	Si rangez en bataille un monde de soldarts Hérissaient contre moi la pointe de leurs darts, Hardi j'irais contre eux, et les fils de la terre Éprouveraient Édipe indomptable à la guerre.
I’ay abordé la sphinx, & ce monſtre hideux N’eſtonna la valeur de mon bras haſardeux, I’ay veu qui rechinoit ſa gueule de ſang pleine.	J'ai abordé la sphinx, et ce monstre hideux N'étonna la valeur de mon bras hasardeux, J'ai vu qui rechinait sa gueule de sang pleine.
Et d’oſſemens eſpars i’ay veu blanchir la plaine, Deſ-ja l’oiſeau cruel qui ſur moy s’auançoit, Comme vn affreux Lion ſa colere aigriſſoit En remuant ſa queuë, & fondant deſa roche S’eſlançoit ſur ſa proye auec ſon ongle croche Ie demande l’Enigme, & ſoudain reſpondant Il fait bruire ſa voix comme vn foudre grondant, Ses dents grincent de rage, & ſa p ince gourmande Pour ſouler ſa fureur mes entrailles demande, Sa griffe impatiente en attendant ma chair, Croulle tandis le pied d’vn ſuperbe rocher.	Et d'ossemens espars j'ai vu blanchir la plaine, Déjà l'oiseau cruel qui sur moi s'avançait, Comme un affreux Lion sa colère aigrissait En remuant sa queue, et fondant des roche S'élançait sur sa proie avec son ongle croche Je demande l'Enigile, et soudain répondant Il fait bruire sa voix comme un foudre grondant, Ses dents grincent de rage, et sa p ince gourmande Pour soûler sa fureur mes entrailles demande, Sa griffe impatiente en attendant ma chair, Croise tandis le pend ant ma rocher.
Lors ie reſous l’Enigme, & la beſte depite Du ſommet de ſa roche en bas ſe precipite.	Lors votre résous l'Enigme, et la bête dépite Du sommet de sa roche en bas se précipite.
Io.	Io.
Pourquoy doncques peu ſage, hé pour quoy donques Or allez vous trop tard le treſpas ſouhaittant?	Pourquoi donc peu sage, hé pour quoi donques Or allez -vous trop tard le trépas souhaittant?
