TNETIROL.	TNETIROL.
Dès qu’il interrompit le ſilence des bois Par le bruit enroüé de ſa penible vois, On euſt vu les piuers, les geais, & les corneilles Voltiger en criant autour de ſes oreilles;	Dès qu'il interrompit le silence des bois Par le bruit enroüé de sa pénible vois, On eût vu les pivers, les geais, et les corneilles Voltiger en criant autour de ses oreilles;
La terre ſuportant ce monſtre auec ennuy Par un juſte dépit fit naiſtre autour de luy La ronce, & le chardon, & les belles Driades Riant de ſa chanſon firent mille gambades.	La terre suportant ce montre auec ennui Par un juste dépit fit naître autour de lui La ronce, et le chardon, et les belles Driades Riant de sa chanson firent mille gambades.
AMINTE.	AMINTE.
Ce ſont de tels eſpris qui croyent par leurs vers Surmonter Apollon, & charmer l’uniuers;	Ce sont de tels épris qui croient par leurs vers Surmonter Apollon, et charmer l'univers;
Ce ſont de tels eſpris qui d’une inſigne audace Nous penſent maintenant faire quitter la place Que nous auons acquiſe auec tant de trauaux;	Ce sont de tels épris qui d'une insigne audace Nous pensent maintenant faire quitter la place Que nous avons acquise Roi tant de travaux;
Voi-là, mon CERILAS, nos dangereux riuaux;	Vois-là, mon CERILAS, nos dangereux rivaux;
Toutefois ni celuy qui vint de Siracuſe Deſſus les bords fleuris de la belle Arethuſe Afin de la rauir de ſes dous chalumeaux;	Toutefois ni celui qui vint de Siracuse Dessus les bords fleuris de la belle Arethuse Afin de la ravir de ses dous chalumeaux;
Ni ce fameux Paſteur qui ſuiuant ſes troupeaux Fut l’honneur de Mantoüe, & deuint ſi grãd maiſtre Dans les ſimples douceurs de la Muſe champeſtre, Et puis de la trompette animant les guerriers Eut ſon front glorieux ombragé de lauriers A l’égal de ſon Prince, & tira l’origine Des Empereurs Romains d’une race diuine;	Ni ce fameux Pasteur qui suivant ses troupeaux Fut l'honneur de Mantoue, et devint si grãd maître Dans les simples douceurs de la Muse champêtre, Et puis de la trompette animant les guerriers Eut son front glorieux ombragé de lauriers A l'égal de son Prince, et tira l'origine Des Empereurs Romains d'une race divine;
Ces maiſtres de notre art ne teur ont puint appris Comme il faut par les vers enchanter les eſpris.	Ces maîtres de notre art ne teur ont puint appris Comme il faut par les vers enchanter les épris.
CERILAS.	CERILAS.
Ces rimeurs ignorans ont trop peu de courage Pour taſcher nuit, & jour d’apprendre le langage Auecque les ſecrets de ces diuins bergers Qui ſont la volupté des antres bocagers;	Ces rimeurs ignorants ont trop peu de courage Pour tâcher nuit, et jour d'apprendre le langage Avec les secrets de ces divins bergers Qui sont la volupté des antres bocagers;
Si dans leur propre langue ils trouuent quelque liure Encore n’ont-ils pas l’adreſſe de le ſuiure;	Si dans leur propre langue ils trouvent quelque livre Encore n'ont-ils pas l'adresse de le suivre;
I’épiay l’autre jour ſans qu’il s’en puſt douter Vn qui n’a rien appris que l’art de ſe vanter, Et croit eſtre ici bas, flatté de ſes caprices, La merueille du ſiecle, & toutes les délices;	J'épiai l'autre jour sans qu'il s'en pût douter Un qui n'a rien appris que l'art de se vanter, Et croit être ici bas, flatté de ses caprices, La merveille du siècle, et toutes les délices;
Il auoit les écris de ce grand Vandomois Qui preßé d’Apollon fit réſonner ſa vois Sur les riues du Loir, & comme un nouueau Cygne Fit oüir des chanſons dont luy ſeul étoit digne;	Il avait les écris de ce grand Vandomois Qui pressé d'Apollon fit résonner sa vois Sur les rives du Loir, et comme un nouveau Cigne Fit ouïrir des chansons dont avoir seul était digne;
Il en prit quelques trais que ſelon ſon eſprit En termes differens il remit par étrit, Et puis rendu plus fier d’auoir fait ce pillage Il en vint triompher dedans notre village Mépriſant cet Auteur qui fut cheri des Rois Qu’en habits de bergers il mena dans les bois.	Il en prit quelques trais que selon son esprit En termes différents il remit par étrit, Et puis rendu plus fier d'avoir fait ce pillage Il en vint triompher dedans notre village Méprisant cet Auteur qui fut chéri des Rois Qu'en habits de bergers il mena dans les bois.
AMINTE.	AMINTE.
Laiſſons, mõ CERILAS, ces Dieux de l’éloquence;	Laissons, momb CERILAS, ces Dieux de l'éloquence;
Laiſſons leurs vanitez, & leur belle apparence;	Laissons leurs vanités, et leur belle apparence;
Quittez ligne, & poiſſon, & pleins de Deité Allons faire des vers dans quelque antre écarté;	Quittez ligne, et poisson, et pleins de Déité Allons faire des vers dans quelque antre écarté;
Car je veux deſormais dedans ces lieux ſauuages Deuenir tout champeſtre, & que tous mes ouurages S’accordent ſur la flute, & s’il faut quelque fois De noire grand Monarque ecrire les explois Que tout ſoit paſtoral, & que meſmes les Princes Sous des nõs de Paſteurs gouuernent leurs prouinces.	Car je veux désormais dedans ces lieux sauvages Deuvenir tout champêtre, et que tous mes ouvrages S'accordent sur la flute, et s'il faut quelque fois De noire grand Monarque écrire les explois Que tout soit pastoral, et que mêmes les Princes Sous des noms de Pasteurs gouvernent leurs provinces.
CERILAS.	CERILAS.
Que les champs ſont remplis d’agreables douceurs!	Que les champs sont remplis d'agréables douceurs!
Rien ne plaiſt dauentage aux neuf ſauantes ſœurs;	Rien ne plaît daventage aux neuf savantes sœurs;
O que les laboureurs ont une heureuſe vie S’ils ſçauent remarquer comme loin de l’enuie Ils ont tout à ſouhait, & ſans faire d’effort Foulent deſſous leurs pieds l’inconſtance du ſort;	Ô que les laboureurs ont une heureuse vie S'ils savent remarquer comme loin de l'envie Ils ont tout à souhait, et sans faire d'effort Foulent dessous leurs pieds l'inconstance du sort;
S’ils ne poſſedent pas des maiſons magnifiques Dont l’orgueil ſouſtenu de colonnes doriques Attire les matins dans ce pompeux ſejour Grand nombre de flatteurs pour y faire la Cour, S’ils n’arriuent jamais dans les charges publiques, Au moins contens de peu viuent ils pacifiques Deſſous leurs toits de chaume, & frãcs de tous ennuis Ils ne perdent jamais le dous repos des nuits;	S'ils ne possèdent pas des maisons magnifiques Dont l'orgueil soutenu de colonnes doriques Attire les matins dans ce pompeux séjour Grand nombre de flatteurs pour y faire la Cour, S'ils n'arrivent jamais dans les charges publiques, Au moins contents de peu vivent ils pacifiques Dessous leurs toits de chaume, et francs de tous ennuis Ils ne perdent jamais le dous repos des nuits;
Ils ne ſont point priuez de l’ombre des bocages;	Ils ne sont point privés de l'ombre des bocages;
Ni des prez émailleZ, ni des antres ſauuages;	Ni des prés émaillez, ni des antres sauvages;
Ce leur eſt un plaiſir que d’oüir les oyſeaux, Et le mugiſſemant des amoureux taureaux;	Ce leur est un plaisir que d'ouï les eaux, Et le mugissemant des amoureux taureaux;
Ils ſe vont réjoüir deſſus les vertes riues ue jont cõme une borne au courant des eaux viues, Et ſans rien éprouuer qui répugne à leurs ſens, Ils paſſent la journée en des jeux innocens!	Ils se vont réjoüir dessus les vertes rives ue jont comme une borne au courant des eaux vives, Et sans rien éprouver qui répugne à leurs sens, Ils passent la journée en des jeux innocents!
AMINTE.	AMINTE.
Heureux trois fois celuy qui dans la ſolitude Ayant libre l’eſprit de toute inquietude, Contemple la Nature en toutes ſes beautez, Et bien-heureux encor qui voit les Deitez ui prefiuent aux enampo le Paune, o u Satyre, Pan qui ſur les troupeaux exerce ſon empire, Et le vieillard Siluain, & les Nimphes des eaux Qui dancent toute nuit au bord de leurs ruiſſeaux.	Heureux trois fois celui qui dans la solitude Ayant libre l'esprit de toute inquiétude, Contemple la Nature en toutes ses beautés, Et bienheureux encor qui voit les Ditez ui préfivent aux enampo le Paune, ô Re, Pan qui sur les troupeaux exerce son empire, Et le vieillard Siluain, et les Nimphes des eaux Qui dancent toute nuit au bord de leurs ruisseaux.
CERILAS.	CERILAS.
On peut dans ce pays joüir de ces delices;	On peut dans ce pays jouir de ces délices;
Allons vaquer enſemble à nos dous exercices;	Allons vaquer ensemble à nos dous exercices;
Allons mon cher AMINTE, & loin des enuieux Deſſous un meſme toit viuons dedans ces lieux;	Allons mon cher AMINTE, et loin des envieux Dessous un même toit vivons dedans ces lieux;
Il faut aller reuoir notre petit ménage;	Il faut aller revoir notre petit ménage;
Veſper qui fait ſortir les beufs du paturage Deuant que nous ſoyons dedans notre hameau, Aura fait jur l'Oiympe éclairer ſon flambeau.	Vesper qui fait sortir les beauts du pâturage Deuant que nous soyons dedans notre hameau, Aura fait jur l'Oimpe éclairer son flambeau.
E fut là le premier entretien qu’euArét enſemble ces deux amis, & ſous le nom de Cherile ils ſe plaignirent des mauuais Poëtes qui font deshonneur aux Muſes;	E fut là le premier entretien qu'euArét ensemble ces deux amis, et sous le nom de Chérile ils se plaignirent des mauvais Poètes qui font déshonneur aux Muses;
auſſi auoient-ils un juſte ſujet de s’affliger que des ignorans euſſent l’audace d’écrire en dépit de ces belles Deeſſes, & de troubler les eaux miſterieuſes de leurs fonteines:	aussi avaient-ils un juste sujet de s'affliger que des ignorants eussent l'audace d'écrire en dépit de ces belles Déesses, et de troubler les eaux mystérieuses de leurs fonteines:
il étoit déja tard, & le ſoleil ſur le point de terminer la journée ſe cachoit derriere le ſommet d’une montagne;	il était déjà tard, et le soleil sur le point de terminer la journée se cachait derrière le sommet d'une montagne;
le Ciel commençoit à s’embrunir, & ces bergers apperçeurent deuers l’Occident pluſieurs petits nuages de diuerſes couleurs;	le Ciel commençait à s'embrunir, et ces bergers aperçurent devers l'Occident plusieurs petits nuages de diverses couleurs;
là le noir, & le blanc étoiẽt confuſemant meſſez, on en voyoit de rouges, quelques-uns tiroiẽt ſur le nacarat, & d’autres par la reuerberation des rayons du ſoleil paroiſſoient d’un jaune ſi luiſant, que l’éclat de l’or n’eſt pas plus agreable;	là le noir, et le blanc étaient confusément messez, on en voyait de rouges, quelques-uns tiraient sur le nacarat, et d'autres par la réverbération des rayons du soleil paraissaient d'un jaune si luisant, que l'éclat de l'or n'est pas plus agréable;
Cerilas fit leuer Aminte, & luy ayant fait accepter ſon logis, il l’y conduiſit au petit pas:	Cérilas fit lever Aminte, et lui ayant fait accepter son logis, il l'y conduisit au petit pas:
à peine auoient-ils marché demi-heure qu’ils y arriuerent, & la lune qui s’étoit leuée un peu auparauant éclairant la terre de ſa belle lumiere fit remarquer au berger Aminte les beautez de cette demeure champeſtre;	à peine avaient-ils marché demi-heure qu'ils y arrivèrent, et la lune qui s'était leuée un peu auparavant éclairant la terre de sa belle lumière fit remarquer au berger Aminte les beautés de cette demeure champêtre;
ce n’étoit point un lieu qui fuſt conſiderable pour la ſumptuoſité des baſtimans, toutesfois la maiſon ſituée en un endroit aſſez éminent, auoit quelque choſe qui plaiſoit à la veuë;	ce n'était point un lieu qui fût considérable pour la sumptuosité des bastimans, toutefois la maison située en un endroit assez éminent, avait quelque chose qui plaisait à la vue;
ſa face regardoit le Soleil leuant, ſes auenuës étoient belles;	sa face regardait le Soleil lèvant, ses avenues étaient belles;
deux rangées de vieux ormes conduiſoient juſques à la porte;	deux rangées de vieux ormes conduisaient jusques à la porte;
le jardin s’étendoit derriere les logemans, & de là on entroit dedans un bois qui à la verité n’occupoit pas beaucoup d’eſpace, mais il recompenſoit ſa petiteſſe par la grandeur, & par la beauté de ſes arbres;	le jardin s'étendait derrière les logemants, et de là on entrait dedans un bois qui à la vérité n'occupait pas beaucoup d'espace, mais il récompensait sa petitesse par la grandeur, et par la beauté de ses arbres;
là ſe voyoient des pins haut éleuez qui comme des Géans faiſoient pareſtre leurs cimes heriſſées preſque dedans les nuës;	là se voyaient des pins haut élevés qui comme des Géants faisaient paraître leurs cimes hérissées presque dedans les nues;
les freſnes d’un autre coſté leur ſembloient debatre le pris de la hauteur;	les frênes d'un autre côté leur semblaient débattre le pris de la hauteur;
ici le heſtre auecque des rameaux plus étendus donnoit un agreable ombrage;	ici le hêtre apprendre des rameaux plus étendus donnait un agréable ombrage;
là le cheſne qui cent fois auoit renouuellé ſes fueilles, rendoit le lieu plus venerable;	là le chaîne qui cent fois avait renouvelé ses fueilles, rendait le lieu plus vénérable;
& vous peupliers viuans tombeaux des ſœurs de Phaëton, beaux arbres qui fuſtes dignes autrefois d’eſtre aimez du fameux Hercule, vous y croiſſiez auſſi au bord d’un petit ruiſſeau qui prenoit là ſa naiſſance, & puis ſortant de l’ombrage alloit trauerſer une grande prairie:	et vous peupliers vivants tombeaux des sœurs de Phaéton, beaux arbres qui fûtes dignes autrefois d'être aimez du fameux Hercule, vous y croissiez aussi au bord d'un petit ruisseau qui prenait là sa naissance, et puis sortant de l'ombrage allait traverser une grande prairie:
