ADVIS AV LECTEVR.	ADVIS AU LECTEUR.
Allez, vous n’eſtes qu’un cauſeur, luy dit elle, en luy lançant un regard, dont la douceur luy aſſuroit que ſa fierté eſtoit vaincuë, & que pour eſtre entierement heureux il ne reſtoit plus qu’à combattre en elle un reſte languiſſant de pudeur qui n’attendoit qu’un peu de violence pour ſe rendre, & luy ſervir d’excuſe contre ſon devoir.	Allez, vous n'êtes qu'un causeur, avait dit -elle, en mou lançant un regard, dont la douceur lui assurait que sa fierté était vaincue, et que pour être entièrement heureux il ne restait plus qu'à combattre en elle un reste languissant de pudeur qui n'attendait qu'un peu de violence pour se rendre, et même servir d'excuse contre son devoir.
Apres avoir paſſé quelques doux momens enſemble, l’heure que le Jaloux devoit revenir approchant, elle le congedia.	Après avoir passé quelques doux moments ensemble, l'heure que le Jaloux devait revenir approchant, elle le congédia.
H 24 Ablancour ſortit plus ſatis- fait de ſa viſite qu’il ne l’avoit eſperé.	H 24 Ablancour sortit plus satî- fait de sa visite qu'il ne l'avait espéré.
A peine eût-i fait quatre pas dans la Ruë que Derville qui rhodoit autour de la Maiſon de ſa Maîtreſſe pour épier l’occaſion de la voir, vint à luy;	À peine eût- jonc quatre pas dans la Rue que Derville qui rhodait autour de la Maison de sa Maîtresse pour épier l'occasion de la voir, vint à lui;
& dans les mouvemens d’une jalouſie qu’il conçeut en ce moment il luy demanda tout en fureur, ſi il ne luy avoit fait confidence de ſon ſecret que pour le trahir.	et dans les mouvements d'une jalousie qu'il conçut en ce moment il lui demanda tout en fureur, si il neeste avait fait confidence de son secret que pour le trahir.
Le Chevalier, qui avoit l’eſprit preſent, luy fit réponſe, que de ce pas il l’alloit chercher pour luy conter l'avanture qui luy donnoit accés chez la belle Dargin, & luy offrir ſon ſervice dans ſon amour aupres d’elle.	Le Chevalier, qui avait l'esprit présent, lui fit réponse, que de ce pas il l'allait chercher pour lui conter l'aventure qui lui donnait accès chez la belle Dargin, et lui offrir son service dans son amour auprès d'elle.
Derville le remercia de ſa bonté, joyeux d’une ſi belle occaſion, pour faire connoiſtre ſes ſentimens à celle qu’il aimoit ſi tendrement.	Derville le remercia de sa bonté, joyeux d'une si belle occasion, pour faire connaître ses sentiments à celle qu'il aimait si tendrement.
Il le pria de ſe charger en ſa faveur de ce mot de Lettre qu’il avoit ſur luy par prévoyance, en cas que ſi il trouvoit le moyen de le faire tenir, il ne le laiſſaſt pas échaper.	Il le pria de se charger en sa faveur de ce mot de Lettre qu'il avait sur lui par prévoyance, en cas que si il trouvait le moyen de le faire tenir, il ne le laissât pas échapper.
I 6 LETTRE DE DERVILLE A LA DAME DARGIN.	I 6 LETTRE DE DERVILLE À LA DAME DARGIN.
Elle Dargin, depuis longtemps vous ſçavez la paſſion que vos beaux yeux ont fait naistre dans mon ame;	Elle Dargin, depuis longtemps vous savez la passion que vos beaux yeux ont fait naître dans mon âme;
& vous me remettez de jour en jour à accomplir mes vœux.	et vous me remettez de jour en jour à accomplir mes vœux.
Songe;	Songe;
du moins que quand on eſpere un bien, plus il eſt grand, & plus il augmente l'impatience d’en joüir.	du moins que quand on espère un bien, plus il est grand, et plus il augmente l'impatience d'en jouir.
Soulagez donc ma peine au plutost, & ſouffrez que je meure le plus fidele de vos Amans.	Soulagez donc ma peine au plutôt, et souffrez que je meure le plus fidèle de vos Amants.
Cette Lettre eſtoit cache.	Cette Lettre était cache.
tée d’un Cachet où l’on voyoit un Cupidon gravé, regardant un Cadran avec une Lunette d’approche, & pour Deviſe.	tée d'un Cachet où l'on voyait un Cupidon gravé, regardant un Cadran avec une Lunette d'approche, et pour Devise.
Ie cherche l’Heure du Berger.	Je cherche l'Heure du Berger.
Derville pria Ablancour de ne donner ſa Lettre qu’à ſa Maiſtreſſe, & d’y joindre de ſa part quelque petite recommandation.	Derville pria Ablancour de ne donner sa Lettre qu'à sa Maîtresse, et d'y joindre de sa part quelque petite recommandation.
Il luy promit qu’en faveur de leur amitié il agiroit aupres de la belle Dargin comme pour luy-meſme.	Il avait promit qu'en faveur de leur amitié il agirait auprès de la belle Dargin comme pour lui-même.
Le lendemain, dés le matin, il alla au Logis du Jaloux qui eſtoit dans ſon Cabinet:	Le lendemain, dès le matin, il alla au Logis du Jaloux qui était dans son Cabinet:
Vous me verrez, luy dit-il en entrant, plus frequemment que vous ne voudrez;	Vous me verrez, Seigneur dit-il en entrant, plus fréquemment que vous ne voudrez;
mais j’aime mieux vous eſtre importun, que de ne vous pas avertir de l’injure que l’on vous veut faire, & luy remit entre les mains le Billet que Derville écrivoit à ſa Femme.	mais j'aime mieux vous être importun, que de ne vous pas avertir de l'injure que l'on vous veut faire, et lui remit entre les mains le Billet que Derville écrivait à sa Femme.
Dargin ſe mit en couroux en le liſant.	Dargin se mit en courroux en le lisant.
Ablancour luy dit, qu’avant de rien faire éclater, il falloit ſçavoir ſi ſa Femme eſtoit capable d’une telle perfidie.	Ablancour Seigneur dit, qu'avant de rien faire éclater, il fallait avoir si sa Femme était capable d'une telle perfidie.
Ce conſeil calma la fureur du Sieur Dargin:	Ce conseil calma la fureur du Sieur Dargin:
Il le pria de l’aller trouver dans ſa Chambre pour voir de quel air elle recevroit ce Billet, & de luy venir rapporter la Réponſe qu’elle y auroit faite.	Il le pria de l'aller trouver dans sa Chambre pour voir de quel air elle recevrait ce Billet, et de lui venir rapporter la Réponse qu'elle y aurait faite.
Cet Amant qui ne cherchoit que l’occaſion d’entretenir ſa Maiſtreſſe, fut ravy de trouver un moment ſi favorable.	Cet Amant qui ne cherchait que l'occasion d'entretenir sa Maîtresse, fut ravi de trouver un moment si favorable.
Il alla pour la voir;	Il alla pour la voir;
la belle Dargin eſtoit encor dans ſon Lit qui repoſoit.	la belle Dargin était encor dans son Lit qui reposait.
Ablancour ne voulut point troubler ſon repos:	Ablancour ne voulut point troubler son repos:
Il ſe mit à ſon chevet;	Il se mit à son chevet;
& attendant ſon reſveil, il contempla en elle ce que jamais la Nature a fait de plus achevé;	et attendant son réveil, il contempla en elle ce que jamais la Nature a fait de plus achevé;
car en ſe remüant, cette Belle découvroit par hazard une gorge dont la blancheur l’ébloüiſſoit, & dont la délicateſſe auroit cauſé de l’émotion au moins ſenſible.	car en se remuant, cette Belle découvrait par hasard une gorge dont la blancheur l'ébloüissoit, et dont la délicatesse aurait causé de l'émotion au moins sensible.
A la verité le Chevalier ne pût voir ſans eſtre tenté, les beautez que le hazard prodiguoit innocemment à ſes yeux;	À la vérité le Chevalier ne put voir sans être tenté, les beautés que le hasard prodiguait innocemment à ses yeux;
mais le reſpect retenoit les mouvemens de ſon amour, ne pouvant plus enfin ſe poſſeder luy-meſme dans une occaſion ſi propice G iip à ſes plaiſirs.	mais le respect retenait les mouvements de son amour, ne pouvant plus enfin se posséder lui-même dans une occasion si propice G jip à ses plaisirs.
Il eſtoit réſolu de faire un larcin amoureux ſur cette belle gorge, lors qu’il entendit le Mary qui fermoit la porte de ſon Cabinet pour deſcendre;	Il était résolu de faire un larcin amoureux sur cette belle gorge, lors qu'il entendit le Mari qui fermait la porte de son Cabinet pour descendre;
en ſorte qu’il fut contraint de cacher ce qu’il avoit tant de plaiſir à voir.	en sorte qu'il fut contraint de cacher ce qu'il avait tant de plaisir à voir.
La Belle ſe ſentant recouvrir, ſe reſveilla, & fût fort étonnée de ie voir dans le deſordre, & ſon Amant auprés d’elle, qui entendant approcher le Jaloux, jugea qu’il eſtoit temps de joüer un perſonnage bien contraire à celuy qu’il auroit fait ſans ſon arrivée.	La Belle se sentant recouvrir, se réveilla, et fût fort étonnée de sans voir dans le désordre, et son Amant auprès d'elle, qui entendant approcher le Jaloux, jugea qu'il était temps de jouer un personnage bien contraire à celui qu'il aurait fait sans son arrivée.
Il dit à la Femme aſſez haut pour eſtre entendu du Mary:	Il dit à la Femme assez haut pour être entendu du Mari:
En verité, Madame, vous me ſurprenez par un procedé ſi deſ-honneſte.	En vérité, Madame, vous me surprenez par un procédé si déshonnête.
Je ne vous croyois pas capable d’une telle infidelité pour un Epoux auſſi raiſonnable que le voſtre.	Je ne vous croyais pas capable d'une telle infidélité pour un Époux aussi raisonnable que le vôtre.
Vous devriez rougir de honte;	Vous devriez rougir de honte;
& bien loin de vous excuſer dans une foibleſſe ſi condamnable, je ſuis le premier à vous declarer la guerre;	et bien loin de vous excuser dans une faiblesse si condamnable, je suis le premier à vous déclarer la guerre;
l’horreur que je 2 ſi dét eſta conçois d’un criine a calena ble, eſt trop grande pour ne vous pas marquer la haine que m'inſpirent ceux qui ont ſeulement la volonté de le commettre.	l'horreur que je 2 si dét a conçois d'un criine à calena blé, est trop grande pour ne vous pas marquer la haine que m'inspirent ceux qui ont seulement la volonté de le commettre.
Ce diſcours fit un effet dans l’eſprit de Dargin, tel qu’Ablancour ſe l’eſtoit promis, car il s’eſtoit arreſté à la porte pour écouter leur entretien.	Ce discours fit un effet dans l'esprit de Dargin, tel qu'Ablancour se l'était promis, car il s'était arrêté à la porte pour écouter leur entretien.
Mais la Belle emportée prit ſa penſée bien diferemment.	Mais la Belle emportée prit sa pensée bien diféremment.
Elle s’imagina qu’il croyoit que l’état auquel il l’avoit veuë preſte à le favo.	Elle s'imagina qu'il croyait que l'état auquel il l'avait vue prête à le favo.
riſer, eſtoit plutoſt l’ouvrage de ſa foibleſſe que du ſommeil.	riser, était plutôt l'ouvrage de sa faiblesse que du sommeil.
Elle luy demanda fierement quel intereſt il prenoit à ſa perſonne.	Elle avait demanda fièrement quel intérêt il prenait à sa personne.
Le Chevalier voyant qu’elle ſe fâchoit, eſtoit dans le dernier embarras de ne la pouvoir deſabuſer.	Le Chevalier voyant qu'elle se fâchait, était dans le dernier embarras de ne la pouvoir désabuser.
Il luy parloit aſſez des yeux, mais neomſcerlle ixencendore poMvCe langage muet.	Il nôtre parlait assez des yeux, mais neomscerlle jencendore poMCe langage muet.
Voſtre inſolence, luy dit-elle, me ſurO Guiantes.	Votre insolence, lui dit-elle, me surO Guiantes.
prend au dernier poinct, de venir ainſi cenſurer mes actions, & quereller ma conduite.	prend au dernier point, de venir ainsi censurer mes actions, et quereller ma conduite.
Qui vous donne l’authorité de me venir faire de pareilles remontrances?	Qui vous donne l'autorité de me venir faire de pareilles remontrances?
Dargin entra bruſquement dans ſa Chambre:	Dargin entra brusquement dans sa Chambre:
C’eſt moy, infame, luy cria-t-il, c’eſt moy que tu deſ-honores:	C'est moi, infâme, lui cria-t-il, c'est moi que tu déshonores:
Tu le querelles, pourſuivit-il, parce qu’il ne peut endurer l’outrage que l’on veut faire à mon honneur, & qu’il ſe declare contre tes inſolences;	Tu le querelles, poursuivit-il, parce qu'il ne peut endurer l'outrage que l'on veut faire à mon honneur, et qu'il se déclare contre tes insolences;
mais ſçache que deſormais je veux que tu luy rendes compte des actions de ta vie comme à un autre moy-meſme.	mais sache que désormais je veux que tu lui rendes compte des actions de ta vie comme à un autre moi-même.
Cette Femme crût fermement les entendant tous deux, qu’ils eſtoient d’intelligence, & que le Chevalier ne luy avoit parlé d’amour que pour voir ſi elle auroit la facilité de condeſcendre à ſes volontez.	Cette Femme crut fermement les entendant tous deux, qu'ils étaient d'intelligence, et que le Chevalier neeste avait parlé d'amour que pour voir si elle aurait la facilité de condescendre à ses volontés.
Noſtre Galant voyant que les choſes iroient plus loin entre le Mary & la Femme qu’il ne ſe l’eſtoit imaginé, ne la voulut point pouſſer à bout;	Notre Galant voyant que les choses iraient plus loin entre le Mari et la Femme qu'il ne se l'était imaginé, ne la voulut point pousser à bout;
il rendit la Lettre de Derville à Dargin, & prit congé de luy.	il rendit la Lettre de Derville à Dargin, et prit congé de même.
Ce Jaloux la fit voir à ſa Femme avec mille injures;	Ce Jaloux la fit voir à sa Femme avec mille injures;
elle en fut fort ſurpriſe, & luy demanda ſi c’eſtoit le ſujet de ſon trouble.	elle en fut fort surprise, et ainsi demanda si c'était le sujet de son trouble.
Prenez-vous, luy dit elle.	Prenez-vous, Seigneur dit -elle.
.	.
cette Lettre pour une preuve de mon infidelité?	cette Lettre pour une preuve de mon infidélité?
& je vous ſoûtiens au contraire que c’eſt une marque de ma ſageſſe.	et je vous soutiens au contraire que c'est une marque de ma sagesse.
Il m’écrit que je le remets de jour en jour.	Il m'écrit que je le remets de jour en jour.
