E SUS MARIA.	 EUS MARIA.
On peut dire, grand Roi, qu’il eſt aſſés probable, Que ces Rois ſont venus pour vôtre fils aimable, Que c’eſt pour faire honneur à ce charmant Enfant, Comme à vous que le Ciel a rendu triomphant, Que dans tout l’Orient il leur a fait paroître, Son aſtre ſi brillant qui leur a fait connoître, Que cet Archelaüs étoit né depuis peu!	On peut dire, grand Roi, qu'il est assez probable, Que ces Rois sont venus pour votre fils aimable, Que c'est pour faire honneur à ce charmant Enfant, Comme à vous que le Ciel a rendu triomphant, Que dans tout l'Orient il leur a fait paraître, Son astre si brillant qui leur a fait connaître, Que cet Archelaüs était né depuis peu!
Et qu’aprés vous devoit éclairer comme un feu, Etre au deſſus des Rois le premier des Monarques, Et qu’ils viennent déja vous en donner des marques.	Et qu'après vous devait éclairer comme un feu, Etre au dessus des Rois le premier des Monarques, Et qu'ils viennent déjà vous en donner des marques.
HERODE.	HÉRODE.
Je vous louë Hyrcanus de vôtre affection;	Je vous loue Hircanus de votre affection;
Je ſçai qu’elle eſt pour moi ſans affectation;	Je sais qu'elle est pour moi sans affectation;
Vous me l’avés marqué dans plus d’une rencontre:	Vous me l'avez marqué dans plus d'une rencontre:
Mais celui qu’on nous cache, il faut bien qu’il ſe montre:	Mais celui qu'on nous cache, il faut bien qu'il se montre:
cal enſin ce Ieroit, ce me ſemble un abus De croire que ces Rois cherchent Archelaüs, Puiſqu’ils veulent ſçavoir le lieu de la naiſſance, D’un Roi dont nous n’avons aucune connoiſſance, Hé!	cal ensin ce Ieroit, ce me semble un abus De croire que ces Rois cherchent Archelaus, Puisqu'ils veulent savoir le lieu de la naissance, D'un Roi dont nous n'avons aucune connaissance, Hé!
qui ſuis-je donc moi, s’il eſt Roi des Juifs?	qui suis-je donc moi, s'il est Roi des Juifs?
ARISTOBULE.	ARISTOBULE.
Sur cet évenement nous ſommes attentifs, Et croyons que ce cas qui n’eſt pas ordinaire, Nous eſt donné du Ciel pour un profond miſtere, Peut-être permet-il que quelqu’un de ces Rois Vienne ici commander & nous donner des Loix, Ou quelque ambitieux caché dans le Royaume, Aſpire à cet honneur pour une bonne ſomme.	Sur cet événement nous sommes attentifs, Et croyons que ce cas qui n'est pas ordinaire, Nous est donné du Ciel pour un profond mystère, Peut- permetil que quelqu'un de ces Rois Vienne ici commander et nous donner des Lois, Ou quelque ambitieux caché dans le Royaume, Aspire à cet honneur pour une bonne somme.
HERODE.	HÉRODE.
Il faut nous deffier des Ennemis jaloux, Des Traîtres ſeurement ſont encore parmi nous, Depuis que je me vois ſur ce glorieux Trône, Quelqu’un d’eux en tous lieux ſans ceſſe m’environne, On l’a vû par des faits d’autant plus ſurprenans, Qu’il s’en eſt rencontré dans mes propres enfans;	Il faut nous défier des Ennemis jaloux, Des Traîtres seurement sont encore parmi nous, Depuis que je me vois sur ce glorieux Trône, Quelqu'un d'eux en tous lieux sans cesse m'environne, On l'a vu par des faits d'autant plus surprenants, Qu'il s'en est rencontré dans mes propres enfants;
Ce crime qui rend l’homme odieux comme infame, (Le croira-t’on jamais) s’eſt trouvé dans ma femme;	Ce crime qui rend l'homme odieux comme infâme, (Le croira-t-on jamais) s'est trouvé dans ma femme;
D’illuſtres Favoris que j’avois élevé, Se ſont inſolemment contre moi ſoûlevés, Et forcé de punir ce deteſtable crime;	D'illustres Favoris que j'avais élevé, Se sont insolemment contre moi soulevés, Et forcé de punir ce détestable crime;
Je leur ai fait ſubir une mort legitime:	Je leur ai fait subir une mort légitime:
Mais, ô Ciel!	Mais, ô Ciel!
qu’ai-je fait pour m’attirer ces maux?	qu'ai-je fait pour m'attirer ces maux?
Sont-ce donc là les fruits de mes nobles travaux?	Sont-ce donc là les fruits de mes nobles travaux?
Si le ſang me refuſe un droit à la Couronne;	Si le sang me refuse un droit à la Couronne;
Ce Royaume conquis aujourd’hui me le donne, C’eſt donc injuſtement qu’on me le veut ôter, Je veux d’orénavant me faire redouter, Puiſque par mes bienfaits, mon amour, ma tendreſſe, Je n’ai pû m’attacher le Peuple & la Nobleſſe, Aprés avoir calmé tant de diviſions, Punis tous les auteurs des revolutions, Et mis tous mes Sujets hors de trouble & de crainte:	Ce Royaume conquis aujourd'hui me le donne, C'est donc injustement qu'on me le veut ôter, Je veux d'orénavant me faire redouter, Puisque par mes bienfaits, mon amour, ma tendresse, Je n'ai pu m'attacher le Peuple et la Noblesse, Après avoir calmé tant de divisions, Punis tous les auteurs des révolutions, Et mis tous mes Sujets hors de trouble et de crainte:
Faut-il que je reflente uiie mortene attemte:	Faut-il que je reflente uiie mortène attemte:
Je comptois de goûter les douceurs du repos;	Je comptais de goûter les douceurs du repos;
La demande des Rois vient fort mal à-propos, Quel parti puis-je prendre en cette conjoncture?	La demande des Rois vient fort mal à-propos, Quel parti puis-je prendre en cette conjoncture?
ARISTOBULE.	ARISTOBULE.
La choſe eſt difficile;	La chose est difficile;
& ſans diſſimuler, Le faux avec le vrai pourroit bien s’y mêler, La demande des Rois paroît enigmatique, Et peut ſouffrir un ſens naturel ou miſtique, Peut-être que les deux s’y peuvent rencontrer;	et sans dissimuler, Le faux avec le vrai pourrait bien s'y mêler, La demande des Rois paraît énigmatique, Et peut souffrir un sens naturel ou mystique, Peut-être que les deux s'y peuvent rencontrer;
Mais il n’eſt pas aiſé de pouvoir le montrer, Dans le doute grand Roi, de iqui que ce puiſſe être, Je crois que vous devés vous comporter en maître, Et qu’il ſeroit plus ſûr de les faire arrêter.	Mais il n'est pas aisé de pouvoir le montrer, Dans le doute grand Roi, de iqui que ce puisse être, Je crois que vous devez vous comporter en maître, Et qu'il serait plus su de les faire arrêter.
HYRCANUS.	HYRCANUS.
Pour moi, Sire, Je crois qu’il faut les écouter, Avant que de leur faire un ſi ſenſible outrage, Qui pourroit bien ſur vous faire tomber l’orage;	Pour moi, Sire, Je crois qu'il faut les écouter, Avant que de leur faire un si sensible outrage, Qui pourrait bien sur vous faire tomber l'orage;
Mais ſur tout à des gens de cette qualité:	Mais sur tout à des gens de cette qualité:
Ce ſeroit les traiter avec indignité, 3 Dans le doute où l’on eſt de ce qu’ils nous demandent, Il faut s’en éclaircir, & les Loix le commandent, On n’eſt pas approuvé dans les voyes de fait, Et ſi vous n’êtes pas pleinement ſatisfait;	Ce serait les traiter avec indignité, 3 Dans le doute où l'on est de ce qu'ils nous demandent, Il faut s'en éclaircir, et les Lois le commandent, On n'est pas approuvé dans les voies de fait, Et si vous n'êtes pas pleinement satisfait;
Vous pourrés prendre alors d’autres juſtes meſures, Perſonne n’aura lieu d’en faire des murmures.	Vous pourrez prendre alors d'autres justes mesures, Personne n'aura lieu d'en faire des mures.
HERODE, Je crois que vos avis ſont également bons, Faiſons venir les Rois, nous les écouterons;	HÉRODE, Je crois que vos avis sont également bons, Faisons venir les Rois, nous les écouterons;
Si par nôtre demande & ſi par leur réponſe, Nous ne démêlons pas celui qu’on nous annonce, S’ils veulent nous tromper en ſe faiſant valoir, Contre eux certainement j’employerai mon pouvoir, Silence;	Si par notre demande et si par leur réponse, Nous ne démêlons pas celui qu'on nous annonce, S'ils veulent nous tromper en se faisant valoir, Contre eux certainement j'employerai mon pouvoir, Silence;
les voite, nous les anons entendre, La verité ſur tout eſt ce qu’il faut apprendre.	les voite, nous les ânons entendre, La vérité sur tout est ce qu'il faut apprendre.
SCENE QUATRIE'ME.	SCÈNE QUATRIE'ME.
HERODE, BALTHAZARD, MELCHIOR, GASPARD, ARISTOBULE, HYRCANUS.	HÉRODE, BALTHAZARD, MELCHIOR, GASPARD, ARISTOBULE, HYRCANS.
BALTHAZARD.	BALTHARD.
JOur rendre nos reſpects à vôtre Majeſté, I Nous nous ſommes rendu dans cette ample Cité, Un ſujet important nous y conduit encore, Aprés avoir quitté les climats de l’aurore.	JOur rendre nos respects à votre Majesté, I Nous nous sommes rendu dans cette ample Cité, Un sujet important nous y conduit encore, Après avoir quitté les clim de l'aurore.
Nous venons demander d’un air reſpectueux, où naquit depuis peu le Prince des Hebreux, Par tout, dans l’Orient a parû ſon étoile, De nôtre aveuglement perçant le ſombre voile, Elle a par ſon éclat & ſa vive ſplendeur, De nos yeux éclairés paſſé juſques au cœur, Cette langue du Ciel nous a fait reconnoître, Que ce nouvel Enfant du monde étoit le maître, Qu’il venoit nous tirer de la captivité, Où nous ſommes reduits par l’infidelité, Qu’il veut nous voir ſoûmis à ſon obéïſſance, Et de tous nos devoirs demande l’obſervance, A ſon culte aujourd’hui voulant nous attacher;	Nous venons demander d'un air respectueux, où naquit depuis peu le Prince des Hébreux, Par tout, dans l'Orient a paru son étoile, De notre aveuglement perçant le sombre voile, Elle a par son éclat et sa vive splendeur, De nos yeux éclairés passé jusques au cœur, Cette langue du Ciel nous a fait reconnaître, Que ce nouvel Enfant du monde était le maître, Qu'il venait nous tirer de la captivité, Où nous sommes réduits par l'infidélité, Qu'il veut nous voir soumis à son obéissance, Et de tous nos devoirs demande l'observance, Ason de l'huivoulant nous attacher;
Nous ſommes promptement venu, pour le chercher, Et lui rendre humblement le plus parfait hommage:	Nous sommes promptement venu, pour le chercher, Et lui rendre humblement le plus parfait hommage:
A ce juſte devoir ſa bonté nous engage;	À ce juste devoir sa bonté nous engage;
Mais nous ſommes, Seigneur, extrêmement ſurpris, Que perſonne en ce lieu ne l’ait encore appris;	Mais nous sommes, Seigneur, extrêmement surpris, Que personne en ce lieu ne l'ait encore appris;
Son aſtre lumineux qui nous ſervoit de guide, Qui regloit jour & nuit nôtre courſe rapide, Nous ayant diſparu prés de cette Cité, Nous l’avons crû le lieu de ſa nativité, Aluis commie mnous paroit qu'on en fait un miſtere, Et que ce fait nouveau ne peut que vous déplaire, Si dans quelqu’autre endroit on peut le découvrir, Nous prendrons le chemin qu’on voudra nous ouvrir.	Son astre lumineux qui nous servait de guide, Qui réglait jour et et notre course rapide, Nous ayant disparu près de cette Cité, Nous l'avons cru le lieu de sa nativité, Aluis commie minous parait qu'on en fait un mystère, Et que ce fait nouveau ne peut que vous déplaire, Si dans quelqu'autre endroit on peut le découvrir, Nous prendrons le chemin qu'on voudra nous ouvrir.
HERODE.	HÉRODE.
Croyés que ſi j’avois la moindre connoiſſance Du Roi dont vous cherchés l’agréable naiſſance, Je voudrois vous l’apprendre avec mille plaiſirs, Et je ſerois ravi de flater vos deſirs, Des oracles divins ſuivant la prophetie, Je ſçai bien qu’en nos jours doit naître le Meſſie, Mais dans Jeruſalem on n’eſt pas étonné, Que l’on ne ſçache pas ſi ce Sauveur eſt né, Allés par tout ailleurs;	Croyez que si j'avais la moindre connaissance Du Roi dont vous cherchez l'agréable naissance, Je voudrais vous l'apprendre avec mille plaisirs, Et je serais ravi de flatter vos désirs, Des oracles divins suivant la prophétie, Je sais bien qu'en nos jours doit naître le Messie, Mais dans Jerusalem on n'est pas étonné, Que l'on ne sache pas si ce Sauveur est né, Allz par tout ailleurs;
ſi vous pouvés l’apprendre, Pour me faire plaiſir venés ici vous rendre, Enſemble & de concert nous irons l’adorer, Et par de beaux preſens dignes de l’honorer, Nous pourrons lui donner une preuve certaine, Que nous reconnoiſſons ſa Grandeur ſouveraine, Mais Seigneurs, en quel tems avés-vous apperçû, Son aſtre dans le Cíel?	si vous pouvez l'apprendre, Pour me faire plaisir venez ici vous rendre, Ensemble et de concert nous irons l'adorer, Et par de beaux presens dignes de l'honorer, Nous pourrons lui donner une preuve certaine, Que nous reconnaissons sa Grandeur souveraine, Mais Seigneurs, en quel temps avez-vous aperçu, Son astre dans le Cel?
Conent aves vous iȩu, Qu’il marquoit clairement de ce Roi la naiſſance, deviés tous lui rendre obéiſſans	Conent avoir vous ju, Qu'il marquait clairement de ce Roi la naissance, deviez toujours lui rendre obéissants
MELCHIOR.	MELCHIOR.
La grace dont le Ciel a touché nos eſprits, Nous en a convaincu ſans en être ſurpris, Et nos yeux délivrés d’un miſterieux voile, Ont ſans peine apperçû cette brillante étoile;	La grâce dont le Ciel a touché nos esprits, Nous en a convaincu sans en être surpris, Et nos yeux délivrés d'un mystérieux voile, Ont sans peine aperçu cette brillante étoile;
Sans tarder un moment, & depuis treize jours, Qu’elle nous a parû, nous la ſuivons toûjours, Sûrs de n’avoir pas fait une folle entrepriſe;	Sans tarder un moment, et depuis treize jours, Qu'elle nous a paru, nous la suivons toujours, Sûrs de n'avoir pas fait une folle entreprise;
Mais de ne la voir plus, c’eſt là nôtre ſurpriſe, Nous ne ſçavons, helas!	Mais de ne la voir plus, c'est là notre surprise, Nous ne savons, hélas!
à quoi l’attribuer, Ce que nous avons fait pour y contribuer, Le Ciel nous cache encore ici quelque miſtere, Mais il faut qu'en tout tems ia vertu perlevere, Et que par elle enfin nous ayons le bonheur, nples tant de travaux de trouver ce Sauveur.	à quoi l'attribuer, Ce que nous avons fait pour y contribuer, Le Ciel nous cache encore ici quelque mystère, Mais il faut qu'en tout temps ja vertu perlevère, Et que par elle enfin nous ayons le bonheur, néples tant de travaux de trouver ce Sauveur.
