Source gallica.	Source galica.
En ce commencement d’aduanture proſpere, Il me falloit vn fils pour vn ſi digne pere Ie l’eus donc toſt apres, mais auec vn malheur, Qui m'eſt vn vieux ſuiet de nouuelle douleur, Le Prince aymoit außi la Sultane Circaſſe Qui portoit comme moy les mar aues de ſa grace, Si bien que noſtre gloire, eſtoita q ut pluſtoſt Mettroit hors de ſes flancs ſon glorieux de poſt, Enfin nous eſprouuons a la neufieſme Lune Auec pareil hazard, differente fortune Elle accoucha d’vn fils, & moy d’vn fils außi.	En ce commencement d'aventure prospère, Il me fallait un fils pour un si digne père Je l'eus donc tôt après, mais avec un malheur, Qui m'est un vieux sujet de nouvelle douleur, Le Prince aimait aussi la Sultane Circasse Qui portait comme moi les mar avez de sa grâce, Si bien que notre gloire, était é ut plustost Mettrait hors de ses flancs son glorieux de post, Enfin nous éprouvons a la neuvième Lune Avec pareil hasard, différente fortune Elle accoucha d' ils, et moi d’ au fils assis.
aa l le ſl a le de Ou donc voſtre malheur!	àa l le sl a le de Ou donc votre malheur!
SVLTANE.	SULTANE.
Eſcoute le voicy.	Écoute le voici.
Le fils dont ma Riuale accoucha la premiere Vn iour auant le mien auoit veu la lumiere, Orſachant que parlà cet enfant fortuné S’eſtoit acquis le ſceptre en qualité d’Aiſné, De peur que quelque iour venant a la Couronne Il ne perdiſt le mien comme la loy l’ordonne, Ma ſage preuoyance, & mon affection Me firent conſentira cetee nuention:	Le fils dont ma Rivale accoucha la première Un jour avant le mien avait vu la lumière, Orsachant que parlà cet enfant fortuné S'était acquis le sceptre en qualité d'Aîné, De peur que quelque jour venant à la Couronne Il ne perdît le mien comme la loi l'ordonne, Ma sage prévoyance, et mon affection Me firent consentira cetée nuention:
Ie dis la larme à l’œil, à mon fidelle Orcambre Qui par l’ordre du Roy me ſeruoita la chambre, Le deſſein que i’auois, & qui l’estonna bien, De mettre vn enfant mort à la place du mien Il fut pour cet effet au quartier de Biſance Ou ceux quiſont de nous, ſeparez decreance,	Je dis la larme à l'œil, à mon fidèle Orambre Qui par l'ordre du Roi me servaita la chambre, Le dessein que j'avais, et qui l'étonna bien, De mettre un enfant mort à la place du mien Il fut pour cet effet au quartier de Bisance Ou ceux quisont de nous, séparés décreance,
A ii En vn lieuſepare logent confuſement La ſon triſte deſſein s’accomplit ayſement, Car à peine entroitildans la ſeconde ruë Qu'vne femme de peu, ſe preſente à ſa veüe, Auec vn enfant mort couche dans ſongiron Et duſexe, du mien, & de l’age enuiron, Enfin pourfaire court l’aduenture fut telle Qu’auec beaucoup d’argent, ileut parole d’elle, Qu'elle luy donneroitle mort quand il viendroit Et nourriroit le vif en tel lieu qu’il voudroit Cela fait, il reuint d’vne courſe legere mins retominaue meſine it tumeſme eſtrangere, De qui ſuiuant l’eſchange il retira le mort Sans dire du viuant la naiſſance, ou le ſort.	À ii En un lieusepare logent confusément La son triste dessein s'accomplit aisément, Car à peine entraitildans la seconde rue Qu'une femme de peu, se présente à sa vue, Avec un enfant mort couche dans songiron Et dusexe, du mien, et de l'age environ, Enfin pourfaire court l'aventure fut telle Qu'avec beaucoup d'argent, ileut parole d'elle, Qu'elle avait donnerait mort quand il viendrait Et nourriroit le vif en tel lieu qu'il voudrait Cela li, il eu qu'il voudrait Ce mins voudrait Celon se étrangère, De qui suiuant léchange il re le médit Sans dire ' une la ourse, le m' un.
IIERMIINE.	IIERMIINE.
Et voſtre Maieſté de puis cette infortune En à t'elle pointeu quelque nouuelle?	Et votre Majesté de puis cette infortune En à t'elle point quelque nouvelle?
M V A AI ICL.	M V A AI ICL.
Aucune Orcambre millefois s’en eſt enquis ſous main Etſon extreſme ſoin a touſiours eſte vain.	Aucune Orambre millefois s'en est enquis sous main Etson extrême soin a toujours este vain.
HERMINE.	HERMINE.
Ce vous eſt donc Madame vn regret bien ſenſible Del’auoir expoſé?	Ce vous est donc Madame un regret bien sensible Del avoir exposé?
SVLTANE.	SULTANE.
Pluſtoſt s’il eſt poßible Ie le ſouhaite encor plus perdu qu’il n’eſt pas Et voudrois que ſon frere eut marché ſurſes pas, Puis que de Muſtapha la grandeurinſolente Le menace außi bien d’vne fin violente, Et que dis grand Seigneur, l’eſprit preoccupé Au meſpris de magrace, à mon eſpoir trompé, Apres que la Circaſſe eutacheue ſa vie (Helas, & pluſt au Ciel que ſon fils l’eut ſuiuie) I'heritay de l’oreille, & de l’ame du Roy, Qui depuis ce temps la brula toute pourmoy Et dans cette faueurou tout me ſembloit rire I'eſleuay mon Selin, à l’eſpoirde l’Empire, lodtis Drouse supunoeſtovert outroro que ie le fise I’ignorois ton destin ô miſerable fils, Et que ie te gardois außi bien qu’amoy meſme Vn funeſte cordeais, pluſtoſt qu'vn Diadeſme.	Plutôt s'il est possible Je le souhaite encor plus perdu qu'il n'est pas Et voudrais que son frère eut marché surses pas, Puis que de Mustapha la grandeurinsolente Le menace aussi bien d'une fin violente, Et que dis grand Seigneur, l'esprit préoccupé Au pris de magrâce, à mon espoir trompé, Après que la Circasse eutachève sa vie (Hélas, et plut au Ciel que son fils l'eut suivie) J'héritai de l'oreille, et de l'âme du Roi, Qui depuis ce temps la brûla toute faveur Et dans cette faveur tout me semblait ré esleuay mon Selin, espoirde Empire, lodtis Drouse tôt outroro me se le sise ignorois ton destin misérable fils, Et que ie te ai aussi bien amoy même funeste cordeais, plustost qu' Diadesme.
HERMINE.	HERMINE.
Tout paſſé qu’eſt le Roy dans vn aige panchant:	Tout passé qu'est le Roi dans un aige penchant:
S'on fils parauenture, eſt plus pres du couchant La guerre eſt pourſa vie vn agreable orage Qui la porte ſans ceſſe à deux doigts du naufrage, Eſperez donc Mladame & puis qu’il faut le voir Allez, vous preparer à le bien receuoir,	S'on fils paraventure, est plus pres du couchant La guerre est poursa vie un agréable orage Qui la porte sans cesse à deux doigts du naufrage, Espérez donc Mladame et puis qu'il faut le voir Allez, vous préparer à le bien recevoir,
A iij Et changeant vos froideurs en des careſſes feintes Maſquez d’vn front ſerain voſtre haine, & vos craintes.	À jij Et changeant vos froideurs en des caresses feintes Masqués d'Hôte front certain votre haine, et vos craintes.
SVLTANE.	SULTANE.
Ce peut il que le front ſoit en traquillité Oule cœur eſt en troublé, & l’eſprit agité.	Ce peut il que le front soit en traquillité Oule cœur est en troublé, et l'esprit agité.
AAA AE ALVANTE, DESPINE,	ÀAA AE ALVANTE, DESPINE,
ALVANTE.	ÀLVANTE.
& Artons, partons Madame, & fuyons DE de bonne heure Dotn de cette odieusſe, & ſuſpecte demeure, Ou la temerité vous ayant fait venir C’eſt le ſeuldeſeſpoir qui vous y peuttenir.	et Artons, partons Madame, et fuyons DE de bonne heure Dotn de cette odieusse, et suspecte demeure, Ou la témérité vous ayant fait venir C'est le seuldesespoir qui vous y peuttenir.
DESPINE.	DÉPINE.
Ouy, mais noſtre retour auroit-il bonne grace S'ans auoir veis le Camp du ieune Roy de Thrace;	Oui, mais notre retour aurait-il bonne grâce S'ans avoir veis le Camp du jeune Roi de Thrace;
Quoy repaſſer en Perſe, auant qu'auoir connu Pour quel exploit de guerre il eſticy venu?	Quoi repasser en Perse, avant qu'avoir connu Pour quel exploit de guerre il estici venu?
Ceſeroit neglirer la plus noble partie Du deſſein qui n'aguere en cauſa ma ſortie,	Céserait néglirer la plus noble partie Du dessein qui n'aguère en causa ma sortie,
ALVANTE.	ÀLVANTE.
N'auez vous pas deſia par cent moyens diuers Du camp des ennemis les deſſeins découuers Qui ſonttels que leurfoudre à partir toute preſte Auant qu’en voir l’eſclair nous fondraſur la teſte.	N'avez -vous pas déjà par cent moyens divers Du camp des ennemis les desseins découverts Qui sonttels que leurfoudre à partir toute prête Avant qu'en voir l'éclair nous fondrasur la tête.
DESPINE.	DÉPINE.
Ah!	Ah!
mon pere vn deſir tout à fait eſloigné De celuy qu’en partant ie vous ay teſmoigné, D’Arſaßie en Alep à cauſe ma venue Sous l'habit eſtranger qui me rend inconnüe, Apprenez, que i’exerce en cette occaſion Vn plus noble meſtier que celuy d'Eſpion, Et que c’eſt vn motif de haine en apparence Mais d’amour en effect qui fait mon aſſeurance.	mon père un désir tout à fait éloigné De celui qu'en partant je vous ai témoigné, D'Arsassie en Aleple à cause ma venue Sous l'habit étranger qui me rend inconnue, Apprenez, que j'exerce en cette occasion Un plus noble métier que celui d'Espion, Et que c'est un motif de haine en apparence Mais d'amour en effet qui fait mon assurance.
ALVANTE.	ÀLVANTE.
D'Amour?	D'Amour?
o iuſtes Dieux, & pour qui?	ô justes Dieux, et pour qui?
Pour celuy.	Pour celui.
DESPINE.	DÉPINE.
ALVANTE.	ÀLVANTE.
Qui celuy?	Qui celui?
parleZ donc.	parlez donc.
DESPINE.	DÉPINE.
Qui commande auiourd’huy.	Qui commande aujourd'hui.
ALVANTE.	ÀLVANTE.
Pour le Prince peut-eſtre?	Pour le Prince peut-être?
DESPINE.	DÉPINE.
Il eſt vray pour luy meſme.	Il est vrai pour venir même.
AAINIE.	ÀAINIE.
Vous aymeZ Muſtapha?	Vous aimez Mustapha?
DESPINE, Bien plus que ie ne m’ayme.	DÉPINE, Bien plus que je ne m'aime.
ALVANTE.	ÀLVANTE.
Malheureux qu’ay-ie ouy, mais ou, quand & comment Vous eſtes vous perduë en cet aueuglement.	Malheureux qu'ai-je oui, mais ou, quand et comment Vous êtes -vous perdue en cet aveuglement.
DESPINE.	DÉPINE.
Nousſommes preſque au boutde la ſeconde année Qui void de mon amour la courſe infortunée Ie trouue que pour l’heure il n’eſt pas à propos De conter comme quoy, ie perdis le repos,	Noussommes presque au boutde la seconde année Qui voit de mon amour la course infortunée Je trouve que pour l'heure il n'est pas à propos De conter comme quoi, je perdis le repos,
Suffit Suffit que vous ſçachiez, qu’il faut que ie le voye Et que dela depend ma triſteſſe, ou ma ioye.	Suffit Suffit que vous sachiez, qu'il faut que je le voie Et que déla dépend ma tristesse, ou ma joie.
Orle plus grand deſſein qui m’arreſte en ce lieus C’eſt d’y voirſi ie puis ce ieune Demydieu, Pour luy faire garder la foy qu’il m'a donnée De s’vnir auec moy ſoubs vn ſainct Hymenée nCesjuinrpiste escuery piuis tonguensent joufrii Survne occaſion ſi tardiue à s’offrir.	Orle plus grand dessein qui m'arrête en ce lieus C'est d'y voir aux puis ce jeune Deminieu, Pour ty faire garder la foi qu'il m'a donnée De s'unir avec moi sous vn saint Hyménée nCesjuinrpiste écueri pivis tongumentsent joufrii Surune occasion si tardive à s'offrir.
ALVANTE.	ÀLVANTE.
Madame excuſez moy, ma douleur eſt ſi forte Que i'en perds le reſpect qu’il faut que ie vous porte, Inſenſee, en quelgouffre, & de honte, & d’horreur;	Madame excusez moi, ma douleur est si forte Que j'en perds le respect qu'il faut que je vous porte, Insensee, en quelgouffre, et de honte, et d'horreur;
Vous à precipitée vne ſi longne erreur?	Vous à précipitée une si longne erreur?
Trahir ſon rang, ſon ſang, ſes autels, ſa patrie, Et pour derniere tache à ſa gloire fleſtrie S’offrircomme en trophée, à ſon propre ennemy Dieux!	Trahir son rang, son sang, ses autels, sa patrie, Et pour dernière tache à sa gloire flétrie S'offrircomme en trophée, à son propre ennemi Dieux!
ce n'eſt pas faillir nyſe perdre à demy.	ce n'est pas faillir nyse perdre à demi.
A.	A.
DESPINE.	DÉPINE.
Aluante apaiſez vous voſtre douleur m’afflige Comme en m’iniuriant voſtre zele m’oblige Mais repreſentez vous, que le conſeileſt vain A qui depuis deux ans, a l’amour dans le ſein, Et que vous ayant dit & monſtré ma bleſſeure I'ay beſoin de remede, & non pas de cenſure, C’eſt pourquoydonnez moy, plus traitable & plus doux.	Alvante apaisez -vous votre douleur m'afflige Comme en m'injuriant votre zèle m'oblige Mais représentez vous, que le conseilest vain À qui depuis deux ans, à l'amour dans le sein, Et que vous ayant dit et montré ma blessure J'ai besoin de remède, et non pas de censure, C'est pourquoidonnez moi, plus traitable et plus doux.
defecams aijue uelepeicat conss	defecams aijue uelepeicat conss
ALVANTE.	ÀLVANTE.
Ah Dieux ſi vous pouuiez changer cette penſee Que l’on peut iuſtement appellerinſenſee, Que oois oerrte Sotentoſt voſtre felle oertis Triompher de ce Monſtre à ſes pieds abbatus.	Ah Dieux si vous pouviez changer cette pensée Que l'on peut justement appellerinsensee, Que oois oerrte Sotentôt votre felle oertis Triompher de ce Monstre à ses pieds abattus.
DESPINE.	DÉPINE.
Si mon amoureſt monſtre, il eſt monſtre en conſtance Etpariantvainement t'y ferois reſiſtance Dieux!	Si mon amourest montre, il est montre en constance Etpariantvainement t'y ferais résistance Dieux!
& ſoit le ſuccez, de mes preſages faux Que cétaueuglement nous cauſera de maux.	et soit le succès, de mes présages faux Que cetaveuglement nous causera de maux.
DESPINE, Nuls, pourueuſeulement, qu'Aluante me ſeconde	DÉPINE, Nuls, pourvuseulement, qu'Aluante me seconde
ALVANTE.	ÀLVANTE.
Allons nous en d’icy i’entens venir du monde Que le Cielnous aßiſte.	Allons nous en d'ici j'entends venir du monde Que le Cielnous assiste.
DESPINE.	DÉPINE.
Amour le peut bien mieux.	Amour le peut bien mieux.
Amour l’ame du Ciel, & le maiſtre des Dieux.	Amour l'âme du Ciel, et le maître des Dieux.
N.	N.
SOLYMAN.	SOLYMAN.
& Oy qui m’eſtois promis qu’au ſeul bruit C de nos armes La Perſe eſpouuentée auroit recours aux larmes, Elle qui tant de fois auec tant de malheur A de mes Conquerans eſprouué la valeur.	et Oi qui m'étais promis qu'au seul bruit Ç de nos armes La Perse espouuentée aurait recours aux larmes, Elle qui tant de fois auec tant de malheur A de mes Conquérants éprouvé la valeur.
Moy diſie qui croyois que ſon Prince plus ſage Apres vn ſi funeſte & long aprentiſſage, 2 Viendroit iuſqu'à Biſance embraſſer nos genoux, Pour impetrer la vie & leſceptrede nous, Puiſque c’eſt vne adreſſe au varncunetejſaire, De vaincre en ſupliant vn puiſſant adüerſaire Nous voic y toutesfois dans Aleparriuez Sans que luy ny les ſiens ſiſoient encortreuuez Que fait-il?	Moi disie qui croyais que son Prince plus sage Après un si funeste et long aprentissage, 2 Viendrait jusqu'à Bisance embrasser nos genoux, Pour impétrer la vie et lesceptre nous, Puisque c'est une adresse au varncunetéjsaire, De vaincre en supliant un puissant adüersaire Nous voic y toutefois dans Aleparriuez Sans Sans que même les siens soient encortreués Que fait-il?
