PREFACE	PRÉFACE
En vain mon intereſt les a ſollicitez, De la voix de Calcas ils ſont épouvantez, D’un diſcours affecté le captieux Ulyſſe Vous plaint, & cependant preſſe le ſacrifice, Et lors que contre luy je me ſuis emporté Un cry tumultueux ſur moy s’eſt excité, Mais ſur les plus mutins ayant vangé l’outrage, Ce fer de ce qui reſte a glacé le courage.	En vain mon intérêt les a sollicités, De la voix de Calcas ils sont épouvantez, D'un discours affecté le captieux Ulysse Vous plaint, et cependant presse le sacrifice, Et lors que contre mieux je me suis emporté Un cri tumultueux sur moi s'est excité, Mais sur les plus mutins ayant vengé l'outrage, Ce fer de ce qui reste à glacé le courage.
E iij	 Ejà
IPHIGENIE.	IPHIGENIE.
Helas, Seigneur, helas, ou vous expoſez vous?	Hélas, Seigneur, hélas, ou vous exposez -vous?
Et que pouret vous leul:	Et que pourret vous leeul:
ACHILLE.	ACHILLE.
Je puis tout contre tous, Contre tout l’Univers, contre Diane meſme, Je n’ay plus de reſpect quand je pers ce que j’aime, Et dans le triſte eſtat où le Ciel m’a jetté Je ne connois que vous pour ma Divinité.	Je puis tout contre tous, Contre tout l'Univers, contre Diane même, Je n'ai plus de respect quand je perds ce que j'aime, Et dans le triste état où le Ciel m'a jeté Je ne connais que vous pour ma Divinité.
Mais calmez vos eſprits trop chere Iphigenie, Je m’oppoſeray ſeul à tant de tyrannie, Le premier dont l’audace ira juſques à vous Aux autres apprendra ce que peut mon couroux, Aiei ne ryuurcre borner la rureur qui manime, J’immolerois le Preſtre au piés de la Victime, Et ſur l’autel ſanglant ſans reſpecter les Dieux Mon cœur s’applaudiroit d’un coup ſi glorieux.	Mais calmez vos esprits trop chère Iphigénie, Je m'opposerai seul à tant de tyrannie, Le premier dont l'audace ira jusques à vous Aux autres apprendra ce que peut mon courroux, Ajà ri ryuurcre borner la rureur qui manime, J'immolerais le Prêtre au piés de la Victime, Et sur l'autel sanglant sans respecter les Dieux Mon cœur s'applaudirait d'un coup si glorieux.
IPHIGENIE.	IPHIGENIE.
Ne les irritez point par ce cruel blaſpheme, Seigneur, & moderez cette fureur extreme, Icy tous vos efforts paſſent pour criminels, Que peut contre les Dieux la force des mortels?	Ne les irritez point par ce cruel blaspheme, Seigneur, et modérez cette fureur extrême, Ici tous vos efforts passent pour criminels, Que peut contre les Dieux la force des mortels?
Ils ne laiſſeroient pas l’entrepriſe impunie, Ils pourroient perdre Achille avec Iphigenie, Et ce hardi deſſein d’empeſcher mon trépas Peut vous faire perir & ne me ſauver pas.	Ils ne laisseraient pas l'entreprise impunie, Ils pourraient perdre Achille avec Iphigénie, Et ce hardi dessein d'empêcher mon trépas Peut vous faire périr et ne me sauver pas.
ACHILLE.	ACHILLE.
Quoy, donc?	Quoi, donc?
à tette mont touomurinoner	à tette mont touomurinoner
IPHIGENIE.	IPHIGENIE.
La Grece la delliande d le Cier l'a concluë,	La Grèce la delliande dès le Cier l'a conclue,
ACHILLE.	ACHILLE.
Quoy?	Quoi?
vous pouvez penſer qu’un complot odieux Qui menace vos jours ſoit un Arreſt des Dieux, Et que leur ordre aveugle autoriſe la rage Qui cherche à ruiner leur plus parfait ouvrage?	vous pouvez penser qu'un complot odieux Qui menace vos jours soit un Arrêt des Dieux, Et que leur ordre aveugle autorise la rage Qui cherche à ruiner leur plus parfait ouvrage?
Vivez belle Princeſſe, & ſi voſtre grand cœur Vous permet de répondre à ma fidelle ardeur, Preferez mon repos à la cruelle envie D’aller pour des ingrats prodiguer voſtre vie.	Vivez belle Princesse, et si votre grand cœur Vous permet de répondre à ma fidèle ardeur, Préférez mon repos à la cruelle envie D'aller pour des ingrats prodiguer votre vie.
Si la mort vous plaiſt tant, ne me refuſez pas Le cher & triſte honneur d’accompagner vos pas:	Si la mort vous plaît tant, ne me refusez pas Le cher et triste honneur d'accompagner vos pas:
L’ordre ſecret du Ciel qui nous fit l’un pour l’autre, Par des nœuus i puiſſans joignit mon ſort au voſtre, Que nous ne pouvons plus ſans enfraindre ſa loy, Ny moy vivre ſans vous, ny vous mourir ſans moy.	L'ordre secret du Ciel qui nous fit l'un pour l'autre, Par des nœuus y puissans joignit mon sort au vôtre, Que nous ne pouvons plus sans enfraindre sa loi, Ni moi vivre sans vous, Seigneur vous mourir sans moi.
IPHIGENIE.	IPHIGENIE.
Vous ſongez à me ſuivre, & vous croyez ſans erime Porter à cet excez l’ardeur qui vous anime?	Vous songez à me suivre, et vous croyez sans erime Porter à cet excès l'ardeur qui vous anime?
Un cœur ſi genereux demande un autre employ, Je trahis mon païs ſi vous mourez pour moy, je delole les Grecs ſi je leur oſte Achille Qui peut par ſa valeur leur rendre tout facile, Et doit en ſignalant ſon courage & ſon bras Etablir le bonheur des Chers de des boidats.	Un cœur si généreux demande un autre emploi, Je trahis mon pays si vous mourez pour moi, je délole les Grecs si je leur ôte Achille Qui peut par sa valeur leur rendre tout facile, Et doit en signalant son courage et son bras Établir le bonheur des Chers de des boidats.
ACHILLE.	ACHILLE.
Si vous devez perir, adorable Princeſſe, Qu'importe à mon amour le ſalut de la Grece?	Si vous devez périr, adorable Princesse, Qu'importe à mon amour le salut de la Grèce?
Vous eſtes le ſeul bien que je demande aux Dieux, Et le reſte ſans vous me doit eſtre odieux.	Vous êtes le seul bien que je demande aux Dieux, Et le reste sans vous me doit été odieux.
IPHIGENIE.	IPHIGENIE.
Souffrez plûtoſt, qu’ouvrant le chemin de la gloire Je partage avec vous le prix de la Victoire, Du laurier qui m’attend ne ſoyez point jaloux, Laiſſez moy du combat porter les premiers coups:	Souffrez plutôt, qu'ouvrant le chemin de la gloire Je partage avec vous le prix de la Victoire, Du laurier qui m'attend ne soyez point jaloux, Laissez moi du combat porter les premiers coups:
Qu’elle joye à mon cœur d’avancer les miracles Que de voſtre valeur ont predit tant d’Oracles, Et que je vay, Seigneur, m’applaudir ſur l’autel D’une mort qui promet un triomphe immortel!	Qu'elle joie à mon cœur d'avancer les miracles Que de votre valeur ont prédit tant d'Oracles, Et que je vais, Seigneur, m'applaudir sur l'autel D'une mort qui promet un triomphe immortel!
ACHILLE.	ACHILLE.
Ingrate, voſtre cœur abhorre l’Hymenée, Qui devoit avec vous unir ma deſtinée, Et vous ne renoncez à la clarté du jour, Ny ne cherchez la mort que pour fuir mon amour;	Ingrate, votre cœur abhorre l'Hyménée, Qui devait avec vous unir ma destinée, Et vous ne renoncez à la clarté du jour, Ni ne cherchez la mort que pour fuir mon amour;
Hé bien, allez remplir tous les vœux de l’Armée, Ne deſolez que moy, pour vous avoir aimée;	Hé bien, allez remplir tous les vœux de l'Armée, Ne désolés que moi, pour vous avoir aimée;
Mais courant à l'auter ne vous offenſez pas Si ma douleur y fait l’office de Calcas, Je m’y ſignaleray par quelque illuſtre crime, Et vous ne ſerez pas la premiere Victime.	Mais courant à l'auter ne vous offensez pas Si ma douleur y fait l'office de Calcas, Je m'y signalerai par quelque illustre crime, Et vous ne serez pas la première Victime.
IPHIGENIE.	IPHIGENIE.
Si vous m’aimiez, cruel?	Si vous m'aimiez, cruel?
ACHILLE.	ACHILLE.
Vous me deſeſperez, Vous me percez le tœur, cependant rous pleurez?	Vous me désespérez, Vous me percez le tœur, cependant rous pleurez?
IPHIGENIE.	IPHIGENIE.
Helas!	Hélas!
peut-on aimer, & n’eſtre pas ſenſible Aux traits d’un delcipoir qui me paroiſt horrible.	peut-on aimer, et n'être pas sensible Aux traits d'un délcipoir qui me paraît horrible.
Vous m’aimez?	Vous m'aimez?
AEMILLE.	AEMILE.
IPHIGENIE.	IPHIGENIE.
La douleur m’arrache cét aveu, Mais n’en triomphez pas, vous en joüirez peu.	La douleur m'arrache cet aveu, Mais n'en triomphez pas, vous en joüirez peu.
miune ne veut poit que mon cœur ſe partage;	miune ne veut poit que mon cœur se partage;
Ne luy refuſez pas un ſi triſte avantage.	Ne notre refusez pas un si triste avantage.
ACHILLE.	ACHILLE.
Cruelle, falloit-il pour un dernier tourment Differer cet aveu juſqu’à ce dur moment, Et lors que je vous perds pour amoindrir ma peine Ne valoit-il pas mieux me montrer de la haine?	Cruelle, fallait-il pour un dernier tourment Différer cet aveu jusqu'à ce dur moment, Et lors que je vous perds pour amoindrir ma peine Ne valait-il pas mieux me montrer de la haine?
voitre rigueur rendroit mon ſort moins rigoureux, Achille maltraité ſeroit moins malheureux, Chere Princeſſe.	voitre rigueur rendrait mon sort moins rigoureux, Achille maltraité serait moins malheureux, Chère Princesse.
ATMIGENIE.	ATMIGENIE.
Adieu, ma conſtance me quitte.	Adieu, ma constance me quitte.
Le peril eſt trop grand, il faut que je l’évite.	Le péril est trop grand, il faut que je l'évite.
ACHILLE.	ACHILLE.
Ne nous rebuttons point, & par un juſte effort Allons malgré les Dieux l’arracher à la mort.	Ne nous rebutons point, et par un juste effort Allons malgré les Dieux l'arracher à la mort.
AOTE	ÀOTE
SCENE PREMIERE.	SCÈNE PREMIÈRE.
ACHILLE.	ACHILLE.
DI tu crois la ſauver tu te trompes Achille?	DI tu crois la sauver tu te trompes Achille?
Ton courage ne fait qu’un deſſein inutile, Lors qu’un Camp tout entier eſt armé contre toy, Et lors que tes ſujets t’oſent manquer de foy.	Ton courage ne fait qu'un dessein inutile, Lors qu'un Camp tout entier est armé contre toi, Et lors que tes sujets t'osent manquer de foi.
Deſtin, qui me promis tant d’heur & tant de gloire, Que je ſerois par tout ſuivi de la Victoire, Pour premiere faveur voudras-tu qu’à mes yeux On immole aujourd’huy ce que j’aime le mieux, Et que pour couronner cet effroyable crime Mon nom ſeul à l’autel ait conduit la Victime?	Destin, qui me promis tant d'heur et tant de gloire, Que je serais par tout suivi de la Victoire, Pour première faveur voudras-tu qu'à mes yeux On immole aujourd'hui ce que j'aime le mieux, Et que pour couronner cet effroyable crime Mon nom seul à l'autel ait conduit la Victime?
O!	Ô!
toy le plus auguſte & le plus grand des Dieux, Et le ſeul que je dois reverer en ces lieux, Amour, defends tes droits contre tant d’injuſtice, Li fuiiono tout perir avant qu’elle periſſe.	toi le plus auguste et le plus grand des Dieux, Et le seul que je dois révérer en ces lieux, Amour, défends tes droits contre tant d'injustice, Li fuiiono tout périr avant qu'elle périsse.
Achille infortuné pour ſurmonter ſon ſort Va, ſur Agamemnon faire un dernier effort;	Achille infortuné pour surmonter son sort Va, sur Agamemnon faire un dernier effort;
Mais qu’en dois-je obtenir?	Mais qu'en dois-je obtenir?
& qu’eſt ce que j’eſpere Puiſqu’il n’a pû ſe rendre aux larmes d’une Mere;	et qu'est ce que j'espère Puisqu'il n'a pu se rendre aux larmes d'une Mère;
Voyons-le, il peue enurgur, mare drort	Voyons-le, il peue enurgur, mare drort
SCENE II.	SCÈNE II.
AGAMEMNON.	AGAMEMNON.
ACHILLE,	ACHILLE,
2UE veux-tu Lâche retour du ſang qui trahis ma vertu?	2UE veux-tu Lâche retour du sang qui trahis ma vertu?
Ne m’importune plus de cet objet funeſte, J’ay fait ce que j’ay dû, les Dieux feront le reſte.	Ne m'importune plus de cet objet funeste, J'ai fait ce que j'ai dû, les Dieux feront le reste.
ACHILLE.	ACHILLE.
Je vous cherchois, Seigneur, pour apprendre de vous.	Je vous cherchais, Seigneur, pour apprendre de vous.
AGAMEMNON.	AGAMEMNON.
Je ne puis condamner voſtre juſte couroux, J’ay ſceu, Seigneur, j’ay ſceu que vous aimiez ma Fille, Le Fils d’une Déeſſe honnoroit ma famille, Et ſi le Ciel plus doux euſt ſecondé mes vœux, Vous partiriez content, nous ſerions tous heureux, Mais vous ſçavez ſon ſort, on a pû vous l’apprendre, Les Dieux me l’ont donnée, ils peuvent la reprendre, J’ay voulu la ſauver, j’ay voulu les trahir, Ma revolte fut vaine, il faut leur obeïr, Mais je ne ſens que trop que malgré ma conſtance, Ma mort ſera le prix de mon obeïſſance.	Je ne puis condamner votre juste courroux, J'ai su, Seigneur, j'ai su que vous aimiez ma Fille, Le Fils d'une Déesse honorait ma famille, Et si le Ciel plus doux eût secondé mes vœux, Vous partiriez content, nous serions tous heureux, Mais vous savez son sort, on a pu vous l'apprendre, Les Dieux me l'ont donnée, ils peuvent la reprendre, J'ai voulu la sauver, j'ai voulu les trahir, Ma révolte fut vaine, il faut leur obéir, Mais je ne sens que trop que malgré ma constance, Ma mort sera le prix de mon obéissance.
ACHILLE.	ACHILLE.
A quoy luy ſert l’amour d’un Pere deſolé, S’il n’oſe plus agir quand Calcas a parlé?	À quoi était sert l'amour d'un Père désolé, S'il n'ose plus agir quand Calcas a parlé?
Qui vous dit que ſa voix ſoit la voix de Diane?	Qui vous dit que sa voix soit la voix de Diane?
Il en faut mieux juger, Calcas n’eſt qu’un profane Qui par quelque grand coup cherche à s’autoriſer, Et qui par cette mort veut s’immortaliſer.	Il en faut mieux juger, Calcas n'est qu'un profane Qui par quelque grand coup cherche à s'autoriser, Et qui par cette mort veut s'immortaliser.
AGAMEMNON.	AGAMEMNON.
Vous faites à Calcas une injure cruelle, De la Déeſſe il eſt l’interprete fidelle, Et je ne ſçay que trop que rien ne peut changer Le rigoureux deſſein qu’elle a de ſe vanger, Qu’on a pû l’offenſer, qu’on a pû luy déplaire, Et que rien que mon ſang n’éteindra ſa colere.	Vous faites à Calcas une injure cruelle, De la Déesse il est l'interprète fidèle, Et je ne sais que trop que rien ne peut changer Le rigoureux dessein qu'elle a de se venger, Qu'on a pu l'offenser, qu'on a pu toujours déplaire, Et que rien que mon sang n'éteindra sa colère.
ACHILLE.	ACHILLE.
Si Diane en couroux nous arreſte en ces lieux, Il faut pour en ſortir implorer d’autres Dieux:	Si Diane en courroux nous arrête en ces lieux, Il faut pour en sortir implorer d'autres Dieux:
Des Dieux comme des Rois les liens ſe détruiſent, Et divers intereſts bien ſouvent les diviſent.	Des Dieux comme des Rois les liens se détruisent, Et divers intérêts bien souvent les divisent.
on jour nen uouter pomt les rrojens aſſiegez Verront entr’eux & nous tous les Dieux partagez, Mais c’eſt le ſeul Deſtin, qui dans la guerre ouverte Reſoudra des Troyens le ſalut ou la perte.	on jour nen ouvter pompt les rrojens assiégez Verront entr'eux et nous tous les Dieux partagez, Mais c'est le seul Destin, qui dans la guerre ouverte Résoudra des Troyens le salut ou la perte.
AGAMEMNON.	AGAMEMNON.
A vous flater l’Amour eſt trop ingenieux, Diane eſt contre nous d’accord avec les Dieux.	À vous flatter l'Amour est trop ingénieux, Diane est contre nous d'accord avec les Dieux.
Tous d’un conſentement veulent ce ſacrifice, Et pour m’y pteparer ſe ſont ſervis d’Ulyſſe.	Tous d'un consentement veulent ce sacrifice, Et pour m'y pester se sont servis d'Ulysse.
ACHILLE.	ACHILLE.
Vous pouvez excuſer ce lâche ſcelerat, Qui par ſon impoſture, & par ſon attentat A ſuppoſé mon nom, & voſtre caractere Pour immoler la Fille, & pour tromper la Mere?	Vous pouvez excuser ce lâche scélérat, Qui par son imposture, et par son attentat A supposé mon nom, et votre caractère Pour immoler la Fille, et pour tromper la Mère?
Il ſe cache à mes yeux, mais s’il tombe en mes mains.	Il se cache à mes yeux, mais s'il tombe en mes mains.
AGAMEMNON.	AGAMEMNON.
Tout le camp eſt pour luy, vos efforts ſeroient vains, Comme vous j’ay d’abord voulu vanger l’outrage, Mais le reſpect des Dieux a calmé mon courage, Et je ne l’ay plus veu que comme l’inſtrument, Dont ils ſe ſont ſervis pour noſtre chaſtiment:	Tout le camp est pour venir, vos efforts seraient vains, Comme vous j'ai d'abord voulu venger l'outrage, Mais le respect des Dieux à calmé mon courage, Et je ne l'ai plus vu que comme l'instrument, Dont ils se sont servis pour notre châtiment:
Etouffez comme moy cet indiſcret murmure.	Étouffez comme moi cet indiscret murmure.
denkLEE.	denkLE.
Vous n’écoutez donc plus le ſang, ny la Natute?	Vous n'écoutez donc plus le sang, ni la Nattute?
AGAMEMNON.	AGAMEMNON.
C’eſt un ordre du Ciel, il faut l’executer, Et nous perdons icy le temps à conteſter.	C'est un ordre du Ciel, il faut l'exécuter, Et nous perdons ici le temps à contester.
ACHILLE.	ACHILLE.
Ingrat, ſi je ſuivois ce que veut ma colere, Mais j’aime Iphigenie, & vous eſtes ſon Pere.	Ingrat, si je suivais ce que veut ma colère, Mais j'aime Iphigénie, et vous êtes son Père.
AGAMEMNON.	AGAMEMNON.
Non, non, je ne ſuis plus qu’un Tyran inhumain, Qui de cet attentat ſeconde le deſſein, Qu deviens de ſa mort le malheureux complice, Qui l’ay livrée enfin entre les mains d’Ulyſſe.	Non, non, je ne suis plus qu'un Tyran inhumain, Qui de cet attentat seconde le dessein, Qu deviens de sa mort le malheureux complice, Qui l'ai livrée enfin entre les mains d'Ulysse.
ACHILLE.	ACHILLE.
Tu viens de la livrer Pere dénaturé?	Tu viens de la livrer Père dénaturé?
Ah!	Ah!
courons au ſecours que j’ay trop differé, Tous les momens ſont chers dans un peril ſi proche.	courons au secours que j'ai trop différé, Tous les moments sont chers dans un péril si proche.
SCENE III.	SCÈNE III.
AGAMEMNON ſeul,	AGAMEMNON seul,
QUE tu me fais Achille un injuſte reproche, Et que tu connois mal l’effroyable tourment Que ſouffre un triſte Pere en ce fatal moment?	QUE tu me fais Achille un injuste reproche, Et que tu connais mal l'effroyable tourment Que souffre un triste Père en ce fatal moment?
Je conçois d’un Amant le deſeſpoir extreme, Lors qu’il eſt ſur le point de perdre ce qu’il aime, Mais tes maux fuſſent-ils plus vifs & plus preſſans Peut-on les comparer à ceux que je reſſens?	Je conçois d'un Amant le désespoir extrême, Lors qu'il est sur le point de perdre ce qu'il aime, Mais tes maux fussent-ils plus ifs et plus pressants Peut-on les comparer à ceux que je ressens?
L’image du malheur qui t’oſte Iphigenie Peut par un autre objet ſe voir un jour bannie, Tu peux t’en conſoler prenant de nouveaux fers, Mais qui me peut jamais rendre ce que je pers?	L'image du malheur qui t'ôte Iphigénie Peut par un autre objet se voir un jour bannie, Tu peux t'en consoler prenant de nouveaux fers, Mais qui me peut jamais rendre ce que je perds?
Ma Fille eſtoit la gloire & l’amour de la Grece, Je l’avois eſlevée avec tant de tendreſſe, Helas!	Ma Fille était la gloire et l'amour de la Grèce, Je l'avais élevée avec tant de tendresse, Hélas!
tant de Vertu fut jointe à ſa beauté, Le Ciel luy prometoit tant de felicité, Et n’avoit fait connoiſtre à la Terre charmée Ny Pere plus aimé, ny Fille plus aimée;	tant de Vertu fut jointe à sa beauté, Le Ciel lui prometait tant de félicité, Et n'avait fait connaître à la Terre charmée Ni Père plus aimé, ni Fille plus aimée;
Moy-meſme cependant je la livre au bourreau, Qui va de ſes beaux jours eſteindre le flambeau.	Moi-même cependant je la livre au bourreau, Qui va de ses beaux jours éteindre le flambeau.
Ne vois-je pas Caleas, de qui la main ſanglante Plonge le fer cruel dans ſa gorge innocente?	Ne vois-je pas Calas, de qui la main sanglante Plonge le fer cruel dans sa gorge innocente?
Ne vors-je pas désja le bûcher allumé Par qui ce tendre objet doit eſtre conſumé?	Ne vors-je pas déjà le bûcher allumé Par qui ce tendre objet doit être consumé?
J’en fremis, j en friſſonne.	J'en frémis, j' en frissonne.
SCENE IV.	SCÈNE IV.
CLYTEMNESTRE.	CLYTEMNESTRE.
AGAMEMNON.	AGAMEMNON.
PHENISSE.	PHÉNISE.
O Pere injuſte & lâche Tu m’oſtes donc ma Fille, Ulyſſe me l’arrache, On me garde, on m’obſerve, & je ne ſçaurois plus Pouſſer dans ſon malheur que des cris ſuperflus.	Ô Père injuste et lâche Tu m'ôtes donc ma Fille, Ulysse me l'arrache, On me garde, on m'observe, et je ne saurais plus Pousser dans son malheur que des cris superflus.
Ah!	Ah!
puiſque l’on immole une teſte ſi chere, Commande qu’à la Fille on joigne encor la Mere, Il faut voir tout mon ſang ſur l’autel répandu, Ou de ta pieté le merite eſt perdu:	puisque l'on immole une tête si chère, Commande qu'à la Fille on joigne encor la Mère, Il faut voir tout mon sang sur l'autel répandu, Ou de ta piété le mérite est perdu:
Il faut que je periſſe, ou que l’on me la rende.	Il faut que je périsse, ou que l'on me la rende.
AGAMEMNON.	AGAMEMNON.
Voſtre plainte eſt injuſte, & voſtre erreur eſt grande, Elle ne dépendoit ny de vous ny de moy Cette Fille qui fait le trouble ou je vous voy.	Votre plainte est injuste, et votre erreur est grande, Elle ne dépendait ici de vous Seigneur de moi Cette Fille qui fait le trouble ou je vous vois.
Ne vous ſouvient-il plus, que des qu’elle fut née Par vous-meſme a Diane elle fut deſtinée, Cependant pour flater les deſirs d’un mortel Vous vouliez la ravir au culte de l’autel?	Ne vous souvient-il plus, que des qu'elle fut née Par vous-même à Diane elle fut destinée, Cependant pour flatter les désirs d'un mortel Vous vouliez la ravir au culte de l'autel?
Par ce vœu violé la Déeſſe outragée Nous fit bien-toſt ſentir qu’elle en ſeroit vangée, Nous viſmes, quand le calme arreſta nos vaiſſeaux, Le premier, mais non pas le plus grand de ſes fleaux, La Mort d’Iphigenie à ce calme ſuccede, Et ſurpaſſe le mal dont elle eſt le remede:	Par ce vœu violé la Déesse outragée Nous fit bientôt sentir qu'elle en serait vengée, Nous vîmes, quand le calme arrêta nos vaisseaux, Le premier, mais non pas le plus grand de ses fléaux, La Mort d'Iphigénie à ce calme succède, Et surpasse le mal dont elle est le remède:
vous avez attile le celeſte couroux, Et ſi ma Fille meurt, n’en accuſez que vous.	vous avez attile le céleste courroux, Et si ma Fille meurt, n'en accusez que vous.
CLYTEMNESTRE.	CLYTEMNESTRE.
Helas!	Hélas!
qui vous t pu domer la connoiſſance De ce vœu que j’en fis au point de ſa naiſſance?	qui vous t pu domer la connaissance De ce vœu que j'en fis au point de sa naissance?
Je le fis dans mon cœur & n’en ay point parlé.	Je le fis dans mon cœur et n'en ai point parlé.
AGAMEMNON.	AGAMEMNON.
Diane par Calcas enfin l’a revelé, Et m’expliquant par luy le couroux qui l’anime, M’en a dit le ſujet, m’a declaré le crime.	Diane par Calcas enfin l'a révelé, Et m'expliquant par lui le courroux qui l'anime, M'en a dit le sujet, m'a déclaré le crime.
CLYTEMNESTRE.	CLYTEMNESTRE.
Ce crime eſt-il ſi grand, que pour le reparer L’une doive mourir, l’autre toûjours pleurer?	Ce crime est-il si grand, que pour le réparer L'une doive mourir, l'autre toujours pleurer?
Entre-t’il tant d’aigreur dans les eſprits celeſtes?	Entre-t-il tant d'aigreur dans les esprits célestes?
Vange-t’on un oubly par des coups ſi funeſtes?	Venge-t-on un oubli par des coups si funestes?
Et ſi Diane enfin le traite de forfait En doit-elle punir que celle qui l’a fait?	Et si Diane enfin le traite de forfait En doit-elle punir que celle qui l'a fait?
Ma Fille eſt innocente, & je ſuis criminelle, Le malheur qui m’eſt dû doit-il tomber ſur elle?	Ma Fille est innocente, et je suis criminelle, Le malheur qui m'est dû doit-il tomber sur elle?
AGAMEMNON.	AGAMEMNON.
Olonte tout en pleurs aufeſſe icy ſes pas.	Olonte tout en pleurs aufesse ici ses pas.
CLYTEMNESTRE.	CLYTEMNESTRE.
De ma rille n'nous vtent amoner ie trepas.	De ma rille n'nous ait amoner ton trépas.
SCENE V AGAMEMNON.	SCÈNE V AGAMEMNON.
CLYTEMNESTRE.	CLYTEMNESTRE.
ORONTE.	ORONTE.
PHENISSE.	PHÉNISE.
AGAMEMNON.	AGAMEMNON.
EN eſt-ce fait Oronte?	EN est-ce fait Oronte?
ORONTE.	ORONTE.
O l’étrange avanture !	Ô l'étrange aventure !
O coup, dont la ſurpriſe étonne la Nature!	Ô coup, dont la surprise étonne la Nature!
Le Ciel vous la ravit, vous la perdez, Seigneur,	Le Ciel vous la ravit, vous la perdez, Seigneur,
CLYTEMNESTRE.	CLYTEMNESTRE.
Acheve, tu ne peux accroiſtre ma douleur.	Acheve, tu ne peux accroître ma douleur.
F iij	 Fij
ORONTE.	ORONTE.
La Princeſſe, Seigneur, que conduiſoit Ulyſſe, Eſt à peine arrivée au lieu du ſacrifice, Vers le prochain boccage & ſur ces prez fleuris, Que la fiere Diane a ſi long-temps cheris, Quand l’Armée accouruë à ce triſte ſpectacle, Qui devoit ſatisfaire au deſir de l’Oracle, Pour la laiſſer paſſer s’eſt ouverte d’abord, Et par des cris plaintifs a déploré ſon ſort.	La Princesse, Seigneur, que conduisait Ulysse, Est à peine arrivée au lieu du sacrifice, Vers le prochain boccage et sur ces prés fleuris, Que la fière Diane a si longtemps chéris, Quand l'Armée accourue à ce triste spectacle, Qui devait satisfaire au désir de l'Oracle, Pour la laisser passer s'est ouverte d'abord, Et par des cris plaintifs a déploré son sort.
Elle ſeule conſtante, incapable de crainte, Lorſque chacun la plaint ne pouſſe aucune plainte, Et trouve dans ſa mort tant d’heur & tant d’appas, Que pour l’aller chercher elle marche à grands pas, Aux Grecs de rang en rang adreſſe la parole, Et par ces mots hardis doucement les conſole:	Elle seule constante, incapable de crainte, Lorsque chacun la plaint ne pousse aucune plainte, Et trouve dans sa mort tant d'heur et tant d'appas, Que pour l'aller chercher elle marche à grands pas, Aux Grecs de rang en rang adresse la parole, Et par ces mots hardis doucement les console:
Ne pleurez pas dit-elle, ô Grecs, mon ſort eſt doux, Et doit eſtre envié puis que je meurs pour vous.	Ne pleurez pas dit-elle, ô Grecs, mon sort est doux, Et doit être envié puis que je meurs pour vous.
Ce langage groſſit le torrent de leurs larmes, Ils maudiſſent Helene, & le ſort de leurs Armes, Et ſemblent accuſer malgré leur pieté Diane d’injuſtice & d’inhumanité.	Ce langage grossit le torrent de leurs larmes, Ils maudissent Hélène, et le sort de leurs Armes, Et semblent accuser malgré leur piété Diane d'injustice et d'inhumanité.
La Princeſſe à l’autel va d’un pas magnanime, S’approche de Calcas, qui voyant ſa victime Nous paroiſt immobile, & d’un œil abbatu Ne peut trop admirer ſa forterde la vertu.	La Princesse à l'autel va d'un pas magnanime, S'approche de Calcas, qui voyant sa victime Nous paraît immobile, et d'un œil abattu Ne peut trop admirer sa forterde la vertu.
AGAMEMNON.	AGAMEMNON.
O force, ô fermeté qui n’euſt jamais d’exemple!	Ô force, ô fermeté qui n'eût jamais d'exemple!
ORONTE.	ORONTE.
D’un regard interdit le Preſtre la contemple, Et ſa tremblante main la couronne de fleurs, Qu'en depit de luy meſme il baigne de ſes pleuts;	D'un regard interdit le Prêtre la contemple, Et sa tremblante main la couronne de fleurs, Qu'en dépit de lui mesme il baigne de ses pleuts;
Elle monte à l’autel comme en ſon char de gloire Bellone triomphante aprés une victoire, C’eſt-là qu’elle paroiſt avec tous ſes appas, Tout le Camp la ſaluë, elle appelle Calcas.	Elle monte à l'autel comme en son char de gloire Belone triomphante après une victoire, C'est-là qu'elle paraît avec tous ses appas, Tout le Camp la salue, elle appelle Calcas.
Grand Preſtre, luy dit-elle, achevons ce myſtere, Je me livre en vos mains Victime volontaire, Diane veut mon ſang, executez ſa loy, Et donnons luy tous deux ce qu’elle veut de moy.	Grand Prêtre, était dit-elle, achevons ce mystère, Je me livre en vos mains Victime volontaire, Diane veut mon sang, exécutés sa loi, Et donnons lui tous deux ce qu'elle veut de moi.
J’eſtois prés de l’autel, où ma douleur mortelle M’avoit preſque reduit à mourir avant elle, Lorſque m’enviſageant, Oronte, au nom des Dieux Ne pleure pas, dit-elle, un ſort ſi glorieux, Songe que par ma mort j’appaiſe leur colere, Je conſerve les Grecs, j’obeïs à mon Pere, Que mon nom s’éterniſe, & que le coup eſt doux Qui ne perdant que moy vous va conſerver tous.	J'étais près de l'autel, où ma douleur mortelle M'avait presque réduit à mourir avant elle, Lorsque m'envisage, Oronte, au nom des Dieux Ne pleure pas, dit-elle, un sort si glorieux, Songe que par ma mort j'apaise leur colère, Je conserve les Grecs, j'obéis à mon Père, Que mon nom s'éternise, et que le coup est doux Qui ne perdant que moi vous va conserver tous.
