68 Qis Aſ	68 Qis As
ememureit trop cruel quãdiil trouüe des charmer Aux douceurs que corrompt l’amertume des las mes, Et ie tiens qu’il faut mettre au rang des grane malheurs La mort d’vn ennemy qui nous couſte des pleurt Mais peut-on en verſer alors qu’on vage vn pert Eſt-il perte à ce prix qui ne ſemble legere?	Ememureit trop cruel quãdiil trouüe des charmer Aux douceurs que corrompt l'amertume des las mes, Et beau tiens qu'il faut mettre au rang des grane malheurs La mort d'un ennemi qui nous coûte des pleurt Mais peut-on en verser alors qu'on vage un pert Est-il perte à ce prix qui ne semble légère?
Et quand ſon aſſaſſin tombe ſous noſtre effore Doit-on conſiderer ce que couſte ſa mort?	Et quand son assassin tombe sous notre effore Doit-on considérer ce que coûte sa mort?
Ceſſés vaines frayeurs, ceſſés laſches tendreſſes De ietter dans mon cœur vos indignes foibleſſés, Et toy qui les produis par tes ſoins ſuperflus,;	Cessez vaines frayeurs, cessés lâches tendresses De jeter dans mon cœur vos indignes foiblessés, Et toi qui les produis par tes soins superflus,;
Amour, ſers mon deuoir, & ne le combats plus, Luy ceder c’eſt ta gloire, & le vaincre, ta honté.	Amour, sers mon devoir, et ne le combats plus, Lui céder c'est ta gloire, et le vaincre, ta honté.
Monſtre toy genereux, ſouffrant qu’il te ſocmonte, Plus tu luy donneras, plus il te va donner.	Montre toi généreux, souffrant qu'il te soumonte, Plus tu lui donneras, plus il te va donner.
Etne triomphera que pour te couronner.	Etne triomphera que pour te couronner.
SCENE II.	SCÈNE II.
ÆMILIE.	NEMILIE.
FVLVIE.	FULVIE.
ÆMILIE.	NEMILIE.
E l’ay iuré, Fuluie, & ie le iure encote, A Quoy que i’ayme Cinna, quoy que mon cœur l’adore, ou me veut poſieder, Auguſte doit perir, Sa teſte eſt le ſeul prix dont il peut m’acquerir.	E l'ai juré, Fuluie, et ie le jure encote, A Quoi que j'aime Cinna, quoi que mon cœur l'adore, ou me veut posieder, Auguste doit périr, Sa tête est le seul prix dont il peut m'acquérir.
Ie luy preſcris la loy que mon deuoir m’impoſe.	Je te prescris la loi que mon devoir m'impose.
VLVIE.	VLVIE.
Elle a pour la blaſmer vne trop iuſte cauſe.	Elle a pour la blâmer une trop juste cause.
Par vn ſi grand deſſein vous vous faites iuget Digne ſang de celuy que vous voulez vangets Mais encote vne fois ſouffrez que ie vous die Que cette paſſion dûſt eſtre refroidie, Auguſte chaque iout à force de bien-faits Semble aſſez reparer les maux qu’il vous a faitte Sa faueur enuers vous paroiſt ſi declarée, Que vous eſtes chez luy la plus conſiderée.	Par un si grand dessein vous vous faites juget Digne sang de celui que vous voulez vengets Mais encote quelque fois souffrez que je vous die Que cette passion dût être refroidie, Auguste chaque jout à force de bienfaits Semble assez réparer les maux qu'il vous a faitte Sa faveur envers vous paraît si déclarée, Que vous êtes chez lui a plus considérée.
A il Et de ſes courtiſans ſouuent les plus heureux Ont encore beſoin que vous parliez pour eux.	À il Et de ses courtisans souvent les plus heureux Ont encore besoin que vous parliez pour eux.
ÆMILIE.	NEMILIE.
Toute cette faueur ne me rend pas mon pere, Et de quelque façon que l’on me conſidere, Abondante en richeſſe, ou puiſſante en credit, Ie demeure touſiours la fille d’vn proſcrit.	Toute cette faveur ne me rend pas mon père, Et de quelque façon que l'on me considère, Abondante en richesse, ou puissante en crédit, Je demeure toujours la fille d'Heure proscrit.
Les biẽfaits ne font pas touſiours ce que tu pẽſer D’vne main odieuſe ils tiennent lieu d’offences, Plus nous en prodiguons à qui nous peut haïr, Plus d’armes nous dõnons à qui nous veut trahït.	Les bienfaits ne font pas toujours ce que tu pẽser D'une main odieuse ils tiennent lieu d'offenses, Plus nous en prodiguons à qui nous peut haïr, Plus d'armes nous dõnons à qui nous veut trahait.
Il m’en fait chaque iour ſans changer mon couIe ſuis ce que i’eſtois, & ie puis dauantage, (rage Et des meſmes preſens qu’il verſe dans mes maint I’achepte contre luy les eſprits des Romains.	Il m'en fait chaque jour sans changer mon couIe suis ce que j'étais, et ton puis davantage, (rage Et des mêmes presens qu'il verse dans mes maint J'achepte contre lui les esprits des Romains.
Ie receurois de luy la place de Liuie, Comine vn ihoypi prus ieut d'atconcer à ſa vie, Pour qui vange ſon pere il n’eſt point de forfaits.	Je recevrais de gloire la place de Livie, Comine un ihoypi us jeut d'atconcer à sa vie, Pour qui venge son père il n'est point de forfaits.
Et c’eſt vendre ſon ſang que ſe tendre aux bienfaits.	Et c'est vendre son sang que se tendre aux bienfaits.
FVLVIE.	FULVIE.
Quel beſoin toutefois de paſſer pour ingrate?	Quel besoin toutefois de passer pour ingrate?
Ne pouuez-vous haïr ſans que la haine eſclatte?	Ne pouvez-vous haïr sans que la haine éclatte?
Aſſez d’autres ſans vous n’ont pas mis en oubly Par quelles cruautez ſon trône eſt eſtably;	Assez d'autres sans vous n'ont pas mis en oubli Par quelles cruautés son trône est établi;
Tant de braues Romains, tant d’illuſtres victimez Qu’a ſon ambition ont immolé ſes crimes, Laiſſent à leurs enfans d’aſſez viues douleurs Pour vanger voſtre perte en vangeant leurs ma heurs.	Tant de braves Romains, tant d'illustres victimés Qu'a son ambition ont immolé ses crimes, Laissent à leurs enfants d'assez vives douleurs Pour venger votre perte en vengeant leurs ma heurs.
Beaucoup l’ont entrepris, mille autres vont!	Beaucoup l'ont entrepris, mille autres vont!
ſuiure, Qui vit haï̃ de tous ne ſçauroit long tẽps viute Remettez à leurs bras les communs intereſts, Et n’aydez leurs deſſeins que par des vœux ſecrets.	suivre, Qui vit haï de tous ne saurait long temps vivte Remettez à leurs bras les communs intérêts, Et n'aidez leurs desseins que par des vœux secrets.
ÆMILIE.	NEMILIE.
Quoy, ie le haïray fans taſcher de luy nuite?	Quoi, Seigneur le haïrai sans tâcher de Seigneur nuite?
I’attendray du hazard qu’il oſe le deſtruire?	J'attendrai du hasard qu'il ose le détruire?
Is ie ſatisferay des deuoirs ſi preſſans Par vne haine obſcure & des vœux impuifſans?	Is ici satisferai des devoirs si pressants Par une haine obscure et des vœux impuissants?
Sa perte que ie veux me deuiendroit amere Si quelqu’vn l’immoloit à d’autres qu’à mõ pere, Et tu verrois mes pleurs couler pour ſon treſpas Qui le faiſant perir ne me vangeroit pas.	Sa perte que je veux me deviendrait âme Si quelqu'amour l'immolait à d'autres qu'à m ère, Et tu verrais mes pleurs couler pour son trépas Qui le faisant périr ne me vengerait pas.
C’eſt vne laſcheté que de remettre à d’autres Les intereſts publics qui s’attachent aux noſtres, Ioignons à la douceur de vanger nos parens La gloire qu’on remporte à punir les tyrans, Et faiſons publier par toute l’Italie, ma hocate de Rcome emnœuure danmilie.	C'est assez lâcheté que de remettre à d'autres Les intérêts publics qui s'attachent aux nôtres, Joignons à la douceur de venger nos parents La gloire qu'on remporte à punir les tyrans, Et faisons publier par toute l'Italie, ma hocate de Rcome emnœuvre danmilie.
On a touché ſon ame, & ſon cœur s’eſt eſpris, Mais elle n’a donné ſon amour qu’à ct prix.	On a touché son âme, et son cœur s'est épris, Mais elle n'a donné son amour qu'à ct prix.
FVLVIE.	FULVIE.
Voſtre amour à ce prix n’eſt qu’vn preſent funeſte Qui porte à voſtre amant ſa perte manifeſte.	Votre amour à ce prix n'est qu'un présent funeste Qui porte à votre amant sa perte manifeste.
Penſés mieux, Æmilie, à quoy vous l’expoſez, Combien à cét eſcueil ſe ſont deſia briſez, Nt vous aueuglez point quãd ſa mort eſt viſible.	Pensez mieux, „milie, à quoi vous l'exposez, Combien à cet écueil se sont déjà brisez, Nt vous aveuglez point quand sa mort est visible.
EMILIE.	EMILIE.
Ah!	Ah!
tu ſçais me frapper par où ie ſuis ſenſible, Quãd ie ſonge aux hazards que ie luy fais courir, La crainte de ſa mort me fait deſia mourir, Mon eſprit en deſordre à ſoy-meſme s’oppoſe, le veux & ne veux pas, ie m’emporte & ie n’oſe, A iij	tu sais me frapper par où je suis sensible, Quand ie songe aux hasards que ie ans fais courir, La crainte de sa mort me fait déjà mourir, Mon esprit en désordre à soi-même s'oppose, le veux et ne veux pas, je m'emporte et notre n'ose, A iij
Et mon deuoir confus, languiſſant, eſtonné, Cede aux rebellions de mon cœur mutiné.	Et mon devoir confus, languissant, étonné, Cède aux rebellions de mon cœur mutiné.
Tout-beau, ma paſſiõ, deuiens vn peu moins forte, Tu vois bien des huzards, ils ſont grands, mais n’importe, Cinna n’eſt pas perdu pour eſtre hazardé, De quelques legions qu’Anguſte ſoit gardé, tienne, Qui meſpriſe ſa vie eſt maiſtre de la ſienne.	Tout-beau, ma passions, deviens un peu moins forte, Tu vois bien des huzards, ils sont grands, mais n'importe, Cinna n'est pas perdu pour être hasardé, De quelques légions qu'Anguste soit gardé, tienne, Qui méprise sa vie est maître de la sienne.
Plus le peril eſt grand, plus doux en eſt le fruit, La vertu nous y iette, & la gloire le ſuit.	Plus le péril est grand, plus doux en est le fruit, La vertu nous y jette, et la gloire le suit.
Quoy qu’il en ſoit, qu’Auguſte, ou que Cinna periſſe, Aux Manes paternels ie dois ce ſacrifice, Cinna me l’a promis en receuant ma foy, Et ce coup ſeul auſſi le rend digne de moy.	Quo qu’il en soit, qu'Auguste, ou que Cinna périsse, Aux Manes paternels ie dois ce sacrifice, Cina me l'a promis en recevant ma foi, Et ce coup seul aussi le rend digne de moi.
Il eſt tard apres tout de m’en vouloir dédire, Auiourd’huy l’on s’aſſemble, auiourd’huy l’on conſpire, L’heure, le lieu, le bras ſe choiſit auiourd’huy, Et c’eſt à faire en fin à mourit apres luy.	Il est tard après tout de m'en vouloir dédire, Auiourd'hui l'on s'assemble, aujourd'hui l'on conspire, L'heure, le lieu, le bras se choisit aujourd'hui, Et c'est à faire en fin à mourit après avoir.
SCENE III.	SCÈNE III.
CINNA.	CINNA.
ÆMILIE.	NEMILIE.
FVLVIE.	FULVIE.
ÆMILIE.	NEMILIE.
Ais le voicy qui vient.	Ais le voici qui vient.
Cinna, voſtte aſM ſemblée Des grandeurs du peril n’eſt-elle point troublées Et recognoiſſez-vous au front de vos amis Qu’ils ſoient preſts a ſem ce qu'nls vous ont pro;	Cinna, vostte asM semblée Des grandeurs du péril n'est-elle point troublées Et reconnaissez-vous au front de vos amis Qu'ils soient prêts a semblé qu'nels vous ont pro;
mis?	mis?
CINNA.	CINNA.
Iamais contre vn tyran entrepriſe conceuë Ne permit d’eſperer vne ſi belle iſſuë, Iamais de telle ardeur on ne iura ſa mort, Et iamais coniurez ne furent mieux d’accord:	Jamais contre un tyran entreprise conçue Ne permit d'espérer une si belle issue, Jamais de telle ardeur on ne jura sa mort, Et jamais conjure ne furent mieux d'accord:
Tous s’y monſtrent portez auec tant d’allegreſſe Qu’ils ſemblent comme moy ſeruir vne maiſtreſſe, Et tous font éclatter vn ſi puiſſant courroux Qu’ils ſemblent tous vanger vn pere cõme vous.	Tous s'y montrent portez avec tant d'allégresse Qu'ils semblent comme moi servir une maîtresse, Et tous font éclatter un si puissant courroux Qu'ils semblent tous venger un père comme vous.
ÆMILIE.	NEMILIE.
Ie l’auois bien préueu que pour vn tel ouurage Cinna ſçauroit choiſir des hommes de courages Et ne remettroit pas en de mauuaiſes mains L’intereſt d’Æmilie & celuy des Romains.	Je l'avais bien prévu que pour un tel ouvrage Cinna sçauroit choisir des hommes de courages Et ne remettrait pas en de mauvaises mains L'intérêt d'Élie et celui des Romains.
CINNA.	CINNA.
Pleuſt aux Dieux que vous-meſme euſſiez veu de quel zele Cette troupe entreprend vne action ſi belle!	Plût aux Dieux que vous-même eussiez vu de quel zèle Cette troupe entreprend une action si belle!
Au ſeul nom de Céſar, d’Auguſte & d’Empereur, Vous euſſiez veu leurs yeux s’allumer de fureur, Et dans vn meſme inſtant par vn effet contraire Leur front paſſir d’horreur & rougir de colere.	Au seul nom de César, d'Auguste et d'Empereur, Vous eussiez vu leurs yeux s'allumer de fureur, Et dans un même instant par un effet contraire Leur front passir d'horreur et rougir de colère.
Amis, leur ay-ie dit, voicy le iour heureux Qui doit conclure en fin nos deſſeins genereux, Le Ciel entre nos mains a mis le ſort de Romes Et ſon ſalut dépend de la perte d’vn homme, 2 Si l’on doit le nom d’homme à qui n’a rien d’humain, A ce Tigre altere de tout le ſang Romain.	Amis, leur ai-je dit, voici le jour heureux Qui doit conclure en fin nos desseins généreux, Le Ciel entre nos mains a mis le sort de Romes Et son salut dépend de la perte d'un homme, 2 Si l'on doit le nom d'homme à qui n'a rien d'humain, À ce Tigre altère de tout le sang Romain.
& lale 4 combien pour le reſpandre a-t’il formé de brid gues?	et lale 4 combien pour le répandre a-t-il formé de bríd gués?
Combien de fois changé de partis & de ligues, Tantoſt amy d’Antoine & tantoſt ennemy, Et iamais inſolent ny cruel à demy?	Combien de fois changé de partis et de ligues, Tantôt ami d'Antoine et tantôt ennemi, Et jamais insolent ni cruel à demi?
Là par vn long recit de toutes les miſeres Que durant noſtre enfance ont enduré nos peres, Xenouuelant leur haine auec leur ſouuenir Ie redouble en leurs cœurs l’ardeur de le punir.	Là par un long récit de toutes les misères Que durant notre enfance ont enduré nos pères, Xenouuelant leur haine esprit leur souvenir Je redouble en leurs cœurs l'ardeur de le punir.
Ie leur fais des tableaux de ces triſtes batailles Où Rome par ſes mains déchiroit ſes entrailles, Où l’Aigle abatoit l’Aigle, & de chaque coſtéNos legions s’armoient contre leur liberté, Où le but des ſoldats & des cheſs les plus braues C’eſtoit d’eſtre vainqueurs pour deuenir eſclaues, Où chacun trahiſſoit aux yeux de l'Vniuers Soy-meſme & ſon pays pour aſſeuter ſes fers, Et taſchant d’acquerir auec le nom de traiſtre L’abominable honneur de luy donner vn maiſtre, Romains contre Romains, parens contre parens Combattoient ſeulement pour le choix des tyrans.	Je leur fais des tableaux de ces tristes batailles Où Rome par ses mains déchirait ses entrailles, Où l'Aigle abattait l'Aigle, et de chaque costéNos légions s'armaient contre leur liberté, Où le but des soldats et des chess pour devenir braues C'était d'être vainqueurs pour devenir esclaues, Où chacun trahissait aux yeux de l'Univers Soi-même et son pays pour asseuter ses fers, Et tâchant d'acquérir avec le nom de traître L'abominable honneur de lui donner un maître, Romains contre Romains, parlex contre parens Combattoient seulement pour le choix des tyrans.
