A MONSEIGNEVR MONSEIG.	À MONSEIGNEUR MONSEIG.
Car dépuis que le Ciel m'a rangé ſous ſa Loy, Qu'en me donnant à luy i’ay ceſsé d’eſtre à moy, Mon ame à le feruir n’estant point gaualée Par quel tourment qui ſoit ne peut eſtre ébranlée, Et s'il me faut mourir, ie mourre trep heurenx De pouuoir ſatisfatre à t'ardeur de mes feux.	Car depuis que le Ciel m'a rangé sous sa Loi, Qu'en me donnant à peine j'ai cessé d'être à moi, Mon âme à le servir n'étant point gaualée Par quel tourment qui soit ne peut être ébranlée, Et s'il me faut mourir, ainsi mourre tre heurenx De pouvoir satisfatre à t'ardeur de mes feux.
BARNABE'.	BARNABE'.
Ainſi ce n'eſt pas tout d’estre Chrestien dans l’ame, Il faut faire paroistre vne ſi belle flamme, Et ſoit dans le bon-heur, ou dans l’aduerſité, Pouſſer iuſques au bout ſa generoſité;	Ainsi ce n'est pas tout d'être Chrétien dans l'âme, Il faut faire paraître une si belle flamme, Et soit dans le bonheur, ou dans l'aduersité, Pousser jusques au bout sa générosité;
Car le Ciel qui des-ja nous ouure la barriere Offre à nostre constance vne illustre matiere, Formons tous le deſſein de mourir mille fois, Pluſtoſt que de changer & faire vn autre choix.	Car le Ciel qui déjà nous ouvre la barrière Offre à notre constance une illustre matière, Formons tous le dessein de mourir mille fois, Plutôt que de changer et faire un autre choix.
ANANIE.	ANANIE.
N’aigriſſons pas nos maux par cette reſistance, L’on deſaprouueroit cette vaine constance, Et ce ſeroit enfin paſſer pour imprudent, Que d’attendre vn danger que l’on void euidẽt.	N'aigrissons pas nos maux par cette résistance, L'on desaprouueroit cette vaine constance, Et ce serait enfin passer pour imprudent, Que d'attendre un danger que l'on voit évident.
Hastons nous Barnabé de nous rendre à la Ville, Ou ce noble deſir nous ſera plus vtile, A raffermir l’eſprit des Chrestiens alarmez, Voyant de qu’elte ardeur nous ſerons animez, 4 Et là nous attendrons le ſort qui nous domine, Heureux ou mal-heureux tel qu’on nous le deſtine;	Hâtons nous Barnabé de nous rendre à la Ville, Ou ce noble désir nous sera plus utile, A raffermir l'esprit des Chrétiens alarmés, Voyant de qu'elle ardeur nous serons animés, 4 Et là nous attendrons le sort qui nous domine, Heureux ou malheureux tel qu'on nous le destine;
Si le Ciel toutesfois nous en doit afranchir, Nous luy ferons des vœux pour le pouuoir fleentr 5 Et Damas en priere & toute la Sirie, Haſteront ſon ſecours contre cette furie.	Si le Ciel toutefois nous en doit afranchir, Nous était ferons des vœux pour le pouvoir fleentr 5 Et Damas en prière et toute la Sirie, Hâteront son secours contre cette furie.
Icy l’on Mais!	Ici l'on Mais!
Ciel?	Ciel?
uel bruit confus, belas poſſible helas!	Ouel bruit confus, bêlas possible hélas!
Ce cruel y conduit des-ja tous ſes Soldats.	Ce cruel y conduit déjà tous ses Soldats.
BARNABE'.	BARNABE'.
& autres.	et autres.
Sil eſt ainſi, Seigneur, armez vous du tonnerre Et Et ne permottez pas qu’on vous faſſe la guerre Qu'vn Amas de bourreaux de luifs & d’inhumains Puiſſe étouffer en nous l’ouurage de vos mains Vous me l’auez promis faites briller la foudre, Tont tonertir ieurs vœurs, ou les reduire en poudre.	Sil est ainsi, Seigneur, armez vous du tonnerre Et Et ne permottez pas qu'on vous fasse la guerre Qu'un Amas de bourreaux de luifs et d'inhumains Puisse étouffer en nous l'ouvrage de vos mains Vous me l'avez promis faites briller la foudre, Tont tonertir ieurs jœurs, ou les réduire en poudre.
Ah!	Ah!
fuions.	fuyons.
IVLE.	IULE.
BARNABE'.	BARNABE'.
Arrestez, oppoſons nous à luy;	Arrêtez, opposons nous à lui;
Triomphons de ſa rage ou mourons auiourd’huy,	Triomphons de sa rage ou mourons aujourd'hui,
LE.	LE.
Iuſte Ciet, r'apperçois cette trouppe inhumaine.	Juste Ciét, rapperçois cette troupe inhumaine.
CENE III.	CÈNE III.
SAVL, SILAS, MARSIAS, deux Soldats & deux Pages.	SAUL, SILAS, MARSIAS, deux Soldats et deux Pages.
SAVL.	SAUL.
Aiſons leur reſſentir la plus horrible peine.	Aisons leur ressentir la plus horrible peine.
TNe me trompe-ie point ſont ce là ces ChreSudea Qui tantoſt par la fuitte ont rompu leurs liens?	TNe me trompe-je point sont ce là ces ChréSudea Qui tantôt par la fuite ont rompu leurs liens?
BARNABE’.	BARNABE'.
Oüy Saul, oüy, ce ſont eux qui regrettent ta perte.	Oui Saul, oui, ce sont eux qui regrettent ta perte.
L.	L.
Regrette tes mal-heurs t’a fourbe eſt decouuerte, Le Ciel qui veut enfin tous tes crimes finir Ne te liure en mes mains qu’afin de te punir, C’eſt luy qui te conduit.	Regrette tes malheurs t'a fourbe est découverte, Le Ciel qui veut enfin tous tes crimes finir Ne te livre en mes mains qu'afin de te punir, C'est lu qui te conduit.
BARNABE'.	BARNABE'.
Pour t’offrir des victimes, Heureux ſi noſtre ſang peut effacer tes crimes Que nous le verſerons auec ioye, & plaiſir;	Pour t'offrir des victimes, Heureux si notre sang peut effacer tes crimes Que nous le verserons toujours joie, et plaisir;
Mais enfin ſatisfaits ton iniuste deſir, Saul, mon deſſein n'eſt pas de garantir ma teſte, Du foible châtiment que ta fureur m’appreste.	Mais enfin satisfaits ton injuste désir, Saul, mon dessein n'est pas de garantir ma tête, Du faible châtiment que ta fureur m'apprête.
L.	L.
Encor me braue t’il alors que ie puis tout, Voyons ſi ſa consfance ira iuſques au bout.	Encor me brave -t-il alors que je puis tout, Voyons si sa consfance ira jusques au bout.
Il parle à IVLE.	Il parle à IULE.
Toy lâche deſerteur monſtre de la nature, Qui quittes ce party pour ſuiure vne impoſture, Choiſi choiſi la mort, ouchange de deſſein, Tu ne peux l’euiter, ton effort ſeroit vain.	Toi lâche déserteur montre de la nature, Qui quittes ce parti pour suivre une imposture, Choisi choisi la mort, ouchange de dessein, Tu ne peux l'éviter, ton effort serait vain.
LE.	LE.
La mort n'eſt plus pour Iule un triste objet de batne, Oüy Saul ie ſuis Chrestien.	La mort n'est plus pour Iule un triste objet de batne, Oui Saul ie suis Chrétien.
AVL.	AUL.
C’eſt aſſez pour ta peine;	C'est assez pour ta peine;
Parlant à tous.	Parlant à tous.
Traiſtres, non c’eſt trop peu pour punir vos forfaits Que d’immoler vos iours à mes iuſtes ſouhaits, Et ma main toute ſeule a trop peu de puiſſancePour exercer ſur vous vne iuste vangeance, Il faut par mille coups que les Iuifs aſſemblez Sous le fais des caillioux vous voyent accablez, Qu’ils frappent mille fois vos teſtes criminelles, Pour Pour vous fatre fouffrir autant de mortse ruelles.	Traîtres, non c'est trop peu pour punir vos forfaits Que d'immoler vos jours à mes justes souhaits, Et ma main toute seule a trop peu de puissancePour exercer sur vous chang juste vengeance, Il faut par mille coups que les Juifs assemblez Sous le fais des caillioux vous voient accablez, Qu'ils frappent mille fois vos têtes criminelles, Pour Pour vous fatre souffrir autant de mortse ruelles.
A N ANIE.	À N ANIE.
Suy ſuy le mouuement qui t’arme contre nous, Les plus affreux tourmens neus ſeront les plus doux, Tun purent u fouſert fronsinmmen ta tage, Nous ſuiurons ſon exemple au milieu de l’orage.	Sui suis le mouvement qui t'arme contre nous, Les plus affreux tourments nus seront les plus doux, Tun purent ouvert fond fronsinmen ta tage, Nous suivrons son exemple au milieu de l'orage.
AVL, bas.	AUL, bas.
O triſte ſouuenir, qui me perçe le flanc, Si ie n’eſpargne pas meſme mon propre ſang, Vous deueZ de ma part n’attendre que ſupplices, Du crime qu’il commit, vous eſtes les complices.	Ô triste souvenir, qui me perce le flanc, Si tu n'épargne pas même mon propre sang, Vous devez de ma part n'attendre que supplices, Du crime qu'il commit, vous êtes les complices.
ANTE.	ANTE.
Et bien de noſtre vie arreste enfin le cours, Par vn ſi beau trepas c’eſt couranner nos iours.	Et bien de notre vie arrête enfin le cours, Par un si beau trépas c'est couranner nos jours.
V L.	V L.
Auantque te punir Damas reduit en cendre, Fera voir que mon Zele a pû tout entreprendre, Lors ta pourras changer.	Avantque te punir Damas réduit en cendre, Fera voir que mon Zèle a pu tout entreprendre, Lors ta pourras changer.
ANANIE.	ANANIE.
Non, non, ne le croy pas, Mon cœur n’aura iamais vn ſentiment ſi bas, Et le Ciel qui punit tous les deſſeins perfides, Te fera rendre conte apres tant d’homicides, Auoüe ingenuement, par vn remord ſecret Aum es que mnop panſue ton cetc indiſeret, Croy-tu dõc qu’vn mortel par la force, ou la rage, Puiſſe iamais du Ciel ſupprimer vn ouurage, Non, ne te trompe point, ta perſecution Augmentera par tout noſtre Religion.	Non, non, ne le crois pas, Mon cœur n'aura jamais un sentiment si bas, Et le Ciel qui punit tous les desseins perfides, Te fera rendre conte après tant d'homicides, Auoüe ingénuement, par un remord secret Aum es que Unop pansue ton cetc indiseret, Crois-tu dõc qu'un mortel par la force, ou la rage, Puisse jamais du Ciel supprimer un ouvrage, Non, ne te trompe point, ta persécution Augmentera par tout notre Religion.
L.	L.
Ie ne puis plus ſouffrir vne telle impoſture, Soldats mettez dehors ces monſtres de nature, Qui perdent le reſpect qu’ils doiuent à leur Dieu, Que ne foudroyez vous ces ingrats ſur le lieu.	Je ne puis plus souffrir ainsi telle imposture, Soldats mettez dehors ces monstres de nature, Qui perdent le respect qu'ils doivent à leur Dieu, Que ne foudroyez vous ces ingrats sur le lieu.
ARNABE'.	ARNABE'.
O Ciel!	Ô Ciel!
qui vit iamais vne pareille rage!	qui vit jamais une pareille rage!
L.	L.
Il faut que le ſupplice égale cet outrage, Damas eſtoit pour vous vn refuge aſſuré, Mais il ſera bien-toſt vn cercüeil preparé, Qui doit enſeuelir pour maintenir ma gloire, De vostre impieté l’odieuſe memoire.	Il faut que le supplice égale cet outrage, Damas était pour vous un refuge assuré, Mais il sera bientôt un cercueil préparé, Qui doit ensevelir pour maintenir ma gloire, De votre impiété l'odieuse mémoire.
I ARNABE'.	I ARNABE'.
La fureur qui te porte à cet horrible excez, N'en viendra pas à bout auec tant de ſucceZ,	La fureur qui te porte à cet horrible excès, N'en viendra pas à bout avec tant de succès,
L.	L.
Allez y donc cacher s’il ce peut tous vos crimes, Ou plûtoſt augmenter le nombre des victimes, Non, non, ie vais punir par les meſmes moyens, Cette Mlle rebelle auec tous les Chreſtiens, Qu'on les garde en lieu ſeur.	Allez y donc cacher s'il ce peut tous vos crimes, Ou plutôt augmenter le nombre des victimes, Non, non, je vais punir par les mêmes moyens, Cette Mlle rebelle avec tous les Chrétiens, Qu'on les garde en lieu seur.
Parlant à IVLE.	Parlant à IULE.
Ame lâche, ame ingratte, Ah!	Âme lâche, âme ingrate, Ah!
c'eſt ſur toy qu’il faut que ma vengeance éclatte, Traiſtre, puiſque tu perds l’eſprit & la raiſon, Iuſques à conſentir à cette trabiſon.	c'est sur toi qu'il faut que ma vengeance éclatte, Traistre, puisque tu perds l'esprit et la raison, Jusques à consentir à cette trabison.
LE.	LE.
Accuſe auvuſe moy, ſi tu veux de ce crime, Saul, ie ne te veux pas dérober ta victime, Ie mourray trop heureux ſi ie meurs promptemẽt, Immole donc ce traistre à ton reſſentiment;	Accuse auvuse moi, si tu veux de ce crime, Saul, tu ne te veux pas dérober ta victime, Je mourrai trop heureux si personne meurs promptement, Immole donc ce traître à ton ressentiment;
Mais enfin prens pitié	Mais enfin prends pitié
SAVL.	SAUL.
3 AV L.	3 AU L.
De toy,	De toi,
IVLE.	IULE.
Non, de toy meſme, Qui cours d’vn pas aueugle en vn danger extreme Et que.	Non, de toi -même, Qui cours d'un pas aveugle en un danger extrême Et que.
PAInAM 21	PAInAM 21
2 AS AV L.	2 AS AU L.
Impoſteur tay toy, dans mon étonnement Ie demeure confus de ton aueuglement, Quon te conuuje um oump, ſa folie eſt bien haute, L411 Mais la douleur bien-toſt effacera ſa faute.	Imposteur tai toi, dans mon étonnement Je demeure confus de ton aveuglement, Quon te convje um oump, sa folie est bien haute, L41 Mais la douleur bientôt effacera sa faute.
LE.	LE.
Si ie puis en ce lieu reſſentir des douleurs, Sçache que c’eſt de voir l’excez de tes mal-heurs	Si personne puis en ce lieu ressentir des douleurs, Sache que c'est de voir l'excès de tes malheurs
21 CENE V.	21 CÈNE V.
SAVL, SILAS, MAARSIAS.	SAUL, SILAS, MARSIAS.
2 7L.	2 7L.
Llons mes chers amis ou l'honneur noui I appelle umye maylu dy Donner de nostre zele vne marque eternelle, Nous deuons cet exemple à la poſterité, Leur perte entiere importo à noſtre ſeureté.	Llons mes chers amis ou l'honneur nouvi I appelle umye mailu d Donner de notre zèle une marque éternelle, Nous devons cet exemple à la postérité, Leur perte entière importo à notre sûreté.
ILAS.	ILAS.
Oüy Seigneur par leur mort, leur Ville ſaccagée La gloire de nos loix ſera trop peu vangée, Mais en executant tout ce que vous pounez ne	Oui Seigneur par leur mort, leur Ville saccagée La gloire de nos lois sera trop peu vengée, Mais en exécutant tout ce que vous pougnez ne
2 Vous vous acquitterez de ce que vous deuez, Et dans ce beau deſſein ou la gloire vous porte.	2 Vous vous acquitterez de ce que vous devez, Et dans ce beau dessein ou la gloire vous porte.
L’ANGE, dans vn Ciel parle & auſſi toſt l’on entent vn grand bruit de tonnerre & l’on void briller pluneuis eclairs.	L'ANGE, dans un Ciel parle et aussi tôt l'on entent un grand bruit de tonnerre et l'on void briller pluneuis éclairs.
Arrestez Inhumains, voſtre rage eſt trop forte.	Arrêtez Inhumains, votre rage est trop forte.
MARSIAS.	MARSIAS.
Qu'entens-ie?	Qu'entends-je?
iuſte Ciel!	iuste Ciel!
qu'elle confuſion?	qu'elle confusion?
Un tonnerre?	Un tonnerre?
vne voix?	une voix?
SAVL.	SAUL.
C’eſt vne illuſion,	C'est assez illusion,
MARSIAS.	MARSIAS.
FΠειυn.	FΠειυn.
qηεαινιεο οομ οu ιυης ους ſenς ſe tronblent, 2 Ou vous aperceueZ ces éclairs qui redoublent.	qηεαινιεο „ ★ ιυης „ en son tronblent, 2 Ou vous aperçuez ces éclairs qui redoublent.
LAS.	LAS.
Quel deſordre impreuent ie Cut ot tout en feux --a- grand Les Chrestiens l’arment-ils?	Quel désordre imprévent avoir Cut ot tout en feux -a-le grand Les Chrétiens l'arment-ils?
ou s’il l’arme pour enit .	ou s'il l'arme pour enit .
I SAVL.	I SAUL.
I (40 Vous vous intimidez ſans apparence aucune, Ie ne vois que l’effet d’vne cauſe commune.	I (40 Vous vous intimidez sans apparence aucune, Je ne vois que l'effet d'une cause commune.
113 MARSIAS.	113 MARSIAS.
Ah Saul!	Ah Saul!
vous nous perdes, nostre deſſein ſe rompt, *122 8 hMNNSC Que pounez vous iuger d’vn orage ſi prompt?	vous nous perdes, notre dessein se rompt, *12 8 hMNS Que pougnez vous juger d' orage si prompt?
Pour moy ie n’attens plus que l’éclat d’vne foudre, Qui comme vn criminel me doit reduire en poudre, Tout l’air eſtoit ſerain.	Pour moi votre n'attends plus que l'éclat d'une foudre, Qui comme un criminel me doit réduire en poudre, Tout l'air était serain.
21	21
ILAS.	ILAS.
En quel lieu fuirons nous, Pour euiter du Ciel l’implacable courroux?	En quel lieu fuirons -nous, Pour éviter du Ciel l'implacable courroux?
VL.	VL.
Il eſt vray que le Ciel, que l’Enfer, & la Terre, grand Semblent tous conſpirer pour nous faire la guerre, Ie fais ce que ie puis & malgré cet effort Le Ciel s’y rend contraire & conſent à ma mort.	Il est vrai que le Ciel, que l'Enfer, et la Terre, grand Semblent tous conspirer pour nous faire la guerre, Je fais ce que ie puis et malgré cet effort Le Ciel s'y rend contraire et consent à ma mort.
Faut-il pour vous ſeruir que ma peine redouble?	Faut-il pour vous servir que ma peine redouble?
Et que vons oppoſant.	Et que vons opposant.
Mais, en vain ie me trouble Ce bruit qu’en vn moment i’ay veu naistre & ſefinir, De ce retardement eſt venu me punir.	Mais, en vain Dieux me trouble Ce bruit qu'en un moment j'ai vu naître et sefinir, De ce retardement est venu me punir.
Pardonnez nous grand Dieu, ſi par cette foibleſſe Nous auons retardé ce qui vous intereſſe, Et ſi dans la frayeur nos eſprits mal-heureux Se portent lachement à ce deſſein fameux;	Pardonnez nous grand Dieu, si par cette faiblesse Nous avons retardé ce qui vous intéresse, Et si dans la frayeur nos esprits malheureux Se portent lâchement à ce dessein fameux;
Tout le ſang des Chreſtiens doit lauer cette faute;	Tout le sang des Chrétiens doit lauer cette faute;
Reprenons ſeulement ce que la peur noùs oste;	Reprenons seulement ce que la peur noùs ôte;
Allons mes chers amys.	Allons mes chers amis.
Icy le tonnerre redouble plus qu’auparauant auec quantité d’éclairs.	Ici le tonnerre redouble plus qu'auparavant avec quantité d'éclairs.
MARSIA Ah!	MARSIA Ah!
ce deſſein nous nuit, Supprimez le Seigneur, pour appaiſer ce bruis.	ce dessein nous nuit, Supprimez le Seigneur, pour apaiser ce bruis.
L.	L.
Ie ne puis retarder les vœux de ma patrie, Sans voir toute ma gloire en meſme temps fle.	Je ne puis retarder les vœux de ma patrie, Sans voir toute ma gloire en même temps flé.
trie, Quoy qu’il puiſſe arriuer.	trie, Quoi qu'il puisse arriver.
Icy le bruit continuant touſiours chaqu’vn fuit excepté SAVL.	Ici le bruit continuant toujours chaqu'un fuit excepté SAUL.
ILAS.	ILAS.
Ou pourray-ie donc fuir?	Ou pourrai-je donc fuir?
Si le-Ciel me veut perdre, & ne veut pas m’oüir.	Si le-Ciel me veut perdre, et ne veut pas m'ouïr.
MARSTH9.	MARSTH9.
C’en eſt fait, ſon courroux contre nous ſe declare.	C'en est fait, son courroux contre nous se déclare.
LAS.	LAS.
Fuyons pour euiter les coups qu’il nous prepare.	Fuyons pour éviter les coups qu'il nous prépare.
PINGE, lançant vne foudre apres quoy AHTesit.	PINGE, lançant une foudre après quoi AHTes.
tout le bruit ceſſe.	tout le bruit cesse.
SAVL, tombant par terre.	SAUL, tombant par terre.
Iuſte Ciel!	Juste Ciel!
L’ANGE.	L'ANGE.
Saul, Saul, par qu'elle erreur Ton bras me pourſuit-il auec tant de fureur?	Saul, Saul, par qu'elle erreur Ton bras me poursuit-il avec tant de fureur?
Ton eſprit inflexible à ta perte s’obstine, Et tu fais des refus de la bonté Diuine, 1 Malgre tant de remoras qui combattent ton cœur, 1 609 Mais, ingrat auiourd’huy reconnoy ton vainqueur!	Ton esprit inflexible à ta perte s'obstine, Et tu fais des refus de la bonté Divine, 1 Malgre tant de rémoras qui combattent ton cœur, 1 609 Mais, ingrat aujourd'hui reconnoi ton vainqueur!
pulg duonion	pulg duonion
SAVL, renuerſé par terre.	SAUL, renversé par terre.
a eut puiſfante oura u fruppe mes oreilles?	a eut puissante oura u fruppe mes oreilles?
Ie ne puis conceuoir l'effet de ces merueilles, En l’eſtat ou ie ſuis, & dans ce grand danger Vn ſecret mouuement me contraint à changer, Quel eſt donc mon vainqueur?	Je ne puis concevoir l'effet de ces merveilles, En l'état ou apprendre suis, et dans ce grand danger Un secret mouvement me contraint à changer, Quel est donc mon vainqueur?
L’ANGE.	L'ANGE.
Q Connoy le par ta cheute Perfide c’eſt le Chriſt que ton bras perſeeute, Tu Tu veux perdre les ſiens, lors qu’il veut te ſauuer, Reconnoy ſa bonté qui te veut conſeruer.	Q Connoi le par ta chute Perfide c'est le Christ que ton bras persévute, Tu Tu veux perdre les siens, lors qu'il veut te sauver, Reconnais sa bonté qui te veut conserver.
AVL, à genoux.	AUL, à genoux.
Seigneur, cette bonté me charme, Elle triomphe de mon cœur, Et ma cruauté ſe deſarme, Plus par amour que par rigueur, Quoy, ne vous armes vous de foudre, Que pour me faire voir l’éclat de la vertu?	Seigneur, cette bonté me charme, Elle triomphe de mon cœur, Et ma cruauté se désarme, Plus par amour que par rigueur, Quoi, ne vous armes vous de foudre, Que pour me faire voir l'éclat de la vertu?
Et lors que ie dois estre en poudre, Estes vous ſatisfait de m’auoir abhatu?	Et lors que ici dois être en poudre, Êtes vous satisfait de m'avoir abhatu?
Enfin que ne dois-ie pretendre, De vos admirables deſſeins, Si (ce que ie ne puis comprendre) Vous pardonnez aux aſſaſſins, Ie vous ay declaré la guerre, eu euus,pour neponſfen cer norniott uttentat, Par vn effet d’amour à ma fureur contraire, Vous m’auez mis en cet estat.	Enfin que ne dois-je prétendre, De vos admirables desseins, Si (ce que personne ne puis comprendre) Vous pardonnez aux assassins, Je vous ai déclaré la guerre, eu euus-pour neponsfen cer norniott utentat, Par un effet d'amour à ma fureur contraire, Vous m'avez mis en cet état.
Il faut que mon cœur ſe destine, A viure mieux qu’il n’a veſcu, Mais, c’eſt à vous, bonté Diuine!	Il faut que mon cœur se destine, A vivre mieux qu'il n'a vécu, Mais, c'est à vous, bonté Divine!
de cyy ou ds de vuaten y En quel estat me faut-il viure, Pour viure ſous vos, Loix, & ne vous plus trahir?	de cy ou dis de vaten y En quel état me faut-il vivre, Pour vivre sous vos, Lois, et ne vous plus trahir?
C’eſt voſtre ordre que ie dois ſuiure PreſcriueZ le, Seigneur, ie ſuis preſt d’obeïr.	C'est votre ordre que ainsi dois suivre Prescrivés le, Seigneur, je suis prêt d'obéir.
L’ANGE.	L'ANGE.
Saul, puis qu’vn repentir accompagne tes larmes, Le Ciel pour te punir n’a plus aucunes armes.	Saul, puis qu'Hôn repentir accompagne tes larmes, Le Ciel pour te punir n'a plus aucunes armes.
Ne differe donc plus d’accomplir ton bon-heur, Apres ton infamie aſpire à cet honneur, Ua trouuer Ananie, & ſers toy de ſon ayde, C’eſt luy qui doit guerir le mal qui te poſſede.	Ne diffère donc plus d'accomplir ton bonheur, Après ton infamie aspire à cet honneur, Ua trouver Ananie, et sers toi de son aide, C'est lui qui doit guérir le mal qui te possède.
AVL.	AUL.
Ah!	Ah!
la ioye à ce coup triomphe de mon cœur, Ie vais vous obeïr, debonnaire vainqueur;	la joie à ce coup triomphe de mon cœur, Je vais vous obéir, débonnaire vainqueur;
Et fonde ſur l'eſpoir que vostre ordre me donne.	Et fonde sur l'espoir que votre ordre me donne.
Saul ſe Mais ie ne puis rien voir, ie ne trouue perſonne.	Saul se Mais ie ne puis rien voir, je ne trouve personne.
I.	I.
PAGE.	PAGE.
Seigneur Accas & moy partageons auec vous Des Aſtres irriteZ l’implacable courroux.	Seigneur Accas et moi partageons auec vous Des Astres irritez l'implacable courroux.
SAVL.	SAUL.
Fidelles ſeruiteurs que le Ciel me reſerue, Il m’ayme, puiſqu’enfin ſa bonté vous conſerne, Postre fidelité m'eſt vtile auiourd’huy, Approchez vous de moy pour me ſeruir d’appuy.	Fidèles serviteurs que le Ciel me réserve, Il m'aime, puisqu'enfin sa bonté vous conserne, Potre fidélité m'est utile aujourd'hui, Approchez vous de moi pour me servir d'appui.
II.	II.
PAGES, Helas!	PAGES, Hélas!
en quel estat, Seigneur, vous faut-il ſuiure?	en quel état, Seigneur, vous faut-il suivre?
SAVL.	SAUL.
Voyez de quel estat se trouble me deliure, Mais, prestez moy la main, afin de me guider, Et dans ce beau deſſein venez me ſeconder.	Voyez de quel état se trouble me délivre, Mais, prêtez -moi la main, afin de me guider, Et dans ce beau dessein venez me seconder.
ACTE	ACTE
ACTE V	ACTE V
SCENE PREMIERE.	SCÈNE PREMIÈRE.
ILAS.	ILAS.
ESSE vaine frayeur dont mon ame eſt attainte D’adiouster à mon mal vne iniuste contrainte;	ESSE vaine frayeur dont mon âme est attainte D'ajouter à mon mal une injuste contrainte;
Ne perce plus mon cœur d’vn eruel ſouuenir, Lors que ſur nos mal-heurs tu viens m’entretenir, I’ay i’ay deuant les yeux aſſez d’objets funebres, Sans me repreſenter ces funestes tenebres, Ce tonnerre impreueu, cette foule d’éclairs Qui dans l’obſcurité donne vn faux iour aux airs.	Ne perce plus mon cœur d' eruel souvenir, Lors que sur nos malheurs tu viens m'entretenir, J'ai j'ai devant les yeux assez d'objets funèbres, Sans me représenter ces funestes ténèbres, Ce tonnerre imprévu, cette foule d'éclairs Qui dans l'obscurité donne un faux jour aux airs.
Ne vient point redoubler cette peine paſſée, En la faiſant renaistre en ma triſte penſée, Ie reconnois aſſez ſans ce faſcheux ſecours, Le peril d’où i’echappe, & celuy que ie cours.	Ne vient point redoubler cette peine passée, En la faisant renaître en ma triste pensée, Je reconnais assez sans ce fâcheux secours, Le péril d'où j'échappe, et celui que ainsi cours.
Ciel, quel eſt le destin ou voſtre ordre me liure?	Ciel, quel est le destin ou votre ordre me livre?
Dans le trouble ou ie ſuis, quel party dois-ie ſuiure?	Dans le trouble ou ainsi suis, quel parti dois-je suivre?
Ou le party contraire ou vous vous oppoſés, Ou celuy des Chreſtiens que vous authoriſez, Si parmy ce dangers i’echappe à voſtre haine	Ou le parti contraire ou vous vous opposez, Ou celui des Chrestiens que vous autorisez, Si parmi ce dangers j'échappe à votre haine
Que vous me preparez vne cruelle peine!	Que vous me préparez une cruelle peine!
Uous liurez à mon cœur vn horrible combat, Et ſous ces rudes coups mon courage s’abat.	Vous livrez à mon cœur un horrible combat, Et sous ces rudes coups mon courage s'abat.
I'ay le choix en ma main, & ie ne l’oſe faire, Ie crains de tout costé de vous trouuer contraire, Icy ie vous éprouue implacable pour nout, Là ie crains d’exciter encor vostre courroux, Si ie me rends Chreſtien, ie me rends infidelle, Le ſuiuray-ie Seigneur?	J'ai le choix en ma main, et ainsi ne l'ose faire, Je crains de tout côté de vous trouver contraire, Ic ie vous éprouve implacable pour nout, Là ie crains d'exciter encor votre courroux, Si ainsi me rends Chrétien, une me rends infidèle, Le suivrai-je Seigneur?
vous l’auez combattu, Miſerable Silas à quoy te reſous tu?	vous l'avez combattu, Misérable Silas à quoi te résous tu?
Mais quoy, par ces effets ne puis-ie pas connoiſtre, Ce que ſont les Chreſtiens, & ſi ie le dois eſtre, Et puis-ie attribuer leur bon-heur au hazard, Si pour les conſeruer le Cielprend tant de part?	Mais quoi, par ces effets ne puis-je pas connaître, Ce que sont les Chrétiens, et si ici le dois être, Et puis-je attribuer leur bonheur au hasard, Si pour les conserver le Cielprend tant de part?
Non, non, tous nos efforts ne ſont rien que foibleſſe, Puiſque pour eux, Seigneur, voſtre bras s’intereſſe, C’eſt vous qui le voulez, qui l’ordonnez ainſi, Et qui pour cet effet me donnez ce ſoucy.	Non, non, tous nos efforts ne sont rien que faiblesse, Puisque pour eux, Seigneur, votre bras s'intéresse, C'est vous qui le voulez, qui l'ordonnez ainsi, Et qui pour cet effet me donnez ce souci.
N’en doutons doncques plus, mon cœur, il faut ſe rendre, C’eſt le dernier deſſein que tu peux encor prendre, Suis, ſuis, ce mouuement pendant qu’il i’eſt permis, Et recois les Chreſtiens au rang de tes amis;	N'en doutons donc plus, mon cœur, il faut se rendre, C'est le dernier dessein que tu peux encor prendre, Suis, suis, ce mouvement pendant qu'il j'est permis, Et reçois les Chrétiens au rang de tes amis;
Change en affection cette haine mortelle, Qui te ſembloit contre eux deuoir estre eternelle;	Change en affection cette haine mortelle, Qui te semblait contre eux devoir être éternelle;
Elle eſt des-ja changée, & voyant mon erreur, Ie n’ay qu’amour pour eux, & pour elle qu’horreur.	Elle est déjà changée, et voyant mon erreur, Je n'ai qu'amour pour eux, et pour elle qu'horreur.
Mais ie ne penſe pas iuſques ou'ie m'emporte, Seray-ie ſeul à ſuiure vn deſſein de la ſorte?	Mais ici ne pense pas jusques ou'ie m'emporte, Serai-je seul à suivre un dessein de la sorte?
Pour es venir à bout ie me trouue impuiſſant, Va, n’importe, il ſuffit ſi ton cœur y conſent, Pluſtoſt que de perir ſuis ce qu’il te propoſe;	Pour es venir à bout apprendre me trouve impuissant, Va, n'importe, il suffit si ton cœur y consent, Plutôt que de périr suis ce qu'il te propose;
Fais plus que tu ne peux, entreprend toute choſe, Le Ciel eſt ton garand.	Fais plus que tu ne peux, entreprend toute chose, Le Ciel est ton garant.
a Eannri SIL’AS, MARSIAS.	a Eannri SIL'AS, MARSIAS.
ILAS.	ILAS.
