I v LECIEVN	I v LECIEUN
premier que l’entreprendre Qui nous ſoit vn Cæſar, ou bien vn Alexandre, Lequel puiſſe en bon heur ſur ce Throſne monter, Et par vn ſeul regard les Rebelles dompter.	premier que l'entreprendre Qui nous soit un Cæsar, ou bien un Alexandre, Lequel puisse en bon heur sur ce Thrône monter, Et par un seul regard les Rebelles dompter.
LE M.	LE M.
D'HOSTEL.	D'HÔTEL.
Ainſi face le Ciel;	Ainsi face le Ciel;
que ce foudre de guerre Triomphe dans les Cieux comme deſſus la terre;	que ce foudre de guerre Triomphe dans les Cieux comme dessus la terre;
Mais en fin ton retour eſt icy pour long-temps?	Mais en fin ton retour est ici pour longtemps?
L’ORDINAIRE.	L'ORDINAIRE.
Pour trois ou quatre mois;	Pour trois ou quatre mois;
au plus, iuſqu'au Printemps.	au plus, jusqu'au Printemps.
Ie ſuis tout preſt d’aller quand le Roy me commande, Ie cherche de l’employ, c’eſt ma ſeulle demande;	Je suis tout prêt d'aller quand le Roi me commande, Je cherche de l'emploi, c'est ma seulle demande;
LE M.	LE M.
D'HOSTEL SOVSRIANT.	D'HÔTEL SOUSRIANT.
Et l'Amour?	Et l'Amour?
L’ORDINAIRE SOVSRIANT.	L'ORDINAIRE SOUSRIANT.
Ouy, ſi dans les mal-heurs l’homme ſe veut plonger,	Oui, si dans les malheurs l'homme se veut plonger,
LE MAISTRE D’HOSTEL.	LE MAÎTRE D'HÔTEL.
Que c'eſt vn doux lien celuy de mariage!	Que c'est un doux lien celui de mariage!
L’ORDINAIRE.	L'ORDINAIRE.
Puis que c'eſt vn lien, il nous met en ſeruage, I’ayme la liberté, la Reyne de mon cœur, C’eſt mon vnique bien, mon ſouuerain bon-heur;	Puis que c'est un lien, il nous met en servage, J'aime la liberté, la Reine de mon cœur, C'est mon unique bien, mon souverain bonheur;
LE M.	LE M.
D’HOSTEL.	D'HÔTEL.
Si faut-il y venir, ie cognois cvne fille, Belle, riche, modeſte, agreable, gentille:	Si faut-il y venir, ie cognois cuune fille, Belle, riche, modeste, agréable, gentille:
L’ayant veuë vne fois, ie t’en rends Amoureux;	L'ayant vue une fois, tu t'en rends Amoureux;
Et de la bien ſeruir tu te tiendras heureux;	Et de la bien servir tu te tiendras heureux;
Allons en ſon logis, c’eſt pres de ceſte ruë, Non!	Allons en son logis, c'est pres de cette rue, Non!
tu mourras d’amour, ſi iamais tu l’as veuë.	tu mourras d'amour, si jamais tu l'as vue.
L'ORDINAIRE.	L'ORDINAIRE.
Amy, que t'ay-ie faict, pour me vouloir du mal, Pourquoy me veux-tu mettre au lien coniugal?	Ami, que t'ai-je fait, pour me vouloir du mal, Pourquoi me veux-tu mettre au lien conjugal?
Pourquoy quitter la Cour, & iamais n’y pareſtres L’amant n'eſt plus à ſoy, l’Amour en eſtle maiſtre.	Pourquoi quitter la Cour, et jamais n'y parêtres L'amant n'est plus à soi, l'Amour en estle maître.
LE M.	LE M.
D’HOSTEL.	D'HÔTEL.
Croy moy ie te ſupplie, allons y promptement, Ie deſire ton bien, c’eſt ton aduancement.	Crois -mo ie te supplie, allons y promptement, Je désire ton bien, c'est ton avancement.
L’ORDINAIRE SOVSRIANT, Il faut croire vn amy, faiſant ce qu’il deſire, Auons a tous pazards:	L'ORDINAIRE SOUSRIANT, Il faut croire un ami, faisant ce qu'il désire, Avons à tous paysards:
Dieu nous vueille condisire;	Dieu nous veuille condisire;
Il faut baiſſer la teſte e fermer les deux yeux, Si l’on rencontre bien, on n’eſt pas mal-heureux.	Il faut baisser la tête e fermer les deux yeux, Si l'on rencontre bien, on n'est pas malheureux.
ACTE QVATRIESME.	ACTE QUATRIÈME.
SCENE IV.	SCÈNE IV.
ET DERNIERE.	ET DERNIÈRE.
LYDIE, ET LE MAISTRE D'HOSTEL'	LYDIE, ET LE MAÎTRE D'HÔTEL'
LYDIE.	LYDIE.
Falloit-il m’eſtonner de voſtre Amour volage!	Fallait-il m'étonner de votre Amour volage!
Ie le pouuois iuger voyant voſtre viſage;	Je le pouvais juger voyant votre visage;
Vous eſtes d’vne humeur ſi prompte au changement Que ne pouuez aymer long-temps fidellement:	Vous êtes d'une humeur si prompte au changement Que ne pouvez aimer longtemps fidèlement:
Voſtre cœur inconſtant n’ayme rien que le change;	Votre cœur inconstant n'aime rien que le change;
La fiebure me bruſloit d’vne folie estrange Cherchant de l’amitié dans toy qui n’en as point,	La faibure me brûlait d'une folie étrange Cherchant de l'amitié dans toi qui n'en as point,
LE M.	LE M.
D'HOSTEL.	D'HÔTEL.
Madame, à qui j’offris les vœux de ma conſtance, Qui mourois tous les iours loing de voſire preſence, Qui faiſois guerre ouuerte à la legereté, Qui voulois mal de mort à l’infidelité, Pardonnez s’il vous plaiſt à ma tendre jeuneſſe, Eſpriſe innocemment par vne autre Maiſtreſſe:	Madame, à qui j'offris les vœux de ma constance, Qui mourais tous les jours loin de vosire présence, Qui faisais guerre ouuerte à la légèreté, Qui voulais mal de mort à l'infidélité, Pardonnez s'il vous plaît à ma tendre jeunesse, Éprise innocemment par une autre Maîtresse:
Ses rets & ſes attraits, tendus pour m’arreſter, M’ont contraint & forcé de ny pas reſiſter;	Ses rets et ses attraits, tendus pour m'arrêter, M'ont contraint et forcé de soins pas résister;
Iupiter, comme moy fut autre fois volage!	Jupiter, comme moi fut autre fois volage!
Et croy, que s’il l’euſt veuë, il euſt ſenty l’outrage Qu'Amour me fit ſentir, par ce mien changement, Et qu’il vous euſt changée auſſi legerement:	Et crois, que s'il l'eût vue, il eût senti l'outrage Qu'Amour me fit sentir, par ce mien changement, Et qu'il vous eût changée aussi légèrement:
Le dez en eſt ietté, ie n’y peux plus que faire, Ma foy luy ay promiſe il faut y ſatisfaire;	Le dé en est ietté, ie y peux plus que faire, Ma foi lui ay promise il faut Le défaire;
Vous n’eſtes deſpourueuë, vn mary vient pour vous, Braue, riche, vaillant, qui paroiſt entre tous, Ie l'ameine vous voir;	Vous n'êtes dépourvue, une mari vient pour vous, Brave, riche, vaillant, qui paraît entre tous, Je l'amène vous voir;
vous ne perdrez au change,	vous ne perdrez au change,
LYDIE.	LYDIE.
Si feray-je Inconſtant, fut-il beau comme vn Ange:	Si ferai-je Inconstant, fut-il beau comme un Ange:
LE M.	LE M.
D’HOSTEL.	D'HÔTEL.
Vous verrez croyez moy;	Vous verrez croyez moi;
le voicy arriuer;	le voici arriver;
L'ORDINAIRE ENTRERA SANS APPROCHER.	L'ORDINAIRE ENTRERA SANS APPROCHER.
LE Il meurt d’impatience à vous venir treuuer, Faictes luy bon accueil, monſtrez luy bonne mine, Donnez luy dans les yeux;	LE Il meurt d'impatience à vous venir trouver, Faites h bon accueil, montrez Seigneur bonne mine, Donnez était dans les yeux;
ne faictes point la fine, Vous voudriez deſia qu’il fut entre deux draps Couché dans voſtre lict enlacé dans vos bras.	ne faites point la fine, Vous voudriez déjà qu'il fut entre deux draps Couché dans votre lit enlacé dans vos bras.
L’ORDINAIRE A LYDIE.	L'ORDINAIRE À LYDIE.
Madame, à mon retour eſpris de voſtre flame, Ie viens vous deſcouurir les deſirs de mon ame, Ie viens ſacriſer monteeur d dos peuna peux;	Madame, à mon retour épris de votre flamme, Je viens vous découvrir les désirs de mon âme, Je viens sacriser monteeur d os peuna peux;
Que ie cheris autant que s’ils eſtoient des dieux:	Que ici chéris autant que s'ils étaient des dieux:
Acceptez mon ſeruice, & m’oſlez hors de paine, A ma fidelité ne ſoyez inhumaine,	Acceptez mon service, et m'ôlez hors de paine, À ma fidélité ne soyez inhumaine,
LYDIE.	LYDIE.
Les hommes en la bouche ont la fidelité, Mais leur cœur eſt remply de l’nfidelité;	Les hommes en la bouche ont la fidélité, Mais leur cœur est rempli de l'nfidélité;
Leurs diſcours ſont trompeurs, leurs langues menſongeres.	Leurs discours sont trompeurs, leurs langues mensongères.
Leurs deſſeins ſimulez, & leurs ames legeres;	Leurs desseins simulez, et leurs âmes légères;
Ils n’ont point d’autre but que de vouloir tromper y ne ſiue treunte uurue vallrapper , Ont ils faict on la quitte, ils ne s’en font que rire, Et d’vn eſprit vanteur faucement en médire;	Ils n'ont point d'autre but que de vouloir tromper y ne siue treunte ouvrue vallrapper , Ont ils fait on la quitte, ils ne s'en font que rire, Et d'un esprit vanteur saucement en médire;
Si fie qui voudra;	Si fie qui voudra;
pour moy ie ne croy pas Qu'vn Amant comme il conte enduraſt le treſpas Pour ſeruir vne Dame, & ſouffrir le martire, Fumée tout cela;	pour moi ici ne crois pas Qu'HanNant comme il conte endurât le trépas Pour servir une Dame, et souffrir le martyre, Fumée tout cela;
il eſt bon de le dire.	il est bon de le dire.
MONSTRANT LE M.	MONSTRANT LE M.
D’HOSTEL.	D'HÔTEL.
I'en appelle à teſmoing ce braue Caualier, Il eſt de vos amis, il n'eſt pas iournalier:	J'en appelle à témoing ce brave Cavalier, Il est de vos amis, il n'est pas journalier:
LE M.	LE M.
D’HOSTEL.	D'HÔTEL.
Hé!	Hé!
de grace pardon, Madame ie vous prie,	de grâce pardon, Madame après vous prie,
LYDIE.	LYDIE.
Les fidouοs lamanes fur te Canet on trie, Il ſont bien clair ſemez?	Les fidouοs lamanes fur te Canet on trie, Il sont bien clair fermez?
HRDHHIANE.	HRDHIANE.
ie veux mourir cent fois Si ie faux d’obſeruer de point en point vos loix.	Ne veux mourir cent fois Si g faux d'observer de point en point vos lois.
LYDIE.	LYDIE.
Demain nous nous verrons, i’auray plus d’alegreſſe;	Demain nous nous verrons, j'aurai plus d'allégresse;
Pour Monſieur il yra viſiter ſa maiſtreſſe.	Pour Monsieur il ira visiter sa maîtresse.
LE M.	LE M.
D'HOSTEL ET L’ORDINAIRE ESTONNEZ DE SON DEPART.	D'HÔTEL ET L'ORDINAIRE ÉTONNEZ DE SON DÉPART.
L’ORDINAIRE.	L'ORDINAIRE.
Nous en reſterons la!	Nous en resterons la!
ſans en dire plus mot;	sans en dire plus mot;
Si ie ne vay la voir, que l’on m’eſtime vn ſot:	Si ici ne vais la voir, que l'on m'estime un sot:
Se mocquer de nous deux!	Se moquer de nous deux!
cher Amy que t’en ſemble?	cher Ami que t'en semble?
LE M.	LE M.
D'HOSTEL.	D'HÔTEL.
Ie n’en ſuis pas raſſis, ie vous iure, i’en tremble, Comme elle parle ſec, ſes diſcours ſont Arreſts, C’eſt vn tranche montagne,	Je n'en suis pas rassis, je vous jure, j'en tremble, Comme elle parle sec, ses discours sont Arrêts, C'est un tranche montagne,
L’ORDINAIRE PICQVE'.	L'ORDINAIRE PICQUE.
il la faut voir exprés, Ie m’en vay de ce pas la viſiter chez elle, Peut eſtre elle ſera plus douce & moins cruelle.	il la faut voir exprès, Je m'en vais de ce pas la visiter chez elle, Peut être elle sera plus douce et moins cruelle.
ACTE CINQVIESME.	ACTE CINQUIÈME.
CENE PREMIERE.	CÈNE PREMIÈRE.
ARGVMENT.	ARGUMENT.
E Duelliſte veſtu en Hermite contera ſes infortunes, & l’Ordinaire par ſes ſubmiſſions & ſeruices ayant ioüy de Lydie ſoubs promeſſe de l’eſpouſer, ioyeuſement chantant le commencement dé ceſte vieille chanſon, En fin ceſte beauté, fera vne poſe exprés afin d’obliger quelque haſté de reſpondre l’autre couplet, Ma la place renduë, & lors por gayeté il luy dira.	E Duelliste vêtu en Hermite contera ses infortunes, et l'Ordinaire par ses submission et services ayant joui de Lydie soubs promesse de l'épouser, joyeusement chant le commencement dé cette vieille chanson, En fin cette beauté, fera une pose exprès afin d'obliger quelque hâté de répondre l'autre couplet, Ma la place rendue, et lors por gaieté il lui dira.
Bon cela eſt bien dit, ec.	Bon cela est bien dit, ec.
que ſi perſonne n’eſt ſi haſté il continuëra le reſte puis le Maiſtre d’Hoſtel & Glycere iront treuuer l’Hermite pour les marier, ou ſe rencõtreront pour pareil effect l’Ordinaire & Lydie tous eſtonnez de ces rencontres, le Poëte s’y conuiant pour en compoſer les chants nuptiaux, & le prudent Demonax armé pour y combattre à la barriere, fait rencontre de ſon amy Tanafile qu’il auoit crû mort, tué en Duël, puis apres mille excez de ioye de ſe reuoir, à la perſuaſion de l’Hermite & du Poëte, aſſiſtent aux ceremonies Nuptiales.	que si personne n'est si hâté il continuera le reste puis le Maître d'Hôtel et Glycere iront trouver l'Hermite pour les marier, ou se rencontreront pour pareil effet l'Ordinaire et Lydie tous étonnés de ces rencontres, le Poète s'y convient pour en composer les chants nuptiaux, et le prudent Démonax armé pour y combattre à la barrière, fait rencontre de son amy Tanafile qu'il avait cru mort, tué en Duël, puis après mille excès de joie de se reuoir, à la persuasion de l'Hermite et du Poëte, et du cérémonies Nuptiales.
Ie cherche les Deſerts aux humains incognus, Où Bergers ny trouppeaux ne ſont iamais venus, Au plus profond d’vn creux, des rochers ombragees, Des plus hautes foreſts des vieux Siecles aagees;	Je cherche les Déserts aux humains inconnus, Où Bergers était troupeaux ne sont jamais venus, Au plus profond d'un creux, des rochers ombrage, Des plus hautes forêts des vieux Siècles âge;
L’à, ie veux dans le fond de quelque affreux Rocher, Où iamais le Soleil n’aye peu appre cher Baſir vn Temple obſcur pour y faire demeure, Amoureux, Martial, Penitent à ceſte heure;	L'à, Madame veux dans le fond de quelque affreux Rocher, Où jamais le Soleil n'aie peu âpre cher Basir un Temple obscur pour y faire demeure, Amoureux, Martial, Pénitent à cette heure;
T pleurant les regrets dont ie ſuis poſſedé D’y voir que mes deſſeins ayent mal ſuccedé:	T pleurant les regrets dont tu suis possédé D'y voir que mes desseins aient mal succédé:
Le Dieu Mars & Venus, à mon bien trop contra ires M’affligeants à l’enuy des mal-heurs ordinaires;	Le Dieu Mars et Venus, à mon bien trop contra ires M'affligeants à l'envi des malheurs ordinaires;
L’homme doit contre Amour ſe tenir preparé, D’arriuer à ſon port on eſt mal aſſeuré, Ses flots ſont eſcumants comme ceux de Neptune Pour nous faire ſenuir couſiours quelque inſortune;	L'homme doit contre Amour se tenir préparé, D'arriver à son port on est mal asseuré, Ses flots sont écumants comme ceux de Neptune Pour nous faire senvir coutivours quelque insortune;
Mars n’eſpargne perſonne au ſort de ſes combats, Il met eſgallement les grands, les petits bas, Il n’a point de reſpect, ſes armes iournalieres Ferment aux plus vaillants les premiers les paupieres:	Mars n'épargne personne au sort de ses combats, Il met également les grands, les petits bas, Il n'a point de respect, ses armes journalières Ferment aux plus vaillants les premiers les paupières:
L’à i'auray du repos;	L'à j'aurai du repos;
repos tant deſiré, Que ie ne peux treuuer qu’en ce lieu retiré;	repos tant désiré, Que ainsi ne peux trouver qu'en ce lieu retiré;
Mes Amours, mes Combats, teſmoings de ſeruitude, Me quittant auront peur de ceſte ſolitude, Là i’auray liberté, n’ayant rien de ſecret, Ie parleray tout haut ſans crainte & ſans regret:	Mes Amours, mes Combats, témoin de servitude, Me quittant auront peur de cette solitude, Là j'aurai liberté, n'ayant rien de secret, Je parlerai tout haut sans crainte et sans regret:
Si, proche d’vn ruiſſeau, triſte ie me retire, Rauaſſant dans les eaux, ſi ma peine ce mire, Ie verray s’eſcouler & ſes eaux & mes iours, M’y voyant paſle & ſec de combats & d’amours Si dedans les foreſts ie chante mon martyre, Leurs échos eſçoutants me le viendront redire:	Si, proche d'un ruisseau, triste ) me retire, Ravassant dans les eaux, si ma peine ce mire, Je verrai s'écouler et ses eaux et mes jours, M'y voyant pâle et sec de combats et d'amours Si dedans les forêts quelque chante mon martyre, Leurs échos esçoutants me le viendront redire:
Les foreſts & les bois ne ſeront pas ſi ſourds Qu’ils n’entendent ma voix pour me donner ſecours;	Les forêts et les bois ne seront pas si sourd 'ils n'entendent ma voix pour me donner secours;
O!	Ô!
trois fois bien heureux celuy la qui meſpriſe, Les appas Amoureux, & garde ſa franchiſe, Deſirer, n’eſt que peme, eſperer que tourment, On n’eſt point aſſeuré, l’on craint le changement, Car de Mars & d’Amour, quoy que l’on en eſpere mu nazira des perus peint eſt ſe ſalaie;	trois fois bien heureux celui la qui méprise, Les appas Amoureux, et garde sa franchise, Désirer, n'est que peme, espérer que tourment, On n'est point assuré, l'on craint le changement, Car de Mars et d'Amour, quoi que l'on en espérer mu nuzira des perus peint est se salaie;
MACET L’as d’auoir ſi lorg temps ſuiuy leurs paſſions.	MACET L'as d'avoir si lorg temps suivi leurs passions.
I’auray dans le repos d’auires aff.	J'aurai dans le repos d'avires as.
ctions.	ctions.
CTE CI IESME.	CTE CY IESME.
CENE DEMAMESME.	CÈNE DEMAMESME.
L’ORDINAIRE CHANTERA.	L'ORDINAIRE CHANTERA.
En fin ceſte Beauté.	En fin cette Beauté.
Apres vne pauſe ſi l’on reſpond, M’a la place renduë, il dira, Bon cela eſt bien dit, la palme vous eſt deuë.	Après une pause si l'on répond, M'a la place rendue, il dira, Bon cela est bien dit, la palme vous est due.
Que ſi l’on ne reſpond, il contiuuëra le reſte du couplet chantant, ma la place renduë, Q'elle auoit contre moy ſi long-temps deffenduë.	Que si l'on ne répond, il contiuuëra le reste du couplet chant, ma la place rendue, Qelle avait contre moi si longtemps défendues.
LYDIE ENTRERA TRISTEMENT.	LYDIE ENTRERA TRISTEMENT.
L’ORDINAIRE IALLANT LA TREVVER.	L'ORDINAIRE IALLANT LA TREURER.
Mais voicy ma Maiſreſſe, & biez mon petit cœur, Mes amours, mes deſirs, mon maiſtre, mon vainqueur, Ie t’ay laiſſee au lict, estois-tu trop laſſee, N’auois tu point aſſez dormy la nuict paſſee, Ie n’ay pas faict de bruict ſortant d’aupres de toy, M’as-tu ſenty leuer, ſans mentir, d’y le moy?	Mais voici ma Maîtresse, et biez mon petit cœur, Mes amours, mes désirs, mon maître, mon vainqueur, Je t'ai laisse au lit, étais-tu trop lassée, N'avais tu point assez dormi la nuit passe, Je n'ai pas fait de bruit sortant d'auprès de toi, M'as-tu senti lèver, sans mentir, d'y le moi?
Tes yeux eſtoient fermez, me leuant de ta couche I’ay cueilly le baizer doucement ſur ta bouche, Puis ie t’ay recouuerte, & tirant le rideau Ie juis ueſeenau ous, pauts muues, fans enuppeau, Craignant de t’eſueiller;	Tes yeux étaient fermés, me levant de ta couche J'ai cueilly le baigner doucement sur ta bouche, Puissi t'ai recouverte, et tirant le rideau Je juis uéseenau ous, pauts mues, fans enupeau, Craignant de t'éveiller;
car i’ayme tant ton ayſe, Mon cœur approche toy, permets que ie te baiſe.	car j'aime tant ton aise, Mon cœur approche toi, permets que votre te baise.
REGARDANT LE PEVPLE.	REGARDANT LE PEUPLE.
Ne vous mocquez de moy d’aller idolatrant, Ces beaux yeux dont les traicts vont mon cœur penetrant Des pointes de l’Amour, mon ame en eſt meurtrie, Car de les adorer, ce n’eſt qu'idolatrie, Baiſe moy donc mon cœur, tu me fais trop languir, Allons encor vn coup ſur tes léures cueillir Ce nectar de Venus:	Ne vous moquez de moi d'aller idolâtrant, Ces beaux yeux dont les traits vont mon cœur pénétrant Des pointes de l'Amour, mon âme en est meurtrie, Car de les adorer, ce n'est qu'idolâtrie, Baise moi donc mon cœur, tu me fais trop languir, Allons encor un coup sur tes langue cueillir Ce nectar de Venus:
ne faicts point la facheuſe, Oratuniu quemuoit cojet es-tu encor honteuſe, On ne s’en cache plus;	ne faits point la fâcheuse, Oratuniv quemuait cojet est-tu encor honteuse, On ne s'en cache plus;
chacune en faict autant, C’eſtoit au temps paſſé;	chacune en fait autant, C'était au temps passé;
mais non pas maintenant:	mais non pas maintenant:
Vn Dieu nous le commande, inſtruicts de la nature A faire ſon ſemblable, & buſquer aduenture, Allons ſans plus tarder.	Un Dieu nous le commande, instruits de la nature A faire son semblable, et busquer aventure, Allons sans plus tarder.
LYDIE.	LYDIE.
Et Monſieur, mon honneur!	Et Monsieur, mon honneur!
L’ORDINAIRE.	L'ORDINAIRE.
De garder ce treſor ce m'eſt vn grand bon-heur,	De garder ce trésor ce m'est un grand bonheur,
LYDIE.	LYDIE.
Mais vous m'auez promis la foy de Mariage?	Mais vous m'avez promis la foi de Mariage?
L’ORDINAIRE.	L'ORDINAIRE.
Ie l’ay promiſe!	Je l'ai promise!
& vous?	et vous?
LYDIE PLEVRANTE.	LYDIE PLEURANTE.
vous en auez vn gage Trop fort pour en doubter, ie ſuis du tout à vous;	vous en avez un gage Trop fort pour en doubter, Elle suis du tout à vous;
Et M onſieur exaucez ma priere à genoux, Vous auez mon honneur, i’ay voſtre foy promiſe, Allons nous marier, allons droict à l’Egliſe;	Et M onsieur exaucez ma prière à genoux, Vous avez mon honneur, j'ai toujours foi promise, Allons nous marier, allons droit à l'Église;
Nous treuuerons vn Preſtre, allons ſans plus tarder, Faiſons taire, le monde, on vient me regarder Iuſques deſſous le nez, & deuiens ſi honteuſe;	Nous trouverons un Prêtre, allons sans plus tarder, Faisons taire, le monde, on vient me regarder Jusques dessous le nez, et deviens si honteuse;
Quand la fille à failly, ô!	Quand la fille à failli, ô!
qu’elle eſt mal-heureuſe:	qu'elle est malheureuse:
Tu ne to mapes pom.	Tu ne to mapes pom.
duons uont promproment, Reſponds?	duons uont promproment, Réponds?
quels ſouuenirs roullent dans ta penſée?	quels souvenirs roullent dans ta pensée?
Voudrois-tu me laiſſer en ce point offencée?	Voudrais-tu me laisser en ce point offensée?
Ayant iouy de moy, me vouloir meſpriſer?	Ayant joui de moi, me vouloir mépriser?
ELLE SORTIRA BE COLERE.	ELLE SORTIRA BE COLÈRE.
L’ORDINAIRE.	L'ORDINAIRE.
SEVL.	SEUL.
Pour hayr vne femme, il la faut eſpouſer, Pourquoy tant differer qui me tient en la chaiſne!	Pour haïr Seigne ur, il la faut épouser, Pourquoi tant différer qui me tient en la chaîne!
Qui retarde mes pas qui me peut mettre en paine?	Qui retarde mes pas qui me peut mettre en paine?
Ie refuſe vn plaiſir que i’ay tant deſiré, I’ay pour luy nuict & iour tant de fois ſouſpiré, Maintenant qu’à longs traicts i’en ay la jouyſſance, De la vouloir tromper les Dieux prendroient vengeancé, Il faut la contenter;	Je refuse un plaisir que j'ai tant désiré, J'ai pour tu nuit et jour tant de fois soupiré, Maintenant qu'à longtemps traits j'en ai la jouissance, De la vouloir tromper les Dieux prendraient vengé, Il faut la contenter;
ie ſerois inhumam, Puiſque c’eſt la raiſon, la remettre à demain:	ie serais inhumam, Puisque c'est la raison, la remettre à demain:
A deux cens pas d’icy l’on void vn Hermitage, Où l’on peut celebrer noſtre heureux Mariage, 13 oaptont dece pas, ajaat aonne maje;	À deux cens pas d'ici l'on voit un Hermitage, Où l'on peut célébrer notre heureux Mariage, 13 oaptont dece pas, ajà -monne maje;
C’eſt à elle la mienne, & la ſienne eſt à moy.	C'est à elle la mienne, et la sienne est à moi.
IRE.	IRE.
Cependant ſur ma foy ne prenez pas exemple;	Cependant sur ma foi ne prenez pas exemple;
Tel vous aura promis qu’il n’yra pas au Temple:	Tel vous aura promis qu'il n'ira pas au Temple:
FEIGNANT DE SORTIR REVIENDRA	FEIGNANT DE SORTIR REVIENDRA
ACTE CIN QVIESME.	ACTE CIN QUIESME.
SCENE DERNIERE.	SCÈNE DERNIÈRE.
LE M.	LE M.
D'HOSTEL ET GLYCERE.	D'HÔTEL ET GLYCÈRE.
Et lien voicy le ieur, le iour tant deſiré Pour lequel ſi long-temps vons auez ſouſpiré, Iour de contentement d’Hymen & d’Hymenée, Qui vous rend à iamais heureuſe & fortunée, Vous n’auez plus ſoubçon de mon affection, Vous voyez maintenant ma reſolutton, Vous auiez quelque doubte & penſiez (cheſe éſtrange.	Et lien voici le jour, le iour tant désiré Pour lequel si longtemps vons auez soupiré, Jour de contentement d'Hymen et d'Hyménée, Qui vous rend à jamais heureuse et fortunée, Vous n'avez plus soubçon de mon affection, Vous voyez maintenant ma résoluton, Vous aviez quelque doute et pensiez (ches éstrange.
Qu'eſtant né Courtiſan, ie me plaiſois au change, Tromper eſtre ma gloire;	Qu'étant né Courtisan, tu me plaisais au change, Tromper être ma gloire;
abuſer, mes deſirs;	abuser, mes désirs;
Seduire vne beaute, mes vniques plaiſirs?	Séduire une beauté, mes uniques plaisirs?
Comme Comme vne Abeille aller de fleurette en fleurette Cueillir vn auant fruict, confeſſez moy la debte, N’auoir foy, ny parole & leger, comme vent, En amour n’aymer rien que de changer ſouuent:	Comme Comme une Abeille aller de fleurette en fleurette Cueillir un avant fruit, confessez moi la détte, N'avoir foi, ni parole et léger, comme vent, En amour n'aimer rien que de changer souvent:
Pour vn baiſer cueilly forcément ſur la bouche, Publier faucemeut le deduict de la couche;	Pour un baiser cueilly forcément sur la bouche, Publier faucemut le déduit de la couche;
Ne me le celez plus!	Ne me le celez plus!
diſ-je pas verité.	dis-je pas vérité.
GLYCERE Mon cœur ne prends point garde à ma ſimplicité, Pour t’auoir trop aymé me tiens tu criminelle!	GLYCÈRE Mon cœur ne prends point garde à ma simplicité, Pour t'avoir trop aimé me tiens tu criminelle!
D’auoir craint de te perdre, en ſuis-ie moins fidelle?	D'avoir craint de te perdre, en suis-je moins fidèle?
A quoy me reprocher vn excés d’amitié!	À quoi me reprocher un excès d'amitié!
Tu me donne la mort, aye de moy pitié:	Tu me donne la mort, aie de moi pitié:
Oublie le paſsé;	Oublie le passé;
car ceſte deffiance N’eſtoit que pour auoir de ta foy l’aſſe urance:	car cette défiance N'était que pour avoir de ta foi l'asse urance:
Mais puiſque maint enant mes deſirs, mes ſouhaits Sont proenos uobout jui que camuuiamamais, A dorant tes faueurs, dont le penſer m’anime Mon cœur ſur leur Autel immoler pour victime:	Mais puisque maint enant mes désirs, mes souhaits Sont proenos obout jui que camuuiamamais, A dorant tes faveurs, dont le penser m'anime Mon cœur sur leur Autel immoler pour victime:
Allons l’heure nous preſſe, acheuons nos deſirs, Et puis tout à loiſir, nous comblant de plaiſirs, Sans crainte & par honneur d’vne amitié extreſme:	Allons l'heure nous presse, achevons nos désirs, Et puis tout à loisir, nous comblant de plaisirs, Sans crainte et par honneur d'une amitié extrême:
LE BAISANT.	LE BAISANT.
I'aymeray mieux ces yeux mille fois que moy meſme:	J'aimerai mieux ces yeux mille fois que moi -même:
Aduançons, qu’il me tarde, hé!	Aduançons, qu'il me tarde, hé!
double vn peu le pas, L’hermite en ſa celule on ne treuerrons pas, Il ſera dans les bois, ou parmy les campagnes, Pourglanner des eſpies, gauller pommes, chataignes, Viuant ainſi de peu dans la frugalité, Heureux paſſant ſa vie en la mandicité;	double un peu le pas, L'hermite en sa celule on ne trouverons pas, Il sera dans les bois, ou parmi les campagnes, Pourglanner des épies, gauller pommes, châtaignes, Vivant ainsi de peu dans la frugalité, Heureux passant sa vie en la mandicité;
Sonnez à la clochette, heurtez donc à la porte, Ie vay ſonner pour vous, voulez vous pas qu’il ſorte Afin de le prier de terminer nos vœux;	Sonnez à la clochette, heurtez donc à la porte, Je vais sonner pour vous, voulez -vous pas qu'il sorte Afin de le prier de terminer nos vœux;
LE M.	LE M.
D’HOSTEL.	D'HÔTEL.
Mon cœur ie ſuis à toy, ie veux ce que tu veux,	Mon cœur ie suis à toi, une veux ce que tu veux,
GLYCERE S'il Je preſente à nous vpus ferez le meſſage:	GLYCÈRE S'il Je présente à nous vus ferez le message:
LE M.	LE M.
D’HOSTEL.	D'HÔTEL.
Le priant qu’il nous mette au joug de mariage	Le priant qu'il nous mette au joug de mariage
LY ERE.	LI ÈRE.
O!	Ô!
la douce parole, ôt iour trop attendu, Puiſſe-tu dans le Ciel des dieux eſtre entendu;	la douce parole, ôt jour trop attendu, Puisse-tu dans le Ciel des dieux être entendu;
Sonnons ſans plus tarder, hola, hola, bon homme!	Sonnons sans plus tarder, holà, holà, bon homme!
L'HERMITE.	L'HÉRMITE.
Ce m’eſt trop de faueur, frere Iean on me nomme:	Ce m'est trop de faveur, frère Jean on me nomme:
A quoy vous peut ſeruir, vn pauure Penitant?	À quoi vous peut servir, un pauvre Pénitant?
