AT.	AT.
Ve l’amour a d’appas dans ſes traits plus cuiſans, Qu'aucuns mal à propos treuuẽt ſes coups peſans;	Ve l'amour a d'appas dans ses traits plus cuisants, Qu'aucuns mal à propos trouvèrent ses coups pesants;
Sçauroit-on receuoir vne griefue bleſſure De la main d’vn enfant d’imbecille nature?	Saurait-on recevoir une grieve blessure De la main d'un enfant d'imbecille nature?
Ses fléches ne ſont point d’vn acier meutriſſant, D'vne D'vne qui n'oſeroit à cét heur aſpirer, Que ma couronne offerte outre ſon eſperance Eblouïra d’abord, & rendra ſans defance;	Ses flèches ne sont point d'un acier meutrissant, D'une D'vne qui n'oserait à cet heur aspirer, Que ma couronne offerte outre son espérance Eblouïra d'abord, et rendra sans défance;
C’eſt pour mettre à ce point mes deſſeins amoureux, 114 I Que ſolitaire i’erre en ces champs plantureux, Qui voyent tant de fois l’object de ma penſee.	C'est pour mettre à ce point mes desseins amoureux, 114 I Que solitaire j'erre en ces champs plantureux, Qui voient tant de fois l'object de ma pensée.
Ha!	Ha!
que i’ay dextrement de ma troupe, empreſſee A pourſuiure vn grand cerf, trompé l’œil, & les ſoins, Pour rendre mon amour plus hardi ſans témoins, Dés-ja mille Bergers au ſon de leurs muſettes Inuitent leurs brebis à ronger les fleurettes, Et ma Bergere encor ne paroit point icy, Cela donne à mon ame vn étrange ſoucy.	que j'ai dextrement de ma troupe, empresse A poursuivre un grand cerf, trompé l'œil, et les soins, Pour rendre mon amour plus hardi sans témoins, Déjà mille Bergers au son de leurs musettes Inuitent leurs brebis à ronger les fleurettes, Et ma Bergère encor ne paraît point ici, Cela donne à mon âme était étrange souci.
Enfin, ie l’apperçoy aßiſe dans la plaine, Qui goüte le repos, & me laiſſe la peïne.	Enfin, Seigneur l'aperçois aussi dans la plaine, Qui goûte le repos, et me laisse la péine.
Auançons, pour ſçauoir ſi nous ſerons heureux:	Avançons, pour savoir si nous serons heureux:
Mais de peur qu’à l’abord vn diſcours amoureux Choquant ſes ſentimans ne la rendit farouche, Auant que d’eſſayer ſi mon amour la touche, Engageons ſon eſprit dans les diſcours communs.	Mais de peur qu'à l'abord un discours amoureux Choquant ses sentimants ne la rendit farouche, Avant que d'essayer si mon amour la touche, Engageons son esprit dans les discours communs.
Les loups de ces foreſts ſont-ils point importuns Aux timides agneaux de voſtre Bergerie?	Les loups de ces forêts sont-ils point importuns Aux timides agneaux de votre Bergerie?
1	1
SILAIRE.	SILAIRE.
Monſieur, i’ay bien raiſon de craindre leur furie, Car vraimant ie n’ay pas ni les bras aßés forts, Ni le cœur aßés bon pour vaincre leurs efforts:	Monsieur, j'ai bien raison de craindre leur furie, Car vraimant ici n'ai pas ni les bras assez forts, Ni le cœur assés bon pour vaincre leurs efforts:
Mais les Bergers d’icy, dés que ie crie, courent, Et Et mon petit troupeau charitables ſecourent.	Mais les Bergers d'ici, dès que sans crie, courent, Et Et mon petit troupeau charitables secourent.
CLEOGENE.	CLÉGENE.
N’en a-t’il point quelcun, dõt le ſecours plus pron Temoigne plus d'ardeur que les autres ne fonts	N'en a-t-il point quelcun, dont le secours plus pron Témoigne plus d'ardeur que les autres ne fonts
SILAIRE.	SILAIRE.
Trétous égalemant accourent à mon aide,	Trétous égalemant accourent à mon aide,
CLEOGENE.	CLÉGENE.
C’eſt donc qu’vn meſme amour ſans doute les pe ſede;	C'est donc qu'un même amour sans doute les pè de;
Mais, ſi quelcun d’entreux vous refuſoit ſes pas, Et ſon nide au beſoin, ne vous plaindriés-vous pe De ſon humeur barbare, à vos cris inſenſible?	Mais, si quelcun d'entreux vous refusait ses pas, Et son nide au besoin, ne vous plaindriez-vous pe De son humeur barbare, à vos cris insensible?
SILAIRE.	SILAIRE.
Ie penſe qu’en ce cas il me ſeroit loiſible De l’accuſer d’auoir bien peu de charité.	Je pense qu'en ce cas il me serait loisible De l'accuser d'avoir bien peu de charité.
CLEOGENE.	CLÉGENE.
Bergere, reglés-vous à cette verité, Car par la méme loy vous étes obligee A donner du ſecours à mon ame affligee:	Bergère, réglez-vous à cette vérité, Car par la même loi vous êtes oblige A donner du secours à mon âme afflige:
Dés cét heureux momant que le ciel enuieux De mon repos, permit de cognoître à mes yeux Tant de choſes en vous aux mortels adorables, Mon ame a reſſenti des douleurs incurables A tout autre qu’à vous;	Dès cet heureux momant que le ciel envieux De mon repos, permit de connaître à mes yeux Tant de choses en vous aux mortels adorables, Mon âme a ressenti des douleurs incurables À tout autre qu'à vous;
ie bruſle inceſſammant, Toute choſe dépuis m'ét vn mouueau tourmant, Mille deſirs ardans me rongent à toute heure:	Les brûle incessammant, Toute chose depuis m'est un mouveau tourmant, Mille désirs ardans me rongent à toute heure:
Mais, à ce que ie voy, vous voulés que ie meure;	Mais, à ce que ie cy, vous voulez que Seigneur meure;
Ce ſeuere regard m'ordonne de perir, Defendant à mon cœur d’eſperer de guerir.	Ce sévère regard m'ordonne de périr, Defendant à mon cœur d'espérer de guérir.
SILAIRE.	SILAIRE.
monſeennnt ne ſeuſpoint ee que coms vontés dire.	Monseennt ne seuspoint ce que coms vontés dire.
EOGENE.	ÉGENE.
Que pour vôtre beauté ſans ceſſe ie ſouſpire, Que, pour vous trop aimer, ie me meurs, qu'vn baiſer Peut infaliblement mes douleurs appaiſer;	Que pour votre beauté sans cesse ie soupire, Que, pour vous trop aimer, je me meurs, qu'un baiser Peut infaliblement mes douleurs apaiser;
Accordés ce remede à mon ame embraſee, Puiſ-que la gueriſon vous en eſt ſi aiſee:	Accordez ce remède à mon âme embrasée, Puis-que la guérison vous en est si aise:
Luißes moy reiueiuir ſur ces boras de coral Ce miel, dont la douceur ſoulagera mon mal.	Luisiez moi reiueiuir sur ces boras de coral Ce miel, dont la douceur soulagera mon mal.
ILAIRE.	ILAIRE.
Monſieur, retirés-vous, ou vôtre violence Me contraindra d’vſer enuers vous d’inſolence, Si vous continues oorre uruturire;	Monsieur, retirez-vous, ou votre violence Me contraindra d'user envers vous d'insolence, Si vous continues oorre uruturire;
Le reſpect, que ie dois à vôtre qualité, Ne m'empéchera pas de punir vôtre audace.	Le respect, que personne dois à votre qualité, Ne m'empêchera pas de punir votre audace.
LEOGENE.	LEOGENE.
Ma Reine ſans ſubjet vous vsés de menace, I’obeiray tou-jours à vos commandemans, Fuſſent-ils ennemis de mes contentemans, Auec trop de reſpect mon ame vous adore, Pour vous dés-obliger, ce feu, qui me deuore, Qui ſur mes ſentimans s’eſt rendu le plus fort, Contre ma volonté vous à fait cét effort:	Ma Reine sans sujet vous usez de menace, J'obéirai tou-jours à vos commandemans, Fussent-ils ennemis de mes contentements, Avec trop de respect mon âme vous adore, Pour vous dès-obliger, ce feu, qui me dévore, Qui sur mes sentimants s'est rendu le plus fort, Contre ma volonté vous à fait cet effort:
Mais relachés vn peu de cette humeur rebelle:	Mais relâchez un peu de cette humeur rebelle:
Les Dieux aſſeurémant vous ont rendu ſi belle, Affin de releuer vôtre condition, Si vous fauorisés vn peu ma paßion,	Les Dieux asseurémant vous ont rendu si belle, Affin de relever votre condition, Si vous fauorisés un peu ma passion,
E 2	 2
SILAIRE.	SILAIRE.
Iamais la vanité ne toucha mon eſprit, L’or, ni l’ambition, iamais ne le ſurprit, Et dans ce peu de brennsque te uejin prejente A ma condition, i'ay l’ame plus contente, Que ſi ie poſſedois tous ces fameux threſors Que l’onde vous recelle outre ſes derniers bors.	Jamais la vanité ne toucha mon esprit, L'or, ni l'ambition, jamais ne le surprit, Et dans ce peu de brennsque te évejin préjente À ma condition, j'ai l'âme plus contente, Que si je possédais tous ces fameux trésors Que l'onde vous recèle outre ses derniers bors.
L’ame a plus de repos lors qu'elle a moins d’enuie, Ie ne quitterois pas la douceur de la vie, Qu'auecque mon troupeau ie meine innocemmãt, Pour regner ſur la terre & l’humide elemant:	L'âme a plus de repos lors qu'elle a moins d'envie, Je ne quitterais pas la douceur de la vie, Qu'avec mon troupeau personne mène innocemand, Lor régner sur la terre et l'humide élemant:
Cherchés doncques quelcun, de qui vôtre richeſſe Touche les ſentimans, & que vôtre amour preſſe.	Cherchez donc quelcun, de qui votre richesse Touche les sentimants, et que votre amour presse.
CLEOGENE.	CLÉGENE.
Ingratte:	Ingratte:
tu me fuis, i’ay ſouffert inſensé Que ton cruel mépris m’ait ſi fort offencé;	tu me fuis, j'ai souffert insensé Que ton cruel mépris m'ait si fort offensé;
Puis-ie biẽ me reſoudre aux tourmãs que i’endure?	Puis-je bien me résoudre aux tourmants que j'endure?
Plutôt, puis-ie ſoufrir que ma lâcheté dure?	Plutôt, puis-je souffrir que ma lâcheté dure?
La licence, qu'Amour donne à tous ſes projets, Le pouuoir abſolu que i’ay ſur mes ſujets, Ma perſuaſion, iointe à la violence, Vaincront facilemant cette foible defence, Qu'à mes ardans deſirs tu oppoſes en vain:	La licence, qu'Amour donne à tous ses projets, Le pouuoir absolu que j'ai sur mes sujets, Ma persuasion, jointe à la violence, Vaincront facilement cette faible défense, Qu'à mes ardans désirs tu opposes en vain:
Oehhnit que le Berer air seneie eema Le tour ue t'untuers, turueur qui me tranſporté, Poſſedera les lieux où mon deſir me porte.	Oehnhit que le Bérer air sénéie eema Le tour ue t'untuers, turueur qui me transporté, Possédera les lieux où mon désir me porte.
MAIE SLCONE SCENE PREMIERE.	MAIE SLCONE SCÈNE PREMIÈRE.
ELISE, AGATHIE.	ÉLISE, AGATHIE.
ELISE.	ÉLISE.
ESTINS trop inhumains, aués-vous arrété,	ESTINS trop inhumains, avez-vous arrêté,
Que	Que
Que le mal, que ie ſens dure vne eternité:	Que le mal, que ie sens dure une éternité:
Grands dieux, qui punißés la miſerable Eliſe, Sans doute qu'en ce cas vôſtre ire s'eſt mépriſe.	Grands dieux, qui punissez la misérable Élise, Sans doute qu'en ce cas vôtre ire m'est méprise.
Ce n'eſt point moy, qui ay prophané vos autels, Ma beauté n’a iamais ſemé chés les mortels Ceſte diuiſion, ſi fatale à la Grece, Et quelque deſeſpoir, dont le chagrin me preſſe, La rage contre vous iamais ne m’anima, Ma bouche contre vous iamais ne blaſphema;	Ce n'est point moi, qui ai prophané vos autels, Ma beauté n'a jamais semé chez les mortels Cette division, si fatale à la Grèce, Et quelque désespoir, dont le chagrin me presse, La rage contre vous jamais ne m'anima, Ma bouche contre vous jamais ne blasphéma;
Neaumoins, ie me vois l’objet de vos choleres, Et ſi le ſouuenir du peché de mes peres Ne vous excite point à cette cruauté, Quelque honneur que ie doiue à vôtre deïté, Ie proteſte hardimant, qu'en ce cruel ſupplice, I’ay beaucoup, d’innocence, & vous peu de iuſtice;	Neaumoins, on me vois l'objet de vos cholères, Et si le souvenir du péché de mes pères Ne vous excite point à cette cruauté, Quelque honneur que je doive à votre deïté, Je proteste hardimant, qu'en ce cruel supplice, J'ai beaucoup, d'innocence, et vous peu de justice;
Car vous aués permis que ce philtre amoureux, Bien plus que le venin d’vn aſpic d’angereux, Se ſaiſit de mon cœur, par les yeux de Timandre;	Car vous avez permis que ce philtre amoureux, Bien plus que le venin d'un aspic d'angereux, Se saisit de mon cœur, par les yeux de Timandre;
Contre ce doux poiſon ie ne me puis defandre, A peine mon eſprit penſe à ſa gueriſon, Ce mal ſi doucement attaque ma raiſon, Qu'elle ſe laiſſe vaincre aux appas de ma flâme;	Contre ce doux poison ie ne me puis défandre, À peine mon esprit pense à sa guérison, Ce mal si doucement attaque ma raison, Qu'elle se laisse vaincre aux appas de ma flamme;
Et traître à mon repos abandonne mon ame:	Et traître à mon repos abandonne mon âme:
Timandre a trop d’appas pour n'être pas aimé;	Timandre a trop d'appas pour n'être pas aimé;
Mon eſprit eſt trop bon pour n'eſtre pas charme De tant de qualités qui le rendent aimable, Immortels, ſi i’oſois, ie dirois adorable, Et quant Timandre auroit aßés de cruauté, Pour méprifer les vœux de ma fidelité, Ie me condamnerois moy-méme pour luy plaire, I’approuuerois pour luy la haine, & ma miſere, Ie dirois que i’ay tort, & me plaindrois aux dieux De mon peg de merite, & non pas de ſes yeux.	Mon esprit est trop bon pour n'être pas charme De tant de qualités qui le rendent aimable, Immortels, si j'osais, on dirais adorable, Et quant Timandre aurait assez de cruauté, Pour mépriser les vœux de ma fidélité, Je me condamnerais moi-même pour lui plaire, J'approuverais pour toujours la haine, et ma misère, Je dirais que j'ai tort, et me plaindrais aux dieux De mon peg de mérite, et non pas de ses yeux.
C’eſt l’excés de l’amour dont mon ame eſt preſſee Qu'vne vaine raiſon combat dans ma penſee:	C'est l'excès de l'amour dont mon âme est presse Qu'une vaine raison combat dans ma pensée:
Mais, helas!	Mais, hélas!
dans l’effort, que ie fais ſur mes ſens, I’augmante ma foibleſſe & le mal que ie ſens:	dans l'effort, que ici fais sur mes sens, J'augmante ma faiblesse et le mal que je sens:
re ne pun pius fouſſnir l'ardeur qui me tranſporte.	rene pun pius foussnir l'ardeur qui me transporte.
Agathie, au ſecours;	Agathie, au secours;
accourés, ie ſuis morte.	accourz, Seigneur suis morte.
AGATHIE.	AGATHIE.
Madame, qu’aués vous, quel facheux accident Pouſſe vn ſi beau Soleil ſi tôt vers l’Occident?	Madame, qu'avez -vous, quel fâcheux accident Pousse un si beau Soleil si tôt vers l'Occident?
Qu'ét-ce qui vous fait mal?	Qu'est-ce qui vous fait mal?
Bon, elle s'éuertue, Madame, bon courage,	Bon, elle s'évertue, Madame, bon courage,
HELISE.	HÉLISE.
Ha!	Ha!
ta pitié me tue, Tu m’obligerois bien de me laiſſer mourir, Car außi bien en vain me veux-tu ſecourir:	ta pitié me tue, Tu m'obligerais bien de me laisser mourir, Car aussi bien en vain me veux-tu secourir:
I’ay trop de deſeſpoir, & de fureur dans l’ame Pour viure plus long temps.	J'ai trop de désespoir, et de fureur dans l'âme Pour vivre plus long temps.
AGATHIE.	AGATHIE.
Bons dieux, elle ſe pâme, Madame, r’animés l'éclat de ces beaux yeux.	Bons dieux, elle se pâme, Madame, ranimezés l'éclat de ces beaux yeux.
ELISE.	ÉLISE.
Il faut donc que ie viue, & vous voulés, Grands Dieux, Que pour me châtier ce mal tou-jours m’afflige, Ma fille, ton ſecours me déplait, & m'oblige, Ie cognois bien que cét ta pure affection Qui s’oppoſe aux effets de mon affliction:	Il faut donc que je vive, et vous voulez, Grands Dieux, Que pour me châtier ce mal toujet m'afflige, Ma fille, ton secours me déplait, et m'oblige, Je connais bien que cet ta pure affection Qui s'oppose aux effets de mon affliction:
