ACT EVRS.	ACT EURS.
Si j’oſe ſur ce point dire mon ſentiment, Cette crainte, Seigneur, n’eſt pas ſans fondement, Des grands Rois tels que vous la noble inquietude, S’abaiſſe rarement iuſqu’à la multitude, Leurs eſprits occupez par d’illuſtres projets, Ne ſongent qu’en paſſint aux vœux de leurs ſu’ets:	Si j'ose sur ce point dire mon sentiment, Cette crainte, Seigneur, n'est pas sans fondement, Des grands Rois tels que vous la noble inquiétude, S'abaisse rarement jusqu'à la multitude, Leurs esprits occupez par d'illustres projets, Ne songent qu'en passint aux vœux de leurs sujets:
Mais nous autres oiſifs, dont on voit d’ordinaire Que l’examen d’autruy fait la plus grande affaire, Nous prenons garde à tout, rien n’échappe à nos yeux :	Mais nous autres oisifs, dont on voit d'ordinaire Que l'examen d'autrui fait la plus grande affaire, Nous prenons garde à tout, rien n'échappe à nos yeux :
Lec ei li qualité d’vn oiſif curieux, Que i’oſe ſur ce point m’auancer de vous dire.	Lec eui li qualité d'un oisif curieux, Que j'ose sur ce point m'avancer de vous dire.
Qu’il eſt bon de veiller vn peu ſur Lindamire:	Qu'il est bon de veiller un peu sur Lindamire:
Ce voyage, Seigneur, a plus d’vne raiſon, Songez en quel païs Moncade a ſa Maiſon.	Ce voyage, Seigneur, a plus d'une raison, Songez en quel pays Moncade à sa Maison.
LE ROY.	LE ROY.
Vous me donnez ſans doute vn auis d’importance, Et vous en iugerez par ma reconnoiſſance;	Vous me donnez sans doute un avis d'importance, Et vous en jugerez par ma reconnaissance;
Cette bonté m’eſtonne, & i’auouë entre nous, Que ie n’attendois pas ce grand zele de vous N’eſtant pas mon ſujet.	Cette bonté m'étonne, et j'avoue entre nous, Que je n'attendais pas ce grand zèle de vous N'étant pas mon sujet.
CLOTAIRE.	CLOTAIRE.
Seigneur voſtre perſonne Vous ſoûmet plus de cœurs que ne fait la Couronne;	Seigneur votre personne Vous soumet plus de cœurs que ne fait la Couronne;
Et du bien d’eſtre à vous on ſe fait vn deuoir, Lors qu’on a ſeulement le bon-heur de vous voir.	Et du bien d'être à vous on se fait un devoir, Lors qu'on a seulement le bonheur de vous voir.
LE ROY.	LE ROY.
Vous me rendez confus, Prince, & mon bon genie A dans cette rencontre vne force infinie, Car Moncade auroit deu ſeduire voſtre cœur;	Vous me rendez confus, Prince, et mon bon génie A dans cette rencontre une force infinie, Car Moncade aurait dev séduire votre cœur;
Il parut vous ſeruir auec tant de chaleur:	Il parut vous servir avec tant de chaleur:
Ce fut, ie m’en ſouuiens, à ſa ſeule priere, Que ie vous ſecourus la campagne derniere;	Ce fut, Seigneur m'en souviens, à sa seule prière, Que ie vous secourus la campagne dernière;
Et depuis, c’eſt encor ſon zele officieux, Qui vous fit obtenir vn azile en ces lieux:	Et depuis, c'est encor son zèle officieux, Qui vous fit obtenir un asile en ces lieux:
Vn ſeruice pareil & de cette importance, Sembloit deuoir tenir voſtre cœur en balance, Et vous m’eſtiez ſuſpect quand i’oſois y penſer.	Un service pareil et de cette importance, Semblait devoir tenir votre cœur en balance, Et vous m'étiez suspect quand j'osais y penser.
CLOTAIRE.	CLOTAIRE.
Moy vous eſtre ſuſpect!	Moi vous être suspect!
moy, Seigneur, balancer:	moi, Seigneur, balancer:
Si i’ay receu des biens par la main de quelqu’autre, Ie n’ay pas ignoré qu’ils partoient de la voſtre;	Si j'ai reçu des biens par la main de quelque autre, Je n'ai pas ignoré qu'ils partaient de la vôtre;
Quel que ſoit le canal qui les conduit à nous, vous eneltes la lource, & le vous les dois tous.	Quel que soit le canal qui les conduit à nous, vous eneltes la lourée, et le vous les dois tous.
SCENE VI.	SCÈNE VI.
LE ROY, D.	LE ROY, D.
ELVIRE, LEONOR, CLOTAIRE, LINDAMIRE, CARLOS.	ÉLVIRE, LEONOR, CLOTAIRE, LINDAMIRE, CARLOS.
LE ROY.	LE ROY.
OVy:	OUi:
mais cette amitié, que vousfaiſiez paroiſtre.	mais cette amitié, que vousfaisiez paraître.
Eſcoutons.	Écoutons.
LINDAMIRE bas.	LINDAMIRE bas.
CLOTAIRE.	CLOTAIRE.
Moy i’aimois la faueur de ſon Maiſtre;	Moi j'aimais la faveur de son Maître;
Et iamais il n’eut rien de plus charmant pour moy, Que l’heur d’eſtre l’objet des bontez de ſon Roy:	Et jamais il n'eut rien de plus charmant pour moi, Que l'heur d'être l'objet des bontés de son Roi:
s’il faut meſme auiourd’huy que ie vous le declare, Mon cœur vous ſouhaittoit enuers luy plus auare;	s'il faut même aujourd'hui que je vous le déclare, Mon cœur vous souhait envers luy plus avare;
Tout le monde voyoit ſa faueur à regret, Et vos meilleurs ſujets murmuroient en ſecret.	Tout le monde voyait sa faveur à regret, Et vos meilleurs sujets murmuraient en secret.
ELVIRE.	ELVIRE.
Il vous donne, Seigneur vn auis veritable;	Il vous donne, Seigneur un avis véritable;
En effet ſon orguen eitont imupportable.	En effet son orguen eitont imupportable.
Lâche.	Lâche.
LINDAMIRE bas.	LINDAMIRE bas.
CLOTAIRE.	CLOTAIRE.
Tout le Royaume en eſtoit mécontent.	Tout le Royaume en était mécontent.
LINDAMIRE.	LINDAMIRE.
Ouy, Seigneur, il eſt vray, l’auis eſt important.	Oui, Seigneur, il est vrai, l'avis est important.
CLOTAIRE.	CLOTAIRE.
O Dieux!	Ô Dieux!
c’eſt Lindamire.	c'est Lindamire.
LINDAMIRE.	LINDAMIRE.
Et de telles perſonnes Sont d’vn tres-grand ſecours pour le bien des Couronnes:	Et de telles personnes Sont d'un très-grand secours pour le bien des Couronnes:
Pourſuiuez, pourſuiuez, conſeillers genereux, Acheuez d’accabler vn amy mal-heureux;	Poursuivez, poursuivez, conseillers généreux, Achevez d'accabler un ami malheureux;
Eſtalez à nos yeux vn crime imaginaire, Iel qu’on doit l’eſpérer d’Eluire & de Clotaire:	Étalez à nos yeux un crime imaginaire, Jel qu'on doit l'espérer d'Élvire et de Clotaire:
Ah!	Ah!
grand Roy, ſe peut-il que voſtre Majeſté Souffre tant de baſſeſſe & tant de lâcheté:	grand Roi, se peut-il que votre Majesté Souffre tant de bassesse et tant de lâcheté:
Prince, l’honneur de tous, Monarque incomparable, Voyez-vous ſans horreur ce couple deteſtable.	Prince, l'honneur de tous, Monarque incomparable, Voyez-vous sans horreur ce couple détestable.
LE ROY.	LE ROY.
Moderez, moderez ce courroux vehement, Nous ſçauons d’où prouient ce grand emportement:	Modérez, modérez ce courroux véhément, Nous sçauons d'où provient ce grand emportement:
Où l’amour de Moncade auiourd’huy vous engage;	Où l'amour de Moncade aujourd'hui vous engage;
Vous l’auez entendu ſans doute, & ce courroux Vient de voir vn obſtacle à des deſſeins ſi doux.	Vous l'avez entendu sans doute, et ce courroux Vient de voir un obstacle à des desseins si doux.
LINDAMIRE.	LINDAMIRE.
ignorois luqu'ou va leur none pemmdie, Et n’ay rien entendu de cette calomnie.	ignorais luqu'ou va leur none pemmédie, Et n'ai rien entendu de cette calomnie.
LE ROI.	LE ROI.
Quoy ce voyage eſt donc quelque conte inuenté?	Quoi ce voyage est donc quelque compte inventé?
LINDAMIRE.	LINDAMIRE.
Ie ne veux pas nier à voſtre Majeſté, Qu’aimant à me trouuer tranquille & ſolitaire, Iauoisrait le deſein d’vi exir voloiaire :	Je ne veux pas nier à votre Majesté, Qu'aimant à me trouver tranquille et solitaire, Iauoisrait le désein d'une exir voloïraire :
Mais pour me delaſſer du monde & de la Cour, Et par vn pur degouſt pluſtoſt que par amour.	Mais pour me délacer du monde et de la Cour, Et par un pur dégoût plutôt que par amour.
LE ROY.	LE ROY.
Ie n’en demande pas ſur ce point dauantage, Il ſuffit, on voit peu de filles de voſtre âge S’exiler de la Cour ſans peine & ſans regret, Si l’amour n’a ſa part de ce degouſt ſecret:	Je n'en demande pas sur ce point davantage, Il suffit, on voit peu de filles de votre âge S'exiler de la Cour sans peine et sans regret, Si l'amour n'a sa part de ce dégoût secret:
Ie voy tous vos deſſeins, & i’en preuois les ſuittes;	Je vois tous vos desseins, et j'en prévois les suittes;
Et comme rarement l’amour a des limites, Il eſt bon de ſonger d’abord à ſe parer, Des mal-heurs que ce feu pourroit nous attirer;	Et comme rarement l'amour a des limites, Il est bon de songer d'abord à se parer, Des malheurs que ce feu pourrait nous attirer;
Ie vais y trauailler.	Je vais y travailler.
11	11
CLOTAIRE.	CLOTAIRE.
Suiuons le Roy, Madame, Et menageons vn peu f'amette de noſtre ame.	Suivons le Roi, Madame, Et ménageons un peu s'amette de notre âme.
LINDAMIRE.	LINDAMIRE.
Ciel qui lis dans nos cœurs!	Ciel qui lis dans nos cœurs!
touche celuy du Roy, Ou fais que ſon courroux ne tombe que ſur moy.	touche celui du Roi, Sans fais que son courroux ne tombe que sur moi.
Fin du quatriéme Acte.	Fin du quatrième Acte.
ACTE	ACTE
SCENE I.	SCÈNE I.
LINDAMIRE, D.	LINDAMIRE, D.
ALVAR.	ALVAR.
LINDAMIRE.	LINDAMIRE.
Voy Moncade arreſté!	Vois Moncade arrêté!
Ha diſgrace cruelle, JDois-je croire, bons Dieux, cette trinte nouuelle,	Ha disgrâce cruelle, JDais-je croire, bons Dieux, cette trinte nouvelle,
D.	D.
ALVAR.	ALVAR.
Pluſt au Ciel qu’il nous fuſt plus ayſé d’en douter:	Plût au Ciel qu'il nous fût plus aisé d'en douter:
Mais, Madame, à mes yeux on le vient d’arreſter.	Mais, Madame, à mes yeux on le vient d'arrêter.
LINDAMIRE.	LINDAMIRE.
Ah!	Ah!
pour ce nouueau mal il n’eſt point de remede, Et ie ſens bien qu’il faut que ma conſtance cede;	pour ce nouveau mal il n'est point de remède, Et g sens bien qu'il faut que ma constance cède;
Ce dernier coup s’acheue, helas il eſt perdu!	Ce dernier coup s'achève, hélas il est perdu!
Et tout eſpoir nous eſt ſur ce point deffendu;	Et tout espoir nous est sur ce point défendu;
jon exil me laiſſoit encor quelque eſperance, On ſembloit y garder vn peu de bienſeance, On l’enuoyoit chez luy ſans bruit & ſans éclat:	jon exil me laissait encor quelque espérance, On semblait y garder un peu de bienséance, On l'envoyait chez Ah sans bruit et sans éclat:
Mais ſi le Roy le traitte en criminel d’Eſtat, Croyez-moy, Dom Aluar, ſa perte eſt aſſeurée, L’enuie & mon mal-heur de conſert ront iurée.	Mais si le Roi le traite en criminel d'État, Croyez-moi, Dom Alvar, sa perte est assurée, L'envie et mon malheur de consert ront jurée.
D.	D.
ALVAR.	ALVAR.
Mais que reſoluez vous dans ces profonds ennuis?	Mais que résolvez -vous dans ces profonds ennuis?
LINDAMIRE.	LINDAMIRE.
Ié!	Jé!
que puis-je reſoudre en l’eſtat où ie ſuis.	que puis-je résoudre en l'état où tu suis.
C iii	Ç Ciji
D.	D.
ALVAR.	ALVAR.
Voſtre fuitte, pendant qu’elle vous eſt permiſe.	Votre fuite, pendant qu'elle vous est permise.
LINDAMIRE.	LINDAMIRE.
Où fuir vne fureur que le Sceptre authoriſe, Du le pouuom cuenerd en monarque irrité:	Où fuir toujours fureur que le Sceptre autorise, Du le pouvom cuenerd en monarque irrité:
Non, non i’attendray tout auec tranquillité.	Non, non j'attendrai tout avec tranquillité.
D.	D.
ALVAR.	ALVAR.
Mais voſtre perte icy deuient inéuitable, On ſe rend criminelle en aimant vn coupable;	Mais votre perte ici devient inévitable, On se rend criminelle en aimant un coupable;
Ignorez-vous les droits d’vne raiſon d’Eſtat, Et quel empire elle a ſur vn Roy delicat.	Ignorez-vous les droits d'une raison d'État, Et quel empire elle a sur un Roi délicat.
LNDAMIRE.	LNDAMIRE.
Si de cette raiſon Moncade eſt la victime, Au prix de tout mon ſang i’acheterois vn crime:	Si de cette raison Moncade est la victime, Au prix de tout mon sang j'achèterais un crime:
Le Roy me condamnant à ſuiure ſon trépas, Eſpargneroit du moins vn forfait à mon bras;	Le Roi me condamnant à suivre son trépas, Espargnerait du moins un forfait à mon bras;
Et de peur que du Ciel le courroux implacable, Ne me priue du bien de paroiſtre coupable:	Et de peur que du Ciel le courroux implacable, Ne me prive du bien de paraître coupable:
Allons apprendre au Roy le ſecret de mon cœur:	Allons apprendre au Roi le secret de mon cœur:
C’eſt trop vous eſcouter, dangereuſe pudeur, Ie veux malgré vos loix par vn aueu ſincere, Perdre cutte mmocence ames vœux ircontrarre, Et par l’heureux effet d’vn iuſte emportement, Partager pour iamais le fort de moi finant.	C'est trop vous écouter, dangereuse pudeur, Je veux malgré vos lois par un su sincère, Perdre cute mémocence âmes vœux ircontrarre, Et par l'heureux effet d'Heureux emportement, Partager pour jamais le fort de moi finant.
Courons, courons au Roy, qu’vne eſperance vaine.	Courons, courons au Roi, qu'une espérance vaine.
SCENE II.	SCÈNE II.
LINDAMIRE, D.	LINDAMIRE, D.
ALVAR, CARLOS	ALVAR, CARLOS
CARLOS.	CARLOS.
MAdame épargnez-vous, s’il vous plaiſt cette peine.	MAdame épargnez-vous, s'il vous plaît cette peine.
Attendez-le chez vous, il ſort pour y venit, & vient de m’ordonner de vous y retenir.	Attendez-le chez vous, il sort pour y venit, et vient de m'ordonner de vous y retenir.
LINDAMIRE.	LINDAMIRE.
On donne vn beau pretexte à cette violence.	On donne un beau prétexte à cette violence.
CARLOS.	CARLOS.
Ichceute Aleglet vneune oldomanee, Mais les ordres du Roy.	Ichceute Alèglet uneune olomane, Mais les ordres du Roi.
LINDAMIRE.	LINDAMIRE.
Dans cette occaſion Semblent d’intelligence auec ma paſſion;	Dans cette occasion Semblent d'intelligence avec ma passion;
Le Roy m’oblige plus qu’il ne ſe perſuade, De me traiter icy d’égale auec Moncade;	Le Roi m'oblige plus qu'il ne se persuade, De me traiter ici d'égale avec Moncade;
Ce rang ne m’eſt pas deu:	Ce rang ne m'est pas deu:
mais pour le meriter, Ie feray mes efforts pour le bien imiter:	mais pour le mériter, Je ferai mes efforts pour le bien imiter:
Ie ſçay que ce Heros ne fut iamais coupable, Que d’auoir trop aimé ce qu’il iugeoit aimable;	Je sais que ce Héros ne fut jamais coupable, Que d'avoir trop aimé ce qu'il jugeait aimable;
I'en veux ſuiure l’exemple, & iuſques à ma mort I’eſpere partager & ſon crime & ſon ſort:	J'en veux suivre l'exemple, et jusques à ma mort J'espère partager et son crime et son sort:
Aſſeurez-en le Roy, vous de qui i’oſe croire, Que le cœur genereux porte enuie à ma gloire:	Assurez-en le Roi, vous de qui j'ose croire, Que le cœur généreux porte envie à ma gloire:
Receuez pour bannir ces mouuemens jaloux Les conſeils que tantoſt ie receuois de vous:	Recevez pour bannir ces mouvements jaloux Les conseils que tantôt apprendre recevais de vous:
Foyez, illuſtre amy, fuyez de cette terre, Ie voy bien que le Ciel luy declare la guerre, Ses habitans, ſans doute ont irrité les Dieux, Ils ne peuuent ſouffrir de vertu dans ces lieux:	Foyez, illustre ami, fuyez de cette terre, Je vois bien que le Ciel fit déclare la guerre, Ses habitants, sans doute ont irrité les Dieux, Ils ne peuvent souffrir de vertu dans ces lieux:
Ei puils qu'hraut ley que les veltdeux demblene, Le peril eſt preſſant pour ceux qui vous reſſemblent.	Ei puils qu'hraut lei que les veltdeux demblène, Le péril est pressant pour ceux qui vous ressemblent.
DOM ALVAR.	DOM ALVAR.
Ah!	Ah!
Madame, cachez ce boüillant mouuement, Et moderez l’excez de cét emportement.	Madame, cachez ce bouillant mouvement, Et modérez l'excès de cet emportement.
LINDAMIRE.	LINDAMIRE.
Non, non, cher Dom Aluar, il n’eſt plus temps de feindre, Quand on n’eſpere plus on n’a plus rien à craindre.	Non, non, cher Dom Alvar, il n'est plus temps de feindre, Quand on n'espère plus on n'a plus rien à craindre.
C iiij	Ç Cijà
CARLOS.	CARLOS.
Mais, Madame, le Roy nous aura deuancez, Ilfaudroit, s’il vous plaiſt.	Mais, Madame, le Roi nous aura devancez, Ilfaudrait, s'il vous plaît.
Allons.	Allons.
LINDAMIRE.	LINDAMIRE.
Ouj;	Ouj;
curioo, e eſt aſſez,	curio, e st assez,
CARLOS.	CARLOS.
Pardonez-moy, mais Dieux le Roy s’auance Et nous aurons laſſé ſa iuſte impatience.	Pardonez-moi, mais Dieux le Roi s'avance Et nous aurons lassé sa juste impatience.
SCENE III.	SCÈNE III.
Du ROT, LINDAMIRE, CLOTAIRE D.	Du ROT, LINDAMIRE, CLOTAIRE D.
ALVAR, CARLOS.	ALVAR, CARLOS.
LINDAMTII.	LINDAMTII.
JOus le voyez, Seigneur, ie vais me retirer, V Et Carlos m’eſt teſmoin que c’eſt ſans murmurer,	JOus le voyez, Seigneur, ie vais me retirer, V Et Carlos m'est témoin que c'est sans murmurer,
LE ROY.	LE ROY.
Arreſtez, arreſtez, vous m’eſtes neceſſaire, Vous auez trop de part dans toute cette aifaire, Pour vous priuer du bien d’en eſtre le teſmoin:	Arrêtez, arrêtez, vous m'êtes nécessaire, Vous avez trop de part dans toute cette aifaire, Pour vous priver du bien d'en être le témoin:
Vous, Carlos, eſcoutez?	Vous, Carlos, écoutez?
CARLOS.	CARLOS.
I'en vais prendre le ſoin.	J'en vais prendre le soin.
SCENE IV.	SCÈNE IV.
LE ROY, LINDAMIRE, CLOTAIRE, D.	LE ROY, LINDAMIRE, CLOTAIRE, D.
AEVAR	AEUAR
CLOTAIRE.	CLOTAIRE.
higrotoumnuomieipris, ie vous iure, Madame, IVI Que ie prends grande part aux ennuis de voſtre ame.	higrotoumnuomieipris, je vous jure, Madame, IVI Que homme prends grande part aux ennuis de votre âme.
LINDAMIRE.	LINDAMIRE.
Voſtre cœur d’vn tel ſoin pourroit ſe diſpenſer, Ils ne ſont pas ſi grands que vous l’oſez penſer.	Votre cœur d'un tel soin pourrait se dispenser, Ils ne sont pas si grands que vous l'osez penser.
LE ROI.	LE ROI.
Tout beau nous auons ſceu de voſtre propre bouche, Iuſques à quel excez ce coupable vous touche;	Tout beau nous avons su de votre propre bouche, Jusqu' à quel excès ce coupable vous touche;
Vous taſchez vainement à nous cacher l’ardeur.	Vous tâchez vainement à nous cacher l'ardeur.
LINDAMIRE.	LINDAMIRE.
Non, non, ſi vous voulez, ie l’auoüeray, Seigneur;	Non, non, si vous voulez, votre l'auoüeray, Seigneur;
Eſt-ce vn crime d’aimer vn Heros magnanime, Qui de tout l’vniuers s’eſt attiré l’eſtime?	Est-ce un crime d'aimer un Héros magnanime, Qui de tout l'Univers s'est attiré l'estime?
CLOTAIRE.	CLOTAIRE.
Apres vn tel diſcours, Seigneur, qu’attendez-vous?	Après un tel discours, Seigneur, qu'attendez-vous?
LE ROY.	LE ROY.
Vous nommez de ces noms l’obiet de mon courroux, Le ſurprenant effet d’vne ardeur temeraire, Oſe iuſqu’à ce point défier ma colere.	Vous nommez de ces noms l'objet de mon courroux, Le surprenant effet d'une ardeur téméraire, Ose jusqu'à ce point défier ma colère.
LINDAMIRE.	LINDAMIRE.
Hé!	Hé!
quoy, Seigneur, c’eſt vous qui l’auez allumé, Ce feu dont malgré moy mon cœur s’eſt enflamé;	quoi, Seigneur, c'est vous qui l'avez allumé, Ce feu dont malgré moi mon cœur s'est enflammé;
C’eſt en mettant Moncade au faiſte de la gloire, En luy faiſant gagner victoire ſur victoire, En faiſant éclatter ſes exploits glorieux, Que vous l’auez rendu ſi charmant à mes yeux:	C'est en mettant Moncade au faîte de la gloire, En tu faisant gagner victoire sur victoire, En faisant éclatter ses exploits glorieux, Que vous l'avez rendu si charmant à mes yeux:
Si vous ne l’euſſiez point comblé de voſtre grace, Son extreme douceur, ſa foy, ſon peu d’audace, Son zele, & ſon reſpect pour voſtre Majeſté, A mes yeux penetrans auroient moins éclaté:	Si vous ne l'eussiez point comblé de votre grâce, Son extrême douceur, sa foi, son peu d'audace, Son zèle, et son respect pour votre Majesté, À mes yeux pénétrans auraient moins éclaté:
La plus haute vertu ſous la fureur ſuccombe;	La plus haute vertu sous la fureur succombe;
C’eſt vn panchant gliſſant où le plus ferme tombe, Et ie l’ay veu porter toute voſtre faueur, Sans auoir vn moment veu chanceler ſon cœur;	C'est un penchant glissant où le plus ferme tombe, Et tu l'ai vu porter toute votre faveur, Sans avoir un moment vu chanceler son cœur;
Ie l’ay veu Conquerant ſans eſtre temeraire, Pauoly ians orgueil, Courtiſan & ſincere;	Je l'ai vu Conquérant sans être téméraire, Pavoli jant orgueil, Courtisan et sincère;
Vous l’auez connu tel, & vous eſtes ſurpris, Qu’apres cela Moncade ait charmé mes eſprits.	Vous l'avez connu tel, et vous êtes surpris, Qu'après cela Moncade ait charmé mes esprits.
CLOTAIRE.	CLOTAIRE.
Mais, Madame, auiourd’huy de toute cette gloire, Il n’en conſerue plus que la triſte memoire;	Mais, Madame, aujourd'hui de toute cette gloire, Il n'en conserve plus que la triste mémoire;
Ce n’eſt plus cét objet des bontez d’vn grand Roy, Dont l’amour l’éleua preſque iuſques à ſoy;	Ce n'est plus cet objet des bontés d'un grand Roi, Dont l'amour l'éleva presque jusques à soi;
C’eſt le funeſte but d’vne colere auguſte, Que par ſoûmiſſion chacun doit croire iuſte, Et pour qui, connoiſſant ce Prince glorieux, Vous deuez dementir voſtre cœur & vos yeux:	C'est le funeste but d'une colère auguste, Que par soumission chacun doit croire juste, Et pour qui, connaissant ce Prince glorieux, Vous devez démentir votre cœur et vos yeux:
Ouy, vous deuez iuger qu’vn Monarque ẽquitable, Ne traitte point ſans cauſe vn ſujet en coupable;	Oui, vous devez juger qu'un Monarque ienquitable, Ne traite point sans cause un sujet en coupable;
Et connoiſſant le Roy quand ie voy ce reuers, Ie croy Moncade atteint de cent crimes diuers:	Et connaissant le Roi quand ie voy ce revers, Je crois Moncade atteint de cent crimes divers:
Ie le croy temeraire, ambitieux & traître, Ie croy que la vertu qu’il nous a fait paroître, Eſt vn maſque trompeur, dont il cachoit à tous.	Je le crois téméraire, ambitieux et traître, Je crois que la vertu qu'il nous a fait paraître, Est un masque trompeur, dont il cachait à tous.
D.	D.
ALVAR.	ALVAR.
Ah!	Ah!
Seigneur, ce diſcours peut-il venir de vous.	Seigneur, ce discours peut-il venir de vous.
Qu'ay-je entendu, grands Dieux, quoy cette calomnie Vient du Prince Clotaire, ah!	Qu'ai-je entendu, grands Dieux, quoi cette calomnie Vient du Prince Clotaire, ah!
noire perfidie.	noire perfidie.
LE ROY.	LE ROY.
D.	D.
Aluar quel tranſport.	Alvar quel transport.
D.	D.
ALVAR.	ALVAR.
Pardonnez-moy, Seigneur, Si malgré mon re pect il échappe à mon cœur;	Pardonnez-moi, Seigneur, Si malgré mon re pect il échappe à mon cœur;
Lorſque ie voy Moncade accuſe par vn Prince, Dont il a conſerué la vie & la Prouince, Et pour qui tant de fois auec tant de bonté, Il tira des bien-faits de voſtre Majeſté& Ie ne le puis nier, voſtre auguſte preſence, Ne ſçauroit me contraindre a garder le ſilence;	Lorsque ici vois Moncade accuse par un Prince, Dont il a conservé la vie et la Province, Et pour qui tant de fois avec tant de bonté, Il tira des bienfaits de votre Majestéet Je ne le puis nier, votre auguste présence, Ne saurait me contraindre a garder le silence;
Moncade m’eſt connu, c’eſt moy, Seigneur, c’eſt moy, Qui vous puis mieux que tous reſpondre de ſa foy;	Moncade m'est connu, c'est moi, Seigneur, c'est moi, Qui vous puis mieux que tous répondre de sa foi;
Seul i’ay veu ſes deſſeins, ſeul i’ay leu dans ſon ame;	Seul j'ai vu ses desseins, seul j'ai lu dans son âme;
On cache ſes deffauts à l’objet de ſa flame, Adorant Lindamire on pourroit preſumer, Qu’il feignoit des vertus pour ſe faire eſtimer:	On cache ses défauts à l'objet de sa flamme, Adorant Lindamire on pourrait présumer, Qu'il feignait des vertus pour se faire estimer:
Mais moy qui l’obleruols auec vn iomn extreme, Et qu’il aima touſiours à l’égal de luy-meſme, C’eſt moy, qui le voyant accuſer à mes yeux, Dois repouſſer, grand Roy, ce trait iniurieux.	Mais moi qui l'oblervols avec un jomn extrême, Et qu'il aima toujours à l'égal de m-même, C'est moi, qui le voyant accuser à mes yeux, Dois repousser, grand Roi, ce trait injurieux.
CLOTAIRE.	CLOTAIRE.
Seigneur, cette colere & cette vehemence, Marque leursiactioms dleur Mecingence;	Seigneur, cette colère et cette véhémence, Marque leursiactioms dleur Mecingence;
Ie vous le diſois bien, qu’il achetoit descœurs, Et gagnoit vos ſuiets au prix de vos faueurs, Iugez de ce qu’il peut par cette ſeule marque, Et ce que ſert icy voſtre rang de Monarque.	Je vous le disais bien, qu'il achetait descœurs, Et gagnait vos sujets au prix de vos faveurs, Jugez de ce qu'il peut par cette seule marque, Et ce que sert ici votre rang de Monarque.
LINDAMIRE.	LINDAMIRE.
Ouy, traître les faueurs qu’il receuoit du Roy, En faiſant éclatter ſon merite & ſa foy, Ont fait naiſtre en effet l’ardeur qui nous inſpire	Oui, traître les faveurs qu'il recevait du Roi, En faisant éclater son mérite et sa foi, Ont fait naître en effet l'ardeur qui nous inspire
CLOTAIRE.	CLOTAIRE.
Apres cela, grands Dieux, que pourroit-elle dire!	Après cela, grands Dieux, que pourrait-elle dire!
LINDAMIRE.	LINDAMIRE.
Mais s’il eut ſur nos cœurs vn abſert pouuoir, Ce fut, parce qu’il fit pleinement ſon deuoir.	Mais s'il eut sur nos cœurs un absert pouvoir, Ce fut, parce qu'il fit pleinement son devoir.
DOM ALVAR.	DOM ALVAR.
Ouy, Seigneur, il le fit, ie ſçay ſon innocence;	Oui, Seigneur, il le fit, ie sais son innocence;
Et ſi i’oſe à vos yeux en prendre la deffence, Ie me liure, grand Prince, à voſtre Majeſté, Comme vne caution de ſa fidelité:	Et si j'ose à vos yeux en prendre la défense, Je me livre, grand Prince, à votre Majesté, Comme une caution de sa fidélité:
Ouy, s’il eſt conuaincu de la moindre pensée, Dont voſtre authorité ſoit iuſtement bleſſée, Ie me ſoûmets, Seigneur, au plus cruel trépas.	Oui, s'il est convaincu de la moindre pensée, Dont votre autorité soit justement blessée, Je me soumets, Seigneur, au plus cruel trépas.
LINDAMIRE.	LINDAMIRE.
Ah!	Ah!
cét honneur m’eſt deu ne me l’enleuez pas, Ouy, D.	cet honneur m'est du ne me l'enlevez pas, Oui, D.
Aluar, c’eſt moy qu’il adore & qu’il aime, A reſpondre de luy comme vn autre luy-meſme:	Alvar, c'est moi qu'il adore et qu'il aime, A répondre de lui comme M ade luimme:
Roy tout juſte cotouenon;	Roi tout juste cotouenon;
loumez qu'a vosgenoux.	Loumez qu'a vosgenoux.
LE ROY.	LE ROY.
Nous vous allons regler, le voicy, leuez-vous.	Nous vous allons régler, le voici, levez-vous.
SCENE V.	SCÈNE V.
LE ROY, MONCADE, LINDAMIRE, CLOTAIRE, D.	LE ROY, MONCADE, LINDAMIRE, CLOTAIRE, D.
ALVAR.	ALVAR.
LE ROY.	LE ROY.
J Iens, mal-heureux, viens voir par cent preuues publiques, Ce que font naiſtre icy tes ſecrettes pratiques:	 Jens, malheureux, viens voir par cent preuves publiques, Ce que font naître ici tes secrètes pratiques:
Viens voir ceux de ma Cour les plus cheris de moy, S’efforcer à l’enuy d’eſtre immolez pour toy:	Viens voir ceux de ma Cour les plus chéris de moi, S'efforcer à l'envi d'être immolez pour toi:
Regarde D.	Regarde D.
Aluar, approche & conſidere, Celle de qui ie ſuis moins le Roy que le Pere, Et de qui i’ay pris ſoin depuis ſon premier iour, Qui fait ceder mes droits à ceux de ſon amour;	Alvar, approche et considère, Celle de qui tu suis moins le Roi que le Père, Et de qui j'ai pris soin depuis son premier jour, Qui fait céder mes droits à ceux de son amour;
Lindamire l’objet de toute mon eſtime, Veut ſuiure ton exil & partage ton crime:	Lindamire l'objet de toute mon estime, Veut suivre ton exil et partage ton crime:
Elle aime qui m’offence, elle m’en fait l’aueu, Et trahit mes deſſeins pour ce coupable feu:	Elle aime qui m'offense, elle m'en fait l'aveu, Et trahit mes desseins pour ce coupable feu:
Auroit-on iamais creu qu’vne pareille flame.	Aurait-on jamais cru qu'une pareille flamme.
MONCADE.	MONCADE.
Ah!	Ah!
