AILITI Maot.	ÀILITI Maot.
Et lorſque yous voyez dans ros fels ce grand hõme Qui va mettre à vos pieds la puiſſance de Rome, En vous ſaiſant un ſort qui ſoit dignę dexous, Songez-vous que l’honneur eu relallit ſut nous?	Et lorsque yous voyez dans ros sels ce grand homme Qui va mettre à vos pieds la puissance de Rome, En vous saisant un sort qui soit dign dexous, Songez-vous que l'honneur eu relallit sut nous?
Au mua Mecel pour vous ctojez-en ma tendreſſe, Icy pour vôtre gloire Annibal s’intereſſe, Secoudez aujourd'huy de ſi juſtes deſſeins, Et prenez pour époux le plus graud des Romains.	Au mua Mecel pour vous ctojez-en ma tendresse, Ici pour votre gloire Hannibal s'intéresse, Secdez aujourd'hui de si justes desseins, Et prenez pour époux le plus graud des Romains.
ISPERIE.	ISPERIE.
2412f Me faiſant ſouvenit que je ſuis votré Nietcé na loutenir ce noin ina guones mtelcue;	2412f Me faisant souvenit que je suis voctré Nietcé na loutenir ce noin ina guones mettelcue;
Je ſuis Cartaginoiſe, & fille d’Hyeibal, *1.	Je suis Carthaginoise, et fille d'Hyibal, *1.
21 Et pour dite encor plus la Niéce d’Annibal;	21 Et pour dite encor plus la Nièce d'Hannibal;
Seigneur, j’oſe ajoûter que je ſuis Africaine, Et que mon cœul dédalgne eullh d’eſtie Ronlalne.	Seigneur, j'ose ajouter que je suis Africaine, Et que mon cœul dédalgne eullh d'étie Ronlalaine.
ANNI BAL.	ANNI BAL.
Je voy que c’eſt en vain emplorer la douceur Pour ſléchir ou pour vaiucré lin'ſt ſuperbe cœur;	Je vois que c'est en vain emplorer la douceur Pour sléchir ou pour vaicré l'st superbe cœur;
Mais il faut étouſfer cette vaine tendreſſe, Je ne dis plus qu’un mor, Madame, & je vous laiſſe.	Mais il faut étouffer cette vaine tendresse, Je ne dis plus qu'un mór, Madame, et je vous laisse.
Tournez vers Scipion vbtre cœur & vos vœux, Vous l’allez volr;	Tournez vers Scipion vattre cœur et vos vœux, Vous l'allez volr;
ſur tout ſongez que je le veux.	sur tout songez que je le veux.
I ſeit.	I seit.
ISPERIE.	ISPERIE.
Cruel?	Cruel?
à Lucolus mon cour ſera fidelle, Et je ſeray toujouis à cet ordre iebelle, Il faut dans ces momenspar un noble eouroux, Montrer que nôtre cœur ne dépend que de nous, Epus 15101 ouage, Et ſoûtenons le nom, la gloire de Cartage.	à Lucolus mon cour sera fidèle, Et je serai toujouis à cet ordre iebelle, Il faut dans ces momentspar un noble eourroux, Montrer que notre cœur ne dépend que de nous, Épus 15101 ouïage, Et soutenons le nom, la gloire de Carthage.
SCENE V SCIPION, ISPERIE, ERMILIE.	SCÈNE V CIPION, ISPERIE, ERMILIE.
SCIPION.	SCIPION.
veut que vous ſoyez le gage d’une paix, Qui ſans doute n'eſt pas conforme à-vos ſouhaits;	veut que vous soyez le gage d'une paix, Qui sans doute n'est pas conforme à-vos souhaits;
Mais, Madame, aujourd’huy je croirois faire un érime,, De ſouffrir qu'Aonibal.	Mais, Madame, aujourd'hui je croirais faire un érime, De souffrir qu'Aonibal.
vous en ſiſt la victime:	vous en zist la victime:
honore vos vertus, j’adore vos apas, Mais ſans contraindre un corur s’il ne ſe donne pas, Loin d’en etre trran j’en abhorre le aitre.	honore vos vertus, j'adore vos appâts, Mais sans contraindre un corur s'il ne se donne pas, Loin d'en être tran j'en abhorre le aytre.
De vôtre ſort, du mien, je vous laiſſe l’arbitre, Vous avez ou la paix, on la guerre en.	De votre sort, du mien, je vous laisse l'arbitre, Vous avez ou la paix, on la guerre en.
vos mains, Le deſtin de l’Afrinte & celuy ſes Romain.	vos mains, Le destin de l'Afrinte et celui ses Romain.
,.	Ç,
1	1
Que dites-vous, Seigoeur?	Que dites-vous, Seigoeur?
ah Ciel!	ah Ciel!
pourois-je croire Qu’un cœur tel que le mien metirat tant de glolre;	pourrais-je croire Qu'un cœur tel que le mien métirat tant de glolre;
Que le ſort de l’Afrique & celuy des Romains Fuſt par vous aujourd’huy remis entre mes mains?	Que le sort de l'Afrique et celui des Romains Fût par vous aujourd'hui remis entre mes mains?
Loiſque du mien, Seigneur, je ne ſuis plus maietteue, Qu’engagée à tenir une ſainte promeſſe.	Loisque du mien, Seigneur, je ne suis plus maietteue, Qu'engagée à tenir une sainte promesse.
Je vois trop.	Je vois trop.
SCRPION.	SCRPION.
SCENE VI.	SCÈNE VI.
SEXTUS, LEPIDE, SCIPION, ISPERIE, ERMILIE.	SEXTUS, LEPIDE, SCIPION, ISPERIE, ERMILIE.
SEXTUS.	SEIGNEUR.
l' Ardonnez ſi je vous interromps, Seigneur de Lucejus on voit les eſcadrons, Forourad vosua qu'u eseiseiees cote;	l' Ardonnez si je vous interromps, Seigneur de Lucejus on voit les escadrons, Forourad vosua qu'u eseiseiees cote;
Et que vers nôtre Camp à marcher il s’aprête, Qu’avec ſes étendaris on voit ceux des deux Rois.	Et que vers notre Camp à marcher il s'apprête, Qu'avec ses étendaris on voit ceux des deux Rois.
ISPERIE à part.	ISPERIE à part.
Ah!	Ah!
je reſpire enfin pour la premiere ſois.	je respire enfin pour la première sois.
SCEPION.	SCEPION.
C’en eſt aſſez, Sextus, allez les recounoltre, artens vôtre retour.	C'en est assez, Sextus, allez les recounoltre, artends votre retour.
Lucejus va paroltre, adame, & je vois bien que pour vos interets ous aurons un combat, & non pas une paix;	Lucejus va paraître, adame, et je vois bien que pour vos intérêts ous aurons un combat, et non pas une paix;
E ij Sans doute que ce Prince avauce & vient lui-même Pour rejoindre Annibal.	 Ej à doute que ce Prince avauce et vient lui-même Pour rejoindre Hannibal.
Dieux!	Dieux!
quel deſordre extréme?	quel désordre extrême?
Vous enctiez inſtruite, il vient vous ſecourir;	Vous enctiez instruite, il vient vous secourir;
nnmle Raepaveonmoeqeoovouremnoconquein, Je vois par la frayeur dont vôtre ame eſt atteinte.	nnmle Raepaveonmoeqeoovouremnoconquein, Je vois par la frayeur dont votre âme est atteinte.
SPERIE.	SPERIE.
Non, Seigneur,je commence à diſſiper ma crainte, Malgré tous mes malheurs je reprends quelque eſpoir, S’il vient me ſecourir il remplit ſon devoir.	Non, Seigneur,je commence à dissiper ma crainte, Malgré tous mes malheurs je reprends quelque espoir, S'il vient me secourir il remplit son devoir.
OCAND VITe.	OCAND VITe.
SCIPION, LEPIDE.	SCIPION, LEPIDE.
SCIPION.	SCIPION.
L remplit ſon devoir.	L remplit son devoir.
Ah- quelle conſiance?	Ah- quelle constance?
ISon Amant luy redonne unt ſiere aſſurance?	ISon Amant Seigneur redonne unt somme assurance?
Elle s’en promet tout.	Elle s'en promet tout.
Vos vœux trop empreſſez N’en ſont pas, Iſperie, encore où vous penſez?	Vos vœux trop empressez N'en sont pas, Ispérie, encore où vous pensez?
y mettray quelque obſtacle, & ce ferme courage.	y mettrai quelque obstacle, et ce ferme courage.
Ah!	Ah!
je ſens tedoubler & ma haine, & ma rage, Il faut combattre, il faut rompre ce nœud fatal:	je sens tedoubler et ma haine, et ma rage, Il faut combattre, il faut rompre ce nœud fatal:
Ce Prince étoit ſans doute attendu d’Annibal, Sous pretexte de paix, ce Chef adroit peut-être N’eſt venu dãs mon camp que pour le reconnoître, Que pour gagner du temps ſur l’eſpoir d’un traitét Dieux!	Ce Prince était sans doute attendu d'Hannibal, Sous prétexte de paix, ce Chef adroit peut-être N'est venu dans mon camp que pour le reconnaître, Que pour gagner du temps sur l'espoir d'un traitet Dieux!
de quel mouvement je me ſens agité!	de quel mouvement je me sens agité!
Par ces projets pompeux de paix & d’alliance, Il tâchoit d’endormir mes ſoins, ma vigilance, Tout m’eſt ſuſpect en luy, Lepide, je le voy, A bien d’autres qu’à nous il a manqué de foy,  deuesyu Imlsades cue.	Par ces projets pompeux de paix et d'alliance, Il tâchait d'endormir mes soins, ma vigilance, Tout m'est suspect en lui, Lépide, je le vois, À bien d'autres qu'à nous il a manqué de foi, deuesyu Imades cue.
SCENE VIII.	SCÈNE VIII.
tertaconta, AoſEohis, oGMION, LEPIDE.	tertaconta, AosEohis, oGMION, LÉPIDE.
ANNIFA L.	ANNIFA L.
E me ſoupçonnez pas d’aucune intelligence, I (Seigneur, quand Lucejus vient pour ſes interets, Les armes à la main s’opoſer à la paix, Oa a vâ ſes drapeaux, & ma juſte colere.	E me soupçonnez pas d'aucune intelligence, I (Seigneur, quand Lucejus vient pour ses intérêts, Les armes à la main s'opposer à la paix, Ça a vas ses drapeaux, et ma juste colère.
SC.	SCC.
IPION.	IPION.
Ce Piluce uc laus leu que ce qui cevo ielle, Qu’il eſt heureux ?	Ce Piluce uc laus lu que ce qui cevo jelle, Qu'il est heureux ?
’il ſert ſa gloire & ſon amour, Seigneur, il vient groſſir voire armée en ce jour, Vous atrendiez ſaus doute eneor cet avantago.	Ç'il sert sa gloire et son amour, Seigneur, il vient grossir voire armée en ce jour, Vous atrendiez saus doute eneor cet avantago.
ANNTBAE.	ANNTBAE.
Seigneur, qu’oſez-vous dire?	Seigneur, qu'osez-vous dire?
un tel ſoup çon m’ou37	un tel soup çon m'ou37
SCFPION.	SCPION.
J'oſe diſe, Seigueur, ce que j’ay dû penſen	J'ose dire, Seigueur, ce que j'ai dû pensen
ANNIBAL.	ANNIBAL.
Vous en dites aſſez euſin pour m’oſſenſer!	Vous en dites assez eusin pour m'ossenser!
SCIPFON.	SCIPFON.
Vous êtes dans mon Camp, Seigneur, je vous refpecte Mais la foy de Caitage aux Romains eſt ſuſpectos 0	Vous êtes dans mon Camp, Seigneur, je vous refecte Mais la foi de Caitage aux Romains est suspectos 0
ANNIBAL.	ANNIBAL.
aat ced eudop, lHaut.	aat céd ondop, lHaut.
s	s
SCIPION.	SCIPION.
Seigneur;	Seigneur;
n’en parlons plus, Et quittons des ſoupçons incertains & confus;	n'en parlons plus, Et quittons des soupçons incertains et confus;
3 Il faut que vôtre atdeur à la mienne reponde,.	3 Il faut que votre atdeur à la mienne réponde,.
Nous devons decider de l’Empire du Monde, Annibal, ſi les Dieux ont mis entrè nos mains Le deſtin de l’Afrique, & celuj des Romains, Il faut dant ce grand jour ſans tarder davantage;	Nous devons décider de l'Empire du Monde, Hannibal, si les Dieux ont mis entrène nos mains Le destin de l'Afrique, et celuj des Romains, Il faut dant ce grand jour sans tarder davantage;
Faire triompher Rome, ou délivrer Cartage, Il faut voir l'une ou l’autre, ou libte, ou dãs les fers, Et donner un ſeul maître enſin à l’Univers.	Faire triompher Rome, ou délivrer Carthage, Il faut voir l'une ou l'autre, ou libte, ou dans les fers, Et donner un seul maître ensin à l'Univers.
ANNIBAL.	ANNIBAL.
Vous faites voir un cœur trop avide de gloire, Et déja vous croyez courir à la victoire, Scipion, mais je veux ſecouder vos ſouhaits;	Vous faites voir un cœur trop avide de gloire, Et déjà vous croyez courir à la victoire, Scipion, mais je veux seconder vos souhaits;
1 I Vous m’avez ſoupçonné, ie renonce à la paix, Ouy, j’accepte aujourd!	1 I Vous m'avez soupçonné, Seigneur renonce à la paix, Oui, j'accepte aujourd!
huy la bataille, & j’eſpere Vous mettre aumême état où j'ay mis vorse pere;	hui la bataille, et j'espère Vous mettre aumême état où j'ai mis vorse père;
le me rends à ma haine, il faut remplir mon ſort, Lpioms ax har Nome;	le me rends à ma haine, il faut remplir mon sort, Lépioms ax har Nome;
MquaManone;	MquaManone;
En naiſſant j’ay juré la guerre au Capitole, Juſqu’au dernier ſoûpir je luy tiendray parole.	En naissant j'ai juré la guerre au Capitole, Jusqu'au dernier soupir je veux tiendrai parole.
Il ſort,	Il sort,
SCIPION.	SCIPION.
A la fin d’Anuibal j’ay piqué la fierté, .	À la fin d'Anuibal j'ai piqué la fierté, .
213 ’ay rompu grace au Ciel cet indignę traité?	213 aay rompu grâce au Ciel cet indign traité?
iis Et vous, Dieux!	jis Et vous, Dieux!
protecteurs du ſacré Capitole, Il faut dans ce combat vous vanger, g.	protecteurs du sacré Capitole, Il faut dans ce combat vous venger, g.
j'y vole:	j'y vole:
Rome, vous attendez cette graude action, Qu'Annibal ſuive un jour le char de Scipion.	Rome, vous attendez cette graude action, Qu'Hannibal suive un jour le char de Scipion.
Fin au quatritme Acte.	Fin au quatritme Acte.
.	.
i1	i1
ACTE V SCENE PREMIERE.	ACTE V CÈNE PREMIÈRE.
ASBERIE, ERMILIE.	ASBERIE, ERMILIE.
Mh.	Mh.
ISPERIE.	ISPERIE.
E m’abandonne point;	E m'abandonne point;
viens, ma chere Ermilie, Partager les ftayeurs dont mon ame eſt ſaiſie, Quel combat ?	viens, ma chère Ermilie, Partager les faiseurs dont mon âme est saisie, Quel combat ?
quelle horreur!	quelle horreur!
quelle confuſion?	quelle confusion?
Lucejus eſt aux mains avecque Scipion, Il a joint Annibal;	Lucejus est aux mains avec Scipion, Il a joint Hannibal;
ah!	ah!
fatale journée Qui va de mon Amant faire la deſtinée?	fatale journée Qui va de mon Amant faire la destinée?
Je ne dis point la mienne,ah Dieux!	Je ne dis point la mienne,ah Dieux!
vous ſçavez bien Que je n’auray jamais d’autre ſort que le ſien !	Vous savez bien Que je n'aurai jamais d'autre sort que le sien !
As-tu vû comme moi ce Heros intrepide, Animé par l’amour qui luy ſervoit de guide, Pouſſer de Lelius les eſcadrons épars, Et déja prés de nous planter ſes étendars, Quand le ſier Scipion eſt venu plein de rage De ſon Camp ebranlé ranimer le courage.	As-tu vu comme moi ce Héros intrépide, Animé par l'amour qui lui servait de guide, Pousser de Lélius les escadrons épars, Et déjà près de nous planter ses étendards, Quand le sier Scipion est venu plein de rage De son Camp ébranlé ranimer le courage.
Je l’ay vû tout d’un coup fondre ſur Lucejus, J’en ay pâly grandt Dieux?	Je l'ai vu tout d'un coup fondre sur Lucejus, J'en ai pâli grandt Dieux?
& n’ay rien vû de plus;	et n'ai rien vu de plus;
Tout s’eſt mélé pour lors, le tumulte des armes, Les perils d’un Amant m’ont fait verſer des larmes, Que je tremble pour luy malgré ſes grands efforte Men ivactombe peut-cutecaſe ſesmoits.	Tout s'est mêlé pour lors, le tumulte des armes, Les périls d'un Amant m'ont fait verser des larmes, Que je tremble pour lui malgré ses grands efforte Men ivactombe peut-cutecase sesmoits.
ERMILIE.	ERMILIE.
Raſſurez-vous, Madame, ayez quelque eſperanco;	Rassurez-vous, Madame, ayez quelque espéranco;
La valeur d’Annibal met le ſort en balance, Ce Hſeros qui combat fera voir ſon grand cœur Sans doute, & Scipion n’eſt pas encor vainqueur, Les Dieux pouront.	La valeur d'Hannibal met le sort en balance, Ce Hséros qui combat fera voir son grand cœur Sans doute, et Scipion n'est pas encor vainqueur, Les Dieux pourront.
Mais quoy?	Mais quoi?
j’aperçois Eti,xene.	j'aperçois Éti,xène.
SCENE II.	SCÈNE II.
ERIAENE, PARCE,ITERIE, ERMILIE.	ERIANE, PARCE,ITERIE, ERMILIE.
ERIXENE.	ERIXENE.
Adame c’en eſt fait, notre eſperãce eſt vaineAnnibal eſt vaincu, Scipion eſt vainqueur, Tout ſuccombe, tout cede à ſa rare valeurs.	Adame c'en est fait, notre espérance est vaineHannibal est vaincu, Scipion est vainqueur, Tout succombe, tout cède à sa rare valeurs.
Lien qu’Aunibal' ait fait un effort incroyable Four rallier les ſiens d’un ſoin infarigable, Tout ſon Camp par avance etoit ſaiſi d’eſſtoy, Tout fuit, & j'en pâlis & pour vous & pour moy Scipion triomphant va nous parler en maſ̂tre, Atcoscicioeieaodaniy esten Meur peut-cuic.	Lien qu'Aunibal ait fait un effort incroyable Four rallier les siens d'un soin infarigable, Tout son Camp par avance était saisi d'esstoi, Tout fuit, et j'en pâlis et pour vous et pour moi Scipion triomphant va nous parler en montre, Atcoscicioeieaodani esten Meur peut-cuic.
Vous fremiſſez Madame.	Vous frémissez Madame.
ISPERIE.	ISPERIE.
Hé que fait Lucejus?	Hé que fait Lucejus?
Aprenez-moy ſon ſort:	Apprenez-moi son sort:
peut-être il ne vit plus.	peut-être il ne vit plus.
ERIXENE.	ERIXENE.
’ignore ſon deſtin,ny qu’elle eſt ſa conduite, Mlais avecque Annibal les deux Rois ſont en ſuite, Peut-cere qu’avecque eux cherchat un paſeil ſort.	eux son destinli qu'elle est sa conduite, Mlais avec Hannibal les deux Rois sont en suite, Peut-cere qu'avec eux cherchât un paseil sort.
ISPERIE.	ISPERIE.
Il ne fuit point, Madame, & ſans doute il eſt mort;	Il ne fuit point, Madame, et sans doute il est mort;
Quoy?	Quoi?
Lucejus fuiroit en perdant ce qu’il aime, le connois ſa valeur & ſon amour extrême, Il aura combatu juſqu’au dernier ſoûpir, Madame, il a voulu me ſauver ou perir.	Lucejus fuirait en perdant ce qu'il aime, le connais sa valeur et son amour extrême, Il aura combattu jusqu'au dernier soupir, Madame, il a voulu me sauver ou périr.
Dieux que je ſuis en proye à mon inquietude?	Dieux que je suis en proie à mon inquiétude?
Je ne puis demeurer daus cette incertitude, Somtons, anons-ie jomdre, ce je veux aujourd huy S’il eſt parmy les morts expiter avec luy.	Je ne puis demeurer daus cette incertitude, Somtons, ânons-je jomdre, ce je veux aujourd 'il est parmi les morts expiter avec lui.
ed ls Pllo ERIXENE, BARCE'.	ed lois Pllo ERIXENE, BARCE.
ERIXENE.	ERIXENE.
Fortune!	Fortune!
O journée à toutes deux fatale!	Ô journée à toutes deux fatale!
Mais je dois envier le ſort de ma rivale;	Mais je dois envier le sort de ma rivale;
Je ne ſçautois la plaindre, & malgré ſes douleurs Pour un Amant fidelle elle verſe des:	Je ne sautais la plaindre, et malgré ses douleurs Pour un Amant fidèle elle verse des:
pleurs;	pleurs;
Du moins, ou s’il eſt mort elle n’a qu’à le ſuivre;	Du moins, ou s'il est mort elle n'a qu'à le suivre;
G’eſt.	G'est.
le moindre des maux que de ceſſer de vivre?	le moindre des maux que de cesser de vivre?
Que vais-je devenir?	Que vais-je devenir?
quel doit être mon ſort?	quel doit être mon sort?
Pour moy?	Pour moi?
de tous côtez je ne voy que la morts.	de tous côtés je ne vois que la morts.
Ouy, trop cruel amour il faut que je te domte, Retournons daus Cartage euſevelir ma honte, On la doit aſſieger, j'y finiray mes jours, J’attends de Scipion ce funeſte ſecours;	Oui, trop cruel amour il faut que je te dompte, Retournons daus Carthage eusevelir ma honte, On la doit assiéger, j'y finirai mes jours, J'attends de Scipion ce funeste secours;
e l’aperçois, parlons.	Je l'aperçois, parlons.
SCENE IV.	SCÈNE IV.
SCIPION, LEPIDE, SEXTUS, ERIXENE, BARCE'.	SCIPION, LEPIDE, SEXTUS, ERIXENE, BARCE.
SCIPIONà ſes Gardes.	SCIPIONà ses Gardes.
Uon obſerve Iſpetié?	Où observe Ispétié?
Qu'on la ſuive?	Qu'on la suive?
& ſur tout ayez ſoin de ſa vie.	et sur tout ayez soin de sa vie.
ERIXENE.	ERIXENE.
Enſin je veus revoy vainqueur & triomphant, Seigneur, & vôtre nom encor plus eclatant Par cette memorable & deruiere victoire Vous met en cegrand jour au comblè de la gloire, Vous êtes genereux, daignez briſer mes fers, Je les ay ſans regret à ma honte ſouſſers;	Ensin je veux revoi vainqueur et triomphant, Seigneur, et votre nom encor plus éclatant Par cette mémorable et deruière victoire Vous met en cegrand jour au comblé de la gloire, Vous êtes généreux, daignez briser mes fers, Je les ai sans regret à ma honte soussers;
mout vous allons bien-tot voir aſſieger Cartage, Souſſrez que ma preſence anime ſon courage, Eamour de ma patrie allumant mon ardeur,	moût vous allons bientôt voir assiéger Carthage, Soussrez que ma présence anime son courage, Eamour de ma patrie allumant mon ardeur,
SCIPION.	SCIPION.
Qu'un pareil ſentiment me touche & m'intereſſe?	Qu'un pareil sentiment me touche et m'intéresse?
Ouy, de vôtre deſtin je vous rends la maitreſſe, Soyez libre, Madame, & d’un cœur aſſermy Allez joindre Annibal mon illuſtre enaemy:	Oui, de votre destin je vous rends la maîtresse, Soyez libre, Madame, et d'un cœur assermi Allez joindre Hannibal mon illustre enaemi:
Ma victoire n’a fait qu’enſler ſa renommée;	Ma victoire n'a fait qu'ensler sa renommée;
Ruy ſeul a combatu dans toute ſon Armée, ’’ay malgré ſa défaite admiré ſa valeur, I n’a jamais été plus grand qu’en ce malheur!	Rui seul a combattu dans toute son Armée, ay malgré sa défaite admiré sa valeur, I a jamais été plus grand en ce malheur!
Vous pourez aujourd’huy le revoir dans Caitage, Contte moy je luy donne un puiſſant avantage;	Vous pourrez aujourd'hui le revoir dans Caitage, Contte moi je lui donne un puissant avantage;
Cependant vous pouvek partir, allez Sextus, Et reudez les honneurs qu’òn doit à ſes vertue.	Cependant vous pouve partir, allez Sextus, Et reudez les honneurs qu'n doit à ses vertue.
GRIXENE.	GRIXENE.
Je n’attendois pas moins d’un heros magnanime, Et j’emporte de vous une ſi haute eſtime, Que mon cœur penetté d’un ſi noble deſſein, Me fera teverer toujours le nom Romain.	Je n'attendais pas moins d'un héros magnanime, Et j'emporte de vous une si haute estime, Que mon cœur penetté d'un si noble dessein, Me fera tevérer toujours le nom Romain.
Elle ſo-t.	Elle sout.
SCENE V.	SCÈNE V.
SCIPION, LEPIDE.	SCIPION, LEPIDE.
LEPIDE.	LÉPIDE.
Inſi vous l’envoyez ſecourir ſa patrie:	Insi vous l'envoyez secourir sa patrie:
Al Mais, Seigneur, qu’allez-vous ordonnor d'Iſperie?	Al Mais, Seigneur, qu'allez-vous ordonnor d'Ispérie?
Maitre de ſon deſtin dans ce fatal moment, Vous avez dans vos mains la Maîtreſſe & l’Amant, Qu’allez-vous decider de leur ſorta	Maitre de son destin dans ce fatal moment, Vous avez dans vos mains la Maîtresse et l'Amant, Qu'allez-vous décider de leur sorta
SCIPION.	SCIPION.
Ah Lepde, Je tremble que l'amour ne me ſerve de guide, Je ne ſuis plus Romain, je ſuis foible, & je ſens Que contre ma vertu ſe revoltent mes ſens.	Ah Lépde, Je tremble que l'amour ne me serve de guide, Je ne suis plus Romain, je suis faible, et je sens Que contre ma vertu se révoltent mes sens.
La gloire, la pitié, l’amour, tout me déchire, Que je ſouffre grands Dieux!	La gloire, la pitié, l'amour, tout me déchire, Que je souffre grands Dieux!
j’en rougis, j’en ſoûplre, Qu’il me ſaut rendre encor de tetribles combats?	j'en rougis, j'en souplre, Qu'il me saut rendre encor de tetribles combats?
Aunibal eſt vaineu, mais I’amour ne l’eſt pas.	Aunibal est vain, mais J'amour ne l'est pas.
LEPI.	LÉPI.
DE.	DE.
Hé?	Hé?
Seigneur, proſitez des droits de la victoire?	Seigneur, prositez des droits de la victoire?
Pouroit-on refuſer un Heros plein de gloire?	Pourrait-on refuser un Héros plein de gloire?
Cartage va tomber, & le ſoldat Romain vous honcie dela dudde dAſsieain, Seigneur vous pouvez tout, & vous êtes le maitre.	Carthage va tomber, et le soldat Romain vous honcie déla dude dAssiez, Seigneur vous pouvez tout, et vous êtes le maître.
SCIPION.	SCIPION.
En ſlatant mon amour que me fais-tu connoltre?	En slattant mon amour que me fais-tu connaître?
Ouy, ſi j’en conſultois les tranſports de mon cœur, Peut-ctre deviendrois-je un ſuperbe vainqueur?	Oui, si j'en consultais les transports de mon cœur, Peut-ctre deviendrais-je un superbe vainqueur?
Elle viendra bien-tôt cette tendre Iſperie, De ſon heureux Amant me demander la vie;	Elle viendra bientôt cette tendre Ispérie, De son heureux Amant me demander la vie;
Elle ignore ſon ſort que je luy fais cacher, Envain paimy les morts elle le fait chercher:	Elle ignore son sort que je lui fais cacher, Envain paimi les morts elle le fait chercher:
Mais helas!	Mais hélas!
çe qui rend ſa gloire plus palfaite, Il contraint ſon vainqueur d’envier ſa defaite, Tantoſt dans le combat j’ay connu ſon grand çœur, ’ay ſenti redoubler mon amour, ma fureur;	çe qui rend sa gloire plus palaite, Il contraint son vainqueur d'envier sa défaite, Tantôt dans le combat j'ai connu son grand çœur, aay senti redoubler mon amour, ma fureur;
Il tâchoit de ſauver une Amante fidelle, Je voyois à regret qu’il étoit digne d’elle?	Il tâchait de sauver une Amante fidèle, Je voyais à regret qu'il était digne d'elle?
Il étoit des momens où malgré mon couroux Je trouvois Annibal moins digne de mes coups:	Il était des moments où malgré mon courroux Je trouvais Hannibal moins digne de mes coups:
Mais que fait cet Amant ?	Mais que fait cet Amant ?
a-t-il la même audace?	a-t-il la même audace?
De quel œil maintenant reçoit-il ſa diſgrace?	De quel œil maintenant reçoit-il sa disgrâce?
LEPIDE.	LÉPIDE.
audigue d’avon ſaic un inutile eſtore, Il nous a conjurez de luy donner la moft?	audigue d'avon saisc un inutile estore, Il nous a conjurés de ton donner la moft?
Quel ſoin cruel, dit-il, prenez-vous de ma vie?	Quel soin cruel, dit-il, prenez-vous de ma vie?
Scipion eſt vainqueur, & je perds Iſperie;	Scipion est vainqueur, et je perds Ispérie;
Lelius le conſole, & d’un ſoin genereux.	Lélius le console, et d'un soin généreux.
SCIPION.	SCIPION.
Non, c’en eſt fait, n'laut qu'ir ctoune les feux, Je veux que Lucejus abandonne Iſperie, A ce prix je metray ſa liberté, ſa vie C'eſt à luy d’obélt.	Non, c'en est fait, n'elle qu'ir ctoune les feux, Je veux que Lucejus abandonne Ispérie, À ce prix je mettrai sa liberté, sa vie C'est à lui d'oblt.
Mais quel eſt mon deſſein?	Mais quel est mon dessein?
Suis-je encor Scipion?	Suis-je encor Scipion?
ou ſuis-je encor Romain?	ou suis-je encor Romain?
luſtes Dieux?	lûtes Dieux?
eſt-ce ainſi que je ſuis les exemples Des Heros à qui Rome a couſacré des Temples?	est-ce ainsi que je suis les exemples Des Héros à qui Rome a cousacré des Temples?
Eſt-ce ainſi que je ſuis la noble auſterité Qui les rendra fameux à la poſterité?	Est-ce ainsi que je suis la noble austérité Qui les rendra fameux à la postérité?
Etouſtons un amour.	Etoustons un amour.
Ah Dieux:	Ah Dieux:
que vais-je faite?	que vais-je faite?
De ma victoire un autte aura-t-il le ſalaite?	De ma victoire un autte aura-t-il le salaite?
tuur jevai atestoquaa Eupunconionta, A ſes yeux j’ay beſoin de toute ma vertu,	tuur jevai atestoquaa Eupunconionta, À ses yeux j'ai besoin de toute ma vertu,
SCENE VI.	SCÈNE VI.
ISPERIE, ERMILIE, SCIPION, LEPIDE.	ISPERIE, ERMILIE, SCIPION, LÉPIDE.
ISPERIE.	ISPERIE.
H!	H!
Seigneur, tirez-moy du plus eruël martyre ADe grace, & m’aprenez ſi Lucejus reſpire;	Seigneur, tirez-moi du plus ervuel martyre ADe grâce, et m'apprenez si Lucejus respire;
On me refuſe helas!	On me refuse hélas!
de m’aprendre ſon ſoit, Ce Prince malheureux a-t-il trouvé la mort?	de m'apprendre son soit, Ce Prince malheureux a-t-il trouvé la mort?
Puis-je me retracer l’épouvantable image D'un vuaiup coutetede montsde sepej de cimnager Ces cadavres ſanglants toua pâles ;	Puis-je me retracer l'épouvantable image D'un vay coutetede montsde sepéj de cimnager Ces cadavres sanglants toua pâles ;
tous glacez, (2 Qui n’offioient à mes yeux que des traits effacez, Ah!	tous glacés, (2 Qui n'offiaient à mes yeux que des traits effacés, Ah!
Seigneur, concevez mon deſeſpoir extrème, Dãs toutes ſes horreurs je cherchois ce que j’aime.	Seigneur, concevez mon désespoir extrême, Dance toutes ses horreurs je cherchais ce que j'aime.
SCIPION.	SCIPION.
Ne craignez plus pour luy, diſſipez vôtre eſfroy, lucejus eſt vivant,, & plus heureux que moy.	Ne craignez plus pour lui, dissipez votre éfroi, lucejus est vivant, et plus heureux que moi.
SPERIE.	SPERIE.
Il eſt vivant, mais quoy vous enetes le maître?	Il est vivant, mais quoi vous enetes le maître?
Vous poüvez diſpoſet de ſon ſort, & peut-etre La haine d’un rival qui vous a combatu.	Vous poüvez disposet de son sort, et peut-être La haine d'un rival qui vous a combattu.
